,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
0,1,1,Bubba Watson,76,69.77,187489.5,268725
1,2,2,Dustin Johnson,58,69.09,133925.2,193836
2,3,3,Rory McIlroy,66,68.84,156610.8,227514
3,4,4,Jamie Lovemark,64,68.64,153940.4,224274
4,5,5,Andrew Loupe,65,68.59,162006.6,236186
5,6,6,J.B. Holmes,86,68.01,241464.7,355036
6,7,7,Charles Howell III,106,67.98,303253.9,446094
7,8,8,Jimmy Walker,98,67.42,234248.8,347447
8,9,9,Ángel Cabrera,69,67.4,196332.2,291299
9,10,10,Charley Hoffman,93,67.35,234197.2,347720
10,11,11,Ryan Palmer,85,67.28,214944.4,319475
11,T12,T12,Charlie Beljan,76,67.19,211018.0,314050
12,T12,T12,Gary Woodland,93,67.19,228715.3,340390
13,14,14,Jason Day,54,67.12,106630.9,158862
14,15,15,Steven Bowditch,93,67.08,248631.2,370630
15,16,16,Brooks Koepka,56,67.07,133089.8,198420
16,17,17,Adam Scott,68,67.05,180871.6,269746
17,18,18,Louis Oosthuizen,50,66.92,95314.7,142433
18,19,19,Morgan Hoffmann,103,66.89,284844.0,425843
19,20,20,Sean O'Hair,77,66.81,210280.0,314766
20,21,21,Jhonattan Vegas,77,66.77,202490.8,303257
21,22,22,Robert Garrigus,80,66.76,224917.7,336892
22,23,23,Jason Kokrak,65,66.73,185922.9,278637
23,24,24,Graham DeLaet,80,66.64,200900.4,301487
24,25,25,Matt Jones,83,66.6,186186.5,279573
25,26,26,Robert Streb,75,66.59,203343.9,305380
26,27,27,Troy Matteson,62,66.57,155057.5,232911
27,28,28,Kyle Stanley,87,66.55,224428.8,337215
28,29,29,Harris English,95,66.54,232398.8,349254
29,30,30,Kevin Stadler,90,66.53,202268.8,304011
30,31,31,Hunter Mahan,88,66.48,226071.1,340039
