,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Justin Leonard,75,26.1,225,862,+0.156
1,2,2,Mike Weir,69,24.63,182,739,+0.071
2,3,3,Brian Gay,81,23.47,207,882,+0.126
3,4,4,Tim Clark,75,23.01,199,865,-0.025
4,5,5,Chad Collins,78,21.7,184,848,+0.125
5,6,6,David Toms,64,20.45,154,753,+0.110
6,7,7,Luke Donald,57,20.1,123,612,+0.016
7,8,8,Billy Hurley III,86,18.71,188,1005,+0.085
8,9,9,Jerry Kelly,80,18.52,170,918,+0.035
9,10,10,Stuart Appleby,92,18.46,216,1170,+0.083
10,11,11,"Ted Potter, Jr.",68,18.44,154,835,+0.084
11,12,12,Paul Casey,56,18.24,112,614,-0.036
12,13,13,Spencer Levin,59,18.1,126,696,+0.095
13,14,14,D.H. Lee,54,17.89,112,626,+0.170
14,15,15,Ben Crane,81,17.68,192,1086,+0.130
15,16,16,Briny Baird,50,17.54,110,627,+0.155
16,17,17,James Driscoll,71,17.25,139,806,+0.122
17,18,18,Scott Langley,95,17.09,188,1100,+0.117
18,19,19,Ken Duke,80,17.01,157,923,+0.089
19,20,20,Bryce Molder,77,16.82,150,892,+0.260
20,21,21,John Huh,87,16.77,164,978,+0.146
21,22,22,Jeff Maggert,54,16.75,103,615,+0.223
22,23,23,K.J. Choi,80,16.17,151,934,+0.099
23,24,24,Robert Allenby,83,16.1,157,975,+0.057
24,25,25,Brian Davis,93,16.02,181,1130,+0.050
25,26,26,Ben Curtis,77,15.82,141,891,+0.085
26,27,27,Heath Slocum,71,15.69,136,867,+0.059
27,28,28,Charlie Wi,72,15.67,142,906,+0.169
28,29,29,Greg Chalmers,85,15.54,158,1017,+0.120
29,30,30,D.A. Points,75,15.41,119,772,+0.168
30,31,31,Graeme McDowell,66,15.37,99,644,+0.051
31,T32,T32,Aaron Baddeley,74,15.31,126,823,+0.103
32,T32,T32,Tyrone Van Aswegen,79,15.31,139,908,+0.223
33,34,34,Nicholas Thompson,85,15.3,149,974,+0.168
34,35,35,Kevin Na,94,15.29,166,1086,+0.114
35,36,36,Jim Furyk,84,15.22,140,920,-0.007
36,37,37,Johnson Wagner,69,15.1,122,808,+0.107
37,T38,T38,Freddie Jacobson,91,14.98,169,1128,+0.041
38,T38,T38,Brendon Todd,108,14.98,190,1268,+0.021
39,40,40,Zach Johnson,97,14.94,176,1178,+0.074
40,41,41,Mark Wilson,69,14.72,117,795,+0.154
41,42,42,Woody Austin,63,14.66,117,798,+0.197
42,43,43,Chad Campbell,57,14.17,91,642,+0.088
43,44,44,Jason Dufner,57,14.12,83,588,-0.060
44,45,45,Daniel Summerhays,98,14.11,173,1226,+0.040
45,46,46,William McGirt,96,13.99,164,1172,+0.091
46,47,47,Tim Wilkinson,86,13.9,138,993,+0.152
47,48,48,Trevor Immelman,84,13.87,130,937,+0.077
48,49,49,George McNeill,79,13.63,133,976,+0.150
