,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Luke Donald,57,50.0,44,88,-0.14
1,2,2,Justin Leonard,75,47.83,66,138,-0.11
2,3,3,Jeff Maggert,54,45.19,47,104,-0.26
3,4,4,Tim Clark,75,44.93,62,138,E
4,5,5,Chad Collins,78,43.75,63,144,-0.03
5,6,6,Heath Slocum,71,43.48,60,138,-0.05
6,7,7,D.H. Lee,54,43.0,43,100,+0.05
7,8,8,David Hearn,97,42.13,75,178,-0.12
8,9,9,Billy Hurley III,86,41.67,65,156,-0.12
9,10,10,Ben Curtis,77,41.55,59,142,-0.10
10,11,11,Jim Furyk,84,41.18,56,136,-0.05
11,12,12,Mark Wilson,69,39.68,50,126,+0.06
12,13,13,Ben Crane,81,39.51,64,162,-0.02
13,14,14,Brendon Todd,108,39.5,79,200,-0.04
14,15,15,Ken Duke,80,39.29,55,140,-0.16
15,16,16,Graeme McDowell,66,38.54,37,96,E
16,17,17,Jason Bohn,81,38.27,62,162,-0.11
17,18,18,Brian Davis,93,38.2,68,178,-0.13
18,19,19,Brian Gay,81,38.03,54,142,E
19,20,20,Charlie Wi,72,37.86,53,140,-0.04
20,21,21,Stuart Appleby,92,37.78,68,180,E
21,22,22,Spencer Levin,59,37.29,44,118,-0.05
22,23,23,"Ted Potter, Jr.",68,36.76,50,136,+0.04
23,24,24,David Toms,64,35.83,43,120,-0.19
24,25,25,Justin Hicks,103,35.35,70,198,E
25,26,26,Kevin Na,94,34.88,60,172,-0.13
26,27,27,Jerry Kelly,80,34.87,53,152,-0.11
27,28,28,Brian Stuard,91,34.71,59,170,-0.08
28,29,29,K.J. Choi,80,34.29,48,140,-0.06
29,30,30,Tim Wilkinson,86,34.15,56,164,-0.05
