,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
69,T69,T17,Dustin Johnson,58,371,World Golf Championships-Cadillac Championship,1,1,8
70,T71,T71,Bill Haas,107,370,Hyundai Tournament of Champions,4,12,656
71,T71,1,Bubba Watson,76,370,World Golf Championships-Bridgestone Invitational,1,9,36
72,T71,1,Bubba Watson,76,370,World Golf Championships-Bridgestone Invitational,2,9,36
73,T71,1,Bubba Watson,76,370,World Golf Championships-Bridgestone Invitational,3,13,36
74,T71,T20,Matt Jones,83,370,BMW Championship,3,1,505
75,T71,T71,J.B. Holmes,86,370,Waste Management Phoenix Open,2,9,510
76,T71,T71,Graham DeLaet,80,370,Waste Management Phoenix Open,2,6,510
77,T71,T20,Rory McIlroy,66,370,The Honda Classic,3,10,734
78,T71,T71,Ryo Ishikawa,75,370,Wyndham Championship,4,8,752
79,T71,T36,Charlie Beljan,76,370,RBC Heritage,2,2,12
80,T71,T71,Robert Streb,75,370,Wells Fargo Championship,4,16,698
81,T71,T29,Andrew Loupe,65,370,John Deere Classic,1,10,669
82,T71,T71,Luke Guthrie,85,370,Arnold Palmer Invitational presented by MasterCard,4,4,9
83,T71,T71,Oliver Goss,22,370,Quicken Loans National,4,18,24
84,T71,T71,Oliver Goss,22,370,RBC Canadian Open,2,3,642
85,T86,T59,Ángel Cabrera,69,369,Waste Management Phoenix Open,2,15,510
86,T86,T59,Ángel Cabrera,69,369,HP Byron Nelson Championship,4,3,19
87,T86,T49,Charles Howell III,106,369,Zurich Classic of New Orleans,4,15,714
88,T86,T49,Charles Howell III,106,369,Wells Fargo Championship,3,16,698
89,T86,T49,Charles Howell III,106,369,HP Byron Nelson Championship,4,3,19
90,T86,T20,Rory McIlroy,66,369,World Golf Championships-Bridgestone Invitational,2,8,36
91,T86,11,Branden Grace,32,369,World Golf Championships-Bridgestone Invitational,3,8,36
92,T86,T86,Scott Stallings,77,369,World Golf Championships-Bridgestone Invitational,2,9,36
93,T86,T17,Dustin Johnson,58,369,Travelers Championship,4,18,503
94,T86,T86,Chris Kirk,105,369,Hyundai Tournament of Champions,4,12,656
95,T86,T29,Jason Kokrak,65,369,Wells Fargo Championship,4,16,698
96,T86,T86,Kevin Chappell,100,369,Zurich Classic of New Orleans,4,15,714
97,T98,T98,Davis Love III,74,368,Wells Fargo Championship,3,16,698
98,T98,T98,Charley Hoffman,93,368,Waste Management Phoenix Open,2,15,510
99,T98,T98,Lee Westwood,57,368,World Golf Championships-Bridgestone Invitational,3,16,36
100,T98,T43,Sergio Garcia,61,368,World Golf Championships-Bridgestone Invitational,2,8,36
101,T98,T98,Scott Hend,12,368,World Golf Championships-Cadillac Championship,1,12,8
102,T98,T98,Carl Pettersson,91,368,Valero Texas Open,3,4,770
103,T98,T98,Alvaro Quiros,6,368,OHL Classic at Mayakoba,2,5,733
104,T98,T20,Rory McIlroy,66,368,Masters Tournament,4,2,14
105,T98,T20,Rory McIlroy,66,368,BMW Championship,1,7,505
106,T98,T20,Rory McIlroy,66,368,BMW Championship,3,10,505
107,T98,T98,Brendan Steele,89,368,Shell Houston Open,1,8,729
108,T98,T17,Dustin Johnson,58,368,World Golf Championships-Cadillac Championship,1,5,8
109,T98,T17,Dustin Johnson,58,368,The Open Championship,4,2,724
110,T98,T98,Alex Prugh,40,368,Valero Texas Open,3,17,770
111,T98,T36,Charlie Beljan,76,368,Sony Open in Hawaii,3,6,6
112,T98,T98,Hideki Matsuyama,82,368,World Golf Championships-Cadillac Championship,2,5,8
113,T98,T36,Patrick Reed,92,368,Quicken Loans National,4,18,24
114,T98,T98,David Lingmerth,80,368,Farmers Insurance Open,4,15,4
115,T98,T71,Oliver Goss,22,368,The Greenbrier Classic,2,6,771
116,T117,T59,Nicolas Colsaerts,32,367,Waste Management Phoenix Open,2,9,510
117,T117,T117,Sean O'Hair,77,367,Frys.com Open,1,5,775
118,T117,T14,Jason Dufner,57,367,Valspar Championship,4,6,665
119,T117,T20,Matt Jones,83,367,BMW Championship,1,1,505
120,T117,T71,J.B. Holmes,86,367,Valero Texas Open,4,9,770
121,T117,T9,Martin Laird,66,367,Hyundai Tournament of Champions,2,1,656
122,T117,T98,Brendan Steele,89,367,Waste Management Phoenix Open,2,15,510
123,T117,T17,Dustin Johnson,58,367,World Golf Championships-Cadillac Championship,2,11,8
124,T117,T98,Alex Prugh,40,367,Zurich Classic of New Orleans,4,7,714
125,T117,T14,Gary Woodland,93,367,Wells Fargo Championship,3,16,698
126,T117,T31,Rickie Fowler,91,367,World Golf Championships-Bridgestone Invitational,3,8,36
127,T117,T117,Kevin Tway,64,367,Frys.com Open,4,18,775
128,T117,T36,Charlie Beljan,76,367,Wells Fargo Championship,2,15,698
129,T117,T117,Keegan Bradley,89,367,World Golf Championships-Bridgestone Invitational,3,8,36
130,T117,T71,Robert Streb,75,367,Zurich Classic of New Orleans,4,15,714
131,T117,T117,Cameron Wilson,6,367,John Deere Classic,1,14,669
132,T133,T133,Daniel Chopra,37,366,Valero Texas Open,2,17,770
133,T133,T133,Geoff Ogilvy,84,366,Quicken Loans National,4,18,24
134,T133,T133,Zach Johnson,97,366,Valero Texas Open,2,10,770
135,T133,T117,Sean O'Hair,77,366,Quicken Loans National,3,18,24
136,T133,T133,Paul Casey,56,366,The Open Championship,2,1,724
137,T133,1,Bubba Watson,76,366,Deutsche Bank Championship,3,13,700
138,T133,1,Bubba Watson,76,366,BMW Championship,1,2,505
139,T133,T71,J.B. Holmes,86,366,Zurich Classic of New Orleans,4,13,714
140,T133,T71,J.B. Holmes,86,366,BMW Championship,2,4,505
141,T133,T71,Graham DeLaet,80,366,BMW Championship,2,7,505
142,T133,T20,Rory McIlroy,66,366,Wells Fargo Championship,3,16,698
143,T133,T98,Brendan Steele,89,366,Shell Houston Open,2,4,729
144,T133,T86,Scott Stallings,77,366,FedEx St. Jude Classic,4,3,513
145,T133,T117,Keegan Bradley,89,366,HP Byron Nelson Championship,4,1,19
146,T133,3,Jordan Spieth,102,366,Hyundai Tournament of Champions,4,12,656
147,T148,T148,David Duval,33,365,OHL Classic at Mayakoba,4,5,733
148,T148,T148,Brian Davis,93,365,Valero Texas Open,3,17,770
149,T148,T49,Charles Howell III,106,365,Zurich Classic of New Orleans,3,7,714
150,T148,T59,Nicolas Colsaerts,32,365,Farmers Insurance Open,2,18,4
151,T148,T148,Erik Compton,88,365,HP Byron Nelson Championship,2,4,19
152,T148,8,Jimmy Walker,98,365,Valero Texas Open,4,18,770
153,T148,1,Bubba Watson,76,365,The Greenbrier Classic,4,7,771
154,T148,1,Bubba Watson,76,365,BMW Championship,3,10,505
155,T148,T71,J.B. Holmes,86,365,Waste Management Phoenix Open,3,8,510
156,T148,T17,Jason Day,54,365,BMW Championship,1,10,505
157,T148,T148,Jeff Overton,80,365,OHL Classic at Mayakoba,4,5,733
158,T148,2,Webb Simpson,87,365,Hyundai Tournament of Champions,4,18,656
159,T148,T14,Gary Woodland,93,365,HP Byron Nelson Championship,4,3,19
160,T148,T14,Gary Woodland,93,365,BMW Championship,1,10,505
161,T148,T86,Kevin Chappell,100,365,BMW Championship,1,10,505
162,T148,T59,Harris English,95,365,World Golf Championships-Cadillac Championship,1,3,8
163,T148,T71,Robert Streb,75,365,Wells Fargo Championship,3,16,698
164,T148,T29,Andrew Loupe,65,365,Crowne Plaza Invitational at Colonial,1,11,21
165,T148,T71,Oliver Goss,22,365,Quicken Loans National,1,9,24
166,T148,T148,Max Homa,25,365,Frys.com Open,4,10,775
167,T148,T148,Taylor Pendrith,4,365,RBC Canadian Open,1,8,642
168,T169,T49,Charles Howell III,106,364,Quicken Loans National,4,18,24
169,T169,T49,Charles Howell III,106,364,BMW Championship,1,2,505
170,T169,T59,Nicolas Colsaerts,32,364,Valero Texas Open,2,17,770
171,T169,T117,Sean O'Hair,77,364,HP Byron Nelson Championship,3,3,19
172,T169,T9,Robert Garrigus,80,364,HP Byron Nelson Championship,4,1,19
173,T169,T71,Bill Haas,107,364,Wells Fargo Championship,3,16,698
174,T169,8,Jimmy Walker,98,364,World Golf Championships-Bridgestone Invitational,2,8,36
175,T169,1,Bubba Watson,76,364,Waste Management Phoenix Open,4,3,510
176,T169,1,Bubba Watson,76,364,the Memorial Tournament presented by Nationwide Insurance,4,2,23
177,T169,1,Bubba Watson,76,364,BMW Championship,2,17,505
178,T169,T71,J.B. Holmes,86,364,World Golf Championships-Bridgestone Invitational,4,9,36
179,T169,T169,John Merrick,87,364,Hyundai Tournament of Champions,4,7,656
180,T169,T169,Billy Hurley III,86,364,Frys.com Open,4,18,775
181,T169,T20,Jamie Lovemark,64,364,RBC Canadian Open,2,3,642
182,T169,T86,Scott Stallings,77,364,Waste Management Phoenix Open,2,15,510
183,T169,T86,Scott Stallings,77,364,World Golf Championships-Bridgestone Invitational,3,8,36
184,T169,T17,Dustin Johnson,58,364,Hyundai Tournament of Champions,3,18,656
185,T169,T98,Hideki Matsuyama,82,364,Wells Fargo Championship,3,16,698
186,T169,T117,Keegan Bradley,89,364,World Golf Championships-Cadillac Championship,2,5,8
187,T169,T169,Willy Wilcox,51,364,Sony Open in Hawaii,1,5,6
188,T169,T169,Willy Wilcox,51,364,Zurich Classic of New Orleans,4,15,714
189,T169,T29,Andrew Loupe,65,364,Valero Texas Open,2,17,770
190,T169,T169,Wes Roach,67,364,Valero Texas Open,4,18,770
191,T169,T6,Derek Ernst,80,364,Hyundai Tournament of Champions,4,1,656
192,T193,T193,Tiger Woods,21,363,World Golf Championships-Bridgestone Invitational,2,8,36
193,T193,T49,Charles Howell III,106,363,Deutsche Bank Championship,1,14,700
194,T193,T98,Scott Hend,12,363,World Golf Championships-Cadillac Championship,1,5,8
195,T193,4,Gonzalo Fernandez-Castaño,83,363,RBC Canadian Open,2,2,642
196,T193,1,Bubba Watson,76,363,the Memorial Tournament presented by Nationwide Insurance,4,1,23
197,T193,1,Bubba Watson,76,363,TOUR Championship by Coca-Cola,4,16,688
198,T193,T193,Scott Piercy,35,363,Waste Management Phoenix Open,2,9,510
199,T193,T193,Martin Kaymer,65,363,World Golf Championships-Bridgestone Invitational,3,8,36
