,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
0,T1,T1,Rickie Fowler,91,6.9,432.4,63,8.0,4.3
1,T1,T1,Jamie Lovemark,64,6.9,304.4,44,7.9,5.1
2,T3,T3,Graham DeLaet,80,6.8,358.3,53,7.6,4.0
3,T3,T3,Geoff Ogilvy,84,6.8,474.0,70,7.4,5.1
4,T5,T5,James Hahn,82,6.7,455.1,68,8.3,5.2
5,T5,T5,Charley Hoffman,93,6.7,546.4,81,7.7,3.8
6,T5,T5,Andrew Loupe,65,6.7,294.2,44,8.4,3.4
7,T5,T5,Will MacKenzie,82,6.7,519.2,78,7.7,5.1
8,T5,T5,Hudson Swafford,75,6.7,355.0,53,8.1,4.9
9,T10,T10,Ángel Cabrera,69,6.6,438.0,66,7.9,4.1
10,T10,T10,Bud Cauley,56,6.6,322.5,49,7.6,3.2
11,T10,T10,Luke Donald,57,6.6,270.2,41,7.5,3.4
12,T10,T10,Derek Ernst,80,6.6,381.7,58,7.7,3.0
13,T10,T10,Bill Haas,107,6.6,513.9,78,7.5,4.1
14,T10,T10,J.J. Henry,91,6.6,472.0,72,7.3,3.8
15,T10,T10,J.B. Holmes,86,6.6,411.3,62,7.6,4.7
16,T10,T10,Brooks Koepka,56,6.6,252.3,38,7.9,2.8
17,T10,T10,Marc Leishman,81,6.6,436.3,66,7.7,4.9
18,T10,T10,Hunter Mahan,88,6.6,485.5,74,7.7,3.0
19,T10,T10,Ryan Palmer,85,6.6,434.0,66,7.9,4.9
20,T10,T10,Kyle Stanley,87,6.6,488.7,74,8.0,3.5
21,T10,T10,Josh Teater,90,6.6,517.6,78,7.7,3.3
22,T10,T10,Bubba Watson,76,6.6,309.5,47,7.9,4.7
23,T10,T10,Mark Wilson,69,6.6,393.5,60,7.4,4.1
24,T25,T25,Charlie Beljan,76,6.5,456.1,70,7.8,4.6
25,T25,T25,Keegan Bradley,89,6.5,416.1,64,7.7,2.8
26,T25,T25,Jonathan Byrd,76,6.5,419.9,65,7.6,1.6
27,T25,T25,Paul Casey,56,6.5,277.6,43,7.5,4.5
28,T25,T25,Stewart Cink,91,6.5,434.2,67,7.9,3.9
29,T25,T25,Robert Garrigus,80,6.5,433.5,67,7.6,3.0
30,T25,T25,Luke Guthrie,85,6.5,533.3,82,7.5,4.8
31,T25,T25,Billy Horschel,92,6.5,449.5,69,7.6,4.5
32,T25,T25,Danny Lee,84,6.5,409.2,63,7.7,4.3
33,T25,T25,Richard Lee,80,6.5,437.3,67,7.7,3.9
34,T25,T25,Davis Love III,74,6.5,342.1,53,7.2,4.9
35,T25,T25,Hideki Matsuyama,82,6.5,421.3,65,7.5,5.4
36,T25,T25,John Rollins,84,6.5,409.7,63,7.8,2.6
37,T25,T25,Kevin Streelman,79,6.5,429.6,66,7.6,3.9
