,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
0,T1,T1,Robert Allenby,83,1.485,95.03200000000001,64,1.485,1.479
1,T1,T1,Aaron Baddeley,74,1.485,86.101,58,1.485,1.466
2,T1,T1,Brian Davis,93,1.485,136.578,92,1.485,1.4580000000000002
3,T1,T1,Harris English,95,1.485,95.01299999999999,64,1.485,1.4709999999999999
4,T1,T1,Tommy Gainey,73,1.485,90.56,61,1.485,1.4769999999999999
5,T1,T1,Brice Garnett,92,1.485,121.764,82,1.485,1.482
6,T1,T1,Justin Hicks,103,1.485,152.92700000000002,103,1.485,1.473
7,T1,T1,Martin Laird,66,1.485,68.3,46,1.485,1.475
8,T1,T1,Jeff Maggert,54,1.485,66.825,45,1.485,1.485
9,T1,T1,John Merrick,87,1.485,111.344,75,1.485,1.469
10,T1,T1,Louis Oosthuizen,50,1.485,40.095,27,1.485,1.485
11,T1,T1,Carl Pettersson,91,1.485,135.116,91,1.485,1.476
12,T1,T1,Chris Stroud,88,1.485,108.391,73,1.485,1.473
13,T1,T1,David Toms,64,1.485,84.64399999999999,57,1.485,1.484
14,T1,T1,Jimmy Walker,98,1.485,105.4,71,1.485,1.473
15,T16,T16,Jonas Blixt,64,1.484,56.383,38,1.485,1.4509999999999998
16,T16,T16,Ángel Cabrera,69,1.484,99.431,67,1.485,1.469
17,T16,T16,Greg Chalmers,85,1.484,120.20299999999999,81,1.485,1.446
18,T16,T16,Tim Clark,75,1.484,97.931,66,1.485,1.456
19,T16,T16,Ben Crane,81,1.484,126.16,85,1.485,1.462
20,T16,T16,Ernie Els,85,1.484,96.454,65,1.485,1.456
21,T16,T16,Robert Garrigus,80,1.484,103.852,70,1.485,1.432
22,T16,T16,Luke Guthrie,85,1.484,121.664,82,1.485,1.431
23,T16,T16,Chesson Hadley,84,1.484,118.706,80,1.485,1.464
24,T16,T16,David Hearn,97,1.484,136.485,92,1.49,1.456
25,T16,T16,Russell Henley,92,1.484,117.274,79,1.485,1.4669999999999999
