,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
41,T42,T42,Briny Baird,50,5.6,35,624,0.28600000000000003
42,T42,T42,Jonathan Byrd,76,5.6,50,898,0.26
43,T42,T42,Russell Knox,92,5.6,65,1155,0.33799999999999997
44,T42,T42,Justin Leonard,75,5.6,48,858,0.354
45,T42,T42,Ryan Moore,86,5.6,49,869,0.38799999999999996
46,T42,T42,Ryan Palmer,85,5.6,52,928,0.019
47,T48,T48,Rickie Fowler,91,5.7,48,847,0.22899999999999998
48,T48,T48,Pat Perez,84,5.7,59,1039,0.322
49,T48,T48,Adam Scott,68,5.7,45,783,0.17800000000000002
50,T51,T51,Charlie Beljan,76,5.8,54,924,0.24100000000000002
51,T51,T51,Jason Bohn,81,5.8,59,1010,0.153
52,T51,T51,Chesson Hadley,84,5.8,57,984,0.263
53,T51,T51,Martin Kaymer,65,5.8,39,668,0.41
54,T51,T51,Jerry Kelly,80,5.8,53,916,0.20800000000000002
55,T51,T51,Jhonattan Vegas,77,5.8,51,882,0.235
56,T51,T51,Mark Wilson,69,5.8,46,790,0.174
57,T58,T58,Woody Austin,63,5.9,47,792,0.319
58,T58,T58,Sangmoon Bae,76,5.9,53,904,0.151
59,T58,T58,Chad Campbell,57,5.9,38,642,0.158
60,T58,T58,Robert Garrigus,80,5.9,59,1004,0.28800000000000003
61,T58,T58,Lucas Glover,68,5.9,38,649,0.289
62,T58,T58,Rory McIlroy,66,5.9,39,665,0.385
63,T58,T58,Robert Streb,75,5.9,52,887,0.25
64,T58,T58,Brendon Todd,108,5.9,75,1263,0.187
65,T66,T66,Roberto Castro,76,6.0,49,811,0.184
66,T66,T66,Erik Compton,88,6.0,62,1029,0.19399999999999998
67,T66,T66,James Hahn,82,6.0,61,1010,0.213
68,T66,T66,Jason Kokrak,65,6.0,50,835,0.16
69,T66,T66,John Merrick,87,6.0,60,1002,0.317
70,T71,T71,K.J. Choi,80,6.1,56,925,0.14300000000000002
71,T71,T71,Richard Lee,80,6.1,52,846,0.462
72,T71,T71,Hunter Mahan,88,6.1,61,1001,0.115
73,T71,T71,Charl Schwartzel,64,6.1,46,748,0.217
74,T71,T71,Nicholas Thompson,85,6.1,59,969,0.18600000000000003
75,T71,T71,Camilo Villegas,95,6.1,71,1156,0.239
76,T71,T71,Y.E. Yang,79,6.1,51,841,0.235
77,T78,T78,Stuart Appleby,92,6.2,72,1164,0.069
78,T78,T78,Stewart Cink,91,6.2,61,991,0.24600000000000002
79,T78,T78,Harris English,95,6.2,63,1018,0.016
80,T78,T78,Hideki Matsuyama,82,6.2,55,893,0.16399999999999998
81,T78,T78,Carl Pettersson,91,6.2,73,1175,0.16399999999999998
82,T78,T78,Ian Poulter,57,6.2,35,565,0.4
83,T78,T78,Wes Roach,67,6.2,43,696,0.163
84,T78,T78,John Rollins,84,6.2,57,920,0.018000000000000002
85,T78,T78,John Senden,99,6.2,70,1122,0.2
86,T78,T78,Brian Stuard,91,6.2,64,1028,0.21899999999999997
87,T88,T88,Robert Allenby,83,6.3,61,965,0.18
88,T88,T88,J.B. Holmes,86,6.3,66,1044,0.318
89,T88,T88,Andrew Loupe,65,6.3,43,679,0.233
90,T88,T88,Josh Teater,90,6.3,65,1036,0.262
91,T92,T92,Luke Donald,57,6.4,39,606,0.10300000000000001
92,T92,T92,Martin Flores,85,6.4,60,934,0.3
93,T92,T92,Brian Harman,111,6.4,90,1403,0.17800000000000002
94,T92,T92,Graeme McDowell,66,6.4,41,640,0.293
95,T92,T92,Seung-Yul Noh,92,6.4,66,1029,0.106
96,T92,T92,Geoff Ogilvy,84,6.4,64,1007,0.25
97,T92,T92,Scott Stallings,77,6.4,55,863,0.364
98,T92,T92,Andrew Svoboda,77,6.4,59,918,0.034
99,T100,T100,Tommy Gainey,73,6.5,54,828,0.444
100,T100,T100,Matt Kuchar,91,6.5,69,1056,0.174
101,T100,T100,Phil Mickelson,71,6.5,45,690,0.133
102,T100,T100,Michael Thompson,74,6.5,54,829,0.055999999999999994
103,T100,T100,Gary Woodland,93,6.5,66,1010,0.152
104,T105,T105,Scott Brown,100,6.6,76,1160,0.132
105,T105,T105,Derek Ernst,80,6.6,58,879,0.24100000000000002
106,T105,T105,Danny Lee,84,6.6,63,956,0.254
107,T105,T105,Marc Leishman,81,6.6,62,945,0.226
108,T105,T105,George McNeill,79,6.6,64,968,0.109
109,T105,T105,Bryce Molder,77,6.6,58,883,0.138
110,T105,T105,Patrick Reed,92,6.6,68,1027,0.20600000000000002
111,T105,T105,Vijay Singh,83,6.6,70,1053,0.1
112,T105,T105,Kevin Stadler,90,6.6,60,905,0.267
113,T105,T105,Kyle Stanley,87,6.6,65,991,0.215
114,T105,T105,Tim Wilkinson,86,6.6,65,990,0.215
115,T116,T116,Steven Bowditch,93,6.7,72,1074,0.153
116,T116,T116,Brooks Koepka,56,6.7,39,580,0.231
117,T116,T116,David Lingmerth,80,6.7,61,915,0.23
118,T116,T116,Louis Oosthuizen,50,6.7,28,415,0.14300000000000002
119,T116,T116,D.A. Points,75,6.7,51,763,0.255
120,T116,T116,Andres Romero,81,6.7,66,982,0.318
121,T116,T116,Charlie Wi,72,6.7,60,901,0.217
122,T123,T123,Keegan Bradley,89,6.8,63,928,0.19
123,T123,T123,Charley Hoffman,93,6.8,71,1048,0.07
124,T123,T123,Troy Merritt,62,6.8,52,762,0.327
125,T126,T126,Kevin Chappell,100,6.9,83,1199,0.313
126,T126,T126,Morgan Hoffmann,103,6.9,85,1232,0.282
127,T126,T126,Billy Horschel,92,6.9,66,963,0.364
128,T126,T126,Freddie Jacobson,91,6.9,77,1110,0.13
129,T126,T126,Kevin Kisner,85,6.9,67,966,0.11900000000000001
130,T126,T126,Ben Martin,80,6.9,60,875,0.28300000000000003
131,T126,T126,Hudson Swafford,75,6.9,55,801,0.23600000000000002
132,T126,T126,Cameron Tringale,111,6.9,93,1356,0.215
133,T134,T134,Davis Love III,74,7.0,60,862,0.217
134,T134,T134,Kevin Tway,64,7.0,45,647,0.289
135,T134,T134,Boo Weekley,73,7.0,55,785,0.23600000000000002
136,T137,T137,Gonzalo Fernandez-Castaño,83,7.1,68,958,0.324
137,T137,T137,Sergio Garcia,61,7.1,39,552,0.128
138,T137,T137,J.J. Henry,91,7.1,76,1078,0.22399999999999998
139,T137,T137,Trevor Immelman,84,7.1,66,925,0.303
140,T137,T137,Brandt Snedeker,89,7.1,65,914,0.092
141,T142,T142,Graham DeLaet,80,7.2,64,885,0.172
142,T142,T142,John Peterson,62,7.2,55,764,0.255
143,T144,T144,Aaron Baddeley,74,7.3,58,797,0.10300000000000001
144,T144,T144,Matt Every,85,7.3,65,887,0.292
145,T144,T144,Retief Goosen,94,7.3,78,1073,0.064
146,T144,T144,Luke Guthrie,85,7.3,77,1048,0.195
147,T144,T144,Charles Howell III,106,7.3,95,1308,0.105
148,T149,T149,James Driscoll,71,7.4,59,794,0.051
149,T149,T149,David Hearn,97,7.4,84,1134,0.16699999999999998
150,T149,T149,Sean O'Hair,77,7.4,68,914,0.17600000000000002
151,T149,T149,Brendan Steele,89,7.4,72,971,0.16699999999999998
152,T149,T149,Chris Stroud,88,7.4,74,1001,0.081
153,T149,T149,Johnson Wagner,69,7.4,59,801,0.068
154,T149,T149,Lee Westwood,57,7.4,44,597,0.159
155,T156,T156,Jason Dufner,57,7.5,44,586,0.25
156,T156,T156,Jeff Overton,80,7.5,69,914,0.203
157,T156,T156,Justin Rose,70,7.5,54,717,0.14800000000000002
158,159,159,Troy Matteson,62,7.6,51,667,0.13699999999999998
159,T160,T160,Bill Haas,107,7.7,87,1129,0.184
160,T160,T160,Tyrone Van Aswegen,79,7.7,68,886,0.324
161,T160,T160,Nick Watney,80,7.7,60,783,0.28300000000000003
162,T163,T163,Jonas Blixt,64,7.8,46,593,0.261
163,T163,T163,Matt Jones,83,7.8,64,823,0.141
164,T163,T163,Jordan Spieth,102,7.8,85,1094,0.165
165,166,166,Ryo Ishikawa,75,7.9,67,846,0.149
166,T167,T167,Brice Garnett,92,8.0,86,1080,0.314
167,T167,T167,Chris Kirk,105,8.0,96,1199,0.115
168,169,169,Mike Weir,69,8.1,59,726,0.18600000000000003
169,170,170,Greg Chalmers,85,8.2,82,1003,0.22
170,171,171,Ernie Els,85,8.3,71,860,0.155
171,T172,T172,Rory Sabbatini,82,8.4,75,896,0.17300000000000001
172,T172,T172,Jimmy Walker,98,8.4,84,1003,0.11900000000000001
173,174,174,Ricky Barnes,92,8.7,94,1077,0.20199999999999999
174,175,175,Paul Casey,56,9.0,55,609,0.273
175,176,176,Bud Cauley,56,9.4,60,638,0.11699999999999999
176,177,177,Jim Renner,61,9.8,70,716,0.34299999999999997
