,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
102,103,103,Jeff Overton,80,5.54,51,920,+0.294
103,104,104,Zach Johnson,97,5.52,65,1178,-0.062
104,105,105,Scott Brown,100,5.51,64,1162,+0.094
105,106,106,Justin Hicks,103,5.5,69,1254,+0.174
106,107,107,Henrik Stenson,56,5.45,29,532,+0.034
107,108,108,Jason Dufner,57,5.44,32,588,+0.156
108,109,109,Kevin Kisner,85,5.43,53,976,+0.170
109,110,110,Danny Lee,84,5.4,52,963,+0.192
110,111,111,Nick Watney,80,5.36,42,784,+0.071
111,112,112,Harris English,95,5.32,55,1034,+0.018
112,113,113,Will MacKenzie,82,5.31,54,1016,+0.241
113,114,114,Patrick Reed,92,5.3,55,1038,+0.309
114,115,115,Kevin Stadler,90,5.29,48,908,+0.083
115,116,116,Louis Oosthuizen,50,5.26,22,418,+0.318
116,117,117,Justin Rose,70,5.25,38,724,+0.079
117,118,118,Jonas Blixt,64,5.14,31,603,+0.129
118,119,119,Luke Guthrie,85,5.1,54,1059,+0.481
119,T120,T120,Ángel Cabrera,69,5.05,43,852,+0.140
120,T120,T120,Brice Garnett,92,5.05,55,1090,+0.418
121,T120,T120,Martin Laird,66,5.05,39,772,+0.359
122,123,123,Hideki Matsuyama,82,5.02,45,896,E
123,T124,T124,Brendon de Jonge,109,4.98,64,1284,+0.031
124,T124,T124,Rory Sabbatini,82,4.98,45,904,+0.089
125,126,126,Kyle Stanley,87,4.97,50,1006,+0.240
126,127,127,Kevin Chappell,100,4.94,60,1214,+0.067
127,128,128,Jim Herman,62,4.93,33,670,+0.152
128,129,129,Vijay Singh,83,4.9,52,1062,+0.192
129,T130,T130,Jeff Maggert,54,4.88,30,615,+0.333
130,T130,T130,Ian Poulter,57,4.88,28,574,+0.429
131,T130,T130,Kevin Streelman,79,4.88,41,840,+0.049
132,T133,T133,Russell Henley,92,4.84,51,1054,+0.176
133,T133,T133,Heath Slocum,71,4.84,42,867,+0.214
134,T133,T133,Boo Weekley,73,4.84,38,785,+0.079
135,136,136,Brian Harman,111,4.76,67,1408,+0.104
136,137,137,Billy Horschel,92,4.75,46,968,+0.196
137,138,138,Charley Hoffman,93,4.73,50,1058,+0.200
138,T139,T139,Matt Kuchar,91,4.7,50,1064,+0.120
139,T139,T139,Ryan Palmer,85,4.7,44,936,E
140,141,141,Bud Cauley,56,4.67,30,643,+0.200
141,142,142,Steven Bowditch,93,4.6,50,1088,+0.320
142,143,143,Jhonattan Vegas,77,4.59,41,894,+0.171
143,144,144,Troy Merritt,62,4.55,35,769,+0.229
144,145,145,Geoff Ogilvy,84,4.51,46,1019,-0.065
145,146,146,Carl Pettersson,91,4.47,53,1185,+0.113
146,T147,T147,Charles Howell III,106,4.38,58,1324,+0.259
147,T147,T147,Troy Matteson,62,4.38,30,685,+0.400
148,149,149,Robert Streb,75,4.35,39,896,-0.179
149,150,150,Matt Jones,83,4.3,36,838,+0.333
150,151,151,Andrew Loupe,65,4.29,30,699,+0.333
151,152,152,Bill Haas,107,4.28,49,1146,-0.061
152,153,153,Rickie Fowler,91,4.27,37,866,+0.081
153,154,154,Erik Compton,88,4.21,44,1044,+0.205
154,T155,T155,John Peterson,62,4.17,32,767,+0.125
155,T155,T155,Andres Romero,81,4.17,42,1006,+0.286
156,157,157,Jordan Spieth,102,4.16,46,1106,+0.152
157,T158,T158,J.B. Holmes,86,4.0,43,1074,+0.209
158,T158,T158,Daniel Summerhays,98,4.0,49,1226,+0.082
159,160,160,Hunter Mahan,88,3.97,40,1008,+0.150
160,161,161,Gary Woodland,93,3.92,40,1020,+0.100
161,162,162,Andrew Svoboda,77,3.8,35,922,+0.029
162,163,163,Jimmy Walker,98,3.7,38,1026,+0.079
163,164,164,Jason Day,54,3.68,17,462,+0.118
164,165,165,Jamie Lovemark,64,3.65,24,657,+0.375
165,166,166,Keegan Bradley,89,3.63,34,936,+0.118
166,167,167,Morgan Hoffmann,103,3.59,45,1255,+0.289
167,168,168,Webb Simpson,87,3.57,37,1036,-0.108
168,169,169,Scott Stallings,77,3.53,31,878,+0.194
169,170,170,Ernie Els,85,3.52,31,880,+0.419
170,171,171,Martin Kaymer,65,3.42,23,672,E
171,172,172,Sergio Garcia,61,3.39,19,560,+0.158
172,173,173,Phil Mickelson,71,3.14,22,700,+0.227
173,174,174,Lee Westwood,57,2.82,17,602,+0.294
174,175,175,Dustin Johnson,58,2.77,16,578,+0.250
175,176,176,Bubba Watson,76,2.42,19,784,+0.158
176,177,177,Rory McIlroy,66,1.93,13,672,-0.077
