,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
0,1,1,Mike Weir,69,6.56,8.0,122,+0.63
1,2,2,Tim Clark,75,5.07,7.0,138,+0.43
2,T3,T3,Ken Duke,80,5.0,7.0,140,+0.71
3,T3,T3,D.H. Lee,54,5.0,5.0,100,+0.60
4,5,5,Chad Collins,78,4.86,7.0,144,+0.71
5,6,6,Brian Davis,93,4.49,8.0,178,+0.38
6,7,7,Stuart Appleby,92,4.44,8.0,180,+0.25
7,8,8,Ryo Ishikawa,75,4.35,6.0,138,+0.50
8,9,9,Greg Chalmers,85,4.32,7.0,162,+0.71
9,10,10,Y.E. Yang,79,4.17,6.0,144,+0.83
10,11,11,William McGirt,96,3.65,7.0,192,+0.43
11,T12,T12,Justin Leonard,75,3.62,5.0,138,+0.60
12,T12,T12,Bryce Molder,77,3.62,5.0,138,+0.20
13,T14,T14,James Driscoll,71,3.52,5.0,142,+0.60
14,T14,T14,Brian Gay,81,3.52,5.0,142,+0.40
15,16,16,Spencer Levin,59,3.39,4.0,118,E
16,17,17,Richard Lee,80,3.38,5.0,148,+0.20
17,18,18,Freddie Jacobson,91,3.37,6.0,178,+0.50
18,19,19,Ernie Els,85,3.17,4.0,126,+0.50
19,20,20,Ben Crane,81,3.09,5.0,162,+0.60
20,21,21,Hideki Matsuyama,82,3.08,4.0,130,E
21,22,22,Retief Goosen,94,3.05,5.0,164,+0.60
22,23,23,Briny Baird,50,3.0,3.0,100,-0.33
23,24,24,Jim Furyk,84,2.94,4.0,136,+0.50
24,25,25,Jeff Maggert,54,2.88,3.0,104,E
25,26,26,Gonzalo Fernandez-Castaño,83,2.86,4.0,140,+0.25
26,27,27,Brandt Snedeker,89,2.82,4.0,142,-0.50
