,Driving_Pct._300-320_All_Drives_RANK THIS WEEK,Driving_Pct._300-320_All_Drives_RANK LAST WEEK,Driving_Pct._300-320_All_Drives_PLAYER NAME,Driving_Pct._300-320_All_Drives_ROUNDS,Driving_Pct._300-320_All_Drives_%,Driving_Pct._300-320_All_Drives_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300-320_All_Drives_RELATIVE TO PAR
0,1,1,Jamie Lovemark,64,29.68,195,657,-0.082
1,2,2,Charles Howell III,106,29.53,391,1324,-0.159
2,3,3,Bubba Watson,76,28.44,223,784,-0.130
3,4,4,Robert Streb,75,28.13,252,896,-0.167
4,5,5,Jason Day,54,27.92,129,462,-0.178
5,6,6,Justin Rose,70,27.9,202,724,-0.149
6,7,7,Steven Bowditch,93,27.85,303,1088,-0.112
7,8,8,Gary Woodland,93,27.45,280,1020,-0.086
8,9,9,Jhonattan Vegas,77,27.29,244,894,-0.143
9,10,10,Ryan Palmer,85,27.24,255,936,-0.192
10,11,11,Rory McIlroy,66,27.08,182,672,-0.247
11,12,12,Ángel Cabrera,69,27.0,230,852,-0.087
12,13,13,Brendan Steele,89,26.66,261,979,-0.184
13,14,14,Charley Hoffman,93,26.65,282,1058,-0.184
14,15,15,J.B. Holmes,86,26.26,282,1074,-0.113
15,16,16,Sean O'Hair,77,25.94,242,933,-0.182
16,17,17,Jimmy Walker,98,25.93,266,1026,-0.128
17,18,18,Matt Jones,83,25.89,217,838,-0.115
18,19,19,Scott Stallings,77,25.63,225,878,-0.116
19,20,20,Charlie Beljan,76,25.59,239,934,-0.063
20,21,21,Charl Schwartzel,64,25.4,192,756,-0.146
21,22,22,Adam Scott,68,25.38,200,788,-0.225
22,23,23,Keegan Bradley,89,25.32,237,936,-0.093
23,24,24,Rickie Fowler,91,25.17,218,866,-0.124
24,25,25,Hunter Mahan,88,25.0,252,1008,-0.095
25,26,26,Brooks Koepka,56,24.91,146,586,-0.158
26,27,27,Lucas Glover,68,24.73,162,655,-0.142
27,28,28,Robert Garrigus,80,24.68,251,1017,-0.076
28,29,29,Morgan Hoffmann,103,24.38,306,1255,-0.082
29,30,30,Jason Kokrak,65,24.15,205,849,-0.132
30,31,31,Ernie Els,85,24.09,212,880,-0.118
31,32,32,Willy Wilcox,51,23.97,134,559,-0.179
32,33,33,Kevin Stadler,90,23.9,217,908,-0.138
33,34,34,Kyle Stanley,87,23.76,239,1006,-0.063
34,35,35,Derek Ernst,80,23.67,209,883,-0.110
35,36,36,Graham DeLaet,80,23.65,211,892,-0.114
36,37,37,Hudson Swafford,75,23.58,191,810,-0.115
37,38,38,Troy Matteson,62,23.36,160,685,-0.106
38,39,39,Martin Laird,66,23.32,180,772,-0.144
39,40,40,Martin Kaymer,65,23.07,155,672,-0.097
40,41,41,Carl Pettersson,91,22.95,272,1185,-0.213
41,42,42,Louis Oosthuizen,50,22.73,95,418,+0.011
42,43,43,Bud Cauley,56,22.71,146,643,-0.123
43,44,44,Martin Flores,85,22.68,215,948,-0.158
44,45,45,Nick Watney,80,22.45,176,784,-0.102
45,46,46,Billy Horschel,92,22.42,217,968,-0.198
46,47,47,Tommy Gainey,73,22.4,187,835,-0.091
47,48,48,Jim Herman,62,22.39,150,670,E
48,49,49,Dustin Johnson,58,22.32,129,578,-0.155
49,T50,T50,Marc Leishman,81,22.14,213,962,-0.141
50,T50,T50,Phil Mickelson,71,22.14,155,700,-0.129
51,T50,T50,Seung-Yul Noh,92,22.14,232,1048,-0.121
52,53,53,Harris English,95,22.05,228,1034,-0.202
53,54,54,Ryo Ishikawa,75,22.04,190,862,-0.168
54,55,55,Andrew Loupe,65,21.89,153,699,-0.026
55,56,56,Hideki Matsuyama,82,21.76,195,896,-0.236
56,57,57,Kevin Tway,64,21.61,142,657,-0.113
57,58,58,Kevin Chappell,100,21.58,262,1214,-0.168
58,59,59,Sergio Garcia,61,21.25,119,560,-0.168
59,60,60,Patrick Reed,92,21.1,219,1038,-0.164
60,61,61,Bill Haas,107,20.94,240,1146,-0.208
61,62,62,Geoff Ogilvy,84,20.9,213,1019,-0.113
62,63,63,Andres Romero,81,20.87,210,1006,-0.133
63,64,64,Russell Henley,92,20.68,218,1054,-0.170
64,65,65,Kevin Streelman,79,20.6,173,840,-0.098
65,66,66,Shawn Stefani,60,20.43,163,798,-0.172
66,T67,T67,Davis Love III,74,20.21,177,876,-0.186
67,T67,T67,John Peterson,62,20.21,155,767,-0.155
68,T69,T69,Jason Dufner,57,20.07,118,588,-0.085
69,T69,T69,Jordan Spieth,102,20.07,222,1106,-0.212
70,71,71,Aaron Baddeley,74,20.05,165,823,-0.121
71,72,72,Henrik Stenson,56,19.17,102,532,-0.147
72,73,73,Camilo Villegas,95,19.11,224,1172,-0.138
73,74,74,Trevor Immelman,84,19.1,179,937,-0.128
74,75,75,Ben Martin,80,19.0,167,879,-0.132
75,76,76,Josh Teater,90,18.97,198,1044,-0.126
76,77,77,Sangmoon Bae,76,18.92,172,909,-0.163
77,78,78,Vijay Singh,83,18.83,200,1062,-0.220
78,79,79,Brian Harman,111,18.54,261,1408,-0.180
79,80,80,Lee Westwood,57,18.44,111,602,-0.171
80,81,81,Stewart Cink,91,18.43,185,1004,-0.189
81,T82,T82,J.J. Henry,91,18.38,200,1088,-0.160
82,T82,T82,Michael Putnam,106,18.38,233,1268,-0.197
83,84,84,Rory Sabbatini,82,18.25,165,904,-0.182
84,85,85,David Lingmerth,80,18.24,170,932,-0.106
85,86,86,Wes Roach,67,18.22,127,697,-0.102
86,87,87,Chesson Hadley,84,18.2,180,989,-0.144
87,88,88,Will MacKenzie,82,18.01,183,1016,-0.115
88,89,89,Chris Kirk,105,17.96,217,1208,-0.147
89,90,90,James Hahn,82,17.81,181,1016,-0.122
90,91,91,John Rollins,84,17.75,166,935,-0.090
91,92,92,Bo Van Pelt,83,17.67,165,934,-0.164
92,93,93,Jonas Blixt,64,17.58,106,603,-0.132
93,94,94,Webb Simpson,87,17.57,182,1036,-0.049
94,95,95,Gonzalo Fernandez-Castaño,83,17.39,168,966,-0.161
95,96,96,Brad Fritsch,50,17.28,94,544,-0.223
96,97,97,John Senden,99,17.11,193,1128,-0.161
97,98,98,Scott Brown,100,16.87,196,1162,-0.097
98,99,99,Ricky Barnes,92,16.82,183,1088,-0.246
99,100,100,Bronson La'Cassie,51,16.5,83,503,-0.241
100,101,101,Matt Every,85,16.48,149,904,-0.128
101,102,102,Ian Poulter,57,16.38,94,574,-0.117
102,103,103,Michael Thompson,74,16.31,137,840,-0.161
103,104,104,Jeff Overton,80,16.3,150,920,-0.200
104,T105,T105,Retief Goosen,94,16.19,176,1087,-0.159
105,T105,T105,Pat Perez,84,16.19,169,1044,-0.107
106,107,107,Kevin Kisner,85,16.09,157,976,-0.153
107,108,108,Chris Stroud,88,15.89,160,1007,-0.238
108,109,109,Tyrone Van Aswegen,79,15.75,143,908,-0.161
109,110,110,Ryan Moore,86,15.6,136,872,-0.140
110,111,111,Boo Weekley,73,15.54,122,785,-0.123
