,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
104,105,105,Jeff Overton,80,0.044000000000000004,0.055999999999999994,-0.059000000000000004,0.047,66
105,106,106,Brian Stuard,91,0.042,-0.034,0.195,-0.11900000000000001,74
106,107,107,Martin Laird,66,0.038,0.23800000000000002,-0.205,0.004,55
107,108,108,Scott Langley,95,0.016,-0.395,0.15,0.262,79
108,109,109,Kevin Kisner,85,0.009000000000000001,0.049,0.076,-0.11599999999999999,70
109,110,110,Justin Hicks,103,-0.003,0.456,0.172,-0.631,90
110,111,111,John Huh,87,-0.01,-0.059000000000000004,0.016,0.033,70
111,112,112,Retief Goosen,94,-0.024,-0.44299999999999995,0.151,0.26899999999999996,78
112,113,113,Jonathan Byrd,76,-0.027000000000000003,0.079,-0.265,0.159,65
113,114,114,Matt Jones,83,-0.028999999999999998,0.23600000000000002,-0.42100000000000004,0.157,60
114,T115,T115,J.J. Henry,91,-0.032,0.192,-0.11900000000000001,-0.105,78
115,T115,T115,Geoff Ogilvy,84,-0.032,-0.02,0.038,-0.05,73
116,117,117,K.J. Choi,80,-0.039,-0.33899999999999997,0.049,0.251,67
117,118,118,Davis Love III,74,-0.055999999999999994,0.17600000000000002,0.053,-0.285,63
118,119,119,Charlie Beljan,76,-0.057999999999999996,0.523,-0.128,-0.45299999999999996,67
119,120,120,Tim Wilkinson,86,-0.078,-0.145,-0.287,0.354,71
120,121,121,Brian Davis,93,-0.085,-0.064,-0.419,0.39899999999999997,81
121,122,122,Gonzalo Fernandez-Castaño,83,-0.092,-0.262,-0.07,0.24,69
122,123,123,Jeff Maggert,54,-0.096,-0.135,0.2,-0.161,44
123,124,124,Ian Poulter,57,-0.106,0.042,-0.17600000000000002,0.027999999999999997,41
124,125,125,Hudson Swafford,75,-0.11599999999999999,0.305,0.015,-0.436,58
125,T126,T126,Danny Lee,84,-0.12300000000000001,0.157,-0.006999999999999999,-0.272,69
126,T126,T126,Troy Merritt,62,-0.12300000000000001,-0.213,0.261,-0.171,55
127,128,128,Stuart Appleby,92,-0.126,-0.311,-0.16,0.345,84
128,129,129,Chesson Hadley,84,-0.18,-0.319,0.242,-0.102,71
129,130,130,Sangmoon Bae,76,-0.20199999999999999,0.179,-0.299,-0.081,65
130,131,131,Andres Romero,81,-0.207,0.05,-0.381,0.124,72
131,132,132,David Lingmerth,80,-0.22,0.094,-0.171,-0.142,67
132,T133,T133,Jim Renner,61,-0.221,-0.33899999999999997,0.36700000000000005,-0.248,52
133,T133,T133,Charlie Wi,72,-0.221,-0.35,-0.253,0.38299999999999995,65
134,135,135,Spencer Levin,59,-0.23,-0.22399999999999998,-0.113,0.107,50
135,136,136,William McGirt,96,-0.235,0.002,-0.20199999999999999,-0.035,84
136,137,137,Matt Every,85,-0.23600000000000002,-0.23399999999999999,0.028999999999999998,-0.031,65
137,138,138,Rory Sabbatini,82,-0.245,-0.065,0.021,-0.201,65
138,139,139,Jason Bohn,81,-0.253,-0.475,0.185,0.038,73
139,T140,T140,Brice Garnett,92,-0.255,-0.055999999999999994,-0.19699999999999998,-0.002,78
140,T140,T140,Pat Perez,84,-0.255,-0.28,0.063,-0.039,75
141,142,142,Erik Compton,88,-0.259,-0.08900000000000001,0.066,-0.235,75
142,143,143,Tyrone Van Aswegen,79,-0.263,-0.735,0.29100000000000004,0.18100000000000002,65
143,144,144,Mark Wilson,69,-0.265,-0.23199999999999998,-0.11199999999999999,0.079,57
144,145,145,Ben Crane,81,-0.29,-0.297,-0.009000000000000001,0.017,78
145,146,146,Freddie Jacobson,91,-0.293,-0.162,-0.19899999999999998,0.068,81
146,147,147,Michael Thompson,74,-0.317,-0.21100000000000002,-0.046,-0.06,60
147,148,148,Sean O'Hair,77,-0.327,0.121,-0.473,0.026000000000000002,67
148,149,149,Scott Stallings,77,-0.369,0.135,-0.221,-0.28300000000000003,63
149,150,150,John Rollins,84,-0.395,-0.204,0.002,-0.193,67
150,151,151,Briny Baird,50,-0.419,-0.249,-0.183,0.013000000000000001,45
151,152,152,Bronson La'Cassie,51,-0.431,-0.04,-0.535,0.145,36
152,153,153,Russell Henley,92,-0.43799999999999994,0.205,-0.371,-0.272,75
153,154,154,Y.E. Yang,79,-0.46299999999999997,-0.09699999999999999,-0.586,0.22,61
154,155,155,Morgan Hoffmann,103,-0.47200000000000003,-0.172,-0.425,0.125,90
155,156,156,Bryce Molder,77,-0.48200000000000004,-0.763,0.006,0.275,64
156,157,157,Andrew Loupe,65,-0.485,0.22,-0.509,-0.196,50
157,158,158,Jim Herman,62,-0.488,0.302,-0.23800000000000002,-0.551,48
158,159,159,Jonas Blixt,64,-0.512,-0.434,-0.299,0.221,43
159,160,160,Tommy Gainey,73,-0.54,0.257,-0.057,-0.74,60
160,161,161,Wes Roach,67,-0.5539999999999999,-0.149,-0.107,-0.298,50
161,T162,T162,Ben Curtis,77,-0.616,-0.257,-0.41600000000000004,0.057,64
162,T162,T162,Johnson Wagner,69,-0.616,-0.209,-0.254,-0.152,58
163,T164,T164,Justin Leonard,75,-0.677,-0.752,-0.49700000000000005,0.5710000000000001,62
164,T164,T164,Kevin Tway,64,-0.677,0.048,-0.623,-0.102,47
165,166,166,Woody Austin,63,-0.696,-0.318,-0.16899999999999998,-0.21,57
166,167,167,Brian Gay,81,-0.733,-0.508,-0.501,0.276,63
167,168,168,D.A. Points,75,-0.753,-0.424,-0.308,-0.021,55
168,169,169,Derek Ernst,80,-0.7979999999999999,0.312,-0.6940000000000001,-0.415,63
169,170,170,D.H. Lee,54,-0.82,-0.332,-0.591,0.10300000000000001,45
170,171,171,Aaron Baddeley,74,-0.828,-0.589,-0.29100000000000004,0.051,59
171,172,172,Richard Lee,80,-0.878,-0.15,-0.75,0.021,61
172,173,173,Mike Weir,69,-0.882,-1.5819999999999999,0.257,0.44299999999999995,53
173,174,174,Chad Collins,78,-0.884,-0.635,-0.522,0.273,61
174,175,175,Troy Matteson,62,-0.914,-0.264,-0.41700000000000004,-0.233,49
175,176,176,James Driscoll,71,-0.958,-0.6609999999999999,-0.146,-0.151,58
176,177,177,Greg Chalmers,85,-0.9890000000000001,-0.503,-0.636,0.151,73
