,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Martin Kaymer,63.0,63,1
1,2,2,Robert Streb,64.0,64,1
2,T3,T3,Ernie Els,65.0,65,1
3,T3,T3,John Rollins,65.0,65,1
4,T3,T3,Aaron Watkins,65.0,65,1
5,6,6,Kevin Chappell,65.5,131,2
6,7,7,Bubba Watson,66.0,66,1
7,8,8,Bryce Molder,66.67,200,3
8,T9,T9,Colt Knost,67.0,67,1
9,T9,T9,Cameron Tringale,67.0,134,2
10,T9,T9,Bo Van Pelt,67.0,134,2
11,T9,T9,Jimmy Walker,67.0,134,2
12,T9,T9,Nick Watney,67.0,67,1
13,T9,T9,Lee Westwood,67.0,67,1
14,15,15,Bob Estes,67.33,202,3
15,16,16,Kevin Streelman,67.67,203,3
16,T17,T17,Michael Bradley,68.0,68,1
17,T17,T17,Doug LaBelle II,68.0,272,4
18,T17,T17,Carl Pettersson,68.0,68,1
19,T17,T17,Chez Reavie,68.0,68,1
20,T17,T17,D.J. Trahan,68.0,68,1
21,T17,T17,Lee Williams,68.0,68,1
22,23,23,Bud Cauley,68.25,273,4
23,24,24,Justin Leonard,68.33,205,3
24,T25,T25,James Driscoll,68.5,137,2
25,T25,T25,Jerry Kelly,68.5,137,2
26,T25,T25,Ben Kohles,68.5,137,2
27,T25,T25,Geoff Ogilvy,68.5,137,2
28,29,29,K.J. Choi,68.67,206,3
29,30,30,Camilo Villegas,68.75,275,4
30,T31,T31,Ricky Barnes,69.0,69,1
31,T31,T31,Luke Donald,69.0,138,2
32,T31,T31,Rickie Fowler,69.0,207,3
33,T31,T31,Jim Furyk,69.0,69,1
34,T31,T31,Tommy Gainey,69.0,69,1
35,T31,T31,Charley Hoffman,69.0,138,2
36,T31,T31,Billy Horschel,69.0,69,1
37,T31,T31,Phil Mickelson,69.0,138,2
38,T31,T31,Ryan Palmer,69.0,69,1
39,T31,T31,D.A. Points,69.0,69,1
40,T31,T31,David Toms,69.0,69,1
41,T42,T42,Brad Fritsch,69.33,208,3
42,T42,T42,Brian Gay,69.33,208,3
43,T44,T44,Chad Campbell,69.5,139,2
44,T44,T44,Brian Davis,69.5,139,2
45,T44,T44,Martin Flores,69.5,278,4
46,T44,T44,Luke List,69.5,139,2
47,T44,T44,George McNeill,69.5,278,4
48,T44,T44,Chris Stroud,69.5,278,4
49,T50,T50,Steven Bowditch,69.67,209,3
50,T50,T50,Luke Guthrie,69.67,209,3
51,T50,T50,Steve LeBrun,69.67,209,3
52,T53,T53,Jason Bohn,70.0,70,1
53,T53,T53,Greg Chalmers,70.0,70,1
54,T53,T53,Stewart Cink,70.0,70,1
55,T53,T53,Tim Clark,70.0,70,1
56,T53,T53,Ben Curtis,70.0,70,1
57,T53,T53,Brendon de Jonge,70.0,280,4
58,T53,T53,Ken Duke,70.0,140,2
59,T53,T53,David Hearn,70.0,210,3
60,T53,T53,Robert Karlsson,70.0,70,1
61,T53,T53,David Lynn,70.0,70,1
62,T53,T53,Graeme McDowell,70.0,70,1
63,T53,T53,Henrik Norlander,70.0,140,2
64,T53,T53,Jeff Overton,70.0,70,1
65,T53,T53,Cameron Percy,70.0,70,1
66,T53,T53,Brendan Steele,70.0,140,2
