,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Aaron Watkins,33.67,101,3
1,2,2,Webb Simpson,34.47,655,19
2,3,3,David Lynn,34.54,449,13
3,4,4,Geoff Ogilvy,34.56,311,9
4,5,5,Robert Streb,34.64,381,11
5,6,6,Kevin Streelman,34.67,624,18
6,7,7,Ryan Palmer,34.71,590,17
7,8,8,Phil Mickelson,34.72,625,18
8,9,9,Matt Jones,34.76,591,17
9,10,10,Scott Piercy,34.79,487,14
10,T11,T11,Bob Estes,34.8,522,15
11,T11,T11,D.A. Points,34.8,522,15
12,13,13,Russell Henley,34.81,557,16
13,14,14,Bryce Molder,34.82,592,17
14,15,15,John Rollins,34.85,453,13
15,16,16,Patrick Reed,34.86,488,14
16,17,17,Brendon de Jonge,34.88,872,25
17,18,18,Ernie Els,34.92,454,13
18,19,19,Jordan Spieth,34.94,629,18
19,T20,T20,Justin Bolli,35.0,140,4
20,T20,T20,Bud Cauley,35.0,315,9
21,T20,T20,Martin Kaymer,35.0,455,13
22,T20,T20,Cameron Percy,35.0,455,13
23,T20,T20,Rory Sabbatini,35.0,525,15
24,T20,T20,D.J. Trahan,35.0,245,7
25,T26,T26,Keegan Bradley,35.05,666,19
26,T26,T26,Jason Day,35.05,701,20
27,T26,T26,Graham DeLaet,35.05,736,21
28,T29,T29,Martin Flores,35.06,561,16
29,T29,T29,David Hearn,35.06,596,17
30,31,31,Henrik Stenson,35.07,526,15
31,32,32,Lucas Glover,35.1,351,10
32,33,33,"Ted Potter, Jr.",35.11,316,9
33,34,34,Chris Stroud,35.12,597,17
34,T35,T35,Luke List,35.13,281,8
35,T35,T35,Kevin Stadler,35.13,527,15
36,T35,T35,Daniel Summerhays,35.13,527,15
37,T35,T35,David Toms,35.13,281,8
38,T35,T35,Lee Williams,35.13,281,8
39,40,40,Harris English,35.14,738,21
40,T41,T41,Brian Davis,35.18,598,17
41,T41,T41,Henrik Norlander,35.18,387,11
42,T43,T43,Kevin Chappell,35.2,528,15
43,T43,T43,Dicky Pride,35.2,352,10
44,T43,T43,Adam Scott,35.2,528,15
45,46,46,Dustin Johnson,35.21,493,14
46,T47,T47,Jeff Overton,35.25,564,16
47,T47,T47,Charl Schwartzel,35.25,564,16
48,T47,T47,Brendan Steele,35.25,564,16
49,50,50,Scott Brown,35.27,388,11
50,51,51,Zach Johnson,35.28,635,18
51,52,52,Bill Haas,35.29,600,17
52,T53,T53,Aaron Baddeley,35.3,353,10
53,T53,T53,Boo Weekley,35.3,812,23
54,T55,T55,Chad Campbell,35.31,459,13
55,T55,T55,Brian Gay,35.31,565,16
56,T55,T55,Doug LaBelle II,35.31,459,13
57,T55,T55,Cameron Tringale,35.31,565,16
58,59,59,Billy Horschel,35.32,777,22
59,T60,T60,Ricky Barnes,35.33,318,9
60,T60,T60,Jim Furyk,35.33,636,18
61,T60,T60,Bobby Gates,35.33,106,3
62,T60,T60,Camilo Villegas,35.33,530,15
63,64,64,Jason Dufner,35.35,601,17
64,65,65,Michael Thompson,35.36,389,11
65,T66,T66,Stewart Cink,35.38,460,13
66,T66,T66,Will Claxton,35.38,283,8
67,T66,T66,Luke Donald,35.38,460,13
68,T66,T66,Matt Kuchar,35.38,743,21
69,70,70,Jimmy Walker,35.39,637,18
70,71,71,Andrew Svoboda,35.4,177,5
71,72,72,James Hahn,35.42,425,12
72,73,73,Derek Ernst,35.43,248,7
73,T74,T74,Charles Howell III,35.44,638,18
74,T74,T74,Colt Knost,35.44,319,9
75,T76,T76,Brandt Jobe,35.45,390,11
76,T76,T76,D.H. Lee,35.45,390,11
77,T76,T76,Steve Stricker,35.45,390,11
78,79,79,Pat Perez,35.46,461,13
79,T80,T80,K.J. Choi,35.47,674,19
80,T80,T80,Jerry Kelly,35.47,532,15
81,T82,T82,Stuart Appleby,35.5,639,18
82,T82,T82,Erik Compton,35.5,426,12
83,T82,T82,Chris Kirk,35.5,710,20
84,T82,T82,Justin Rose,35.5,497,14
85,T86,T86,Jason Kokrak,35.54,462,13
86,T86,T86,Rory McIlroy,35.54,462,13
87,T88,T88,Troy Matteson,35.56,320,9
88,T88,T88,Graeme McDowell,35.56,320,9
89,T88,T88,Andres Romero,35.56,320,9
90,91,91,Nicolas Colsaerts,35.57,249,7
91,92,92,Brian Stuard,35.58,427,12
92,T93,T93,John Huh,35.6,534,15
93,T93,T93,Darron Stiles,35.6,178,5
94,T95,T95,James Driscoll,35.62,463,13
95,T95,T95,Martin Laird,35.62,463,13
96,T95,T95,George McNeill,35.62,463,13
97,T98,T98,Roberto Castro,35.63,677,19
98,T98,T98,Richard Lee,35.63,570,16
99,T98,T98,Brandt Snedeker,35.63,570,16
100,T98,T98,Vaughn Taylor,35.63,285,8
101,102,102,Justin Hicks,35.64,499,14
102,T103,T103,Charlie Beljan,35.67,214,6
103,T103,T103,Matt Every,35.67,535,15
104,T103,T103,Robert Garrigus,35.67,428,12
105,106,106,Jonas Blixt,35.69,464,13
106,107,107,David Mathis,35.7,357,10
107,T108,T108,Brian Harman,35.71,500,14
108,T108,T108,Chez Reavie,35.71,500,14
109,T108,T108,Josh Teater,35.71,607,17
110,T108,T108,Bo Van Pelt,35.71,500,14
111,T112,T112,Steven Bowditch,35.73,393,11
112,T112,T112,Tim Clark,35.73,393,11
113,T112,T112,Tiger Woods,35.73,536,15
114,115,115,Nick Watney,35.76,608,17
115,T116,T116,Ken Duke,35.8,537,15
116,T116,T116,Sergio Garcia,35.8,537,15
117,T116,T116,J.J. Henry,35.8,537,15
118,119,119,Ben Kohles,35.82,394,11
119,120,120,Gary Woodland,35.84,681,19
120,121,121,Nicholas Thompson,35.85,717,20
121,T122,T122,Peter Hanson,35.88,287,8
122,T122,T122,John Merrick,35.88,574,16
123,T124,T124,Vijay Singh,35.91,395,11
124,T124,T124,Shawn Stefani,35.91,395,11
125,T126,T126,Freddie Jacobson,35.92,431,12
126,T126,T126,Charlie Wi,35.92,467,13
127,128,128,Rickie Fowler,35.93,539,15
128,129,129,Justin Leonard,35.95,683,19
129,T130,T130,Ángel Cabrera,36.0,576,16
130,T130,T130,Brad Fritsch,36.0,540,15
131,T130,T130,Jim Herman,36.0,324,9
132,T130,T130,Morgan Hoffmann,36.0,396,11
133,T130,T130,Scott Langley,36.0,396,11
134,T130,T130,Steve LeBrun,36.0,360,10
135,T130,T130,John Senden,36.0,540,15
136,T130,T130,Mark Wilson,36.0,252,7
137,138,138,Sangmoon Bae,36.06,577,16
138,139,139,Marc Leishman,36.07,541,15
139,140,140,Greg Owen,36.08,433,12
140,141,141,Hunter Mahan,36.12,614,17
141,142,142,William McGirt,36.15,470,13
142,T143,T143,Stephen Ames,36.17,217,6
143,T143,T143,Tommy Gainey,36.17,434,12
