,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Chris Kirk,89,3.93,1924,489
1,T2,T2,Jason Dufner,78,3.95,1649,417
2,T2,T2,Steve Stricker,51,3.95,1006,255
3,4,4,Jordan Spieth,82,3.97,1764,444
4,T5,T5,Keegan Bradley,88,3.98,1907,479
5,T5,T5,Bill Haas,85,3.98,1815,456
6,T5,T5,Charles Howell III,87,3.98,1841,462
7,T5,T5,Matt Jones,83,3.98,1793,451
8,T5,T5,Brandt Snedeker,79,3.98,1685,423
9,T5,T5,Henrik Stenson,65,3.98,1361,342
10,T11,T11,Brian Davis,91,3.99,1980,496
11,T11,T11,Jim Furyk,80,3.99,1667,418
12,T11,T11,Sergio Garcia,65,3.99,1353,339
13,T11,T11,Freddie Jacobson,63,3.99,1301,326
14,T11,T11,Jerry Kelly,75,3.99,1607,403
15,T11,T11,William McGirt,75,3.99,1649,413
16,T11,T11,Justin Rose,62,3.99,1293,324
17,T11,T11,Jimmy Walker,84,3.99,1810,454
18,T11,T11,Mark Wilson,56,3.99,1148,288
19,T11,T11,Tiger Woods,61,3.99,1276,320
20,T21,T21,Bob Estes,66,4.0,1433,358
21,T21,T21,Matt Every,89,4.0,1947,487
22,T21,T21,James Hahn,78,4.0,1615,404
23,T21,T21,Russell Henley,80,4.0,1703,426
24,T21,T21,Zach Johnson,84,4.0,1802,451
25,T21,T21,George McNeill,68,4.0,1508,377
26,T21,T21,Bryce Molder,82,4.0,1761,440
27,T21,T21,Dicky Pride,71,4.0,1485,371
28,T21,T21,Kevin Stadler,83,4.0,1731,433
29,T30,T30,K.J. Choi,85,4.01,1819,454
30,T30,T30,Erik Compton,74,4.01,1622,404
31,T30,T30,Graham DeLaet,94,4.01,2059,514
32,T30,T30,Luke Donald,60,4.01,1244,310
33,T30,T30,James Driscoll,76,4.01,1565,390
34,T30,T30,David Hearn,88,4.01,1917,478
35,T30,T30,Matt Kuchar,93,4.01,1888,471
36,T30,T30,Justin Leonard,86,4.01,1886,470
37,T30,T30,Pat Perez,69,4.01,1489,371
38,T30,T30,Chris Stroud,88,4.01,1890,471
39,T30,T30,Nicholas Thompson,99,4.01,2148,535
40,T41,T41,Jason Bohn,70,4.02,1543,384
41,T41,T41,Roberto Castro,97,4.02,2136,531
42,T41,T41,Brendon de Jonge,110,4.02,2429,604
43,T41,T41,Harris English,95,4.02,2087,519
44,T41,T41,Morgan Hoffmann,64,4.02,1438,358
45,T41,T41,Jeff Overton,78,4.02,1724,429
46,T41,T41,Rory Sabbatini,86,4.02,1833,456
47,T41,T41,Scott Stallings,79,4.02,1733,431
48,T49,T49,Jonas Blixt,76,4.03,1683,418
49,T49,T49,Steven Bowditch,67,4.03,1437,357
50,T49,T49,Kevin Chappell,80,4.03,1742,432
51,T49,T49,Ben Crane,62,4.03,1303,323
52,T49,T49,Jason Day,86,4.03,1707,424
53,T49,T49,Robert Garrigus,69,4.03,1382,343
54,T49,T49,Brian Gay,79,4.03,1780,442
