,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,33.42,401,12
1,2,2,Ryan Palmer,34.45,758,22
2,3,3,Tiger Woods,34.53,518,15
3,4,4,Hunter Mahan,34.54,829,24
4,5,5,Camilo Villegas,34.59,761,22
5,6,6,Billy Horschel,34.69,902,26
6,7,7,Morgan Hoffmann,34.7,694,20
7,8,8,Matt Kuchar,34.73,764,22
8,9,9,Phil Mickelson,34.76,730,21
9,T10,T10,Charl Schwartzel,34.78,626,18
10,T10,T10,Lee Westwood,34.78,626,18
11,12,12,Justin Rose,34.81,557,16
12,T13,T13,Zach Johnson,34.83,801,23
13,T13,T13,Brandt Snedeker,34.83,801,23
14,T15,T15,Brendon de Jonge,34.87,1046,30
15,T15,T15,John Rollins,34.87,802,23
16,T17,T17,Jason Kokrak,34.88,872,25
17,T17,T17,Daniel Summerhays,34.88,907,26
18,19,19,Freddie Jacobson,34.89,628,18
19,T20,T20,Charley Hoffman,34.91,803,23
20,T20,T20,Jerry Kelly,34.91,768,22
21,T22,T22,Graham DeLaet,34.92,908,26
22,T22,T22,Peter Hanson,34.92,454,13
23,24,24,Harris English,34.96,909,26
24,T25,T25,Roberto Castro,35.0,1015,29
25,T25,T25,Dustin Johnson,35.0,735,21
26,T25,T25,Adam Scott,35.0,525,15
27,T25,T25,Henrik Stenson,35.0,595,17
28,T25,T25,Josh Teater,35.0,805,23
29,T25,T25,Bubba Watson,35.0,700,20
30,31,31,Charles Howell III,35.04,876,25
31,T32,T32,Jason Day,35.05,701,20
32,T32,T32,Jason Dufner,35.05,736,21
33,T34,T34,William McGirt,35.08,842,24
34,T34,T34,Gary Woodland,35.08,877,25
35,36,36,D.H. Lee,35.09,772,22
36,37,37,Bo Van Pelt,35.1,737,21
37,38,38,Sergio Garcia,35.13,562,16
38,39,39,Pat Perez,35.14,738,21
39,40,40,Boo Weekley,35.15,949,27
40,T41,T41,Stuart Appleby,35.17,844,24
41,T41,T41,Ben Kohles,35.17,844,24
42,T43,T43,Robert Garrigus,35.19,739,21
43,T43,T43,Ryan Moore,35.19,739,21
44,T43,T43,Patrick Reed,35.19,915,26
45,T46,T46,Ben Crane,35.2,704,20
46,T46,T46,Vaughn Taylor,35.2,528,15
47,48,48,Webb Simpson,35.21,845,24
48,T49,T49,Marc Leishman,35.22,810,23
49,T49,T49,Bryce Molder,35.22,810,23
50,T51,T51,Ken Duke,35.25,987,28
51,T51,T51,Cameron Tringale,35.25,846,24
52,53,53,Jeff Overton,35.29,847,24
53,T54,T54,Chez Reavie,35.32,777,22
54,T54,T54,Kevin Streelman,35.32,883,25
55,56,56,Bob Estes,35.33,636,18
56,T57,T57,J.J. Henry,35.36,884,25
57,T57,T57,John Huh,35.36,990,28
58,59,59,Tim Clark,35.37,672,19
59,T60,T60,Keegan Bradley,35.38,849,24
60,T60,T60,Bill Haas,35.38,849,24
61,T62,T62,K.J. Choi,35.39,814,23
62,T62,T62,Russell Henley,35.39,814,23
63,64,64,Matt Jones,35.42,850,24
64,T65,T65,Ángel Cabrera,35.43,744,21
65,T65,T65,Alistair Presnell,35.43,744,21
66,67,67,Seung-Yul Noh,35.46,851,24
67,T68,T68,Martin Flores,35.48,887,25
68,T68,T68,Jordan Spieth,35.48,816,23
69,T70,T70,Matt Every,35.5,994,28
70,T70,T70,Jimmy Walker,35.5,852,24
71,T70,T70,Casey Wittenberg,35.5,923,26
72,T73,T73,Rickie Fowler,35.52,746,21
73,T73,T73,Fabián Gómez,35.52,817,23
74,T75,T75,John Senden,35.54,853,24
75,T75,T75,Chris Stroud,35.54,924,26
76,T77,T77,Will Claxton,35.57,818,23
77,T77,T77,Trevor Immelman,35.57,818,23
78,T77,T77,David Lynn,35.57,747,21
79,T80,T80,Kevin Chappell,35.58,854,24
80,T80,T80,Scott Langley,35.58,925,26
81,82,82,Jeff Maggert,35.6,712,20
82,T83,T83,Richard Lee,35.61,819,23
83,T83,T83,Tag Ridings,35.61,819,23
84,T85,T85,Sangmoon Bae,35.62,926,26
85,T85,T85,Mike Weir,35.62,748,21
86,87,87,Luke Donald,35.63,570,16
87,88,88,Tommy Gainey,35.64,998,28
88,89,89,Brad Fritsch,35.65,820,23
89,T90,T90,Greg Chalmers,35.67,856,24
90,T90,T90,D.J. Trahan,35.67,535,15
91,92,92,Ryo Ishikawa,35.68,785,22
92,T93,T93,Luke Guthrie,35.7,964,27
93,T93,T93,Shawn Stefani,35.7,714,20
94,T95,T95,Derek Ernst,35.71,750,21
95,T95,T95,Brian Gay,35.71,857,24
96,T95,T95,Chris Kirk,35.71,857,24
97,T95,T95,Henrik Norlander,35.71,750,21
98,99,99,Nick Watney,35.72,893,25
99,100,100,Michael Thompson,35.73,786,22
100,101,101,Greg Owen,35.74,822,23
101,T102,T102,Jonas Blixt,35.75,858,24
102,T102,T102,Brian Harman,35.75,1001,28
103,T102,T102,Cameron Percy,35.75,715,20
104,T102,T102,Kevin Stadler,35.75,858,24
105,T106,T106,Robert Karlsson,35.76,608,17
106,T106,T106,Lee Williams,35.76,751,21
107,T108,T108,Doug LaBelle II,35.77,787,22
108,T108,T108,Dicky Pride,35.77,787,22
109,T110,T110,Stephen Ames,35.78,644,18
110,T110,T110,John Merrick,35.78,823,23
111,112,112,Robert Streb,35.79,859,24
112,113,113,Rory Sabbatini,35.8,895,25
113,114,114,Brandt Jobe,35.83,645,18
114,115,115,Ricky Barnes,35.84,896,25
115,116,116,David Hearn,35.85,932,26
116,T117,T117,Scott Brown,35.86,753,21
117,T117,T117,Brian Davis,35.86,1004,28
118,T117,T117,Jim Furyk,35.86,753,21
119,T117,T117,"Ted Potter, Jr.",35.86,753,21
120,T121,T121,Tim Herron,35.87,538,15
121,T121,T121,Rod Pampling,35.87,538,15
122,T123,T123,Jin Park,35.89,682,19
123,T123,T123,Vijay Singh,35.89,682,19
124,T125,T125,Tom Gillis,35.9,754,21
125,T125,T125,Nicholas Thompson,35.9,1041,29
126,127,127,Stewart Cink,35.91,790,22
127,T128,T128,Justin Leonard,35.92,862,24
128,T128,T128,Brendan Steele,35.92,898,25
129,T128,T128,Brian Stuard,35.92,862,24
130,131,131,Graeme McDowell,35.93,539,15
131,132,132,Jim Herman,35.94,647,18
132,T133,T133,James Driscoll,35.95,791,22
133,T133,T133,Y.E. Yang,35.95,683,19
134,T135,T135,Chad Campbell,36.0,864,24
135,T135,T135,Nicolas Colsaerts,36.0,576,16
136,T137,T137,Carl Pettersson,36.04,829,23
137,T137,T137,Scott Piercy,36.04,829,23
138,139,139,Andres Romero,36.05,721,20
139,140,140,Martin Kaymer,36.06,577,16
140,141,141,Ian Poulter,36.07,541,15
141,142,142,Troy Matteson,36.09,830,23
142,T143,T143,Steve LeBrun,36.1,722,20
143,T143,T143,George McNeill,36.1,758,21
144,T145,T145,Ben Curtis,36.11,686,19
145,T145,T145,Bobby Gates,36.11,686,19
146,147,147,Padraig Harrington,36.13,542,15
147,148,148,Charlie Wi,36.14,795,22
148,149,149,Geoff Ogilvy,36.16,687,19
149,T150,T150,Ernie Els,36.17,651,18
150,T150,T150,Lucas Glover,36.17,832,23
151,T150,T150,Luke List,36.17,832,23
152,153,153,D.A. Points,36.18,1013,28
153,T154,T154,Steven Bowditch,36.19,760,21
154,T154,T154,Andrew Svoboda,36.19,579,16
155,156,156,Erik Compton,36.21,869,24
156,157,157,Eric Meierdierks,36.22,652,18
157,158,158,Charlie Beljan,36.25,870,24
158,T159,T159,Jason Bohn,36.26,834,23
159,T159,T159,Darron Stiles,36.26,689,19
160,161,161,Mark Wilson,36.28,653,18
161,162,162,Kyle Stanley,36.29,871,24
162,T163,T163,David Lingmerth,36.3,835,23
163,T163,T163,Scott Stallings,36.3,980,27
164,T165,T165,Justin Hicks,36.33,872,24
165,T165,T165,Rory McIlroy,36.33,545,15
166,167,167,Colt Knost,36.38,873,24
167,168,168,Aaron Baddeley,36.39,837,23
168,169,169,James Hahn,36.4,910,25
169,170,170,Sean O'Hair,36.41,801,22
170,171,171,Martin Laird,36.43,765,21
171,172,172,Michael Bradley,36.45,729,20
172,T173,T173,Scott Gardiner,36.5,803,22
173,T173,T173,David Toms,36.5,511,14
174,T173,T173,Aaron Watkins,36.5,657,18
175,176,176,Johnson Wagner,36.61,842,23
176,177,177,Justin Bolli,36.64,806,22
177,178,178,David Mathis,36.7,844,23
178,T179,T179,Robert Allenby,36.78,846,23
179,T179,T179,Bud Cauley,36.78,846,23
