,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,1,1,Jim Furyk,80,59
1,T2,T2,Harris English,95,62
2,T2,T2,Matt Every,89,62
3,T2,T2,Lucas Glover,65,62
4,T2,T2,James Hahn,78,62
5,T2,T2,John Huh,88,62
6,T2,T2,Billy Mayfair,34,62
7,T2,T2,David Toms,49,62
8,T9,T9,Brian Davis,91,63
9,T9,T9,Charlie Wi,75,63
10,T11,T11,Matt Bettencourt,29,64
11,T11,T11,Tim Clark,64,64
12,T11,T11,Ben Crane,62,64
13,T11,T11,Ross Fisher,44,64
14,T11,T11,Bill Haas,85,64
15,T11,T11,Russell Henley,80,64
16,T11,T11,Chris Kirk,89,64
17,T11,T11,Jeff Maggert,63,64
18,T11,T11,Rory McIlroy,56,64
19,T11,T11,Jeff Overton,78,64
20,T11,T11,John Peterson,21,64
21,T11,T11,Scott Piercy,78,64
22,T11,T11,Patrick Reed,83,64
23,T11,T11,Charl Schwartzel,69,64
24,T11,T11,Brendan Steele,86,64
25,T11,T11,Brendon Todd,37,64
26,T11,T11,Gary Woodland,94,64
27,T28,T28,Stephen Ames,49,65
28,T28,T28,Woody Austin,21,65
29,T28,T28,Ricky Barnes,74,65
30,T28,T28,Roberto Castro,97,65
31,T28,T28,K.J. Choi,85,65
32,T28,T28,Graham DeLaet,94,65
33,T28,T28,Zack Fischer,10,65
34,T28,T28,Martin Flores,83,65
35,T28,T28,Sergio Garcia,65,65
36,T28,T28,Charley Hoffman,84,65
37,T28,T28,Morgan Hoffmann,64,65
38,T28,T28,Charles Howell III,87,65
39,T28,T28,Ryuji Imada,18,65
40,T28,T28,Trevor Immelman,73,65
41,T28,T28,Hank Kuehne,16,65
42,T28,T28,Troy Matteson,68,65
43,T28,T28,George McNeill,68,65
44,T28,T28,John Rollins,77,65
45,T28,T28,Rory Sabbatini,86,65
46,T28,T28,Jordan Spieth,82,65
47,T28,T28,Shawn Stefani,63,65
48,T28,T28,Robert Streb,75,65
49,T28,T28,Daniel Summerhays,83,65
50,T28,T28,Nicholas Thompson,99,65
51,T28,T28,Jimmy Walker,84,65
52,T53,T53,Stuart Appleby,88,66
53,T53,T53,Arjun Atwal,20,66
54,T53,T53,Sangmoon Bae,83,66
55,T53,T53,Jason Bohn,70,66
56,T53,T53,Greg Chalmers,77,66
57,T53,T53,Erik Compton,74,66
58,T53,T53,Jon Curran,8,66
59,T53,T53,Jason Day,86,66
60,T53,T53,Jason Dufner,78,66
61,T53,T53,Ken Duke,87,66
62,T53,T53,Derek Ernst,58,66
63,T53,T53,Scott Gardiner,61,66
64,T53,T53,Peter Hanson,45,66
65,T53,T53,Brian Harman,89,66
66,T53,T53,Padraig Harrington,52,66
67,T53,T53,David Hearn,88,66
68,T53,T53,Mike Hendry,4,66
69,T53,T53,Jim Herman,59,66
70,T53,T53,Tim Herron,45,66
71,T53,T53,Freddie Jacobson,63,66
72,T53,T53,Zach Johnson,84,66
73,T53,T53,Ben Kohles,75,66
74,T53,T53,Jason Kokrak,78,66
75,T53,T53,Doug LaBelle II,72,66
76,T53,T53,Justin Leonard,86,66
77,T53,T53,Davis Love III,43,66
78,T53,T53,Graeme McDowell,53,66
79,T53,T53,Bryce Molder,82,66
80,T53,T53,Francesco Molinari,27,66
81,T53,T53,Ryan Moore,72,66
82,T53,T53,Henrik Norlander,70,66
83,T53,T53,Pat Perez,69,66
84,T53,T53,D.A. Points,87,66
85,T53,T53,"Ted Potter, Jr.",65,66
86,T53,T53,Tag Ridings,69,66
87,T53,T53,Scott Stallings,79,66
88,T53,T53,Darron Stiles,51,66
89,T53,T53,Kevin Streelman,86,66
90,T53,T53,Steve Stricker,51,66
