,Tenth_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_3_Scoring_Average_AVG,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Hicks,66.0,132,2
1,T2,T2,Graham DeLaet,67.0,134,2
2,T2,T2,John Rollins,67.0,134,2
3,4,4,Scott Stallings,67.33,202,3
4,5,5,Charlie Wi,67.67,203,3
5,T6,T6,Greg Chalmers,68.0,204,3
6,T6,T6,Jim Furyk,68.0,272,4
7,T6,T6,Jerry Kelly,68.0,136,2
8,T6,T6,Ben Kohles,68.0,68,1
9,T6,T6,Hunter Mahan,68.0,68,1
10,T6,T6,Ryan Moore,68.0,68,1
11,T6,T6,Brendan Steele,68.0,204,3
12,T6,T6,Bo Van Pelt,68.0,272,4
13,T6,T6,Camilo Villegas,68.0,136,2
14,15,15,Kevin Chappell,68.25,273,4
15,T16,T16,Phil Mickelson,68.5,137,2
16,T16,T16,Kevin Stadler,68.5,137,2
17,T16,T16,Daniel Summerhays,68.5,137,2
18,19,19,Gary Woodland,68.67,206,3
19,20,20,Richard Lee,68.8,344,5
20,T21,T21,Justin Bolli,69.0,138,2
21,T21,T21,Roberto Castro,69.0,69,1
22,T21,T21,Tim Clark,69.0,138,2
23,T21,T21,Will Claxton,69.0,69,1
24,T21,T21,Jason Dufner,69.0,69,1
25,T21,T21,Luke Guthrie,69.0,69,1
26,T21,T21,Charles Howell III,69.0,69,1
27,T21,T21,David Lingmerth,69.0,138,2
28,T21,T21,Graeme McDowell,69.0,69,1
29,T21,T21,Eric Meierdierks,69.0,69,1
30,T21,T21,Ryan Palmer,69.0,207,3
31,T21,T21,D.A. Points,69.0,69,1
32,T21,T21,Adam Scott,69.0,69,1
33,T21,T21,Kevin Streelman,69.0,138,2
