,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Jin Park,68.0,68,1
1,T2,T2,Fabián Gómez,68.2,341,5
2,T2,T2,Mark Wilson,68.2,341,5
3,T4,T4,Scott Langley,68.5,411,6
4,T4,T4,Brandt Snedeker,68.5,685,10
5,6,6,Nicholas Thompson,68.67,618,9
6,7,7,James Hahn,68.75,275,4
7,8,8,Steve Stricker,68.83,826,12
8,T9,T9,Jonas Blixt,69.0,345,5
9,T9,T9,Luke List,69.0,69,1
10,T11,T11,Greg Chalmers,69.2,346,5
11,T11,T11,Rory Sabbatini,69.2,692,10
12,13,13,Ben Crane,69.29,485,7
13,T14,T14,Jason Bohn,69.33,416,6
14,T14,T14,Jeff Maggert,69.33,416,6
15,16,16,Tiger Woods,69.4,694,10
16,17,17,Brian Stuard,69.6,348,5
17,T18,T18,Charlie Beljan,69.67,209,3
18,T18,T18,Lucas Glover,69.67,418,6
19,T18,T18,Jim Herman,69.67,418,6
20,T18,T18,Richard Lee,69.67,418,6
21,22,22,Tag Ridings,69.71,488,7
22,23,23,Phil Mickelson,69.73,767,11
23,24,24,Vaughn Taylor,69.75,279,4
24,25,25,Martin Flores,69.78,628,9
25,26,26,Jim Furyk,69.8,698,10
26,T27,T27,Bryce Molder,69.83,419,6
27,T27,T27,Alistair Presnell,69.83,419,6
28,T27,T27,Henrik Stenson,69.83,838,12
29,30,30,Keegan Bradley,69.92,909,13
30,T31,T31,Ken Duke,70.0,490,7
31,T31,T31,Rickie Fowler,70.0,490,7
32,T31,T31,Tom Gillis,70.0,280,4
33,T31,T31,Peter Hanson,70.0,210,3
34,T31,T31,Matt Jones,70.0,560,8
35,T31,T31,William McGirt,70.0,280,4
36,37,37,Bill Haas,70.08,911,13
37,38,38,Patrick Reed,70.11,631,9
38,39,39,Chris Stroud,70.14,491,7
39,T40,T40,Scott Gardiner,70.17,421,6
40,T40,T40,Ryo Ishikawa,70.17,421,6
41,T42,T42,Stephen Ames,70.2,351,5
42,T42,T42,Tim Clark,70.2,351,5
43,T42,T42,Scott Stallings,70.2,351,5
44,T42,T42,Brendan Steele,70.2,351,5
45,46,46,Roberto Castro,70.23,913,13
46,T47,T47,Chad Campbell,70.25,281,4
47,T47,T47,Y.E. Yang,70.25,281,4
48,49,49,Charley Hoffman,70.27,773,11
49,50,50,Morgan Hoffmann,70.29,492,7
50,51,51,Jason Dufner,70.3,703,10
51,T52,T52,Luke Donald,70.33,633,9
52,T52,T52,Justin Leonard,70.33,422,6
53,T52,T52,Darron Stiles,70.33,211,3
54,T52,T52,Johnson Wagner,70.33,422,6
55,56,56,Graham DeLaet,70.38,563,8
56,57,57,James Driscoll,70.42,845,12
57,58,58,Shawn Stefani,70.43,493,7
58,T59,T59,Luke Guthrie,70.45,775,11
59,T59,T59,Jimmy Walker,70.45,775,11
60,T61,T61,Harris English,70.5,846,12
61,T61,T61,Bob Estes,70.5,423,6
62,T61,T61,Russell Henley,70.5,423,6
63,T61,T61,Brandt Jobe,70.5,141,2
64,T61,T61,Chez Reavie,70.5,282,4
65,T61,T61,Jordan Spieth,70.5,987,14
66,T61,T61,Aaron Watkins,70.5,141,2
67,68,68,Chris Kirk,70.57,988,14
68,69,69,Pat Perez,70.6,706,10
69,70,70,Matt Kuchar,70.62,918,13
70,71,71,Brian Harman,70.63,565,8
71,72,72,Charles Howell III,70.64,777,11
72,T73,T73,Sergio Garcia,70.67,848,12
73,T73,T73,Troy Matteson,70.67,424,6
74,T73,T73,Greg Owen,70.67,424,6
75,T73,T73,Carl Pettersson,70.67,212,3
76,T77,T77,Zach Johnson,70.71,990,14
77,T77,T77,Scott Piercy,70.71,495,7
78,T77,T77,Casey Wittenberg,70.71,495,7
79,T80,T80,Aaron Baddeley,70.75,283,4
80,T80,T80,Bobby Gates,70.75,283,4
81,T80,T80,Eric Meierdierks,70.75,283,4
82,T83,T83,Jerry Kelly,70.78,637,9
83,T83,T83,Kyle Stanley,70.78,637,9
84,T85,T85,Brad Fritsch,70.8,354,5
85,T85,T85,J.J. Henry,70.8,354,5
86,T85,T85,John Merrick,70.8,708,10
87,88,88,Charl Schwartzel,70.82,779,11
88,T89,T89,Stuart Appleby,70.86,496,7
89,T89,T89,Camilo Villegas,70.86,496,7
90,T91,T91,Scott Brown,71.0,355,5
91,T91,T91,Stewart Cink,71.0,355,5
92,T91,T91,Derek Ernst,71.0,284,4
93,T91,T91,David Hearn,71.0,426,6
94,T91,T91,Billy Horschel,71.0,852,12
95,T91,T91,David Lingmerth,71.0,355,5
96,T91,T91,George McNeill,71.0,426,6
97,T91,T91,Daniel Summerhays,71.0,568,8
98,T91,T91,Josh Teater,71.0,426,6
99,T91,T91,Lee Westwood,71.0,639,9
100,101,101,Justin Rose,71.08,924,13
101,102,102,Jeff Overton,71.13,569,8
102,T103,T103,Ángel Cabrera,71.14,498,7
103,T103,T103,Kevin Chappell,71.14,498,7
104,T103,T103,Ian Poulter,71.14,498,7
105,106,106,Steve LeBrun,71.17,427,6
106,107,107,Webb Simpson,71.18,783,11
107,108,108,Graeme McDowell,71.2,356,5
108,109,109,Hunter Mahan,71.23,926,13
