,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Freddie Jacobson,66.0,66,1
1,2,2,Steve Stricker,67.33,202,3
2,3,3,Bill Haas,67.5,405,6
3,4,4,Russell Henley,67.67,203,3
4,5,5,Graeme McDowell,67.75,271,4
5,6,6,Keegan Bradley,67.82,746,11
6,T7,T7,Scott Gardiner,68.0,136,2
7,T7,T7,George McNeill,68.0,340,5
8,T7,T7,Adam Scott,68.0,408,6
9,T10,T10,Pat Perez,68.33,410,6
10,T10,T10,Mark Wilson,68.33,205,3
11,12,12,Martin Kaymer,68.4,342,5
12,T13,T13,Justin Hicks,68.5,411,6
13,T13,T13,Geoff Ogilvy,68.5,137,2
14,15,15,Jordan Spieth,68.6,343,5
15,T16,T16,David Toms,68.67,206,3
16,T16,T16,Tiger Woods,68.67,206,3
17,18,18,Webb Simpson,68.7,687,10
18,19,19,Chez Reavie,68.71,481,7
19,T20,T20,Josh Teater,68.75,275,4
20,T20,T20,Lee Westwood,68.75,275,4
21,22,22,Matt Kuchar,68.88,551,8
22,23,23,Sangmoon Bae,68.89,620,9
23,T24,T24,Jim Furyk,69.0,207,3
24,T24,T24,Luke Guthrie,69.0,552,8
25,T24,T24,Matt Jones,69.0,276,4
26,T24,T24,Martin Laird,69.0,207,3
27,T24,T24,Cameron Percy,69.0,207,3
28,T29,T29,Patrick Reed,69.14,484,7
29,T29,T29,Justin Rose,69.14,484,7
30,T29,T29,Boo Weekley,69.14,484,7
31,T32,T32,William McGirt,69.2,346,5
32,T32,T32,Henrik Norlander,69.2,346,5
33,T34,T34,Bob Estes,69.25,277,4
34,T34,T34,Robert Garrigus,69.25,277,4
35,T34,T34,D.H. Lee,69.25,277,4
36,37,37,Brendon de Jonge,69.29,485,7
37,38,38,Jason Day,69.38,555,8
38,39,39,Robert Karlsson,69.5,139,2
39,40,40,Roberto Castro,69.6,348,5
40,T41,T41,Erik Compton,69.67,627,9
41,T41,T41,Zach Johnson,69.67,418,6
42,T41,T41,Dustin Johnson,69.67,418,6
43,T41,T41,David Lingmerth,69.67,418,6
44,T41,T41,Tag Ridings,69.67,418,6
45,46,46,Rickie Fowler,69.75,558,8
46,T47,T47,Eric Meierdierks,69.8,349,5
47,T47,T47,Kevin Streelman,69.8,349,5
48,T49,T49,Kevin Chappell,69.83,419,6
49,T49,T49,James Driscoll,69.83,419,6
50,T49,T49,Justin Leonard,69.83,419,6
51,52,52,Martin Flores,69.86,489,7
52,53,53,Luke Donald,69.88,559,8
53,T54,T54,Steven Bowditch,70.0,280,4
54,T54,T54,Scott Brown,70.0,70,1
55,T54,T54,Ángel Cabrera,70.0,490,7
56,T54,T54,Tommy Gainey,70.0,280,4
57,T54,T54,Brian Gay,70.0,140,2
58,T54,T54,Brian Harman,70.0,490,7
59,T54,T54,Charles Howell III,70.0,280,4
60,T54,T54,Chris Kirk,70.0,70,1
61,T54,T54,Richard Lee,70.0,280,4
62,T54,T54,Luke List,70.0,210,3
63,T54,T54,Mike Weir,70.0,490,7
64,T54,T54,Charlie Wi,70.0,560,8
65,66,66,Stuart Appleby,70.1,701,10
66,67,67,Fabián Gómez,70.13,561,8
67,68,68,Tom Gillis,70.14,491,7
68,T69,T69,Ryo Ishikawa,70.17,421,6
69,T69,T69,Hunter Mahan,70.17,421,6
70,T71,T71,Morgan Hoffmann,70.25,281,4
71,T71,T71,Billy Horschel,70.25,562,8
72,73,73,Charley Hoffman,70.38,563,8
73,T74,T74,Sergio Garcia,70.4,352,5
74,T74,T74,J.J. Henry,70.4,352,5
75,T74,T74,John Merrick,70.4,352,5
76,T74,T74,Dicky Pride,70.4,352,5
77,T78,T78,Ernie Els,70.43,493,7
78,T78,T78,Bubba Watson,70.43,493,7
79,T80,T80,Bud Cauley,70.5,423,6
80,T80,T80,Ken Duke,70.5,282,4
81,T80,T80,Brendan Steele,70.5,282,4
82,T80,T80,Vaughn Taylor,70.5,282,4
83,T80,T80,Michael Thompson,70.5,141,2
84,T80,T80,Lee Williams,70.5,423,6
85,T86,T86,Rod Pampling,70.6,353,5
86,T86,T86,Ian Poulter,70.6,353,5
87,T86,T86,Nicholas Thompson,70.6,353,5
88,89,89,Gary Woodland,70.63,565,8
89,90,90,Bryce Molder,70.67,212,3
90,91,91,Graham DeLaet,70.7,707,10
91,T92,T92,Steve LeBrun,70.75,283,4
92,T92,T92,Rory McIlroy,70.75,283,4
93,T92,T92,Chris Stroud,70.75,283,4
94,95,95,Vijay Singh,70.8,354,5
95,T96,T96,Michael Bradley,70.83,425,6
96,T96,T96,Harris English,70.83,425,6
97,98,98,Rory Sabbatini,70.86,496,7
98,99,99,Casey Wittenberg,70.88,567,8
99,T100,T100,Stewart Cink,71.0,426,6
100,T100,T100,Ben Curtis,71.0,142,2
101,T100,T100,Brad Fritsch,71.0,497,7
102,T100,T100,James Hahn,71.0,426,6
103,T100,T100,Peter Hanson,71.0,142,2
104,T100,T100,John Huh,71.0,355,5
105,T100,T100,Phil Mickelson,71.0,710,10
106,T100,T100,Scott Piercy,71.0,71,1
107,T100,T100,Kevin Stadler,71.0,355,5
108,T100,T100,Henrik Stenson,71.0,142,2
109,T100,T100,Robert Streb,71.0,355,5
110,T111,T111,Doug LaBelle II,71.2,356,5
111,T111,T111,Scott Langley,71.2,356,5
112,113,113,K.J. Choi,71.25,285,4
113,114,114,David Hearn,71.29,499,7
114,T115,T115,Colt Knost,71.33,428,6
115,T115,T115,Jason Kokrak,71.33,428,6
116,T115,T115,Seung-Yul Noh,71.33,214,3
117,T115,T115,Nick Watney,71.33,428,6
118,119,119,David Lynn,71.4,357,5
119,T120,T120,Brian Davis,71.43,500,7
120,T120,T120,Bobby Gates,71.43,500,7
121,122,122,Brandt Snedeker,71.44,643,9
122,T123,T123,Greg Chalmers,71.5,286,4
123,T123,T123,Jeff Maggert,71.5,286,4
124,T123,T123,Charl Schwartzel,71.5,143,2
125,T123,T123,Shawn Stefani,71.5,286,4
126,127,127,Kyle Stanley,71.6,358,5
127,T128,T128,Marc Leishman,71.63,573,8
128,T128,T128,Brian Stuard,71.63,573,8
129,T130,T130,Jonas Blixt,71.67,430,6
130,T130,T130,Jason Dufner,71.67,215,3
131,T130,T130,Derek Ernst,71.67,215,3
132,T130,T130,Jeff Overton,71.67,430,6
133,134,134,Troy Matteson,71.71,502,7
134,T135,T135,Jason Bohn,71.75,287,4
135,T135,T135,Tim Clark,71.75,287,4
136,T135,T135,Jim Herman,71.75,287,4
137,T135,T135,Tim Herron,71.75,287,4
138,T135,T135,Jerry Kelly,71.75,287,4
139,T135,T135,Sean O'Hair,71.75,287,4
140,T135,T135,John Rollins,71.75,574,8
141,T135,T135,Camilo Villegas,71.75,574,8
142,143,143,Cameron Tringale,71.83,431,6
143,T144,T144,Charlie Beljan,72.0,504,7
144,T144,T144,Ben Kohles,72.0,504,7
145,T144,T144,D.A. Points,72.0,360,5
146,T144,T144,Andres Romero,72.0,432,6
147,T144,T144,Scott Stallings,72.0,216,3
148,149,149,Alistair Presnell,72.13,577,8
149,150,150,Chad Campbell,72.2,361,5
150,151,151,Daniel Summerhays,72.22,650,9
151,152,152,Padraig Harrington,72.25,289,4
152,T153,T153,Robert Allenby,72.33,217,3
153,T153,T153,Aaron Baddeley,72.33,217,3
154,T153,T153,Will Claxton,72.33,434,6
155,T153,T153,Ryan Palmer,72.33,217,3
156,T153,T153,John Senden,72.33,217,3
157,T153,T153,Andrew Svoboda,72.33,434,6
158,159,159,"Ted Potter, Jr.",72.43,507,7
159,160,160,Stephen Ames,72.5,290,4
160,161,161,Aaron Watkins,72.57,508,7
161,162,162,Greg Owen,72.6,363,5
162,163,163,Brandt Jobe,72.67,218,3
163,164,164,Ricky Barnes,72.75,582,8
164,T165,T165,Lucas Glover,72.8,364,5
165,T165,T165,D.J. Trahan,72.8,364,5
166,T167,T167,Nicolas Colsaerts,73.0,365,5
167,T167,T167,Darron Stiles,73.0,219,3
168,T169,T169,Trevor Immelman,73.33,220,3
169,T169,T169,Ryan Moore,73.33,220,3
170,171,171,David Mathis,73.38,587,8
171,172,172,Jimmy Walker,73.5,147,2
172,173,173,Bo Van Pelt,73.6,368,5
173,T174,T174,Ben Crane,73.67,221,3
174,T174,T174,Matt Every,73.67,442,6
175,T174,T174,Jin Park,73.67,221,3
176,T174,T174,Johnson Wagner,73.67,221,3
177,178,178,Justin Bolli,74.17,445,6
178,179,179,Y.E. Yang,74.5,298,4
