,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Doug LaBelle II,72,2.93,413,141
1,2,2,Richard Lee,81,2.94,456,155
2,T3,T3,Stephen Ames,49,2.95,289,98
3,T3,T3,John Merrick,79,2.95,469,159
4,5,5,Tiger Woods,61,2.96,355,120
5,6,6,Phil Mickelson,78,2.97,467,157
6,7,7,Brian Stuard,78,2.98,444,149
7,T8,T8,Ricky Barnes,74,2.99,422,141
8,T8,T8,Justin Bolli,59,2.99,332,111
9,T8,T8,Jim Herman,59,2.99,332,111
10,T8,T8,Ryo Ishikawa,72,2.99,418,140
11,T8,T8,Jeff Overton,78,2.99,466,156
12,T13,T13,Charles Howell III,87,3.0,510,170
13,T13,T13,Bryce Molder,82,3.0,483,161
14,T13,T13,Jin Park,52,3.0,303,101
15,T13,T13,Steve Stricker,51,3.0,282,94
16,T17,T17,Michael Bradley,56,3.01,316,105
17,T17,T17,Brian Davis,91,3.01,550,183
18,T17,T17,Brendon de Jonge,110,3.01,665,221
19,T17,T17,Charley Hoffman,84,3.01,506,168
20,T17,T17,Justin Leonard,86,3.01,517,172
21,T17,T17,Seung-Yul Noh,71,3.01,406,135
22,T17,T17,Carl Pettersson,82,3.01,482,160
23,T17,T17,Daniel Summerhays,83,3.01,503,167
24,T25,T25,Stuart Appleby,88,3.02,511,169
25,T25,T25,Jason Bohn,70,3.02,426,141
26,T25,T25,Erik Compton,74,3.02,450,149
27,T25,T25,Jason Day,86,3.02,487,161
28,T25,T25,David Hearn,88,3.02,532,176
29,T25,T25,J.J. Henry,83,3.02,493,163
30,T25,T25,Steve LeBrun,66,3.02,378,125
31,T25,T25,Ian Poulter,59,3.02,320,106
32,T25,T25,Justin Rose,62,3.02,362,120
33,T25,T25,Jordan Spieth,82,3.02,499,165
34,T25,T25,Kevin Stadler,83,3.02,480,159
35,T25,T25,Andrew Svoboda,46,3.02,269,89
36,T37,T37,Tim Clark,64,3.03,373,123
37,T37,T37,Brad Fritsch,81,3.03,469,155
38,T37,T37,Jim Furyk,80,3.03,476,157
39,T37,T37,Sergio Garcia,65,3.03,382,126
40,T37,T37,Justin Hicks,79,3.03,458,151
41,T37,T37,Chris Kirk,89,3.03,543,179
42,T37,T37,Jason Kokrak,78,3.03,475,157
43,T37,T37,Matt Kuchar,93,3.03,528,174
44,T37,T37,Rory McIlroy,56,3.03,333,110
45,T37,T37,Chez Reavie,72,3.03,439,145
46,T37,T37,Henrik Stenson,65,3.03,388,128
47,T37,T37,Chris Stroud,88,3.03,536,177
48,T37,T37,Nicholas Thompson,99,3.03,603,199
49,T37,T37,Gary Woodland,94,3.03,546,180
50,T51,T51,Sangmoon Bae,83,3.04,505,166
51,T51,T51,Keegan Bradley,88,3.04,529,174
52,T51,T51,Roberto Castro,97,3.04,593,195
53,T51,T51,Ben Crane,62,3.04,353,116
54,T51,T51,Luke Donald,60,3.04,353,116
55,T51,T51,Zach Johnson,84,3.04,504,166
56,T51,T51,Matt Jones,83,3.04,508,167
57,T51,T51,Jeff Maggert,63,3.04,386,127
58,T51,T51,Henrik Norlander,70,3.04,416,137
59,T51,T51,Brandt Snedeker,79,3.04,484,159
60,T51,T51,Scott Stallings,79,3.04,481,158
61,T51,T51,Cameron Tringale,80,3.04,490,161
62,T51,T51,Camilo Villegas,79,3.04,459,151
63,T51,T51,Y.E. Yang,56,3.04,341,112
64,T65,T65,Ernie Els,63,3.05,378,124
65,T65,T65,Martin Flores,83,3.05,506,166
66,T65,T65,Morgan Hoffmann,64,3.05,393,129
67,T65,T65,Dustin Johnson,71,3.05,430,141
68,T65,T65,Jerry Kelly,75,3.05,460,151
69,T65,T65,Pat Perez,69,3.05,424,139
70,T65,T65,Webb Simpson,92,3.05,539,177
71,T65,T65,Brendan Steele,86,3.05,500,164
72,T65,T65,Robert Streb,75,3.05,436,143
73,T65,T65,Josh Teater,86,3.05,503,165
74,T75,T75,James Driscoll,76,3.06,444,145
75,T75,T75,Scott Gardiner,61,3.06,364,119
76,T75,T75,Brian Gay,79,3.06,484,158
77,T75,T75,Fabián Gómez,65,3.06,401,131
78,T75,T75,James Hahn,78,3.06,456,149
79,T75,T75,Brian Harman,89,3.06,523,171
80,T75,T75,Marc Leishman,77,3.06,471,154
81,T75,T75,Hunter Mahan,91,3.06,523,171
82,T75,T75,David Mathis,71,3.06,410,134
83,T75,T75,"Ted Potter, Jr.",65,3.06,376,123
84,T85,T85,Jonas Blixt,76,3.07,466,152
85,T85,T85,Ángel Cabrera,73,3.07,448,146
86,T85,T85,Bob Estes,66,3.07,408,133
87,T85,T85,Billy Horschel,96,3.07,593,193
88,T85,T85,John Huh,88,3.07,541,176
89,T85,T85,Graeme McDowell,53,3.07,301,98
90,T85,T85,Greg Owen,73,3.07,439,143
91,T85,T85,Dicky Pride,71,3.07,414,135
92,T85,T85,Tag Ridings,69,3.07,402,131
93,T85,T85,Johnson Wagner,64,3.07,371,121
94,T85,T85,Jimmy Walker,84,3.07,518,169
95,T85,T85,Lee Williams,62,3.07,371,121
96,T97,T97,Scott Brown,65,3.08,403,131
97,T97,T97,Chad Campbell,78,3.08,468,152
98,T97,T97,Stewart Cink,71,3.08,438,142
99,T97,T97,Ken Duke,87,3.08,539,175
100,T97,T97,Robert Garrigus,69,3.08,404,131
101,T97,T97,Lucas Glover,65,3.08,401,130
102,T97,T97,Bill Haas,85,3.08,518,168
103,T97,T97,Sean O'Hair,56,3.08,348,113
104,T97,T97,Patrick Reed,83,3.08,514,167
105,T97,T97,John Rollins,77,3.08,449,146
106,T97,T97,Rory Sabbatini,86,3.08,509,165
107,T97,T97,Charl Schwartzel,69,3.08,419,136
108,T97,T97,Kyle Stanley,71,3.08,437,142
109,T110,T110,Greg Chalmers,77,3.09,451,146
110,T110,T110,Harris English,95,3.09,590,191
111,T110,T110,Bobby Gates,49,3.09,281,91
112,T110,T110,Peter Hanson,45,3.09,266,86
113,T110,T110,Brandt Jobe,62,3.09,358,116
114,T110,T110,David Lingmerth,68,3.09,424,137
115,T110,T110,William McGirt,75,3.09,467,151
116,T110,T110,D.A. Points,87,3.09,540,175
117,T110,T110,Shawn Stefani,63,3.09,392,127
118,T110,T110,D.J. Trahan,48,3.09,287,93
119,T120,T120,Robert Allenby,58,3.1,347,112
120,T120,T120,Bud Cauley,67,3.1,391,126
121,T120,T120,Will Claxton,67,3.1,391,126
122,T120,T120,Ben Curtis,59,3.1,353,114
123,T120,T120,Graham DeLaet,94,3.1,582,188
124,T120,T120,Jason Dufner,78,3.1,478,154
125,T120,T120,Rickie Fowler,75,3.1,459,148
126,T120,T120,Russell Henley,80,3.1,483,156
127,T120,T120,Tim Herron,45,3.1,279,90
128,T120,T120,Trevor Immelman,73,3.1,428,138
129,T120,T120,Robert Karlsson,56,3.1,326,105
130,T120,T120,Ben Kohles,75,3.1,443,143
131,T120,T120,Martin Laird,68,3.1,421,136
132,T120,T120,D.H. Lee,65,3.1,403,130
133,T120,T120,George McNeill,68,3.1,422,136
134,T120,T120,David Toms,49,3.1,273,88
135,T120,T120,Nick Watney,88,3.1,537,173
136,T120,T120,Casey Wittenberg,72,3.1,437,141
137,T138,T138,Aaron Baddeley,68,3.11,414,133
138,T138,T138,K.J. Choi,85,3.11,523,168
139,T138,T138,Colt Knost,69,3.11,404,130
140,T138,T138,John Senden,79,3.11,485,156
141,T138,T138,Michael Thompson,66,3.11,410,132
142,T143,T143,Kevin Chappell,80,3.12,503,161
143,T143,T143,Matt Every,89,3.12,558,179
144,T143,T143,Luke Guthrie,82,3.12,515,165
145,T143,T143,Scott Langley,79,3.12,471,151
146,T143,T143,Ryan Moore,72,3.12,443,142
147,T143,T143,Cameron Percy,68,3.12,415,133
148,T143,T143,Andres Romero,63,3.12,371,119
149,T143,T143,Adam Scott,61,3.12,374,120
150,T143,T143,Kevin Streelman,86,3.12,539,173
151,T143,T143,Vaughn Taylor,50,3.12,290,93
152,T143,T143,Boo Weekley,100,3.12,624,200
153,T143,T143,Lee Westwood,70,3.12,434,139
154,T143,T143,Charlie Wi,75,3.12,446,143
155,T156,T156,Steven Bowditch,67,3.13,410,131
156,T156,T156,Geoff Ogilvy,57,3.13,360,115
157,T156,T156,Bubba Watson,76,3.13,457,146
158,T159,T159,Tommy Gainey,84,3.14,531,169
159,T159,T159,Tom Gillis,69,3.14,411,131
160,T159,T159,Padraig Harrington,52,3.14,311,99
161,T159,T159,Martin Kaymer,61,3.14,364,116
162,T159,T159,Luke List,65,3.14,386,123
163,T159,T159,Ryan Palmer,79,3.14,499,159
164,T159,T159,Scott Piercy,78,3.14,471,150
165,T159,T159,Alistair Presnell,59,3.14,361,115
166,T159,T159,Mike Weir,60,3.14,367,117
167,T168,T168,David Lynn,70,3.15,435,138
168,T168,T168,Rod Pampling,46,3.15,268,85
169,170,170,Vijay Singh,61,3.16,389,123
170,T171,T171,Charlie Beljan,62,3.17,396,125
171,T171,T171,Bo Van Pelt,72,3.17,444,140
172,T171,T171,Aaron Watkins,46,3.17,282,89
173,T174,T174,Troy Matteson,68,3.18,420,132
174,T174,T174,Darron Stiles,51,3.18,315,99
175,T174,T174,Mark Wilson,56,3.18,331,104
176,T177,T177,Nicolas Colsaerts,50,3.2,301,94
177,T177,T177,Freddie Jacobson,63,3.2,387,121
178,T177,T177,Eric Meierdierks,48,3.2,298,93
179,180,180,Derek Ernst,58,3.23,378,117
