,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Peter Hanson,67.0,134,2
1,2,2,John Rollins,68.5,548,8
2,3,3,Bubba Watson,68.57,480,7
3,4,4,Ryan Moore,68.67,206,3
4,T5,T5,Richard Lee,68.75,275,4
5,T5,T5,Justin Rose,68.75,550,8
6,T5,T5,Shawn Stefani,68.75,275,4
7,8,8,Scott Langley,68.8,344,5
8,9,9,Lee Westwood,68.83,413,6
9,T10,T10,Jason Bohn,69.0,276,4
10,T10,T10,Brad Fritsch,69.0,552,8
11,T10,T10,Sergio Garcia,69.0,483,7
12,T10,T10,Robert Garrigus,69.0,276,4
13,T10,T10,Charley Hoffman,69.0,552,8
14,15,15,Dicky Pride,69.2,346,5
15,T16,T16,Jeff Overton,69.4,347,5
16,T16,T16,Kevin Streelman,69.4,347,5
17,T16,T16,Josh Teater,69.4,347,5
18,19,19,Zach Johnson,69.44,625,9
19,T20,T20,Charlie Beljan,69.5,417,6
20,T20,T20,Russell Henley,69.5,278,4
21,T20,T20,Doug LaBelle II,69.5,417,6
22,T20,T20,William McGirt,69.5,278,4
23,T24,T24,Greg Chalmers,69.6,348,5
24,T24,T24,Greg Owen,69.6,348,5
25,T24,T24,Henrik Stenson,69.6,348,5
26,27,27,Charles Howell III,69.67,418,6
27,T28,T28,Graham DeLaet,69.7,697,10
28,T28,T28,Adam Scott,69.7,697,10
29,30,30,Jordan Spieth,69.71,488,7
30,31,31,Matt Jones,69.75,279,4
31,32,32,Keegan Bradley,69.82,768,11
32,33,33,Dustin Johnson,69.83,419,6
33,T34,T34,Harris English,69.86,489,7
34,T34,T34,Chez Reavie,69.86,489,7
35,T36,T36,Jason Day,69.88,559,8
36,T36,T36,Gary Woodland,69.88,559,8
37,38,38,Ernie Els,69.89,629,9
38,T39,T39,Michael Bradley,70.0,420,6
39,T39,T39,Ben Crane,70.0,350,5
40,T39,T39,Billy Horschel,70.0,490,7
41,T39,T39,Trevor Immelman,70.0,280,4
42,T39,T39,Brandt Jobe,70.0,210,3
43,T39,T39,David Lynn,70.0,350,5
44,T39,T39,Ryan Palmer,70.0,280,4
45,T39,T39,Cameron Tringale,70.0,420,6
46,T47,T47,James Hahn,70.17,421,6
47,T47,T47,Steve Stricker,70.17,421,6
48,T47,T47,Tiger Woods,70.17,421,6
49,50,50,Stuart Appleby,70.18,772,11
50,51,51,Nicolas Colsaerts,70.25,281,4
51,52,52,Boo Weekley,70.29,492,7
52,T53,T53,Martin Flores,70.33,422,6
53,T53,T53,Brandt Snedeker,70.33,844,12
54,T53,T53,Scott Stallings,70.33,211,3
55,T56,T56,Ryo Ishikawa,70.4,352,5
56,T56,T56,Matt Kuchar,70.4,704,10
57,58,58,Ricky Barnes,70.43,493,7
58,T59,T59,Bill Haas,70.44,634,9
59,T59,T59,Casey Wittenberg,70.44,634,9
60,T61,T61,David Hearn,70.5,423,6
61,T61,T61,Patrick Reed,70.5,564,8
62,T61,T61,Brendan Steele,70.5,282,4
63,T64,T64,Justin Bolli,70.57,494,7
64,T64,T64,Rory McIlroy,70.57,494,7
65,66,66,Alistair Presnell,70.63,565,8
66,67,67,Jonas Blixt,70.67,424,6
67,68,68,Luke Donald,70.7,707,10
68,69,69,D.A. Points,70.71,495,7
69,T70,T70,Steven Bowditch,70.75,283,4
70,T70,T70,K.J. Choi,70.75,283,4
71,T70,T70,Ken Duke,70.75,283,4
72,T70,T70,Rickie Fowler,70.75,566,8
73,T70,T70,Vaughn Taylor,70.75,283,4
74,75,75,Stewart Cink,70.83,425,6
75,T76,T76,Sangmoon Bae,70.88,567,8
76,T76,T76,Luke Guthrie,70.88,567,8
77,T78,T78,Roberto Castro,71.0,284,4
78,T78,T78,Erik Compton,71.0,710,10
79,T78,T78,Tim Herron,71.0,284,4
80,T78,T78,Marc Leishman,71.0,568,8
81,T78,T78,Hunter Mahan,71.0,639,9
82,T78,T78,Phil Mickelson,71.0,781,11
83,T78,T78,Bryce Molder,71.0,142,2
84,T78,T78,Henrik Norlander,71.0,355,5
85,T78,T78,Scott Piercy,71.0,71,1
86,T78,T78,Daniel Summerhays,71.0,568,8
87,88,88,Fabián Gómez,71.13,569,8
88,89,89,Justin Leonard,71.14,498,7
89,90,90,Camilo Villegas,71.17,427,6
90,T91,T91,Brian Harman,71.2,356,5
91,T91,T91,Sean O'Hair,71.2,356,5
92,T93,T93,Bob Estes,71.25,285,4
93,T93,T93,Tommy Gainey,71.25,285,4
94,95,95,Bobby Gates,71.29,499,7
95,T96,T96,Jerry Kelly,71.33,214,3
96,T96,T96,Jason Kokrak,71.33,428,6
97,T96,T96,John Merrick,71.33,428,6
98,T96,T96,John Senden,71.33,214,3
99,T100,T100,Nicholas Thompson,71.4,357,5
100,T100,T100,D.J. Trahan,71.4,357,5
101,T102,T102,Scott Gardiner,71.5,143,2
102,T102,T102,Brian Gay,71.5,143,2
103,T102,T102,Justin Hicks,71.5,429,6
104,T102,T102,Pat Perez,71.5,286,4
105,T102,T102,Jimmy Walker,71.5,143,2
106,T102,T102,Nick Watney,71.5,572,8
107,108,108,Webb Simpson,71.54,930,13
108,T109,T109,Ian Poulter,71.6,358,5
109,T109,T109,Andrew Svoboda,71.6,358,5
110,T111,T111,Jason Dufner,71.67,215,3
111,T111,T111,Steve LeBrun,71.67,215,3
112,T111,T111,Jeff Maggert,71.67,215,3
113,T111,T111,Lee Williams,71.67,430,6
114,T115,T115,Stephen Ames,71.75,287,4
115,T115,T115,Tim Clark,71.75,287,4
116,T115,T115,John Huh,71.75,287,4
117,T115,T115,Seung-Yul Noh,71.75,287,4
118,T115,T115,Rod Pampling,71.75,287,4
119,120,120,Robert Streb,71.8,359,5
120,121,121,Rory Sabbatini,71.83,431,6
121,122,122,Brian Stuard,71.86,503,7
122,T123,T123,Aaron Baddeley,72.0,216,3
123,T123,T123,Will Claxton,72.0,432,6
124,T123,T123,Brendon de Jonge,72.0,576,8
125,T123,T123,Matt Every,72.0,432,6
126,T123,T123,Tom Gillis,72.0,504,7
127,T123,T123,Freddie Jacobson,72.0,144,2
128,T123,T123,Robert Karlsson,72.0,216,3
129,T123,T123,George McNeill,72.0,360,5
130,T123,T123,Geoff Ogilvy,72.0,288,4
131,T123,T123,Cameron Percy,72.0,216,3
132,T123,T123,Chris Stroud,72.0,288,4
133,134,134,David Lingmerth,72.17,433,6
134,135,135,Tag Ridings,72.2,361,5
135,136,136,Brian Davis,72.25,578,8
136,137,137,Kevin Chappell,72.29,506,7
137,T138,T138,Chad Campbell,72.33,434,6
138,T138,T138,Ben Curtis,72.33,217,3
139,T138,T138,D.H. Lee,72.33,434,6
140,T138,T138,Charl Schwartzel,72.33,217,3
141,142,142,Kevin Stadler,72.4,362,5
142,T143,T143,Martin Kaymer,72.43,507,7
143,T143,T143,Vijay Singh,72.43,507,7
144,T145,T145,J.J. Henry,72.5,435,6
145,T145,T145,Bo Van Pelt,72.5,435,6
146,147,147,Ángel Cabrera,72.6,726,10
147,148,148,Colt Knost,72.67,436,6
148,T149,T149,Martin Laird,72.75,291,4
149,T149,T149,Charlie Wi,72.75,582,8
150,151,151,Padraig Harrington,72.8,364,5
151,T152,T152,Graeme McDowell,72.83,437,6
152,T152,T152,Aaron Watkins,72.83,437,6
153,T154,T154,Derek Ernst,73.0,292,4
154,T154,T154,Jim Furyk,73.0,438,6
155,T154,T154,Morgan Hoffmann,73.0,365,5
156,T154,T154,Ben Kohles,73.0,438,6
157,T154,T154,Jin Park,73.0,219,3
158,T154,T154,"Ted Potter, Jr.",73.0,365,5
159,T154,T154,Andres Romero,73.0,438,6
160,T154,T154,Mark Wilson,73.0,219,3
161,T162,T162,Eric Meierdierks,73.2,366,5
162,T162,T162,Johnson Wagner,73.2,366,5
163,164,164,Robert Allenby,73.25,293,4
164,165,165,Troy Matteson,73.29,513,7
165,166,166,James Driscoll,73.4,367,5
166,T167,T167,Luke List,73.5,294,4
167,T167,T167,Mike Weir,73.5,441,6
