,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Keegan Bradley,88,60
1,T1,T1,Phil Mickelson,78,60
2,3,3,Chez Reavie,72,61
3,T4,T4,Kevin Chappell,80,62
4,T4,T4,Hunter Mahan,91,62
5,T4,T4,Ryan Palmer,79,62
6,T7,T7,Roberto Castro,97,63
7,T7,T7,Erik Compton,74,63
8,T7,T7,Bob Estes,66,63
9,T7,T7,Martin Flores,83,63
10,T7,T7,Jim Furyk,80,63
11,T7,T7,Tom Gillis,69,63
12,T7,T7,Luke Guthrie,82,63
13,T7,T7,Russell Henley,80,63
14,T7,T7,John Huh,88,63
15,T7,T7,Martin Kaymer,61,63
16,T7,T7,Jason Kokrak,78,63
17,T7,T7,Patrick Reed,83,63
18,T7,T7,Justin Rose,62,63
19,T7,T7,Charl Schwartzel,69,63
20,T7,T7,Brandt Snedeker,79,63
21,T7,T7,Scott Stallings,79,63
22,T7,T7,Daniel Summerhays,83,63
23,T7,T7,Y.E. Yang,56,63
24,T25,T25,Sangmoon Bae,83,64
25,T25,T25,Cameron Beckman,20,64
26,T25,T25,Harris English,95,64
27,T25,T25,Steve Flesch,17,64
28,T25,T25,Rickie Fowler,75,64
29,T25,T25,Tommy Gainey,84,64
30,T25,T25,Fabián Gómez,65,64
31,T25,T25,Padraig Harrington,52,64
32,T25,T25,Justin Hicks,79,64
33,T25,T25,Morgan Hoffmann,64,64
34,T25,T25,Billy Horschel,96,64
35,T25,T25,Zach Johnson,84,64
36,T25,T25,Matt Jones,83,64
37,T25,T25,Russell Knox,38,64
38,T25,T25,Matt Kuchar,93,64
39,T25,T25,David Lingmerth,68,64
40,T25,T25,George McNeill,68,64
41,T25,T25,Bryce Molder,82,64
42,T25,T25,Scott Piercy,78,64
43,T25,T25,D.A. Points,87,64
44,T25,T25,"Ted Potter, Jr.",65,64
45,T25,T25,John Rollins,77,64
46,T25,T25,Webb Simpson,92,64
47,T25,T25,Kevin Stadler,83,64
48,T25,T25,Robert Streb,75,64
49,T25,T25,Chris Stroud,88,64
50,T25,T25,Bo Van Pelt,72,64
51,T25,T25,Jimmy Walker,84,64
52,T53,T53,Shane Bertsch,4,65
53,T53,T53,Matt Bettencourt,29,65
54,T53,T53,Ángel Cabrera,73,65
55,T53,T53,Patrick Cantlay,18,65
56,T53,T53,Bud Cauley,67,65
57,T53,T53,Nicolas Colsaerts,50,65
58,T53,T53,Glen Day,19,65
59,T53,T53,Brendon de Jonge,110,65
60,T53,T53,Graham DeLaet,94,65
61,T53,T53,Ernie Els,63,65
62,T53,T53,Matt Every,89,65
63,T53,T53,Ross Fisher,44,65
64,T53,T53,Sergio Garcia,65,65
65,T53,T53,Brian Gay,79,65
66,T53,T53,David Hearn,88,65
67,T53,T53,Chris Kirk,89,65
68,T53,T53,Justin Leonard,86,65
69,T53,T53,David Lynn,70,65
70,T53,T53,Hideki Matsuyama,26,65
71,T53,T53,Graeme McDowell,53,65
72,T53,T53,Henrik Norlander,70,65
73,T53,T53,Geoff Ogilvy,57,65
74,T53,T53,Jeff Overton,78,65
75,T53,T53,Rod Pampling,46,65
76,T53,T53,Pat Perez,69,65
77,T53,T53,Tag Ridings,69,65
78,T53,T53,Andres Romero,63,65
79,T53,T53,Jordan Spieth,82,65
80,T53,T53,Brendan Steele,86,65
81,T53,T53,Shawn Stefani,63,65
82,T53,T53,Henrik Stenson,65,65
83,T53,T53,Kevin Sutherland,38,65
84,T53,T53,Hideto Tanihara,4,65
85,T53,T53,Josh Teater,86,65
86,T53,T53,Peter Uihlein,10,65
87,T53,T53,Camilo Villegas,79,65
88,T53,T53,Aaron Watkins,46,65
89,T53,T53,Mike Weir,60,65
90,T53,T53,Charlie Wi,75,65
91,T53,T53,Tiger Woods,61,65
92,T93,T93,Billy Andrade,9,66
93,T93,T93,Stuart Appleby,88,66
94,T93,T93,Aaron Baddeley,68,66
95,T93,T93,Greg Chalmers,77,66
96,T93,T93,Will Claxton,67,66
97,T93,T93,Ben Crane,62,66
98,T93,T93,Ben Curtis,59,66
99,T93,T93,Jason Day,86,66
100,T93,T93,Luke Donald,60,66
101,T93,T93,Robert Garrigus,69,66
102,T93,T93,Bill Haas,85,66
103,T93,T93,James Hahn,78,66
104,T93,T93,Brian Harman,89,66
105,T93,T93,Jim Herman,59,66
106,T93,T93,Charley Hoffman,84,66
107,T93,T93,Charles Howell III,87,66
108,T93,T93,Freddie Jacobson,63,66
109,T93,T93,Dustin Johnson,71,66
110,T93,T93,Jerry Kelly,75,66
111,T93,T93,Hank Kuehne,16,66
112,T93,T93,Doug LaBelle II,72,66
113,T93,T93,Scott Langley,79,66
114,T93,T93,Steve LeBrun,66,66
115,T93,T93,D.H. Lee,65,66
116,T93,T93,Danny Lee,4,66
117,T93,T93,Richard Lee,81,66
118,T93,T93,Marc Leishman,77,66
119,T93,T93,Luke List,65,66
120,T93,T93,Bill Lunde,25,66
121,T93,T93,William McGirt,75,66
122,T93,T93,Rory McIlroy,56,66
123,T93,T93,John Merrick,79,66
124,T93,T93,Sean O'Hair,56,66
125,T93,T93,Greg Owen,73,66
126,T93,T93,Cameron Percy,68,66
127,T93,T93,Jonathan Randolph,4,66
128,T93,T93,Sam Saunders,4,66
129,T93,T93,Adam Scott,61,66
130,T93,T93,Joey Snyder III,38,66
131,T93,T93,Kevin Streelman,86,66
132,T93,T93,Steve Stricker,51,66
133,T93,T93,Brian Stuard,78,66
134,T93,T93,Vaughn Taylor,50,66
135,T93,T93,Nicholas Thompson,99,66
136,T93,T93,David Toms,49,66
137,T93,T93,Cameron Tringale,80,66
138,T93,T93,Johnson Wagner,64,66
139,T93,T93,Bubba Watson,76,66
140,T93,T93,Lee Westwood,70,66
141,T93,T93,Lee Williams,62,66
142,T93,T93,Chris Wood,15,66
143,T93,T93,Gary Woodland,94,66
144,T145,T145,Stephen Ames,49,67
145,T145,T145,Ryan Blaum,8,67
146,T145,T145,Jonas Blixt,76,67
147,T145,T145,Steven Bowditch,67,67
148,T145,T145,Bart Bryant,7,67
149,T145,T145,Chad Campbell,78,67
150,T145,T145,Paul Casey,22,67
151,T145,T145,K.J. Choi,85,67
152,T145,T145,Stewart Cink,71,67
153,T145,T145,Donald Constable,33,67
154,T145,T145,Brian Davis,91,67
155,T145,T145,James Driscoll,76,67
156,T145,T145,Jason Dufner,78,67
157,T145,T145,Ken Duke,87,67
158,T145,T145,Derek Ernst,58,67
159,T145,T145,Brad Fritsch,81,67
160,T145,T145,Scott Gardiner,61,67
161,T145,T145,Paul Haley II,44,67
162,T145,T145,J.J. Henry,83,67
163,T145,T145,Brandt Jobe,62,67
164,T145,T145,Jeff Klauk,24,67
165,T145,T145,Colt Knost,69,67
166,T145,T145,Ben Kohles,75,67
167,T145,T145,Neal Lancaster,18,67
168,T145,T145,Michael Letzig,44,67
169,T145,T145,Peter Lonard,4,67
170,T145,T145,Davis Love III,43,67
171,T145,T145,Steve Marino,33,67
172,T145,T145,David Mathis,71,67
173,T145,T145,Ryan Moore,72,67
174,T145,T145,Seung-Yul Noh,71,67
175,T145,T145,Louis Oosthuizen,30,67
176,T145,T145,Jesper Parnevik,32,67
177,T145,T145,Kenny Perry,10,67
178,T145,T145,Dicky Pride,71,67
179,T145,T145,Alexandre Rocha,11,67
180,T145,T145,Rory Sabbatini,86,67
181,T145,T145,Vijay Singh,61,67
182,T145,T145,Kyle Stanley,71,67
183,T145,T145,D.J. Trahan,48,67
184,T145,T145,Nick Watney,88,67
185,T145,T145,Boo Weekley,100,67
186,T145,T145,Steve Wheatcroft,4,67
187,T145,T145,Casey Wittenberg,72,67
188,T189,T189,Brad Adamonis,5,68
189,T189,T189,Ricky Barnes,74,68
190,T189,T189,Jason Bohn,70,68
191,T189,T189,Justin Bolli,59,68
192,T189,T189,Michael Bradley,56,68
193,T189,T189,Scott Brown,65,68
194,T189,T189,Kevin Carll,2,68
195,T189,T189,Gary Christian,26,68
196,T189,T189,Tim Clark,64,68
197,T189,T189,Russ Cochran,4,68
198,T189,T189,George Coetzee,37,68
199,T189,T189,Fred Couples,16,68
200,T189,T189,John Daly,31,68
201,T189,T189,Chris DiMarco,33,68
202,T189,T189,Gonzalo Fernandez-Castaño,39,68
203,T189,T189,Andres Gonzales,42,68
204,T189,T189,Retief Goosen,27,68
205,T189,T189,Jeff Gove,44,68
206,T189,T189,Peter Hanson,45,68
207,T189,T189,Trevor Immelman,73,68
208,T189,T189,Ryo Ishikawa,72,68
209,T189,T189,Robert Karlsson,56,68
210,T189,T189,Martin Laird,68,68
211,T189,T189,Shane Lowry,27,68
212,T189,T189,Jeff Maggert,63,68
213,T189,T189,Eric Meierdierks,48,68
214,T189,T189,Kevin Na,22,68
215,T189,T189,Jin Park,52,68
216,T189,T189,Tim Petrovic,37,68
217,T189,T189,Carl Pettersson,82,68
218,T189,T189,Ian Poulter,59,68
219,T189,T189,John Senden,79,68
220,T189,T189,Paul Stankowski,4,68
221,T189,T189,Andrew Svoboda,46,68
222,T189,T189,Peter Tomasulo,36,68
223,T189,T189,Jhonattan Vegas,7,68
224,T189,T189,Chris Williams,14,68
225,T189,T189,Mark Wilson,56,68
226,T227,T227,Kiradech Aphibarnrat,10,69
227,T227,T227,Charlie Beljan,62,69
228,T227,T227,Jonathan Byrd,39,69
229,T227,T227,Joe Durant,19,69
230,T227,T227,Lucas Glover,65,69
231,T227,T227,Tim Herron,45,69
232,T227,T227,Scott Jamieson,10,69
233,T227,T227,Steve Jones,3,69
234,T227,T227,Si Woo Kim,16,69
235,T227,T227,Michael Kim,8,69
236,T227,T227,John Mallinger,39,69
237,T227,T227,Troy Matteson,68,69
238,T227,T227,Billy Mayfair,34,69
239,T227,T227,Nick O'Hern,34,69
240,T227,T227,Joe Ogilvie,40,69
241,T227,T227,Thorbjørn Olesen,31,69
242,T227,T227,Corey Pavin,4,69
243,T227,T227,Alistair Presnell,59,69
244,T227,T227,Richie Ramsay,11,69
245,T227,T227,Kyle Reifers,12,69
246,T227,T227,"Wes Short, Jr.",40,69
247,T227,T227,Marcel Siem,27,69
248,T227,T227,Mark Silvers,4,69
249,T227,T227,Heath Slocum,30,69
250,T227,T227,Andre Stolz,4,69
251,T227,T227,Michael Thompson,66,69
252,T227,T227,Guan Tian Liang,14,69
253,T227,T227,Brendon Todd,37,69
254,T227,T227,Sebastián Vázquez,4,69
255,T227,T227,Scott Verplank,37,69
256,T227,T227,Tom Watson,10,69
257,T227,T227,Dean Wilson,8,69
258,T259,T259,Robert Allenby,58,70
259,T259,T259,Mark Anderson,4,70
260,T259,T259,Connor Arendell,2,70
261,T259,T259,Woody Austin,21,70
262,T259,T259,Todd Baek,4,70
263,T259,T259,Thomas Bjørn,11,70
264,T259,T259,Alex Cejka,5,70
265,T259,T259,Franklin Corpening,4,70
266,T259,T259,David Duval,19,70
267,T259,T259,Fred Funk,2,70
