,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Steve Stricker,51,-30,3.94,2068
1,2,2,Chris Kirk,89,-13,3.99,3856
2,3,3,Jimmy Walker,84,-11,3.99,3560
3,4,4,Charles Howell III,87,-10,3.99,3656
4,5,5,Jordan Spieth,82,-6,3.99,3568
5,6,6,Brandt Snedeker,79,-4,4.0,3420
6,T7,T7,Jason Dufner,78,-3,4.0,3404
7,T7,T7,Bill Haas,85,-3,4.0,3652
8,9,9,Justin Rose,62,3,4.0,2648
9,10,10,Graham DeLaet,94,4,4.0,4064
10,11,11,Morgan Hoffmann,64,5,4.01,2824
11,12,12,Matt Jones,83,9,4.01,3576
12,13,13,Henrik Stenson,65,13,4.02,2800
13,14,14,Tiger Woods,61,14,4.02,2624
14,15,15,Matt Kuchar,93,15,4.02,3780
15,16,16,Adam Scott,61,16,4.02,2608
16,T17,T17,Bob Estes,66,18,4.03,2840
17,T17,T17,Matt Every,89,18,4.02,3820
18,T17,T17,Jerry Kelly,75,18,4.02,3232
19,T17,T17,Chez Reavie,72,18,4.02,3128
20,T17,T17,Chris Stroud,88,18,4.02,3756
21,T22,T22,Keegan Bradley,88,20,4.02,3844
22,T22,T22,Brendon de Jonge,110,20,4.02,4768
23,T22,T22,David Hearn,88,20,4.02,3796
24,T22,T22,Zach Johnson,84,20,4.02,3620
25,T22,T22,Mark Wilson,56,20,4.04,2268
26,T27,T27,Jim Furyk,80,21,4.03,3352
27,T27,T27,David Toms,49,21,4.04,1880
28,T29,T29,Freddie Jacobson,63,22,4.03,2648
29,T29,T29,Hunter Mahan,91,22,4.02,3688
30,T29,T29,Phil Mickelson,78,22,4.03,3376
31,T32,T32,Sergio Garcia,65,23,4.03,2744
32,T32,T32,Rory Sabbatini,86,23,4.03,3576
33,T34,T34,James Driscoll,76,24,4.03,3044
34,T34,T34,Martin Flores,83,24,4.03,3592
35,T34,T34,D.J. Trahan,48,24,4.05,1976
36,T37,T37,Erik Compton,74,25,4.03,3200
37,T37,T37,Webb Simpson,92,25,4.03,3860
38,T39,T39,Roberto Castro,97,26,4.02,4168
39,T39,T39,Luke Donald,60,26,4.04,2504
40,T39,T39,Billy Horschel,96,26,4.03,4144
41,T39,T39,Bryce Molder,82,26,4.03,3448
42,T39,T39,Charl Schwartzel,69,26,4.03,2992
43,44,44,Brian Gay,79,27,4.03,3456
44,45,45,Vaughn Taylor,50,28,4.06,2004
45,T46,T46,K.J. Choi,85,29,4.03,3640
46,T46,T46,Kevin Stadler,83,29,4.03,3408
47,T46,T46,Lee Westwood,70,29,4.04,3000
48,T49,T49,Harris English,95,30,4.03,4120
49,T49,T49,"Ted Potter, Jr.",65,30,4.04,2684
50,T49,T49,Camilo Villegas,79,30,4.04,3240
51,T49,T49,Bubba Watson,76,30,4.04,3164
52,T53,T53,Jeff Overton,78,31,4.04,3348
53,T53,T53,Aaron Watkins,46,31,4.07,1896
54,T55,T55,Stuart Appleby,88,32,4.04,3608
55,T55,T55,Russell Henley,80,32,4.04,3408
56,T55,T55,D.H. Lee,65,32,4.05,2804
57,T55,T55,Jeff Maggert,63,32,4.05,2740
58,T55,T55,George McNeill,68,32,4.04,2968
59,60,60,William McGirt,75,33,4.04,3220
60,T61,T61,Cameron Percy,68,34,4.05,2860
61,T61,T61,Tag Ridings,69,34,4.05,2784
62,T63,T63,Tim Herron,45,35,4.07,1944
63,T63,T63,Rory McIlroy,56,35,4.06,2360
64,T63,T63,Dicky Pride,71,35,4.05,2904
65,T63,T63,Kevin Streelman,86,35,4.04,3736
66,67,67,John Rollins,77,36,4.05,3136
67,T68,T68,Jason Day,86,37,4.04,3456
68,T68,T68,Troy Matteson,68,37,4.05,2812
69,T68,T68,Rod Pampling,46,37,4.08,1792
70,71,71,Charlie Wi,75,38,4.05,3048
71,T72,T72,Kevin Chappell,80,39,4.05,3416
72,T72,T72,Pat Perez,69,39,4.05,2924
73,T72,T72,Ian Poulter,59,39,4.07,2348
74,T72,T72,Daniel Summerhays,83,39,4.04,3528
75,T76,T76,Justin Leonard,86,40,4.04,3696
76,T76,T76,Ryan Palmer,79,40,4.05,3448
77,T76,T76,Nicholas Thompson,99,40,4.04,4272
78,T79,T79,Steven Bowditch,67,42,4.06,2800
79,T79,T79,Nick Watney,88,42,4.05,3684
80,T81,T81,Rickie Fowler,75,43,4.05,3236
81,T81,T81,Graeme McDowell,53,43,4.08,2152
82,T83,T83,Fabián Gómez,65,44,4.06,2772
83,T83,T83,Brian Harman,89,44,4.05,3632
84,T83,T83,David Lingmerth,68,44,4.06,2900
85,T83,T83,Patrick Reed,83,44,4.05,3612
86,T83,T83,Darron Stiles,51,44,4.08,2120
87,T88,T88,Ben Crane,62,45,4.07,2540
88,T88,T88,John Merrick,79,45,4.05,3416
89,T88,T88,Cameron Tringale,80,45,4.05,3408
