,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Sergio Garcia,68.45,753,11
1,2,2,Justin Rose,68.75,550,8
2,3,3,Lee Westwood,68.83,413,6
3,4,4,Bubba Watson,68.9,689,10
4,5,5,Kevin Streelman,69.0,759,11
5,6,6,John Rollins,69.17,830,12
6,7,7,Peter Hanson,69.25,277,4
7,8,8,Graham DeLaet,69.46,903,13
8,9,9,Brad Fritsch,69.5,973,14
9,10,10,Steve Stricker,69.57,487,7
10,11,11,Jimmy Walker,69.69,906,13
11,12,12,Adam Scott,69.7,697,10
12,13,13,Greg Chalmers,69.73,767,11
13,14,14,Ryan Palmer,69.78,628,9
14,15,15,Keegan Bradley,69.82,768,11
15,16,16,Roberto Castro,69.85,908,13
16,17,17,Stephen Ames,69.86,489,7
17,18,18,Charley Hoffman,69.92,909,13
18,19,19,Chris Kirk,69.93,979,14
19,T20,T20,Jason Day,70.0,700,10
20,T20,T20,Ernie Els,70.0,700,10
21,T20,T20,Robert Garrigus,70.0,560,8
22,23,23,Gary Woodland,70.08,841,12
23,T24,T24,Michael Bradley,70.13,561,8
24,T24,T24,Brian Gay,70.13,561,8
25,T26,T26,Zach Johnson,70.15,912,13
26,T26,T26,Richard Lee,70.15,912,13
27,T28,T28,Doug LaBelle II,70.17,842,12
28,T28,T28,Tiger Woods,70.17,421,6
29,30,30,Stuart Appleby,70.18,772,11
30,31,31,Nicolas Colsaerts,70.2,351,5
31,32,32,Jordan Spieth,70.21,983,14
32,T33,T33,K.J. Choi,70.22,632,9
33,T33,T33,Ryan Moore,70.22,632,9
34,T35,T35,Steven Bowditch,70.25,562,8
35,T35,T35,Billy Horschel,70.25,843,12
36,37,37,Robert Streb,70.27,773,11
37,T38,T38,Ben Crane,70.3,703,10
38,T38,T38,Dustin Johnson,70.3,703,10
39,40,40,Brandt Snedeker,70.33,844,12
40,T41,T41,Matt Jones,70.36,774,11
41,T41,T41,Jeff Overton,70.36,774,11
42,T41,T41,Daniel Summerhays,70.36,774,11
43,44,44,Tim Clark,70.38,563,8
44,45,45,Matt Kuchar,70.4,704,10
45,T46,T46,Martin Flores,70.42,845,12
46,T46,T46,Patrick Reed,70.42,845,12
47,T48,T48,Charles Howell III,70.43,986,14
48,T48,T48,Jerry Kelly,70.43,493,7
49,T48,T48,Henrik Stenson,70.43,493,7
50,T51,T51,Trevor Immelman,70.46,916,13
51,T51,T51,Hunter Mahan,70.46,916,13
52,T53,T53,Jonas Blixt,70.5,705,10
53,T53,T53,Greg Owen,70.5,846,12
54,55,55,Chez Reavie,70.54,917,13
55,56,56,Brian Davis,70.56,1129,16
56,57,57,Harris English,70.58,847,12
57,58,58,Shawn Stefani,70.6,706,10
58,59,59,Luke Donald,70.64,777,11
59,60,60,Freddie Jacobson,70.67,636,9
60,61,61,James Hahn,70.69,919,13
61,62,62,Josh Teater,70.7,707,10
62,T63,T63,Bob Estes,70.71,495,7
63,T63,T63,Brandt Jobe,70.71,495,7
64,T65,T65,John Merrick,70.73,1061,15
65,T65,T65,Scott Stallings,70.73,778,11
66,67,67,Bill Haas,70.75,849,12
67,68,68,Camilo Villegas,70.8,708,10
68,69,69,Ricky Barnes,70.83,850,12
69,70,70,Bryce Molder,70.88,567,8
70,71,71,David Hearn,70.9,709,10
71,72,72,John Senden,70.91,780,11
72,73,73,Brian Harman,70.92,922,13
73,T74,T74,Luke Guthrie,70.93,1064,15
74,T74,T74,Cameron Tringale,70.93,1064,15
75,T76,T76,Ken Duke,71.0,923,13
76,T76,T76,William McGirt,71.0,852,12
77,T76,T76,Phil Mickelson,71.0,781,11
78,T76,T76,Alistair Presnell,71.0,923,13
79,T76,T76,Dicky Pride,71.0,781,11
80,T76,T76,Boo Weekley,71.0,923,13
81,T82,T82,Stewart Cink,71.11,640,9
82,T82,T82,George McNeill,71.11,640,9
83,T84,T84,Scott Langley,71.13,1067,15
84,T84,T84,Mark Wilson,71.13,569,8
85,86,86,Justin Leonard,71.15,925,13
86,T87,T87,Chad Campbell,71.17,854,12
87,T87,T87,David Lynn,71.17,854,12
88,T87,T87,D.J. Trahan,71.17,427,6
89,T90,T90,Henrik Norlander,71.2,712,10
90,T90,T90,Chris Stroud,71.2,1068,15
91,92,92,Rory Sabbatini,71.22,641,9
92,93,93,Russell Henley,71.25,855,12
93,94,94,Charl Schwartzel,71.29,499,7
94,95,95,Jeff Maggert,71.3,713,10
95,T96,T96,Robert Karlsson,71.33,642,9
96,T96,T96,Rory McIlroy,71.33,642,9
97,T98,T98,John Huh,71.36,785,11
98,T98,T98,Steve LeBrun,71.36,785,11
99,100,100,Erik Compton,71.38,928,13
100,T101,T101,Jason Dufner,71.4,357,5
101,T101,T101,Rickie Fowler,71.4,714,10
102,T101,T101,Morgan Hoffmann,71.4,714,10
103,T104,T104,J.J. Henry,71.42,857,12
104,T104,T104,Nicholas Thompson,71.42,857,12
105,106,106,Tim Herron,71.43,500,7
106,T107,T107,Fabián Gómez,71.45,786,11
107,T107,T107,Ryo Ishikawa,71.45,786,11
108,T107,T107,Tag Ridings,71.45,786,11
109,110,110,Casey Wittenberg,71.47,1215,17
110,T111,T111,Scott Gardiner,71.5,715,10
111,T111,T111,Cameron Percy,71.5,715,10
112,113,113,Webb Simpson,71.54,930,13
113,114,114,Bo Van Pelt,71.55,787,11
114,T115,T115,Pat Perez,71.56,644,9
115,T115,T115,D.A. Points,71.56,1145,16
116,117,117,Jason Kokrak,71.58,859,12
117,T118,T118,Martin Kaymer,71.64,788,11
118,T118,T118,Marc Leishman,71.64,788,11
119,T118,T118,Seung-Yul Noh,71.64,788,11
120,T121,T121,Ben Curtis,71.67,645,9
121,T121,T121,Charlie Wi,71.67,860,12
122,T123,T123,Will Claxton,71.7,717,10
123,T123,T123,Matt Every,71.7,717,10
124,125,125,Rod Pampling,71.71,502,7
125,T126,T126,Jason Bohn,71.73,789,11
126,T126,T126,Eric Meierdierks,71.73,789,11
127,T126,T126,Aaron Watkins,71.73,789,11
128,T129,T129,"Ted Potter, Jr.",71.75,574,8
129,T129,T129,Nick Watney,71.75,861,12
130,131,131,James Driscoll,71.78,646,9
131,132,132,Kevin Stadler,71.82,790,11
132,133,133,Brendon de Jonge,71.86,1006,14
133,134,134,Michael Thompson,71.91,791,11
134,T135,T135,Justin Bolli,71.92,935,13
135,T135,T135,Brendan Steele,71.92,863,12
136,T135,T135,Brian Stuard,71.92,863,12
137,138,138,Kevin Chappell,71.93,1079,15
138,T139,T139,Scott Brown,72.0,720,10
139,T139,T139,Jim Furyk,72.0,720,10
140,T139,T139,Bobby Gates,72.0,648,9
141,T139,T139,Ben Kohles,72.0,864,12
142,T139,T139,Graeme McDowell,72.0,504,7
143,T139,T139,Sean O'Hair,72.0,792,11
144,T139,T139,Jin Park,72.0,648,9
145,T139,T139,Ian Poulter,72.0,504,7
146,T139,T139,Lee Williams,72.0,648,9
147,T148,T148,Lucas Glover,72.09,793,11
148,T148,T148,Carl Pettersson,72.09,793,11
149,150,150,Vaughn Taylor,72.17,433,6
150,T151,T151,Tommy Gainey,72.18,794,11
151,T151,T151,Tom Gillis,72.18,794,11
152,T151,T151,Geoff Ogilvy,72.18,794,11
153,T154,T154,David Lingmerth,72.25,578,8
154,T154,T154,Andrew Svoboda,72.25,578,8
155,156,156,Sangmoon Bae,72.27,1084,15
156,157,157,Justin Hicks,72.3,723,10
157,T158,T158,Ángel Cabrera,72.33,868,12
158,T158,T158,Vijay Singh,72.33,651,9
159,160,160,Charlie Beljan,72.36,1013,14
160,161,161,Aaron Baddeley,72.45,797,11
161,T162,T162,Troy Matteson,72.5,870,12
162,T162,T162,Andres Romero,72.5,870,12
163,164,164,Darron Stiles,72.6,726,10
164,T165,T165,D.H. Lee,72.75,873,12
165,T165,T165,Mike Weir,72.75,582,8
166,167,167,Padraig Harrington,72.8,364,5
