,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
231,T226,T226,Francesco Molinari,9,4
232,T226,T226,John Peterson,6,4
233,T226,T226,Alexandre Rocha,3,4
234,T226,T226,Patrick Rodgers,1,4
235,T226,T226,Richard Sterne,7,4
236,T226,T226,Duffy Waldorf,3,4
237,T226,T226,Chris Williams,5,4
238,T239,T239,Billy Andrade,3,3
239,T239,T239,Kiradech Aphibarnrat,3,3
240,T239,T239,Blayne Barber,3,3
241,T239,T239,Cameron Beckman,8,3
242,T239,T239,Ryan Blaum,3,3
243,T239,T239,Bart Bryant,2,3
244,T239,T239,Rafa Cabrera Bello,5,3
245,T239,T239,Russ Cochran,1,3
246,T239,T239,Jon Curran,3,3
247,T239,T239,Jamie Donaldson,10,3
248,T239,T239,Branden Grace,12,3
249,T239,T239,Lee Janzen,11,3
250,T239,T239,Troy Kelly,10,3
251,T239,T239,John Kimbell,1,3
252,T239,T239,Paul Lawrie,7,3
253,T239,T239,Peter Lonard,1,3
254,T239,T239,Matteo Manassero,9,3
255,T239,T239,Jonathan Randolph,1,3
256,T239,T239,Chris Riley,3,3
257,T239,T239,Justin Thomas,2,3
258,T239,T239,Peter Uihlein,4,3
259,T239,T239,Sebastián Vázquez,1,3
260,T239,T239,Jhonattan Vegas,3,3
261,T239,T239,Marc Warren,2,3
262,T239,T239,Tom Watson,4,3
263,T239,T239,Dean Wilson,2,3
264,T265,T265,Mark Anderson,1,2
265,T265,T265,Paul Casey,7,2
266,T265,T265,Franklin Corpening,1,2
267,T265,T265,Fred Couples,4,2
268,T265,T265,Joe Durant,7,2
269,T265,T265,Marcus Fraser,6,2
270,T265,T265,David Frost,1,2
271,T265,T265,Jason Gore,4,2
272,T265,T265,Hunter Haas,5,2
273,T265,T265,Adam Hadwin,3,2
274,T265,T265,Todd Hamilton,4,2
275,T265,T265,Ryuji Imada,7,2
276,T265,T265,Scott Jamieson,3,2
277,T265,T265,Steve Jones,1,2
278,T265,T265,Kent Jones,1,2
279,T265,T265,Skip Kendall,2,2
280,T265,T265,Si Woo Kim,8,2
281,T265,T265,Michael Kim,2,2
282,T265,T265,Neal Lancaster,6,2
283,T265,T265,Tom Lehman,2,2
284,T265,T265,Shane Lowry,9,2
285,T265,T265,Jesper Parnevik,13,2
286,T265,T265,Paul Stankowski,1,2
287,T265,T265,Andre Stolz,1,2
288,T265,T265,Hideto Tanihara,1,2
289,T265,T265,Marc Turnesa,2,2
290,T265,T265,Steve Wheatcroft,1,2
291,T265,T265,Thaworn Wiratchant,3,2
292,T265,T265,Chris Wood,5,2
293,T294,T294,Brad Adamonis,2,1
294,T294,T294,Blake Adams,2,1
295,T294,T294,Steven Alker,2,1
296,T294,T294,Eric Axley,2,1
297,T294,T294,Craig Barlow,1,1
298,T294,T294,Michael Block,1,1
299,T294,T294,David Branshaw,1,1
300,T294,T294,Rafael Campos,1,1
301,T294,T294,Kevin Carll,1,1
302,T294,T294,Darren Clarke,3,1
303,T294,T294,Marco Dawson,1,1
304,T294,T294,Eduardo De La Riva,1,1
305,T294,T294,Brad Faxon,1,1
306,T294,T294,Zack Fischer,4,1
307,T294,T294,Oliver Fisher,1,1
308,T294,T294,Steven Fox,9,1
309,T294,T294,Fred Funk,1,1
310,T294,T294,Robert Gamez,3,1
311,T294,T294,Mathew Goggin,1,1
312,T294,T294,Scott Harrington,1,1
313,T294,T294,Mike Hendry,1,1
314,T294,T294,Mark Hensby,1,1
315,T294,T294,J.B. Holmes,5,1
316,T294,T294,John Hurley,1,1
317,T294,T294,Steven Ihm,1,1
318,T294,T294,Yuta Ikeda,1,1
319,T294,T294,Thongchai Jaidee,4,1
320,T294,T294,Andrew Johnson,1,1
321,T294,T294,Shiv Kapur,1,1
322,T294,T294,Shingo Katayama,1,1
323,T294,T294,Kevin Kisner,1,1
324,T294,T294,Kelly Kraft,2,1
325,T294,T294,Frank Lickliter II,3,1
326,T294,T294,Scott McCarron,8,1
327,T294,T294,Jay McLuen,1,1
328,T294,T294,Alex Noren,5,1
329,T294,T294,Mark O'Meara,3,1
330,T294,T294,Corey Pavin,2,1
331,T294,T294,Justin Peters,1,1
332,T294,T294,Ted Purdy,3,1
333,T294,T294,Brett Quigley,1,1
334,T294,T294,Richie Ramsay,4,1
335,T294,T294,Sam Saunders,1,1
336,T294,T294,Mark Silvers,2,1
337,T294,T294,Nate Smith,1,1
338,T294,T294,Chris Starkjohann,1,1
339,T294,T294,Guan Tian Liang,5,1
340,T294,T294,Omar Uresti,1,1
341,T294,T294,T.J. Vogel,3,1
342,T294,T294,Danny Willett,2,1
343,T294,T294,Jeremiah Wooding,1,1
