,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Jason Dufner,78,3,851,2.0
1,T1,T1,Ken Duke,87,3,948,3.0
2,T1,T1,Harris English,95,3,1030,2.0
3,T1,T1,Matt Every,89,3,955,3.0
4,T1,T1,Brad Fritsch,81,3,826,2.0
5,T1,T1,Charley Hoffman,84,3,900,2.0
6,T1,T1,John Huh,88,3,959,2.0
7,T1,T1,Boo Weekley,100,3,1092,2.0
8,T9,T9,Aaron Baddeley,68,2,694,2.0
9,T9,T9,Jonas Blixt,76,2,834,1.0
10,T9,T9,Scott Brown,65,2,686,1.0
11,T9,T9,Tim Clark,64,2,674,
12,T9,T9,Luke Donald,60,2,626,2.0
13,T9,T9,Jim Furyk,80,2,838,1.0
14,T9,T9,Bill Haas,85,2,913,1.0
15,T9,T9,Morgan Hoffmann,64,2,706,
16,T9,T9,Charles Howell III,87,2,914,1.0
17,T9,T9,Zach Johnson,84,2,905,2.0
18,T9,T9,Colt Knost,69,2,694,2.0
19,T9,T9,Doug LaBelle II,72,2,757,2.0
20,T9,T9,Marc Leishman,77,2,847,2.0
21,T9,T9,George McNeill,68,2,742,2.0
22,T9,T9,Carl Pettersson,82,2,870,
23,T9,T9,Scott Piercy,78,2,821,1.0
24,T9,T9,John Rollins,77,2,784,2.0
25,T9,T9,Jordan Spieth,82,2,892,2.0
26,T9,T9,Kevin Stadler,83,2,852,2.0
27,T9,T9,Nick Watney,88,2,921,2.0
28,T9,T9,Bubba Watson,76,2,791,1.0
29,T9,T9,Gary Woodland,94,2,975,2.0
30,T31,T31,Robert Allenby,58,1,596,1.0
31,T31,T31,Stephen Ames,49,1,532,
32,T31,T31,Sangmoon Bae,83,1,900,1.0
33,T31,T31,Michael Bradley,56,1,554,1.0
34,T31,T31,Keegan Bradley,88,1,961,1.0
35,T31,T31,Kevin Chappell,80,1,854,1.0
36,T31,T31,Stewart Cink,71,1,762,
37,T31,T31,Nicolas Colsaerts,50,1,515,
38,T31,T31,Ben Crane,62,1,635,1.0
39,T31,T31,Brian Davis,91,1,978,1.0
40,T31,T31,Brendon de Jonge,110,1,1192,1.0
41,T31,T31,Martin Flores,83,1,898,1.0
42,T31,T31,Rickie Fowler,75,1,809,1.0
43,T31,T31,Tommy Gainey,84,1,920,1.0
44,T31,T31,Robert Garrigus,69,1,686,
45,T31,T31,James Hahn,78,1,784,1.0
46,T31,T31,David Hearn,88,1,949,1.0
47,T31,T31,Jim Herman,59,1,600,
48,T31,T31,Tim Herron,45,1,486,1.0
49,T31,T31,Justin Hicks,79,1,804,
50,T31,T31,Billy Horschel,96,1,1036,1.0
51,T31,T31,Trevor Immelman,73,1,734,1.0
52,T31,T31,Freddie Jacobson,63,1,662,
53,T31,T31,Brandt Jobe,62,1,632,1.0
54,T31,T31,Dustin Johnson,71,1,769,1.0
55,T31,T31,Jerry Kelly,75,1,808,1.0
56,T31,T31,Ben Kohles,75,1,758,1.0
57,T31,T31,Jason Kokrak,78,1,838,1.0
58,T31,T31,Martin Laird,68,1,722,
59,T31,T31,Scott Langley,79,1,806,1.0
60,T31,T31,Troy Matteson,68,1,703,1.0
61,T31,T31,Graeme McDowell,53,1,538,1.0
62,T31,T31,Rory McIlroy,56,1,590,1.0
63,T31,T31,Eric Meierdierks,48,1,486,1.0
64,T31,T31,John Merrick,79,1,854,1.0
65,T31,T31,Phil Mickelson,78,1,844,
66,T31,T31,Ryan Moore,72,1,775,
67,T31,T31,Henrik Norlander,70,1,731,1.0
68,T31,T31,Jeff Overton,78,1,837,
69,T31,T31,Greg Owen,73,1,766,
70,T31,T31,Pat Perez,69,1,731,1.0
71,T31,T31,D.A. Points,87,1,938,
72,T31,T31,Ian Poulter,59,1,587,
73,T31,T31,Dicky Pride,71,1,726,1.0
74,T31,T31,Chez Reavie,72,1,782,1.0
75,T31,T31,Patrick Reed,83,1,903,1.0
76,T31,T31,Webb Simpson,92,1,965,1.0
77,T31,T31,Brandt Snedeker,79,1,855,1.0
78,T31,T31,Kyle Stanley,71,1,767,
79,T31,T31,Shawn Stefani,63,1,684,1.0
80,T31,T31,Steve Stricker,51,1,517,1.0
81,T31,T31,Brian Stuard,78,1,794,1.0
82,T31,T31,Josh Teater,86,1,875,
83,T31,T31,Nicholas Thompson,99,1,1068,1.0
84,T31,T31,David Toms,49,1,470,1.0
85,T31,T31,Cameron Tringale,80,1,852,1.0
86,T31,T31,Camilo Villegas,79,1,810,1.0
87,T31,T31,Johnson Wagner,64,1,645,1.0
88,T31,T31,Aaron Watkins,46,1,474,
89,T31,T31,Charlie Wi,75,1,762,1.0
90,T31,T31,Lee Williams,62,1,641,1.0
91,T31,T31,Mark Wilson,56,1,567,1.0
