,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Sergio Garcia,65,4.21,59,14
1,2,2,Steve Stricker,51,4.29,30,7
2,T3,T3,Matt Kuchar,93,4.33,13,3
3,T3,T3,Adam Scott,61,4.33,13,3
4,5,5,Charl Schwartzel,69,4.36,109,25
5,6,6,George McNeill,68,4.39,158,36
6,7,7,Ernie Els,63,4.4,22,5
7,8,8,Henrik Stenson,65,4.41,97,22
8,T9,T9,Jim Herman,59,4.42,106,24
9,T9,T9,Bubba Watson,76,4.42,84,19
10,11,11,Graham DeLaet,94,4.43,177,40
11,12,12,Lucas Glover,65,4.46,183,41
12,13,13,Rory Sabbatini,86,4.47,192,43
13,14,14,Chad Campbell,78,4.48,206,46
14,T15,T15,Jonas Blixt,76,4.5,180,40
15,T15,T15,Jason Day,86,4.5,171,38
16,T15,T15,Peter Hanson,45,4.5,81,18
17,T15,T15,Phil Mickelson,78,4.5,36,8
18,T15,T15,Cameron Percy,68,4.5,225,50
19,T15,T15,Tiger Woods,61,4.5,18,4
20,21,21,Ryan Palmer,79,4.54,159,35
21,T22,T22,Harris English,95,4.55,141,31
22,T22,T22,Jason Kokrak,78,4.55,264,58
23,T22,T22,Robert Streb,75,4.55,214,47
24,T25,T25,Greg Chalmers,77,4.56,196,43
25,T25,T25,Bob Estes,66,4.56,146,32
26,T25,T25,Charley Hoffman,84,4.56,196,43
27,T25,T25,Kevin Streelman,86,4.56,205,45
28,T25,T25,Boo Weekley,100,4.56,219,48
29,T30,T30,Nicolas Colsaerts,50,4.57,96,21
30,T30,T30,Luke Donald,60,4.57,64,14
31,T30,T30,Dustin Johnson,71,4.57,64,14
32,T30,T30,Henrik Norlander,70,4.57,256,56
33,T30,T30,Jordan Spieth,82,4.57,160,35
34,T30,T30,Kyle Stanley,71,4.57,210,46
35,T30,T30,Chris Stroud,88,4.57,288,63
36,T30,T30,Charlie Wi,75,4.57,128,28
37,T30,T30,Mark Wilson,56,4.57,128,28
38,T39,T39,Steven Bowditch,67,4.58,197,43
39,T39,T39,John Huh,88,4.58,220,48
40,T39,T39,Luke List,65,4.58,174,38
41,T39,T39,Seung-Yul Noh,71,4.58,220,48
42,T39,T39,Tag Ridings,69,4.58,229,50
43,T39,T39,Y.E. Yang,56,4.58,151,33
44,45,45,Zach Johnson,84,4.59,234,51
45,T46,T46,Stephen Ames,49,4.6,138,30
46,T46,T46,Aaron Baddeley,68,4.6,290,63
47,T46,T46,Martin Flores,83,4.6,262,57
48,T46,T46,Rickie Fowler,75,4.6,46,10
49,T46,T46,David Hearn,88,4.6,216,47
50,T46,T46,Colt Knost,69,4.6,253,55
51,T46,T46,Patrick Reed,83,4.6,239,52
52,T46,T46,John Rollins,77,4.6,184,40
53,T54,T54,Roberto Castro,97,4.61,258,56
54,T54,T54,Sean O'Hair,56,4.61,203,44
55,T56,T56,Bud Cauley,67,4.62,208,45
56,T56,T56,Brendon de Jonge,110,4.62,208,45
57,T56,T56,Justin Leonard,86,4.62,240,52
58,T56,T56,Ryan Moore,72,4.62,194,42
59,T60,T60,Jim Furyk,80,4.63,125,27
60,T60,T60,Fabián Gómez,65,4.63,162,35
61,T60,T60,"Ted Potter, Jr.",65,4.63,139,30
62,T63,T63,Kevin Chappell,80,4.64,255,55
63,T63,T63,Charles Howell III,87,4.64,218,47
64,T63,T63,Marc Leishman,77,4.64,218,47
65,T63,T63,William McGirt,75,4.64,246,53
66,T63,T63,Vaughn Taylor,50,4.64,116,25
67,T63,T63,Jimmy Walker,84,4.64,334,72
68,T69,T69,Matt Jones,83,4.65,242,52
69,T69,T69,Chris Kirk,89,4.65,321,69
70,T69,T69,Ben Kohles,75,4.65,223,48
71,T69,T69,Scott Langley,79,4.65,228,49
72,T69,T69,John Senden,79,4.65,242,52
73,T69,T69,Andrew Svoboda,46,4.65,79,17
74,T69,T69,David Toms,49,4.65,158,34
75,T69,T69,Cameron Tringale,80,4.65,256,55
76,T69,T69,Bo Van Pelt,72,4.65,121,26
77,T78,T78,Stuart Appleby,88,4.66,163,35
78,T78,T78,Erik Compton,74,4.66,163,35
79,T78,T78,Bill Haas,85,4.66,149,32
80,T78,T78,Robert Karlsson,56,4.66,135,29
81,T78,T78,Kevin Stadler,83,4.66,233,50
82,T78,T78,Brendan Steele,86,4.66,219,47
83,T84,T84,Ángel Cabrera,73,4.67,126,27
84,T84,T84,Trevor Immelman,73,4.67,308,66
85,T84,T84,Martin Laird,68,4.67,271,58
86,T84,T84,Dicky Pride,71,4.67,271,58
87,T88,T88,Jason Bohn,70,4.68,262,56
88,T88,T88,James Hahn,78,4.68,323,69
