,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,1,1,Jim Furyk,59
1,T2,T2,Charley Hoffman,61
2,T2,T2,Scott Piercy,61
3,T2,T2,Tiger Woods,61
4,T5,T5,Harris English,62
5,T5,T5,Matt Every,62
6,T5,T5,Lucas Glover,62
7,T5,T5,James Hahn,62
8,T5,T5,John Huh,62
9,T5,T5,Scott Langley,62
10,T5,T5,David Lingmerth,62
11,T5,T5,Billy Mayfair,62
12,T5,T5,Daniel Summerhays,62
13,T5,T5,David Toms,62
14,T15,T15,Scott Brown,63
15,T15,T15,Bud Cauley,63
16,T15,T15,Tim Clark,63
17,T15,T15,Brian Davis,63
18,T15,T15,Jason Dufner,63
19,T15,T15,Martin Flores,63
20,T15,T15,Brian Gay,63
21,T15,T15,Russell Henley,63
22,T15,T15,Matt Kuchar,63
23,T15,T15,Martin Laird,63
24,T15,T15,John Rollins,63
25,T15,T15,Webb Simpson,63
26,T15,T15,Brandt Snedeker,63
27,T15,T15,Henrik Stenson,63
28,T15,T15,Steve Stricker,63
29,T15,T15,Bubba Watson,63
30,T15,T15,Boo Weekley,63
31,T15,T15,Charlie Wi,63
32,T33,T33,Mark Anderson,64
33,T33,T33,Matt Bettencourt,64
34,T33,T33,Greg Chalmers,64
35,T33,T33,Ben Crane,64
36,T33,T33,Graham DeLaet,64
37,T33,T33,Ross Fisher,64
38,T33,T33,Andres Gonzales,64
39,T33,T33,Luke Guthrie,64
40,T33,T33,Bill Haas,64
41,T33,T33,David Hearn,64
42,T33,T33,Billy Horschel,64
43,T33,T33,Charles Howell III,64
44,T33,T33,Trevor Immelman,64
45,T33,T33,Chris Kirk,64
46,T33,T33,Doug LaBelle II,64
47,T33,T33,Jeff Maggert,64
48,T33,T33,Hunter Mahan,64
49,T33,T33,Rory McIlroy,64
50,T33,T33,Phil Mickelson,64
51,T33,T33,Jeff Overton,64
52,T33,T33,John Peterson,64
53,T33,T33,Patrick Reed,64
54,T33,T33,Charl Schwartzel,64
55,T33,T33,Adam Scott,64
56,T33,T33,Jordan Spieth,64
57,T33,T33,Brendan Steele,64
58,T33,T33,Nicholas Thompson,64
59,T33,T33,Brendon Todd,64
60,T33,T33,Camilo Villegas,64
61,T33,T33,Johnson Wagner,64
62,T33,T33,Jimmy Walker,64
63,T33,T33,Nick Watney,64
64,T33,T33,Gary Woodland,64
65,T66,T66,Stephen Ames,65
66,T66,T66,Woody Austin,65
67,T66,T66,Ricky Barnes,65
68,T66,T66,Justin Bolli,65
69,T66,T66,Steven Bowditch,65
70,T66,T66,Michael Bradley,65
71,T66,T66,Roberto Castro,65
72,T66,T66,K.J. Choi,65
73,T66,T66,Ken Duke,65
74,T66,T66,Zack Fischer,65
75,T66,T66,Rickie Fowler,65
76,T66,T66,Sergio Garcia,65
77,T66,T66,Scott Gardiner,65
78,T66,T66,Fabián Gómez,65
79,T66,T66,Brian Harman,65
80,T66,T66,J.J. Henry,65
81,T66,T66,Justin Hicks,65
82,T66,T66,Morgan Hoffmann,65
83,T66,T66,Ryuji Imada,65
84,T66,T66,Freddie Jacobson,65
85,T66,T66,Zach Johnson,65
86,T66,T66,Dustin Johnson,65
87,T66,T66,Kevin Kisner,65
88,T66,T66,Colt Knost,65
89,T66,T66,Jason Kokrak,65
90,T66,T66,Hank Kuehne,65
91,T66,T66,Neal Lancaster,65
92,T66,T66,Steve LeBrun,65
93,T66,T66,Richard Lee,65
94,T66,T66,John Mallinger,65
95,T66,T66,Troy Matteson,65
96,T66,T66,George McNeill,65
97,T66,T66,Ryan Moore,65
98,T66,T66,Greg Owen,65
99,T66,T66,Ryan Palmer,65
100,T66,T66,D.A. Points,65
101,T66,T66,Alistair Presnell,65
102,T66,T66,Kyle Reifers,65
103,T66,T66,Tag Ridings,65
104,T66,T66,Patrick Rodgers,65
105,T66,T66,Andres Romero,65
106,T66,T66,Rory Sabbatini,65
107,T66,T66,Kevin Stadler,65
108,T66,T66,Scott Stallings,65
109,T66,T66,Kyle Stanley,65
110,T66,T66,Shawn Stefani,65
111,T66,T66,Robert Streb,65
112,T66,T66,Kevin Streelman,65
113,T66,T66,Brian Stuard,65
114,T66,T66,Kevin Sutherland,65
115,T66,T66,Josh Teater,65
116,T66,T66,D.J. Trahan,65
117,T66,T66,Cameron Tringale,65
118,T119,T119,Stuart Appleby,66
119,T119,T119,Arjun Atwal,66
120,T119,T119,Sangmoon Bae,66
121,T119,T119,Blayne Barber,66
122,T119,T119,Craig Barlow,66
123,T119,T119,Jonas Blixt,66
124,T119,T119,Jason Bohn,66
125,T119,T119,Keegan Bradley,66
126,T119,T119,Ángel Cabrera,66
127,T119,T119,Chad Campbell,66
128,T119,T119,Patrick Cantlay,66
129,T119,T119,Stewart Cink,66
130,T119,T119,Erik Compton,66
131,T119,T119,Jon Curran,66
132,T119,T119,John Daly,66
133,T119,T119,Glen Day,66
134,T119,T119,Jason Day,66
135,T119,T119,Brendon de Jonge,66
136,T119,T119,James Driscoll,66
137,T119,T119,Ernie Els,66
138,T119,T119,Derek Ernst,66
139,T119,T119,Bob Estes,66
140,T119,T119,Steve Flesch,66
141,T119,T119,Brad Fritsch,66
142,T119,T119,Tommy Gainey,66
143,T119,T119,Robert Garrigus,66
144,T119,T119,Bobby Gates,66
145,T119,T119,Tom Gillis,66
146,T119,T119,Peter Hanson,66
147,T119,T119,Padraig Harrington,66
148,T119,T119,Mike Hendry,66
149,T119,T119,Jim Herman,66
150,T119,T119,Tim Herron,66
151,T119,T119,Ryo Ishikawa,66
152,T119,T119,Matt Jones,66
153,T119,T119,Martin Kaymer,66
154,T119,T119,Jerry Kelly,66
155,T119,T119,Ben Kohles,66
156,T119,T119,Danny Lee,66
157,T119,T119,Marc Leishman,66
158,T119,T119,Justin Leonard,66
159,T119,T119,Ken Looper,66
160,T119,T119,Davis Love III,66
161,T119,T119,Bill Lunde,66
162,T119,T119,David Mathis,66
163,T119,T119,Graeme McDowell,66
164,T119,T119,William McGirt,66
165,T119,T119,Eric Meierdierks,66
166,T119,T119,Bryce Molder,66
167,T119,T119,Francesco Molinari,66
168,T119,T119,Seung-Yul Noh,66
169,T119,T119,Henrik Norlander,66
170,T119,T119,Thorbjørn Olesen,66
171,T119,T119,Pat Perez,66
172,T119,T119,"Ted Potter, Jr.",66
173,T119,T119,Ian Poulter,66
174,T119,T119,Dicky Pride,66
175,T119,T119,Justin Rose,66
176,T119,T119,John Senden,66
177,T119,T119,Paul Stankowski,66
178,T119,T119,Darron Stiles,66
179,T119,T119,Chris Stroud,66
180,T119,T119,Michael Thompson,66
181,T119,T119,Peter Tomasulo,66
182,T119,T119,Bo Van Pelt,66
183,T119,T119,Scott Verplank,66
184,T119,T119,Mike Weir,66
185,T119,T119,Lee Westwood,66
186,T119,T119,Mark Wilson,66
187,T119,T119,Jeremiah Wooding,66
188,T119,T119,Y.E. Yang,66
189,T190,T190,Joe Affrunti,67
190,T190,T190,Aaron Baddeley,67
191,T190,T190,Cameron Beckman,67
192,T190,T190,Charlie Beljan,67
193,T190,T190,Shane Bertsch,67
194,T190,T190,Jonathan Byrd,67
195,T190,T190,Rafael Campos,67
196,T190,T190,Kevin Chappell,67
197,T190,T190,Gary Christian,67
198,T190,T190,George Coetzee,67
199,T190,T190,Donald Constable,67
