,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Keegan Bradley,88,4.45,579,130
1,2,2,Tiger Woods,61,4.47,447,100
2,3,3,Bubba Watson,76,4.5,513,114
3,4,4,Chad Campbell,78,4.51,492,109
4,T5,T5,Kevin Stadler,83,4.52,538,119
5,T5,T5,Andrew Svoboda,46,4.52,276,61
6,T7,T7,Justin Rose,62,4.53,435,96
7,T7,T7,Charl Schwartzel,69,4.53,471,104
8,T7,T7,Henrik Stenson,65,4.53,480,106
9,T10,T10,Sergio Garcia,65,4.54,463,102
10,T10,T10,Chris Kirk,89,4.54,604,133
11,T10,T10,Bryce Molder,82,4.54,540,119
12,T10,T10,Robert Streb,75,4.54,459,101
13,T14,T14,Nicolas Colsaerts,50,4.55,355,78
14,T14,T14,Ryan Palmer,79,4.55,523,115
15,T14,T14,Jin Park,52,4.55,341,75
16,T14,T14,Daniel Summerhays,83,4.55,587,129
17,T18,T18,Roberto Castro,97,4.56,671,147
18,T18,T18,Rickie Fowler,75,4.56,556,122
19,T18,T18,Peter Hanson,45,4.56,269,59
20,T18,T18,Rory Sabbatini,86,4.56,534,117
21,T22,T22,Charley Hoffman,84,4.57,622,136
22,T22,T22,Matt Kuchar,93,4.57,630,138
23,T22,T22,Rod Pampling,46,4.57,288,63
24,T22,T22,Brandt Snedeker,79,4.57,590,129
25,T26,T26,Brad Fritsch,81,4.58,541,118
26,T26,T26,Tom Gillis,69,4.58,408,89
27,T26,T26,James Hahn,78,4.58,518,113
28,T26,T26,Jason Kokrak,78,4.58,540,118
29,T30,T30,Stephen Ames,49,4.59,317,69
30,T30,T30,Ben Crane,62,4.59,381,83
31,T30,T30,Jason Day,86,4.59,620,135
32,T30,T30,Freddie Jacobson,63,4.59,427,93
33,T30,T30,Zach Johnson,84,4.59,597,130
34,T30,T30,Webb Simpson,92,4.59,620,135
35,T30,T30,Nick Watney,88,4.59,638,139
36,T30,T30,Boo Weekley,100,4.59,697,152
37,T38,T38,Graham DeLaet,94,4.6,663,144
38,T38,T38,D.H. Lee,65,4.6,455,99
