,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Steve Stricker,51,3.94,1032,262
1,T2,T2,Charles Howell III,87,3.99,1805,452
2,T2,T2,Jimmy Walker,84,3.99,1739,436
3,T4,T4,Graham DeLaet,94,4.0,2009,502
4,T4,T4,Morgan Hoffmann,64,4.0,1391,348
5,T4,T4,Phil Mickelson,78,4.0,1688,422
6,T4,T4,Lee Westwood,70,4.0,1524,381
7,T8,T8,Brendon de Jonge,110,4.01,2359,588
8,T8,T8,Bill Haas,85,4.01,1834,457
9,T8,T8,Billy Horschel,96,4.01,2062,514
10,T8,T8,Hunter Mahan,91,4.01,1871,467
11,T8,T8,Brandt Snedeker,79,4.01,1731,432
12,T8,T8,Jordan Spieth,82,4.01,1798,448
13,T8,T8,Vaughn Taylor,50,4.01,991,247
14,T8,T8,David Toms,49,4.01,930,232
15,T16,T16,Stuart Appleby,88,4.02,1787,444
16,T16,T16,Martin Flores,83,4.02,1763,439
17,T16,T16,Matt Kuchar,93,4.02,1907,474
18,T16,T16,John Merrick,79,4.02,1693,421
19,T16,T16,Chez Reavie,72,4.02,1544,384
20,T16,T16,Justin Rose,62,4.02,1358,338
21,T16,T16,Adam Scott,61,4.02,1335,332
22,T16,T16,Webb Simpson,92,4.02,1948,485
23,T24,T24,Roberto Castro,97,4.03,2058,511
24,T24,T24,David Hearn,88,4.03,1899,471
25,T24,T24,D.H. Lee,65,4.03,1392,345
26,T24,T24,Rory Sabbatini,86,4.03,1766,438
27,T24,T24,Chris Stroud,88,4.03,1884,468
28,T24,T24,Daniel Summerhays,83,4.03,1738,431
29,T24,T24,Bubba Watson,76,4.03,1588,394
30,T31,T31,Ángel Cabrera,73,4.04,1598,396
31,T31,T31,Jason Dufner,78,4.04,1752,434
32,T31,T31,Harris English,95,4.04,2063,511
33,T31,T31,Matt Every,89,4.04,1891,468
34,T31,T31,Brian Gay,79,4.04,1703,422
35,T31,T31,Brian Harman,89,4.04,1797,445
36,T31,T31,Chris Kirk,89,4.04,1919,475
37,T31,T31,Troy Matteson,68,4.04,1378,341
38,T31,T31,Ryan Moore,72,4.04,1568,388
39,T31,T31,Ryan Palmer,79,4.04,1719,425
40,T31,T31,Rod Pampling,46,4.04,881,218
41,T31,T31,Charl Schwartzel,69,4.04,1519,376
42,T31,T31,Kevin Streelman,86,4.04,1883,466
43,T31,T31,Camilo Villegas,79,4.04,1636,405
44,T45,T45,Erik Compton,74,4.05,1603,396
45,T45,T45,James Driscoll,76,4.05,1503,371
46,T45,T45,Bob Estes,66,4.05,1425,352
47,T45,T45,Tommy Gainey,84,4.05,1831,452
48,T45,T45,Zach Johnson,84,4.05,1838,454
49,T45,T45,Matt Jones,83,4.05,1792,443
50,T45,T45,Cameron Percy,68,4.05,1414,349
51,T45,T45,"Ted Potter, Jr.",65,4.05,1353,334
52,T45,T45,Patrick Reed,83,4.05,1802,445
53,T45,T45,Tag Ridings,69,4.05,1372,339
54,T45,T45,John Rollins,77,4.05,1564,386
55,T45,T45,D.J. Trahan,48,4.05,964,238
56,T45,T45,Tiger Woods,61,4.05,1362,336
57,T58,T58,Keegan Bradley,88,4.06,1957,482
58,T58,T58,Kevin Chappell,80,4.06,1713,422
59,T58,T58,K.J. Choi,85,4.06,1850,456
60,T58,T58,Jason Day,86,4.06,1786,440
61,T58,T58,Ken Duke,87,4.06,1913,471
62,T58,T58,Rickie Fowler,75,4.06,1675,413
63,T58,T58,Jim Furyk,80,4.06,1706,420
64,T58,T58,Luke Guthrie,82,4.06,1772,436
65,T58,T58,J.J. Henry,83,4.06,1737,428
66,T58,T58,Jerry Kelly,75,4.06,1643,405
67,T58,T58,Ben Kohles,75,4.06,1515,373
68,T58,T58,Richard Lee,81,4.06,1624,400
69,T58,T58,Marc Leishman,77,4.06,1738,428
70,T58,T58,Jeff Maggert,63,4.06,1361,335
71,T58,T58,Bryce Molder,82,4.06,1713,422
72,T58,T58,Jeff Overton,78,4.06,1655,408
73,T58,T58,Jin Park,52,4.06,1055,260
74,T58,T58,Henrik Stenson,65,4.06,1452,358
75,T58,T58,Josh Teater,86,4.06,1791,441
76,T58,T58,Nicholas Thompson,99,4.06,2164,533
77,T58,T58,Nick Watney,88,4.06,1863,459
78,T58,T58,Boo Weekley,100,4.06,2209,544
79,T58,T58,Gary Woodland,94,4.06,1939,478
80,T81,T81,Sangmoon Bae,83,4.07,1805,443
81,T81,T81,Luke Donald,60,4.07,1286,316
82,T81,T81,Derek Ernst,58,4.07,1279,314
