,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Webb Simpson,92,2.8,56,20
1,2,2,Steve Stricker,51,2.86,20,7
2,3,3,John Huh,88,2.87,175,61
3,T4,T4,Richard Lee,81,2.88,190,66
4,T4,T4,John Rollins,77,2.88,144,50
5,6,6,Doug LaBelle II,72,2.89,165,57
6,7,7,Ian Poulter,59,2.9,58,20
7,8,8,Chris Kirk,89,2.91,259,89
8,T9,T9,Tim Clark,64,2.92,155,53
9,T9,T9,Lucas Glover,65,2.92,143,49
10,T9,T9,Graeme McDowell,53,2.92,35,12
11,T9,T9,John Merrick,79,2.92,245,84
12,T13,T13,Greg Chalmers,77,2.93,170,58
13,T13,T13,Jeff Overton,78,2.93,167,57
14,T13,T13,Carl Pettersson,82,2.93,234,80
15,T13,T13,Brian Stuard,78,2.93,132,45
16,T13,T13,Lee Williams,62,2.93,120,41
17,T18,T18,Justin Bolli,59,2.94,147,50
18,T18,T18,Cameron Tringale,80,2.94,194,66
19,20,20,Charles Howell III,87,2.95,165,56
20,T21,T21,Stephen Ames,49,2.96,133,45
21,T21,T21,K.J. Choi,85,2.96,142,48
22,T21,T21,Casey Wittenberg,72,2.96,201,68
23,T24,T24,Brendon de Jonge,110,2.97,181,61
24,T24,T24,Brad Fritsch,81,2.97,181,61
25,T26,T26,Sangmoon Bae,83,2.98,155,52
26,T26,T26,Brian Davis,91,2.98,155,52
27,T26,T26,James Driscoll,76,2.98,170,57
28,T26,T26,Kevin Streelman,86,2.98,167,56
29,T30,T30,Jason Bohn,70,2.99,212,71
30,T30,T30,Martin Flores,83,2.99,218,73
31,T30,T30,J.J. Henry,83,2.99,224,75
32,T33,T33,Jim Furyk,80,3.0,111,37
33,T33,T33,Robert Garrigus,69,3.0,108,36
34,T33,T33,James Hahn,78,3.0,252,84
35,T33,T33,Peter Hanson,45,3.0,84,28
36,T33,T33,Dustin Johnson,71,3.0,45,15
37,T33,T33,Matt Kuchar,93,3.0,12,4
38,T33,T33,Phil Mickelson,78,3.0,24,8
39,T33,T33,Adam Scott,61,3.0,12,4
40,T33,T33,Brandt Snedeker,79,3.0,57,19
41,T33,T33,Jordan Spieth,82,3.0,126,42
42,T33,T33,Henrik Stenson,65,3.0,84,28
43,T33,T33,Bubba Watson,76,3.0,69,23
44,T45,T45,Robert Allenby,58,3.02,175,58
45,T45,T45,Erik Compton,74,3.02,124,41
46,T45,T45,Ben Curtis,59,3.02,145,48
47,T45,T45,Charley Hoffman,84,3.02,145,48
48,T45,T45,Trevor Immelman,73,3.02,245,81
49,T45,T45,Ben Kohles,75,3.02,181,60
50,T45,T45,Ryan Moore,72,3.02,157,52
51,T45,T45,Geoff Ogilvy,57,3.02,145,48
52,T45,T45,Y.E. Yang,56,3.02,157,52
53,T54,T54,Jason Dufner,78,3.03,112,37
54,T54,T54,Bob Estes,66,3.03,112,37
55,T54,T54,Zach Johnson,84,3.03,182,60
56,T54,T54,Patrick Reed,83,3.03,206,68
57,T54,T54,Rory Sabbatini,86,3.03,182,60
58,T54,T54,Charl Schwartzel,69,3.03,97,32
59,T54,T54,Chris Stroud,88,3.03,212,70
60,T61,T61,Steven Bowditch,67,3.04,158,52
61,T61,T61,Fabián Gómez,65,3.04,137,45
62,T61,T61,Martin Kaymer,61,3.04,85,28
63,T61,T61,Steve LeBrun,66,3.04,170,56
64,T61,T61,George McNeill,68,3.04,167,55
65,T61,T61,Greg Owen,73,3.04,222,73
66,T61,T61,Ryan Palmer,79,3.04,146,48
67,T61,T61,Cameron Percy,68,3.04,207,68
68,T61,T61,Lee Westwood,70,3.04,76,25
69,T70,T70,Chad Campbell,78,3.05,183,60
70,T70,T70,Bud Cauley,67,3.05,171,56
71,T70,T70,Will Claxton,67,3.05,125,41
72,T70,T70,Padraig Harrington,52,3.05,64,21
73,T70,T70,Russell Henley,80,3.05,195,64
74,T70,T70,David Lynn,70,3.05,134,44
75,T70,T70,Jeff Maggert,63,3.05,171,56
76,T70,T70,Bryce Molder,82,3.05,198,65
77,T70,T70,Kevin Stadler,83,3.05,198,65
78,T70,T70,Shawn Stefani,63,3.05,192,63
79,T70,T70,Michael Thompson,66,3.05,195,64
80,T81,T81,Michael Bradley,56,3.06,214,70
81,T81,T81,Bill Haas,85,3.06,107,35
82,T81,T81,Jerry Kelly,75,3.06,199,65
83,T81,T81,Justin Leonard,86,3.06,202,66
84,T81,T81,Seung-Yul Noh,71,3.06,199,65
85,T81,T81,Sean O'Hair,56,3.06,150,49
86,T81,T81,Josh Teater,86,3.06,190,62
87,T88,T88,Scott Brown,65,3.07,233,76
88,T88,T88,Ken Duke,87,3.07,255,83
89,T88,T88,Brian Harman,89,3.07,178,58
90,T88,T88,Jason Kokrak,78,3.07,221,72
91,T88,T88,William McGirt,75,3.07,224,73
92,T88,T88,Tag Ridings,69,3.07,181,59
93,T88,T88,Vijay Singh,61,3.07,141,46
94,T88,T88,Camilo Villegas,79,3.07,86,28
95,T96,T96,Ryo Ishikawa,72,3.08,188,61
96,T96,T96,Rod Pampling,46,3.08,74,24
97,T96,T96,D.A. Points,87,3.08,197,64
98,T96,T96,Dicky Pride,71,3.08,225,73
99,T96,T96,Vaughn Taylor,50,3.08,111,36
100,T96,T96,David Toms,49,3.08,117,38
101,T96,T96,Gary Woodland,94,3.08,160,52
102,T103,T103,Stuart Appleby,88,3.09,145,47
103,T103,T103,Jason Day,86,3.09,136,44
104,T103,T103,Morgan Hoffmann,64,3.09,176,57
105,T103,T103,Luke List,65,3.09,139,45
106,T103,T103,"Ted Potter, Jr.",65,3.09,136,44
107,T103,T103,John Senden,79,3.09,204,66
108,T103,T103,Nicholas Thompson,99,3.09,216,70
109,T110,T110,Ricky Barnes,74,3.1,149,48
110,T110,T110,Roberto Castro,97,3.1,223,72
111,T110,T110,Hunter Mahan,91,3.1,130,42
112,T110,T110,Jin Park,52,3.1,155,50
113,T110,T110,Charlie Wi,75,3.1,121,39
114,T115,T115,Stewart Cink,71,3.11,115,37
115,T115,T115,Harris English,95,3.11,137,44
116,T115,T115,Derek Ernst,58,3.11,202,65
117,T115,T115,Matt Every,89,3.11,202,65
118,T115,T115,Bobby Gates,49,3.11,115,37
119,T115,T115,Brandt Jobe,62,3.11,112,36
120,T115,T115,David Mathis,71,3.11,168,54
121,T115,T115,Darron Stiles,51,3.11,190,61
122,T115,T115,D.J. Trahan,48,3.11,87,28
123,T115,T115,Aaron Watkins,46,3.11,87,28
124,125,125,Justin Hicks,79,3.12,103,33
125,T126,T126,Aaron Baddeley,68,3.13,238,76
126,T126,T126,Jonas Blixt,76,3.13,166,53
127,T126,T126,Kevin Chappell,80,3.13,216,69
128,T126,T126,Ben Crane,62,3.13,169,54
129,T126,T126,Ernie Els,63,3.13,25,8
130,T126,T126,Jim Herman,59,3.13,100,32
131,T126,T126,Freddie Jacobson,63,3.13,150,48
132,T126,T126,Troy Matteson,68,3.13,200,64
133,T126,T126,Pat Perez,69,3.13,188,60
134,T126,T126,Chez Reavie,72,3.13,150,48
135,T126,T126,Brendan Steele,86,3.13,191,61
136,T137,T137,Graham DeLaet,94,3.14,160,51
137,T137,T137,Scott Gardiner,61,3.14,242,77
138,T137,T137,Tim Herron,45,3.14,113,36
139,T137,T137,D.H. Lee,65,3.14,182,58
140,T137,T137,Marc Leishman,77,3.14,176,56
141,T137,T137,Alistair Presnell,59,3.14,113,36
142,T137,T137,Scott Stallings,79,3.14,245,78
143,T144,T144,Billy Horschel,96,3.15,129,41
144,T144,T144,Scott Langley,79,3.15,205,65
145,T144,T144,Rory McIlroy,56,3.15,63,20
146,T144,T144,Mike Weir,60,3.15,129,41
147,T148,T148,Tommy Gainey,84,3.16,240,76
148,T148,T148,Tom Gillis,69,3.16,117,37
149,T148,T148,Henrik Norlander,70,3.16,218,69
150,T148,T148,Scott Piercy,78,3.16,202,64
151,T148,T148,Daniel Summerhays,83,3.16,177,56
152,T153,T153,Rickie Fowler,75,3.17,38,12
153,T153,T153,Matt Jones,83,3.17,209,66
154,T153,T153,Martin Laird,68,3.17,228,72
155,T153,T153,Mark Wilson,56,3.17,114,36
156,157,157,Brian Gay,79,3.18,194,61
157,T158,T158,David Hearn,88,3.19,172,54
158,T158,T158,Andres Romero,63,3.19,115,36
159,T158,T158,Jimmy Walker,84,3.19,300,94
160,T161,T161,Robert Streb,75,3.2,221,69
161,T161,T161,Andrew Svoboda,46,3.2,80,25
162,T161,T161,Johnson Wagner,64,3.2,205,64
163,T161,T161,Nick Watney,88,3.2,141,44
164,165,165,Luke Guthrie,82,3.21,196,61
165,166,166,Robert Karlsson,56,3.22,132,41
166,T167,T167,Colt Knost,69,3.23,226,70
167,T167,T167,David Lingmerth,68,3.23,129,40
168,169,169,Eric Meierdierks,48,3.24,162,50
169,T170,T170,Nicolas Colsaerts,50,3.25,78,24
170,T170,T170,Luke Donald,60,3.25,52,16
171,T170,T170,Sergio Garcia,65,3.25,65,20
172,T173,T173,Ángel Cabrera,73,3.27,108,33
173,T173,T173,Kyle Stanley,71,3.27,193,59
174,T173,T173,Boo Weekley,100,3.27,203,62
175,176,176,Charlie Beljan,62,3.29,237,72
176,177,177,Bo Van Pelt,72,3.41,109,32
177,178,178,Tiger Woods,61,3.5,14,4
