,Tenth_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_5_Scoring_Average_AVG,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Steve Stricker,51,4.23,93,22
1,2,2,Scott Stallings,79,4.35,161,37
2,3,3,Freddie Jacobson,63,4.36,61,14
3,4,4,Charl Schwartzel,69,4.39,101,23
4,5,5,Peter Hanson,45,4.43,93,21
5,6,6,Kevin Streelman,86,4.45,209,47
6,T7,T7,Brendon de Jonge,110,4.49,328,73
7,T7,T7,Russell Henley,80,4.49,175,39
8,T7,T7,Rory Sabbatini,86,4.49,184,41
9,T7,T7,Adam Scott,61,4.49,184,41
10,11,11,Sergio Garcia,65,4.5,117,26
11,T12,T12,Keegan Bradley,88,4.51,338,75
12,T12,T12,Kevin Chappell,80,4.51,203,45
13,14,14,Boo Weekley,100,4.52,208,46
14,T15,T15,Eric Meierdierks,48,4.53,145,32
15,T15,T15,Josh Teater,86,4.53,213,47
16,T17,T17,Ben Crane,62,4.54,109,24
17,T17,T17,James Hahn,78,4.54,218,48
18,T17,T17,Tim Herron,45,4.54,127,28
19,T17,T17,Jason Kokrak,78,4.54,236,52
20,T17,T17,Matt Kuchar,93,4.54,295,65
21,T17,T17,D.H. Lee,65,4.54,159,35
22,23,23,Roberto Castro,97,4.55,200,44
23,T24,T24,Graham DeLaet,94,4.56,237,52
24,T24,T24,Lee Williams,62,4.56,246,54
25,T26,T26,Jason Day,86,4.57,210,46
26,T26,T26,Bob Estes,66,4.57,233,51
27,T26,T26,Graeme McDowell,53,4.57,160,35
28,T26,T26,Bryce Molder,82,4.57,215,47
29,T26,T26,Tiger Woods,61,4.57,192,42
30,T31,T31,Aaron Baddeley,68,4.58,165,36
31,T31,T31,Carl Pettersson,82,4.58,110,24
32,T31,T31,Daniel Summerhays,83,4.58,284,62
33,T31,T31,Vaughn Taylor,50,4.58,119,26
34,T31,T31,Jimmy Walker,84,4.58,197,43
35,T36,T36,Bud Cauley,67,4.59,211,46
36,T36,T36,Martin Flores,83,4.59,225,49
37,T36,T36,Luke List,65,4.59,266,58
38,T36,T36,Phil Mickelson,78,4.59,317,69
39,T36,T36,Webb Simpson,92,4.59,248,54
40,T36,T36,Shawn Stefani,63,4.59,147,32
41,T36,T36,Mike Weir,60,4.59,211,46
42,T43,T43,Steven Bowditch,67,4.6,230,50
43,T43,T43,Scott Gardiner,61,4.6,115,25
44,T43,T43,Luke Guthrie,82,4.6,267,58
45,T43,T43,Billy Horschel,96,4.6,322,70
46,T43,T43,Dustin Johnson,71,4.6,221,48
47,T43,T43,Henrik Stenson,65,4.6,115,25
48,T49,T49,Justin Hicks,79,4.61,249,54
49,T49,T49,Doug LaBelle II,72,4.61,263,57
50,T49,T49,Rod Pampling,46,4.61,152,33
51,T49,T49,Cameron Percy,68,4.61,152,33
52,T49,T49,D.A. Points,87,4.61,203,44
53,T49,T49,D.J. Trahan,48,4.61,189,41
54,T55,T55,Stephen Ames,49,4.62,134,29
55,T55,T55,Sangmoon Bae,83,4.62,314,68
56,T55,T55,Ángel Cabrera,73,4.62,180,39
57,T55,T55,Rickie Fowler,75,4.62,300,65
58,T55,T55,Justin Leonard,86,4.62,268,58
59,T55,T55,William McGirt,75,4.62,180,39
60,T55,T55,Rory McIlroy,56,4.62,157,34
61,T55,T55,Justin Rose,62,4.62,171,37
62,T55,T55,John Senden,79,4.62,180,39
63,T55,T55,Nick Watney,88,4.62,217,47
64,T55,T55,Gary Woodland,94,4.62,268,58
65,T66,T66,Jason Dufner,78,4.63,162,35
66,T66,T66,Ken Duke,87,4.63,199,43
67,T66,T66,Tom Gillis,69,4.63,296,64
68,T66,T66,Ryan Palmer,79,4.63,213,46
69,T66,T66,Pat Perez,69,4.63,222,48
70,T66,T66,Patrick Reed,83,4.63,250,54
71,T66,T66,Brandt Snedeker,79,4.63,213,46
72,T66,T66,Brendan Steele,86,4.63,259,56
73,T66,T66,Robert Streb,75,4.63,190,41
74,T75,T75,Chad Campbell,78,4.64,209,45
75,T75,T75,Lucas Glover,65,4.64,209,45
76,T75,T75,Charley Hoffman,84,4.64,246,53
77,T75,T75,Hunter Mahan,91,4.64,209,45
78,T75,T75,Kevin Stadler,83,4.64,153,33
79,T75,T75,Kyle Stanley,71,4.64,218,47
80,T75,T75,Nicholas Thompson,99,4.64,283,61
81,T82,T82,Brian Davis,91,4.65,256,55
82,T82,T82,Fabián Gómez,65,4.65,256,55
83,T82,T82,Morgan Hoffmann,64,4.65,107,23
84,T82,T82,Richard Lee,81,4.65,228,49
85,T82,T82,Bubba Watson,76,4.65,214,46
86,T82,T82,Charlie Wi,75,4.65,316,68
87,T88,T88,Stewart Cink,71,4.66,191,41
88,T88,T88,Robert Garrigus,69,4.66,205,44
89,T88,T88,Jerry Kelly,75,4.66,191,41
90,T88,T88,George McNeill,68,4.66,289,62
91,T88,T88,Tag Ridings,69,4.66,177,38
92,T88,T88,Jordan Spieth,82,4.66,205,44
93,T94,T94,Scott Brown,65,4.67,84,18
94,T94,T94,Luke Donald,60,4.67,182,39
95,T94,T94,Derek Ernst,58,4.67,215,46
96,T94,T94,Zach Johnson,84,4.67,154,33
97,T94,T94,Scott Langley,79,4.67,224,48
98,T94,T94,Steve LeBrun,66,4.67,201,43
99,T94,T94,Henrik Norlander,70,4.67,224,48
100,T101,T101,Charlie Beljan,62,4.68,145,31
101,T101,T101,Michael Bradley,56,4.68,145,31
102,T101,T101,Colt Knost,69,4.68,192,41
103,T101,T101,Scott Piercy,78,4.68,145,31
104,T105,T105,Jim Furyk,80,4.69,244,52
105,T105,T105,Brian Harman,89,4.69,314,67
106,T105,T105,Padraig Harrington,52,4.69,122,26
107,T105,T105,Martin Kaymer,61,4.69,122,26
108,T105,T105,John Rollins,77,4.69,225,48
109,T110,T110,Jonas Blixt,76,4.7,268,57
110,T110,T110,K.J. Choi,85,4.7,216,46
111,T110,T110,Harris English,95,4.7,329,70
112,T110,T110,Bobby Gates,49,4.7,202,43
113,T110,T110,Troy Matteson,68,4.7,155,33
114,T110,T110,John Merrick,79,4.7,127,27
115,T110,T110,Darron Stiles,51,4.7,127,27
116,T110,T110,Mark Wilson,56,4.7,174,37
117,T110,T110,Casey Wittenberg,72,4.7,174,37
118,T119,T119,James Driscoll,76,4.71,273,58
119,T119,T119,David Lingmerth,68,4.71,226,48
120,T119,T119,David Lynn,70,4.71,193,41
121,T119,T119,Aaron Watkins,46,4.71,212,45
122,T123,T123,Brian Gay,79,4.72,203,43
123,T123,T123,J.J. Henry,83,4.72,250,53
124,T123,T123,Bo Van Pelt,72,4.72,222,47
125,T126,T126,Greg Chalmers,77,4.73,265,56
126,T126,T126,Bill Haas,85,4.73,194,41
127,T126,T126,Brandt Jobe,62,4.73,246,52
128,T126,T126,Greg Owen,73,4.73,232,49
129,T126,T126,Chris Stroud,88,4.73,241,51
130,T131,T131,Matt Jones,83,4.74,251,53
131,T131,T131,Robert Karlsson,56,4.74,166,35
132,T131,T131,Vijay Singh,61,4.74,180,38
133,T134,T134,Nicolas Colsaerts,50,4.75,152,32
134,T134,T134,Ernie Els,63,4.75,228,48
135,T134,T134,Brad Fritsch,81,4.75,299,63
136,T134,T134,Chris Kirk,89,4.75,152,32
