,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Brendan Steele,64.0,64,1
1,2,2,Ben Crane,65.0,130,2
2,T3,T3,Russell Henley,66.0,66,1
3,T3,T3,Morgan Hoffmann,66.0,66,1
4,5,5,Harris English,66.67,200,3
5,T6,T6,Steven Bowditch,67.0,67,1
6,T6,T6,Stewart Cink,67.0,67,1
7,T6,T6,Bob Estes,67.0,67,1
8,T6,T6,Lucas Glover,67.0,67,1
9,T6,T6,Martin Kaymer,67.0,67,1
10,T6,T6,Alistair Presnell,67.0,67,1
11,T6,T6,Tag Ridings,67.0,67,1
12,T6,T6,Charl Schwartzel,67.0,134,2
13,T6,T6,Adam Scott,67.0,67,1
14,T6,T6,Webb Simpson,67.0,67,1
15,T6,T6,Mark Wilson,67.0,67,1
16,T17,T17,Zach Johnson,67.5,135,2
17,T17,T17,Chris Kirk,67.5,135,2
18,T19,T19,Stephen Ames,68.0,68,1
19,T19,T19,Stuart Appleby,68.0,136,2
20,T19,T19,Aaron Baddeley,68.0,68,1
21,T19,T19,Greg Chalmers,68.0,136,2
22,T19,T19,Jim Furyk,68.0,68,1
23,T19,T19,Jordan Spieth,68.0,68,1
24,T19,T19,Kevin Stadler,68.0,68,1
25,T19,T19,D.J. Trahan,68.0,68,1
26,T27,T27,Trevor Immelman,68.5,137,2
27,T27,T27,Cameron Percy,68.5,137,2
28,T27,T27,Rory Sabbatini,68.5,137,2
29,T30,T30,Jason Bohn,68.67,206,3
30,T30,T30,James Hahn,68.67,206,3
31,T32,T32,Sangmoon Bae,69.0,138,2
32,T32,T32,Jonas Blixt,69.0,69,1
33,T32,T32,Scott Brown,69.0,69,1
34,T32,T32,Kevin Chappell,69.0,69,1
35,T32,T32,Luke Donald,69.0,138,2
36,T32,T32,Tom Gillis,69.0,69,1
37,T32,T32,Fabián Gómez,69.0,138,2
38,T32,T32,Brian Harman,69.0,69,1
39,T32,T32,Charles Howell III,69.0,69,1
40,T32,T32,Luke List,69.0,69,1
41,T32,T32,Bryce Molder,69.0,69,1
42,T32,T32,Ryan Palmer,69.0,69,1
43,T32,T32,Scott Piercy,69.0,69,1
44,45,45,Martin Flores,69.33,208,3
45,T46,T46,Jerry Kelly,69.5,139,2
46,T46,T46,Rory McIlroy,69.5,139,2
47,48,48,Jason Dufner,69.67,209,3
48,T49,T49,Bud Cauley,70.0,140,2
49,T49,T49,K.J. Choi,70.0,210,3
50,T49,T49,Ernie Els,70.0,70,1
51,T49,T49,Sergio Garcia,70.0,70,1
52,T49,T49,Bobby Gates,70.0,70,1
53,T49,T49,Luke Guthrie,70.0,210,3
54,T49,T49,Scott Langley,70.0,70,1
55,T49,T49,D.H. Lee,70.0,70,1
56,T49,T49,Richard Lee,70.0,70,1
57,T49,T49,George McNeill,70.0,210,3
58,T49,T49,D.A. Points,70.0,140,2
59,T49,T49,Darron Stiles,70.0,140,2
60,T49,T49,Michael Thompson,70.0,140,2
61,T49,T49,Bubba Watson,70.0,70,1
62,T49,T49,Boo Weekley,70.0,70,1
63,T64,T64,Justin Leonard,70.25,281,4
64,T64,T64,Shawn Stefani,70.25,281,4
65,T66,T66,Jason Day,70.5,282,4
66,T66,T66,James Driscoll,70.5,282,4
67,T66,T66,Ben Kohles,70.5,141,2
68,T66,T66,Lee Williams,70.5,141,2
69,T66,T66,Casey Wittenberg,70.5,141,2
70,T71,T71,Derek Ernst,70.67,212,3
71,T71,T71,Scott Gardiner,70.67,212,3
72,T71,T71,Kevin Streelman,70.67,212,3
73,T71,T71,Jimmy Walker,70.67,212,3
74,T71,T71,Y.E. Yang,70.67,212,3
75,T76,T76,Charlie Beljan,71.0,71,1
76,T76,T76,Chad Campbell,71.0,71,1
77,T76,T76,Tim Clark,71.0,142,2
78,T76,T76,Ken Duke,71.0,142,2
79,T76,T76,Bill Haas,71.0,71,1
80,T76,T76,Charley Hoffman,71.0,142,2
81,T76,T76,Brandt Jobe,71.0,71,1
82,T76,T76,Jeff Maggert,71.0,142,2
83,T76,T76,Sean O'Hair,71.0,71,1
84,T76,T76,Carl Pettersson,71.0,142,2
85,T76,T76,John Senden,71.0,71,1
86,T76,T76,Vijay Singh,71.0,142,2
87,T76,T76,Brandt Snedeker,71.0,71,1
88,T76,T76,Kyle Stanley,71.0,284,4
89,T76,T76,Chris Stroud,71.0,71,1
90,T76,T76,Vaughn Taylor,71.0,71,1
91,T76,T76,Mike Weir,71.0,142,2
92,T76,T76,Lee Westwood,71.0,71,1
93,94,94,Seung-Yul Noh,71.25,285,4
94,T95,T95,Michael Bradley,71.33,214,3
95,T95,T95,Ryo Ishikawa,71.33,214,3
96,T95,T95,Johnson Wagner,71.33,214,3
97,T98,T98,Padraig Harrington,71.5,143,2
98,T98,T98,Cameron Tringale,71.5,143,2
99,T100,T100,Erik Compton,71.67,215,3
100,T100,T100,Henrik Norlander,71.67,430,6
101,102,102,John Merrick,71.75,287,4
102,T103,T103,Robert Allenby,72.0,72,1
103,T103,T103,Robert Garrigus,72.0,72,1
104,T103,T103,Billy Horschel,72.0,72,1
105,T103,T103,Matt Jones,72.0,72,1
106,T103,T103,Greg Owen,72.0,144,2
107,T103,T103,Dicky Pride,72.0,216,3
108,T103,T103,Patrick Reed,72.0,216,3
109,T103,T103,John Rollins,72.0,72,1
110,T103,T103,Henrik Stenson,72.0,72,1
111,T103,T103,Nicholas Thompson,72.0,144,2
112,T103,T103,Nick Watney,72.0,72,1
113,T103,T103,Charlie Wi,72.0,72,1
114,115,115,Pat Perez,72.33,217,3
115,116,116,Ben Curtis,72.5,145,2
116,117,117,Marc Leishman,72.75,291,4
117,118,118,Martin Laird,72.8,364,5
118,T119,T119,Roberto Castro,73.0,73,1
119,T119,T119,Brad Fritsch,73.0,73,1
120,T119,T119,J.J. Henry,73.0,73,1
121,T119,T119,Doug LaBelle II,73.0,146,2
