,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Charley Hoffman,84,61
1,T1,T1,Scott Piercy,78,61
2,T1,T1,Tiger Woods,61,61
3,T4,T4,James Hahn,78,62
4,T4,T4,Scott Langley,79,62
5,T4,T4,David Lingmerth,68,62
6,T4,T4,Daniel Summerhays,83,62
7,T8,T8,Scott Brown,65,63
8,T8,T8,Bud Cauley,67,63
9,T8,T8,Tim Clark,64,63
10,T8,T8,Jason Dufner,78,63
11,T8,T8,Martin Flores,83,63
12,T8,T8,Brian Gay,79,63
13,T8,T8,Russell Henley,80,63
14,T8,T8,Matt Kuchar,93,63
15,T8,T8,Martin Laird,68,63
16,T8,T8,John Rollins,77,63
17,T8,T8,Webb Simpson,92,63
18,T8,T8,Brandt Snedeker,79,63
19,T8,T8,Henrik Stenson,65,63
20,T8,T8,Steve Stricker,51,63
21,T8,T8,Bubba Watson,76,63
22,T8,T8,Boo Weekley,100,63
23,T24,T24,Mark Anderson,4,64
24,T24,T24,Greg Chalmers,77,64
25,T24,T24,Graham DeLaet,94,64
26,T24,T24,Andres Gonzales,42,64
27,T24,T24,Luke Guthrie,82,64
28,T24,T24,Bill Haas,85,64
29,T24,T24,David Hearn,88,64
30,T24,T24,Billy Horschel,96,64
31,T24,T24,Charles Howell III,87,64
32,T24,T24,Trevor Immelman,73,64
33,T24,T24,Doug LaBelle II,72,64
34,T24,T24,Hunter Mahan,91,64
35,T24,T24,Phil Mickelson,78,64
36,T24,T24,Patrick Reed,83,64
37,T24,T24,Adam Scott,61,64
38,T24,T24,Jordan Spieth,82,64
39,T24,T24,Nicholas Thompson,99,64
40,T24,T24,Camilo Villegas,79,64
41,T24,T24,Johnson Wagner,64,64
42,T24,T24,Jimmy Walker,84,64
43,T24,T24,Nick Watney,88,64
44,T45,T45,Ricky Barnes,74,65
45,T45,T45,Justin Bolli,59,65
46,T45,T45,Steven Bowditch,67,65
47,T45,T45,Michael Bradley,56,65
