,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Aaron Watkins,67.67,203,3
1,2,2,Bubba Watson,67.8,339,5
2,3,3,Bryce Molder,68.09,749,11
3,4,4,D.H. Lee,68.2,341,5
4,5,5,Jimmy Walker,68.25,546,8
5,6,6,Robert Streb,68.33,410,6
6,T7,T7,Keegan Bradley,69.0,483,7
7,T7,T7,Bud Cauley,69.0,345,5
8,T7,T7,Rickie Fowler,69.0,414,6
9,T7,T7,Matt Jones,69.0,552,8
10,T7,T7,Justin Rose,69.0,69,1
11,12,12,Aaron Baddeley,69.2,346,5
12,13,13,Stephen Ames,69.25,277,4
13,14,14,Ángel Cabrera,69.29,485,7
14,15,15,Doug LaBelle II,69.4,694,10
15,16,16,Kevin Streelman,69.43,486,7
16,17,17,Jason Day,69.44,625,9
17,T18,T18,Charl Schwartzel,69.5,278,4
18,T18,T18,Jordan Spieth,69.5,417,6
19,T18,T18,Johnson Wagner,69.5,139,2
20,21,21,Brendon de Jonge,69.53,1182,17
21,22,22,Camilo Villegas,69.56,626,9
22,23,23,D.J. Trahan,69.67,209,3
23,T24,T24,Rory McIlroy,69.75,279,4
24,T24,T24,Andres Romero,69.75,279,4
25,26,26,Luke List,69.8,349,5
26,T27,T27,Ricky Barnes,69.86,489,7
27,T27,T27,Luke Donald,69.86,489,7
28,T29,T29,Bill Haas,70.0,140,2
29,T29,T29,Peter Hanson,70.0,140,2
30,T29,T29,Phil Mickelson,70.0,490,7
31,T29,T29,Ian Poulter,70.0,70,1
32,T29,T29,Brandt Snedeker,70.0,350,5
33,T29,T29,Nick Watney,70.0,490,7
34,35,35,Cameron Tringale,70.08,841,12
35,T36,T36,Jason Dufner,70.13,561,8
36,T36,T36,Billy Horschel,70.13,561,8
37,T36,T36,Jerry Kelly,70.13,561,8
38,39,39,Steve LeBrun,70.14,491,7
39,T40,T40,Webb Simpson,70.17,421,6
40,T40,T40,Henrik Stenson,70.17,421,6
41,T40,T40,Lee Williams,70.17,421,6
42,43,43,Martin Flores,70.18,772,11
