,11-25_Final_Round_Performance_RANK THIS WEEK,11-25_Final_Round_Performance_RANK LAST WEEK,11-25_Final_Round_Performance_PLAYER NAME,11-25_Final_Round_Performance_EVENTS,11-25_Final_Round_Performance_% TIMES IMPROVED,11-25_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Sangmoon Bae,26,100.0,1.0
1,T1,T1,Jonas Blixt,24,100.0,1.0
2,T1,T1,Keegan Bradley,25,100.0,4.0
3,T1,T1,Luke Donald,17,100.0,2.0
4,T1,T1,Harris English,26,100.0,5.0
5,T1,T1,Bobby Gates,20,100.0,1.0
6,T1,T1,Doug LaBelle II,23,100.0,1.0
7,T1,T1,Martin Laird,21,100.0,1.0
8,T1,T1,Henrik Norlander,22,100.0,2.0
9,T1,T1,Dicky Pride,23,100.0,1.0
10,T1,T1,Patrick Reed,26,100.0,1.0
11,T1,T1,Andres Romero,21,100.0,2.0
12,T1,T1,Michael Thompson,22,100.0,1.0
13,T1,T1,David Toms,16,100.0,1.0
14,T1,T1,Mark Wilson,19,100.0,1.0
15,T16,T16,Brendon de Jonge,30,80.0,4.0
16,T16,T16,Ernie Els,19,80.0,4.0
17,T16,T16,Brandt Snedeker,23,80.0,4.0
18,T19,T19,Ricky Barnes,26,75.0,3.0
19,T19,T19,Jason Kokrak,25,75.0,3.0
20,T19,T19,Richard Lee,24,75.0,3.0
21,T19,T19,Marc Leishman,23,75.0,3.0
22,T19,T19,Adam Scott,16,75.0,3.0
23,T19,T19,Scott Stallings,27,75.0,3.0
24,T19,T19,Camilo Villegas,23,75.0,3.0
25,T26,T26,Chad Campbell,25,66.7,2.0
26,T26,T26,Roberto Castro,29,66.7,2.0
27,T26,T26,Stewart Cink,22,66.7,2.0
28,T26,T26,Robert Garrigus,22,66.7,2.0
29,T26,T26,Freddie Jacobson,19,66.7,2.0
30,T26,T26,Matt Jones,24,66.7,2.0
31,T26,T26,David Lynn,22,66.7,2.0
32,T26,T26,Seung-Yul Noh,25,66.7,2.0
33,T26,T26,Pat Perez,22,66.7,2.0
34,T26,T26,Rory Sabbatini,27,66.7,2.0
35,T26,T26,Vaughn Taylor,16,66.7,2.0
36,T37,T37,Aaron Baddeley,24,60.0,3.0
37,T37,T37,Luke Guthrie,27,60.0,3.0
38,T37,T37,Charles Howell III,26,60.0,3.0
39,T37,T37,Dustin Johnson,22,60.0,3.0
40,T37,T37,Chris Kirk,24,60.0,3.0
41,T37,T37,"Ted Potter, Jr.",22,60.0,3.0
42,T37,T37,John Rollins,24,60.0,3.0
43,T37,T37,Justin Rose,17,60.0,3.0
44,T37,T37,Jordan Spieth,23,60.0,3.0
45,46,46,Jim Furyk,22,57.1,4.0
46,T47,T47,Justin Bolli,23,50.0,1.0
47,T47,T47,Scott Brown,21,50.0,2.0
48,T47,T47,K.J. Choi,24,50.0,1.0
49,T47,T47,Nicolas Colsaerts,17,50.0,2.0
50,T47,T47,Jason Day,21,50.0,3.0
51,T47,T47,James Hahn,26,50.0,1.0
52,T47,T47,Peter Hanson,15,50.0,1.0
53,T47,T47,David Hearn,26,50.0,1.0
54,T47,T47,Russell Henley,24,50.0,2.0
55,T47,T47,Jim Herman,19,50.0,1.0
56,T47,T47,Justin Hicks,25,50.0,2.0
57,T47,T47,Morgan Hoffmann,20,50.0,3.0
58,T47,T47,Zach Johnson,24,50.0,2.0
59,T47,T47,Martin Kaymer,17,50.0,1.0
60,T47,T47,D.H. Lee,22,50.0,2.0
61,T47,T47,David Lingmerth,23,50.0,2.0
62,T47,T47,Graeme McDowell,16,50.0,1.0
63,T47,T47,Jeff Overton,24,50.0,1.0
64,T47,T47,Ryan Palmer,22,50.0,1.0
65,T47,T47,Scott Piercy,24,50.0,1.0
66,T47,T47,D.A. Points,28,50.0,1.0
67,T47,T47,Kyle Stanley,24,50.0,1.0
68,T47,T47,Robert Streb,25,50.0,2.0
69,T47,T47,Brian Stuard,25,50.0,1.0
70,T47,T47,Josh Teater,24,50.0,1.0
71,T47,T47,D.J. Trahan,16,50.0,1.0
72,T47,T47,Cameron Tringale,24,50.0,1.0
73,T47,T47,Johnson Wagner,24,50.0,1.0
74,T47,T47,Lee Westwood,19,50.0,1.0
75,T47,T47,Charlie Wi,23,50.0,1.0
76,77,77,William McGirt,24,42.9,3.0
77,T78,T78,Erik Compton,24,40.0,2.0
78,T78,T78,Brian Davis,28,40.0,2.0
79,T78,T78,James Driscoll,23,40.0,2.0
80,T78,T78,Bill Haas,25,40.0,2.0
81,T78,T78,Chez Reavie,22,40.0,2.0
82,T78,T78,Nicholas Thompson,29,40.0,2.0
83,T78,T78,Jimmy Walker,24,40.0,2.0
84,T78,T78,Nick Watney,26,40.0,2.0
85,T86,T86,Jason Dufner,22,37.5,3.0
86,T86,T86,Matt Kuchar,23,37.5,3.0
87,T88,T88,Stuart Appleby,25,33.3,1.0
88,T88,T88,Ángel Cabrera,21,33.3,1.0
89,T88,T88,Ben Crane,21,33.3,1.0
90,T88,T88,Ben Curtis,20,33.3,1.0
91,T88,T88,Graham DeLaet,26,33.3,2.0
92,T88,T88,Matt Every,28,33.3,2.0
93,T88,T88,Martin Flores,25,33.3,2.0
94,T88,T88,Brad Fritsch,24,33.3,1.0
95,T88,T88,Sergio Garcia,17,33.3,2.0
96,T88,T88,Lucas Glover,23,33.3,1.0
97,T88,T88,J.J. Henry,26,33.3,1.0
98,T88,T88,John Huh,28,33.3,1.0
99,T88,T88,Brandt Jobe,19,33.3,1.0
100,T88,T88,Jeff Maggert,21,33.3,1.0
101,T88,T88,Phil Mickelson,21,33.3,1.0
102,T88,T88,Cameron Percy,21,33.3,1.0
103,T88,T88,Kevin Stadler,25,33.3,1.0
104,T88,T88,Brendan Steele,26,33.3,1.0
105,T88,T88,Henrik Stenson,18,33.3,1.0
106,T88,T88,Kevin Streelman,25,33.3,1.0
107,T88,T88,Steve Stricker,13,33.3,1.0
108,T88,T88,Chris Stroud,26,33.3,1.0
109,110,110,Ryan Moore,22,28.6,2.0
110,T111,T111,Stephen Ames,19,25.0,1.0
111,T111,T111,Rickie Fowler,22,25.0,1.0
112,T111,T111,Billy Horschel,26,25.0,1.0
113,T111,T111,Trevor Immelman,24,25.0,1.0
114,T111,T111,Justin Leonard,24,25.0,1.0
115,T111,T111,Hunter Mahan,25,25.0,2.0
116,T111,T111,Rory McIlroy,16,25.0,1.0
117,T111,T111,Bryce Molder,24,25.0,1.0
118,T111,T111,Sean O'Hair,22,25.0,1.0
119,T111,T111,Ian Poulter,16,25.0,2.0
120,T111,T111,Vijay Singh,19,25.0,1.0
121,T111,T111,Daniel Summerhays,26,25.0,1.0
122,T123,T123,Greg Chalmers,25,20.0,1.0
123,T123,T123,Jerry Kelly,22,20.0,1.0
124,T123,T123,Ben Kohles,25,20.0,1.0
125,T123,T123,Charl Schwartzel,19,20.0,1.0
126,T127,T127,Charley Hoffman,23,16.7,1.0
127,T127,T127,John Merrick,23,16.7,1.0
128,T127,T127,Webb Simpson,25,16.7,1.0
129,130,130,Bo Van Pelt,22,14.3,1.0
130,T131,T131,Charlie Beljan,24,0.0,
131,T131,T131,Jason Bohn,23,0.0,
132,T131,T131,Steven Bowditch,22,0.0,
133,T131,T131,Michael Bradley,21,0.0,
134,T131,T131,Bud Cauley,24,0.0,
135,T131,T131,Kevin Chappell,24,0.0,
136,T131,T131,Tim Clark,20,0.0,
137,T131,T131,Will Claxton,24,0.0,
138,T131,T131,Ken Duke,28,0.0,
139,T131,T131,Bob Estes,18,0.0,
140,T131,T131,Tommy Gainey,28,0.0,
141,T131,T131,Scott Gardiner,23,0.0,
142,T131,T131,Tom Gillis,22,0.0,
143,T131,T131,Fabián Gómez,23,0.0,
144,T131,T131,Padraig Harrington,17,0.0,
145,T131,T131,Tim Herron,15,0.0,
146,T131,T131,Ryo Ishikawa,23,0.0,
147,T131,T131,Robert Karlsson,18,0.0,
148,T131,T131,Scott Langley,27,0.0,
149,T131,T131,Steve LeBrun,21,0.0,
150,T131,T131,David Mathis,24,0.0,
151,T131,T131,Troy Matteson,24,0.0,
152,T131,T131,Greg Owen,24,0.0,
153,T131,T131,Rod Pampling,16,0.0,
154,T131,T131,Jin Park,20,0.0,
155,T131,T131,Carl Pettersson,24,0.0,
156,T131,T131,Alistair Presnell,23,0.0,
157,T131,T131,Tag Ridings,24,0.0,
158,T131,T131,John Senden,25,0.0,
159,T131,T131,Shawn Stefani,21,0.0,
160,T131,T131,Darron Stiles,20,0.0,
161,T131,T131,Bubba Watson,21,0.0,
162,T131,T131,Boo Weekley,27,0.0,
163,T131,T131,Gary Woodland,26,0.0,
