,Early_Lowest_Round_RANK THIS WEEK,Early_Lowest_Round_RANK LAST WEEK,Early_Lowest_Round_PLAYER NAME,Early_Lowest_Round_LOW RND
0,T1,T1,Keegan Bradley,60
1,T1,T1,Phil Mickelson,60
2,T3,T3,Matt Kuchar,61
3,T3,T3,Chez Reavie,61
4,T5,T5,Kevin Chappell,62
5,T5,T5,Franklin Corpening,62
6,T5,T5,Graham DeLaet,62
7,T5,T5,Tommy Gainey,62
8,T5,T5,Matt Jones,62
9,T5,T5,Chris Kirk,62
10,T5,T5,Hunter Mahan,62
11,T5,T5,John Merrick,62
12,T5,T5,Ryan Palmer,62
13,T5,T5,Jordan Spieth,62
14,T5,T5,Brian Stuard,62
15,T5,T5,Johnson Wagner,62
16,T17,T17,Ángel Cabrera,63
17,T17,T17,Roberto Castro,63
18,T17,T17,Erik Compton,63
19,T17,T17,Bob Estes,63
20,T17,T17,Martin Flores,63
21,T17,T17,Jim Furyk,63
22,T17,T17,Tom Gillis,63
23,T17,T17,Luke Guthrie,63
24,T17,T17,Padraig Harrington,63
25,T17,T17,Russell Henley,63
26,T17,T17,Morgan Hoffmann,63
27,T17,T17,John Huh,63
28,T17,T17,Dustin Johnson,63
29,T17,T17,Martin Kaymer,63
30,T17,T17,Jason Kokrak,63
31,T17,T17,Pat Perez,63
32,T17,T17,Patrick Reed,63
33,T17,T17,Justin Rose,63
34,T17,T17,Charl Schwartzel,63
35,T17,T17,Webb Simpson,63
36,T17,T17,Brandt Snedeker,63
37,T17,T17,Kevin Stadler,63
38,T17,T17,Scott Stallings,63
39,T17,T17,Daniel Summerhays,63
40,T17,T17,Y.E. Yang,63
41,T42,T42,Aaron Baddeley,64
42,T42,T42,Sangmoon Bae,64
43,T42,T42,Ricky Barnes,64
44,T42,T42,Cameron Beckman,64
45,T42,T42,Jason Bohn,64
46,T42,T42,Harris English,64
47,T42,T42,Steve Flesch,64
48,T42,T42,Rickie Fowler,64
49,T42,T42,Sergio Garcia,64
50,T42,T42,Scott Gardiner,64
51,T42,T42,Fabián Gómez,64
52,T42,T42,Justin Hicks,64
53,T42,T42,Billy Horschel,64
54,T42,T42,Zach Johnson,64
55,T42,T42,Robert Karlsson,64
56,T42,T42,Jerry Kelly,64
57,T42,T42,Russell Knox,64
58,T42,T42,Steve LeBrun,64
59,T42,T42,D.H. Lee,64
60,T42,T42,Marc Leishman,64
61,T42,T42,David Lingmerth,64
62,T42,T42,Troy Matteson,64
63,T42,T42,George McNeill,64
64,T42,T42,Bryce Molder,64
65,T42,T42,Kevin Na,64
66,T42,T42,Henrik Norlander,64
67,T42,T42,Jin Park,64
68,T42,T42,Scott Piercy,64
69,T42,T42,D.A. Points,64
70,T42,T42,"Ted Potter, Jr.",64
71,T42,T42,Dicky Pride,64
72,T42,T42,John Rollins,64
73,T42,T42,Joey Snyder III,64
74,T42,T42,Robert Streb,64
75,T42,T42,Chris Stroud,64
76,T42,T42,David Toms,64
77,T42,T42,Bo Van Pelt,64
78,T42,T42,Camilo Villegas,64
79,T42,T42,Jimmy Walker,64
80,T42,T42,Bubba Watson,64
81,T42,T42,Charlie Wi,64
82,T42,T42,Gary Woodland,64
83,T84,T84,Billy Andrade,65
84,T84,T84,Shane Bertsch,65
85,T84,T84,Matt Bettencourt,65
86,T84,T84,Steven Bowditch,65
87,T84,T84,Scott Brown,65
88,T84,T84,Chad Campbell,65
89,T84,T84,Patrick Cantlay,65
90,T84,T84,Bud Cauley,65
91,T84,T84,Gary Christian,65
92,T84,T84,Tim Clark,65
93,T84,T84,Nicolas Colsaerts,65
94,T84,T84,Brian Davis,65
95,T84,T84,Glen Day,65
96,T84,T84,Brendon de Jonge,65
97,T84,T84,Jason Dufner,65
98,T84,T84,Ken Duke,65
99,T84,T84,Ernie Els,65
100,T84,T84,Matt Every,65
101,T84,T84,Ross Fisher,65
102,T84,T84,Brad Fritsch,65
103,T84,T84,Robert Garrigus,65
104,T84,T84,Brian Gay,65
105,T84,T84,Jeff Gove,65
106,T84,T84,Branden Grace,65
107,T84,T84,Bill Haas,65
108,T84,T84,David Hearn,65
109,T84,T84,Jim Herman,65
110,T84,T84,Charley Hoffman,65
111,T84,T84,Miguel Angel Jiménez,65
112,T84,T84,Brandt Jobe,65
113,T84,T84,Colt Knost,65
114,T84,T84,Justin Leonard,65
115,T84,T84,David Lynn,65
116,T84,T84,Jeff Maggert,65
117,T84,T84,David Mathis,65
118,T84,T84,Hideki Matsuyama,65
119,T84,T84,Graeme McDowell,65
120,T84,T84,Ryan Moore,65
121,T84,T84,Geoff Ogilvy,65
122,T84,T84,Louis Oosthuizen,65
123,T84,T84,Jeff Overton,65
124,T84,T84,Greg Owen,65
125,T84,T84,Rod Pampling,65
126,T84,T84,Cameron Percy,65
127,T84,T84,Carl Pettersson,65
128,T84,T84,Tag Ridings,65
129,T84,T84,Andres Romero,65
130,T84,T84,Kyle Stanley,65
131,T84,T84,Brendan Steele,65
132,T84,T84,Shawn Stefani,65
133,T84,T84,Henrik Stenson,65
134,T84,T84,Darron Stiles,65
135,T84,T84,Kevin Streelman,65
136,T84,T84,Kevin Sutherland,65
137,T84,T84,Andrew Svoboda,65
138,T84,T84,Hideto Tanihara,65
139,T84,T84,Josh Teater,65
140,T84,T84,Nicholas Thompson,65
141,T84,T84,Michael Thompson,65
142,T84,T84,Cameron Tringale,65
143,T84,T84,Peter Uihlein,65
144,T84,T84,Aaron Watkins,65
145,T84,T84,Nick Watney,65
146,T84,T84,Mike Weir,65
147,T84,T84,Lee Williams,65
148,T84,T84,Tiger Woods,65
149,T150,T150,Stuart Appleby,66
150,T150,T150,Blayne Barber,66
151,T150,T150,Jonas Blixt,66
152,T150,T150,Michael Bradley,66
153,T150,T150,Jonathan Byrd,66
154,T150,T150,Greg Chalmers,66
155,T150,T150,Stewart Cink,66
156,T150,T150,Will Claxton,66
157,T150,T150,Russ Cochran,66
158,T150,T150,Ben Crane,66
159,T150,T150,Ben Curtis,66
160,T150,T150,Jason Day,66
161,T150,T150,Luke Donald,66
162,T150,T150,Jamie Donaldson,66
163,T150,T150,James Driscoll,66
164,T150,T150,Bobby Gates,66
165,T150,T150,Nathan Green,66
166,T150,T150,Adam Hadwin,66
167,T150,T150,James Hahn,66
168,T150,T150,Peter Hanson,66
169,T150,T150,Brian Harman,66
170,T150,T150,Tim Herron,66
171,T150,T150,Charles Howell III,66
172,T150,T150,Trevor Immelman,66
173,T150,T150,Ryo Ishikawa,66
174,T150,T150,Freddie Jacobson,66
175,T150,T150,John Kimbell,66
176,T150,T150,Hank Kuehne,66
177,T150,T150,Doug LaBelle II,66
178,T150,T150,Scott Langley,66
179,T150,T150,Danny Lee,66
180,T150,T150,Richard Lee,66
181,T150,T150,Luke List,66
182,T150,T150,Bill Lunde,66
183,T150,T150,John Mallinger,66
184,T150,T150,Matteo Manassero,66
185,T150,T150,William McGirt,66
186,T150,T150,Rory McIlroy,66
187,T150,T150,Sean O'Hair,66
188,T150,T150,Nick O'Hern,66
189,T150,T150,Ian Poulter,66
190,T150,T150,Alistair Presnell,66
191,T150,T150,Jonathan Randolph,66
192,T150,T150,Rory Sabbatini,66
193,T150,T150,Sam Saunders,66
194,T150,T150,Adam Scott,66
195,T150,T150,John Senden,66
196,T150,T150,Vijay Singh,66
197,T150,T150,Heath Slocum,66
198,T150,T150,Steve Stricker,66
199,T150,T150,Vaughn Taylor,66
200,T150,T150,Justin Thomas,66
201,T150,T150,Brendon Todd,66
202,T150,T150,Scott Verplank,66
203,T150,T150,Boo Weekley,66
204,T150,T150,Lee Westwood,66
205,T150,T150,Mark Wilson,66
206,T150,T150,Chris Wood,66
207,T208,T208,Robert Allenby,67
208,T208,T208,Stephen Ames,67
209,T208,T208,Charlie Beljan,67
210,T208,T208,Ryan Blaum,67
211,T208,T208,Justin Bolli,67
212,T208,T208,David Branshaw,67
213,T208,T208,Bart Bryant,67
214,T208,T208,Rafa Cabrera Bello,67
215,T208,T208,Paul Casey,67
216,T208,T208,K.J. Choi,67
217,T208,T208,Donald Constable,67
218,T208,T208,Marco Dawson,67
219,T208,T208,Derek Ernst,67
220,T208,T208,Marcus Fraser,67
221,T208,T208,Lucas Glover,67
222,T208,T208,Retief Goosen,67
223,T208,T208,Paul Haley II,67
224,T208,T208,J.J. Henry,67
225,T208,T208,Steve Jones,67
226,T208,T208,Skip Kendall,67
227,T208,T208,Michael Kim,67
228,T208,T208,Jeff Klauk,67
229,T208,T208,Ben Kohles,67
230,T208,T208,Martin Laird,67
231,T208,T208,Neal Lancaster,67
232,T208,T208,Michael Letzig,67
233,T208,T208,Peter Lonard,67
234,T208,T208,Davis Love III,67
235,T208,T208,Steve Marino,67
236,T208,T208,Seung-Yul Noh,67
237,T208,T208,Joe Ogilvie,67
238,T208,T208,Jesper Parnevik,67
239,T208,T208,Kenny Perry,67
240,T208,T208,John Peterson,67
241,T208,T208,Tim Petrovic,67
242,T208,T208,Alexandre Rocha,67
243,T208,T208,Patrick Rodgers,67
244,T208,T208,Peter Tomasulo,67
245,T208,T208,D.J. Trahan,67
246,T208,T208,Marc Warren,67
247,T208,T208,Tom Watson,67
248,T208,T208,Steve Wheatcroft,67
249,T208,T208,Casey Wittenberg,67
250,T251,T251,Brad Adamonis,68
251,T251,T251,Joe Affrunti,68
252,T251,T251,Kiradech Aphibarnrat,68
253,T251,T251,Arjun Atwal,68
254,T251,T251,Eric Axley,68
255,T251,T251,Kevin Carll,68
256,T251,T251,George Coetzee,68
257,T251,T251,Fred Couples,68
258,T251,T251,John Daly,68
259,T251,T251,Chris DiMarco,68
260,T251,T251,Gonzalo Fernandez-Castaño,68
261,T251,T251,Oliver Fisher,68
262,T251,T251,Andres Gonzales,68
263,T251,T251,Shane Lowry,68
264,T251,T251,Billy Mayfair,68
265,T251,T251,Scott McCarron,68
266,T251,T251,Eric Meierdierks,68
267,T251,T251,Francesco Molinari,68
268,T251,T251,Thorbjørn Olesen,68
269,T251,T251,Brett Quigley,68
270,T251,T251,Chris Riley,68
271,T251,T251,"Wes Short, Jr.",68
272,T251,T251,Marcel Siem,68
273,T251,T251,Paul Stankowski,68
274,T251,T251,Richard Sterne,68
275,T251,T251,Jhonattan Vegas,68
276,T251,T251,Duffy Waldorf,68
277,T251,T251,Chris Williams,68
278,T279,T279,Woody Austin,69
279,T279,T279,Michael Block,69
280,T279,T279,Jon Curran,69
281,T279,T279,Eduardo De La Riva,69
282,T279,T279,Joe Durant,69
283,T279,T279,David Frost,69
284,T279,T279,Stephen Gallacher,69
285,T279,T279,Jason Gore,69
286,T279,T279,Hunter Haas,69
287,T279,T279,Todd Hamilton,69
288,T279,T279,Mark Hensby,69
289,T279,T279,Yuta Ikeda,69
290,T279,T279,Ryuji Imada,69
291,T279,T279,Thongchai Jaidee,69
292,T279,T279,Scott Jamieson,69
293,T279,T279,Andrew Johnson,69
294,T279,T279,Shingo Katayama,69
295,T279,T279,Si Woo Kim,69
296,T279,T279,Paul Lawrie,69
297,T279,T279,Ken Looper,69
298,T279,T279,Jay McLuen,69
299,T279,T279,Corey Pavin,69
300,T279,T279,Ted Purdy,69
301,T279,T279,Richie Ramsay,69
302,T279,T279,Kyle Reifers,69
303,T279,T279,Mark Silvers,69
304,T279,T279,Andre Stolz,69
305,T279,T279,Guan Tian Liang,69
306,T279,T279,Sebastián Vázquez,69
307,T279,T279,Danny Willett,69
308,T279,T279,Dean Wilson,69
309,T279,T279,Thaworn Wiratchant,69
310,T311,T311,Blake Adams,70
311,T311,T311,Mark Anderson,70
312,T311,T311,Connor Arendell,70
313,T311,T311,Todd Baek,70
314,T311,T311,Thomas Bjørn,70
315,T311,T311,Grégory Bourdy,70
316,T311,T311,Alex Cejka,70
317,T311,T311,David Duval,70
318,T311,T311,Steven Fox,70
319,T311,T311,Fred Funk,70
320,T311,T311,Robert Gamez,70
321,T311,T311,Stephen Gangluff,70
322,T311,T311,Jorge Garcia,70
323,T311,T311,Andrew Georgiou,70
324,T311,T311,J.B. Holmes,70
325,T311,T311,Lee Janzen,70
326,T311,T311,Troy Kelly,70
327,T311,T311,Kelly Kraft,70
328,T311,T311,Michael McCabe,70
329,T311,T311,Andrew McLardy,70
330,T311,T311,Shaun Micheel,70
331,T311,T311,David Muttitt,70
332,T311,T311,Chris Naegel,70
333,T311,T311,Alex Noren,70
334,T311,T311,David Peoples,70
335,T311,T311,Justin Peters,70
336,T311,T311,Brett Rumford,70
337,T311,T311,Paul Scaletta,70
338,T311,T311,Chris Starkjohann,70
339,T311,T311,Bernd Wiesberger,70
340,T311,T311,Jeremiah Wooding,70
341,T342,T342,Thomas Aiken,71
342,T342,T342,Max Alverio,71
343,T342,T342,Rich Beem,71
344,T342,T342,Tom Byrum,71
345,T342,T342,Darren Clarke,71
346,T342,T342,Zack Fischer,71
347,T342,T342,Hiroyuki Fujita,71
348,T342,T342,Glen Griffith,71
349,T342,T342,Scott Harrington,71
350,T342,T342,David Howell,71
351,T342,T342,Steven Ihm,71
352,T342,T342,Shiv Kapur,71
353,T342,T342,Kevin Kisner,71
354,T342,T342,Brooks Koepka,71
355,T342,T342,Bernhard Langer,71
356,T342,T342,Edward Loar,71
357,T342,T342,Steve Lowery,71
358,T342,T342,Sandy Lyle,71
359,T342,T342,Jimmy Mullen,71
360,T342,T342,Arron Oberholser,71
361,T342,T342,Josh Persons,71
362,T342,T342,Kevin Phelan,71
363,T342,T342,Chase Seiffert,71
364,T342,T342,David Skinns,71
365,T342,T342,Roger Sloan,71
366,T342,T342,Marc Turnesa,71
367,T342,T342,Eugene Wong,71
368,T342,T342,Gareth Wright,71
369,T370,T370,Steven Alker,72
370,T370,T370,Mark Brown,72
371,T370,T370,Mark Calcavecchia,72
372,T370,T370,Robert Damron,72
373,T370,T370,Steve Dartnall,72
374,T370,T370,Matt Fast,72
375,T370,T370,Matthew Fitzpatrick,72
376,T370,T370,Paul Goydos,72
377,T370,T370,Chesson Hadley,72
378,T370,T370,Mike Hendry,72
379,T370,T370,John Hurley,72
380,T370,T370,Mikko Ilonen,72
381,T370,T370,Kent Jones,72
382,T370,T370,Tom Lehman,72
383,T370,T370,Frank Lickliter II,72
384,T370,T370,Mark O'Meara,72
385,T370,T370,Garrett Osborn,72
386,T370,T370,C.T. Pan,72
387,T370,T370,John Parry,72
388,T370,T370,Jason Schultz,72
389,T370,T370,Adam Svensson,72
390,T370,T370,Steven Tiley,72
391,T370,T370,Jaco Van Zyl,72
392,T370,T370,T.J. Vogel,72
393,T370,T370,Garrett Willis,72
394,T395,T395,JC Anderson,73
395,T395,T395,Eric Banks,73
396,T395,T395,Mark Brooks,73
397,T395,T395,Rafael Campos,73
398,T395,T395,Jim Carter,73
399,T395,T395,Chip Deason,73
400,T395,T395,Chris Doak,73
401,T395,T395,Edward Figueroa,73
402,T395,T395,Charlie Holland,73
403,T395,T395,Stephan Jaeger,73
404,T395,T395,K.T. Kim,73
405,T395,T395,Bio Kim,73
406,T395,T395,Satoshi Kodaira,73
407,T395,T395,Joost Luiten,73
408,T395,T395,Sean McCarty,73
409,T395,T395,Richard McEvoy,73
410,T395,T395,Kelly Mitchum,73
411,T395,T395,Larry Mize,73
412,T395,T395,Ryan Nelson,73
413,T395,T395,Matthew NeSmith,73
414,T395,T395,Daniel Obremski,73
415,T395,T395,Ryan Polzin,73
416,T395,T395,Andy Pope,73
417,T395,T395,Fran Quinn,73
418,T395,T395,Peter Senior,73
419,T395,T395,Kevin Shields,73
420,T395,T395,Jeff Sorenson,73
421,T395,T395,Bob Sowards,73
422,T395,T395,Toru Taniguchi,73
423,T395,T395,Omar Uresti,73
424,T425,T425,Mark Baker,74
425,T425,T425,Jay Don Blake,74
426,T425,T425,Corey Conners,74
427,T425,T425,Jon Fiedler,74
428,T425,T425,Bob Gaus,74
429,T425,T425,Mathew Goggin,74
430,T425,T425,Justin Harding,74
431,T425,T425,Richard Hattori,74
432,T425,T425,Mackenzie Hughes,74
433,T425,T425,Randall Hutchison,74
434,T425,T425,Simon Khan,74
435,T425,T425,Peter Laws,74
436,T425,T425,Randy Lowry,74
437,T425,T425,Morten Orum Madsen,74
438,T425,T425,Paul McGinley,74
439,T425,T425,David McNabb,74
440,T425,T425,José María Olazábal,74
441,T425,T425,Alvaro Quiros,74
442,T425,T425,Derek Sanders,74
443,T425,T425,Nate Smith,74
444,T425,T425,John Wade,74
445,T425,T425,Michael Weaver,74
446,T425,T425,Trent Whitekiller,74
447,T448,T448,Kris Blanks,75
448,T448,T448,Pat Carter,75
449,T448,T448,Keith Clearwater,75
450,T448,T448,Wil Collins,75
451,T448,T448,Jeff Curl,75
452,T448,T448,Niclas Fasth,75
453,T448,T448,Jack Fields,75
454,T448,T448,Caine Fitzgerald,75
455,T448,T448,Carlos Franco,75
456,T448,T448,Robin Freeman,75
457,T448,T448,Charles Frost,75
458,T448,T448,Tano Goya,75
459,T448,T448,Brian Hadley,75
460,T448,T448,John Hahn,75
