,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Nicholas Thompson,66.67,400,6
1,2,2,Fabián Gómez,67.67,203,3
2,T3,T3,Justin Bolli,68.0,68,1
3,T3,T3,Eric Meierdierks,68.0,136,2
4,T3,T3,Jin Park,68.0,68,1
5,T3,T3,Brandt Snedeker,68.0,544,8
6,7,7,Scott Langley,68.2,341,5
7,8,8,Jim Herman,68.4,342,5
8,T9,T9,Jeff Maggert,68.5,274,4
9,T9,T9,Mark Wilson,68.5,274,4
10,11,11,Brian Stuard,68.75,275,4
11,12,12,Steve Stricker,68.83,826,12
12,T13,T13,Charlie Beljan,69.0,138,2
13,T13,T13,Jonas Blixt,69.0,276,4
14,T13,T13,James Hahn,69.0,69,1
15,T13,T13,Ryo Ishikawa,69.0,207,3
16,T13,T13,Alistair Presnell,69.0,276,4
17,T13,T13,Y.E. Yang,69.0,69,1
18,19,19,Patrick Reed,69.17,415,6
19,20,20,Phil Mickelson,69.2,692,10
20,T21,T21,Vaughn Taylor,69.33,208,3
21,T21,T21,Johnson Wagner,69.33,208,3
22,23,23,Rory Sabbatini,69.38,555,8
23,24,24,Tiger Woods,69.4,694,10
24,T25,T25,Ken Duke,69.6,348,5
25,T25,T25,Matt Every,69.6,348,5
26,T25,T25,Richard Lee,69.6,348,5
27,28,28,Henrik Stenson,69.64,766,11
28,T29,T29,Tim Clark,69.67,209,3
29,T29,T29,Scott Gardiner,69.67,209,3
30,31,31,Matt Jones,69.71,488,7
31,32,32,Pat Perez,69.86,489,7
32,33,33,Keegan Bradley,69.92,909,13
33,T34,T34,Jason Bohn,70.0,210,3
34,T34,T34,Chad Campbell,70.0,210,3
35,T34,T34,Roberto Castro,70.0,840,12
36,T34,T34,Greg Chalmers,70.0,210,3
37,T34,T34,Martin Flores,70.0,420,6
38,T34,T34,Rickie Fowler,70.0,490,7
39,T34,T34,Jim Furyk,70.0,630,9
40,T34,T34,Bill Haas,70.0,840,12
41,T34,T34,Peter Hanson,70.0,210,3
42,T34,T34,Brandt Jobe,70.0,70,1
43,T34,T34,Troy Matteson,70.0,350,5
44,T34,T34,William McGirt,70.0,280,4
45,T34,T34,Bryce Molder,70.0,350,5
46,T34,T34,Greg Owen,70.0,280,4
47,T34,T34,Carl Pettersson,70.0,70,1
48,T34,T34,Chris Stroud,70.0,420,6
49,50,50,Charley Hoffman,70.11,631,9
50,T51,T51,Justin Hicks,70.17,421,6
51,T51,T51,John Merrick,70.17,421,6
52,T51,T51,Tag Ridings,70.17,421,6
53,T54,T54,Lucas Glover,70.2,351,5
54,T54,T54,Scott Stallings,70.2,351,5
55,T56,T56,Brad Fritsch,70.25,281,4
56,T56,T56,J.J. Henry,70.25,281,4
57,58,58,Tom Gillis,70.33,211,3
58,T59,T59,Graham DeLaet,70.38,563,8
59,T59,T59,James Driscoll,70.38,563,8
60,T59,T59,Jimmy Walker,70.38,563,8
61,62,62,Josh Teater,70.4,352,5
62,T63,T63,Justin Leonard,70.5,141,2
63,T63,T63,Hunter Mahan,70.5,705,10
64,T63,T63,Jeff Overton,70.5,423,6
65,T63,T63,Chez Reavie,70.5,282,4
66,T63,T63,Aaron Watkins,70.5,141,2
67,T68,T68,Jason Dufner,70.57,494,7
68,T68,T68,Daniel Summerhays,70.57,494,7
69,T70,T70,Steve LeBrun,70.6,353,5
70,T70,T70,Kyle Stanley,70.6,353,5
71,72,72,Matt Kuchar,70.62,918,13
72,73,73,Luke Guthrie,70.63,565,8
73,T74,T74,Jason Kokrak,70.67,424,6
74,T74,T74,Ian Poulter,70.67,424,6
75,T74,T74,Shawn Stefani,70.67,212,3
76,77,77,Jordan Spieth,70.69,919,13
77,78,78,Luke Donald,70.71,495,7
78,79,79,Sergio Garcia,70.73,778,11
79,80,80,Stephen Ames,70.75,283,4
80,T81,T81,Charles Howell III,70.8,708,10
