,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Steve Stricker,51,4.34,152,35
1,2,2,Sergio Garcia,65,4.48,291,65
2,3,3,Vaughn Taylor,50,4.51,307,68
3,4,4,Matt Kuchar,93,4.52,579,128
4,T5,T5,Keegan Bradley,88,4.53,544,120
5,T5,T5,D.H. Lee,65,4.53,476,105
6,T5,T5,Charl Schwartzel,69,4.53,367,81
7,8,8,Daniel Summerhays,83,4.54,586,129
8,T9,T9,Jason Day,86,4.55,551,121
9,T9,T9,Hunter Mahan,91,4.55,510,112
10,T11,T11,Jason Kokrak,78,4.56,456,100
11,T11,T11,Graeme McDowell,53,4.56,324,71
12,T11,T11,Ryan Palmer,79,4.56,547,120
13,T14,T14,James Hahn,78,4.57,507,111
14,T14,T14,Billy Horschel,96,4.57,613,134
15,T14,T14,Rory Sabbatini,86,4.57,558,122
16,T14,T14,Webb Simpson,92,4.57,539,118
17,T14,T14,Kevin Stadler,83,4.57,658,144
18,T14,T14,Nick Watney,88,4.57,617,135
19,T20,T20,Roberto Castro,97,4.58,664,145
20,T20,T20,Bryce Molder,82,4.58,691,151
21,T20,T20,John Senden,79,4.58,563,123
22,T20,T20,Brandt Snedeker,79,4.58,467,102
23,24,24,Brendon de Jonge,110,4.59,835,182
24,T25,T25,Charley Hoffman,84,4.6,547,119
25,T25,T25,Eric Meierdierks,48,4.6,322,70
26,T25,T25,Patrick Reed,83,4.6,584,127
27,T25,T25,Jimmy Walker,84,4.6,603,131
28,T25,T25,Aaron Watkins,46,4.6,373,81
29,T30,T30,Steven Bowditch,67,4.61,535,116
30,T30,T30,Bud Cauley,67,4.61,503,109
31,T30,T30,Graham DeLaet,94,4.61,673,146
32,T30,T30,Sean O'Hair,56,4.61,424,92
33,T30,T30,Cameron Tringale,80,4.61,678,147
34,T35,T35,Peter Hanson,45,4.62,268,58
35,T35,T35,John Merrick,79,4.62,578,125
36,T35,T35,Jordan Spieth,82,4.62,471,102
37,T35,T35,Tiger Woods,61,4.62,314,68
38,T39,T39,Aaron Baddeley,68,4.63,518,112
39,T39,T39,Luke Donald,60,4.63,417,90
40,T39,T39,Rickie Fowler,75,4.63,560,121
41,T39,T39,Martin Kaymer,61,4.63,435,94
42,T39,T39,Scott Piercy,78,4.63,528,114
43,T39,T39,Adam Scott,61,4.63,333,72
44,T39,T39,Boo Weekley,100,4.63,750,162
45,T46,T46,Greg Chalmers,77,4.64,580,125
46,T46,T46,Ernie Els,63,4.64,520,112
47,T46,T46,Jim Herman,59,4.64,362,78
48,T46,T46,Jerry Kelly,75,4.64,566,122
49,T46,T46,Luke List,65,4.64,561,121
50,T51,T51,Chad Campbell,78,4.65,604,130
51,T51,T51,Jason Dufner,78,4.65,516,111
52,T51,T51,Tim Herron,45,4.65,349,75
53,T51,T51,Matt Jones,83,4.65,618,133
54,T51,T51,Henrik Norlander,70,4.65,563,121
55,T51,T51,Andrew Svoboda,46,4.65,381,82
56,T51,T51,Camilo Villegas,79,4.65,618,133
57,T51,T51,Mike Weir,60,4.65,456,98
58,T59,T59,Kevin Chappell,80,4.66,667,143
59,T59,T59,Stewart Cink,71,4.66,592,127
60,T59,T59,Will Claxton,67,4.66,541,116
61,T59,T59,Harris English,95,4.66,685,147
62,T59,T59,Tom Gillis,69,4.66,522,112
63,T59,T59,Morgan Hoffmann,64,4.66,401,86
64,T59,T59,Freddie Jacobson,63,4.66,429,92
65,T59,T59,Doug LaBelle II,72,4.66,597,128
66,T59,T59,Justin Leonard,86,4.66,760,163
67,T59,T59,Phil Mickelson,78,4.66,541,116
68,T59,T59,Rod Pampling,46,4.66,405,87
69,T59,T59,Kevin Streelman,86,4.66,559,120
70,T59,T59,Lee Williams,62,4.66,536,115
71,T72,T72,Tim Clark,64,4.67,416,89
72,T72,T72,Bob Estes,66,4.67,584,125
73,T72,T72,Fabián Gómez,65,4.67,509,109
74,T72,T72,Zach Johnson,84,4.67,462,99
75,T72,T72,Robert Karlsson,56,4.67,425,91
76,T72,T72,D.A. Points,87,4.67,649,139
77,T72,T72,Andres Romero,63,4.67,444,95
78,T72,T72,Justin Rose,62,4.67,238,51
79,T72,T72,Henrik Stenson,65,4.67,378,81
80,T72,T72,D.J. Trahan,48,4.67,308,66
81,T82,T82,Scott Brown,65,4.68,510,109
82,T82,T82,Brad Fritsch,81,4.68,613,131
83,T82,T82,Luke Guthrie,82,4.68,534,114
84,T82,T82,Padraig Harrington,52,4.68,393,84
85,T82,T82,David Lynn,70,4.68,548,117
86,T82,T82,Ryan Moore,72,4.68,501,107
87,T82,T82,Kyle Stanley,71,4.68,496,106
88,T82,T82,Robert Streb,75,4.68,519,111
89,T90,T90,James Driscoll,76,4.69,554,118
90,T90,T90,J.J. Henry,83,4.69,615,131
91,T90,T90,Brandt Jobe,62,4.69,535,114
92,T90,T90,David Lingmerth,68,4.69,553,118
93,T90,T90,Pat Perez,69,4.69,539,115
94,T90,T90,Michael Thompson,66,4.69,502,107
95,T96,T96,Stephen Ames,49,4.7,348,74
96,T96,T96,Jonas Blixt,76,4.7,621,132
97,T96,T96,Brian Harman,89,4.7,696,148
98,T96,T96,Justin Hicks,79,4.7,588,125
99,T96,T96,Scott Langley,79,4.7,583,124
100,T96,T96,William McGirt,75,4.7,672,143
101,T96,T96,Jeff Overton,78,4.7,621,132
102,T96,T96,Bo Van Pelt,72,4.7,662,141
103,T96,T96,Bubba Watson,76,4.7,451,96
104,T96,T96,Y.E. Yang,56,4.7,423,90
105,T106,T106,Ricky Barnes,74,4.71,627,133
106,T106,T106,Nicolas Colsaerts,50,4.71,325,69
107,T106,T106,Ken Duke,87,4.71,688,146
108,T106,T106,Matt Every,89,4.71,654,139
109,T106,T106,Martin Flores,83,4.71,692,147
110,T106,T106,Jim Furyk,80,4.71,523,111
111,T106,T106,Robert Garrigus,69,4.71,584,124
112,T106,T106,Dustin Johnson,71,4.71,462,98
113,T106,T106,Chris Kirk,89,4.71,650,138
114,T106,T106,Steve LeBrun,66,4.71,532,113
115,T106,T106,Marc Leishman,77,4.71,462,98
116,T106,T106,Alistair Presnell,59,4.71,424,90
117,T106,T106,Scott Stallings,79,4.71,631,134
118,T106,T106,Brendan Steele,86,4.71,730,155
119,T106,T106,Shawn Stefani,63,4.71,438,93
120,T106,T106,Nicholas Thompson,99,4.71,829,176
121,T106,T106,Gary Woodland,94,4.71,730,155
122,T123,T123,Charlie Beljan,62,4.72,496,105
123,T123,T123,Jason Bohn,70,4.72,552,117
124,T123,T123,Brian Davis,91,4.72,731,155
125,T123,T123,Russell Henley,80,4.72,595,126
126,T123,T123,Charles Howell III,87,4.72,604,128
127,T123,T123,Jin Park,52,4.72,411,87
128,T123,T123,Vijay Singh,61,4.72,505,107
129,T130,T130,K.J. Choi,85,4.73,710,150
130,T130,T130,Ben Crane,62,4.73,350,74
131,T130,T130,Troy Matteson,68,4.73,487,103
132,T130,T130,Josh Teater,86,4.73,696,147
133,T134,T134,Lucas Glover,65,4.74,493,104
134,T134,T134,Bill Haas,85,4.74,474,100
135,T134,T134,Colt Knost,69,4.74,578,122
136,T134,T134,Ben Kohles,75,4.74,559,118
137,T134,T134,Rory McIlroy,56,4.74,346,73
138,T134,T134,Cameron Percy,68,4.74,574,121
139,T134,T134,Carl Pettersson,82,4.74,753,159
140,T134,T134,John Rollins,77,4.74,483,102
141,T134,T134,Darron Stiles,51,4.74,370,78
142,T134,T134,Chris Stroud,88,4.74,754,159
143,T134,T134,Brian Stuard,78,4.74,583,123
144,T145,T145,Michael Bradley,56,4.75,418,88
145,T145,T145,Erik Compton,74,4.75,523,110
146,T145,T145,Scott Gardiner,61,4.75,442,93
