,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Phil Mickelson,78,20.95,66,315
1,2,2,Sangmoon Bae,83,19.23,65,338
2,3,3,Andres Romero,63,17.99,43,239
3,4,4,Andrew Svoboda,46,17.98,32,178
4,5,5,Justin Bolli,59,17.86,40,224
5,6,6,Jason Bohn,70,17.54,50,285
6,7,7,Luke Donald,60,17.37,41,236
7,8,8,Ryan Palmer,79,17.03,55,323
8,9,9,Fabián Gómez,65,16.98,45,265
9,10,10,Charlie Wi,75,16.84,49,291
10,11,11,Doug LaBelle II,72,16.55,47,284
11,12,12,Chris Kirk,89,16.48,59,358
12,13,13,Jeff Overton,78,16.35,52,318
13,14,14,Webb Simpson,92,16.34,58,355
14,15,15,Robert Allenby,58,16.3,37,227
15,16,16,Tiger Woods,61,16.25,39,240
16,17,17,Robert Garrigus,69,16.1,43,267
17,18,18,Justin Hicks,79,15.96,49,307
18,19,19,Brian Davis,91,15.95,59,370
19,20,20,Stephen Ames,49,15.84,32,202
20,21,21,Geoff Ogilvy,57,15.74,37,235
21,22,22,James Driscoll,76,15.65,46,294
22,23,23,Pat Perez,69,15.6,44,282
23,24,24,Rory Sabbatini,86,15.57,52,334
24,25,25,Richard Lee,81,15.56,49,315
25,26,26,Dustin Johnson,71,15.47,43,278
26,T27,T27,Ricky Barnes,74,15.44,44,285
27,T27,T27,Greg Chalmers,77,15.44,46,298
28,T27,T27,David Mathis,71,15.44,42,272
29,T30,T30,Bobby Gates,49,15.38,28,182
30,T30,T30,John Huh,88,15.38,54,351
31,32,32,D.J. Trahan,48,15.34,29,189
32,33,33,Zach Johnson,84,15.32,51,333
33,T34,T34,Carl Pettersson,82,15.26,49,321
34,T34,T34,Kevin Stadler,83,15.26,49,321
35,T36,T36,William McGirt,75,15.08,46,305
36,T36,T36,Camilo Villegas,79,15.08,46,305
37,38,38,Rory McIlroy,56,15.0,33,220
38,39,39,David Hearn,88,14.93,53,355
39,40,40,Bob Estes,66,14.87,40,269
40,41,41,Brian Stuard,78,14.85,45,303
41,T42,T42,Morgan Hoffmann,64,14.73,38,258
42,T42,T42,D.A. Points,87,14.73,52,353
43,44,44,Chez Reavie,72,14.68,43,293
44,45,45,Michael Bradley,56,14.55,31,213
45,46,46,Martin Kaymer,61,14.53,34,234
46,T47,T47,Ryo Ishikawa,72,14.49,41,283
47,T47,T47,Henrik Norlander,70,14.49,40,276
48,49,49,Stewart Cink,71,14.48,42,290
49,50,50,Harris English,95,14.47,56,387
50,51,51,Nicholas Thompson,99,14.46,58,401
51,52,52,Daniel Summerhays,83,14.45,49,339
52,53,53,Ben Kohles,75,14.43,42,291
53,54,54,Seung-Yul Noh,71,14.34,39,272
54,55,55,Charley Hoffman,84,14.33,49,342
55,56,56,Justin Leonard,86,14.29,50,350
56,T57,T57,Erik Compton,74,14.24,43,302
57,T57,T57,Martin Flores,83,14.24,48,337
58,T57,T57,Brandt Snedeker,79,14.24,45,316
59,60,60,Jim Furyk,80,14.2,45,317
60,61,61,Bubba Watson,76,14.19,41,289
61,62,62,John Merrick,79,14.15,45,318
62,63,63,Jeff Maggert,63,14.12,36,255
63,64,64,Bryce Molder,82,14.07,46,327
64,65,65,Russell Henley,80,14.01,44,314
65,66,66,Steve LeBrun,66,14.0,35,250
66,67,67,Stuart Appleby,88,13.99,48,343
67,T68,T68,Steven Bowditch,67,13.96,37,265
68,T68,T68,Scott Brown,65,13.96,37,265
69,70,70,Matt Jones,83,13.95,47,337
70,T71,T71,Lucas Glover,65,13.91,37,266
71,T71,T71,Sean O'Hair,56,13.91,32,230
72,73,73,Jim Herman,59,13.9,31,223
73,74,74,Ángel Cabrera,73,13.85,41,296
74,75,75,Billy Horschel,96,13.81,54,391
75,76,76,Gary Woodland,94,13.77,50,363
76,77,77,Justin Rose,62,13.75,33,240
77,78,78,Scott Langley,79,13.73,42,306
78,79,79,Y.E. Yang,56,13.72,31,226
79,80,80,Scott Piercy,78,13.71,41,299
80,81,81,Hunter Mahan,91,13.61,46,338
81,82,82,Charl Schwartzel,69,13.6,37,272
82,83,83,Brian Harman,89,13.58,47,346
83,84,84,Jason Kokrak,78,13.56,43,317
84,85,85,Steve Stricker,51,13.51,25,185
85,86,86,Bill Haas,85,13.47,45,334
86,87,87,Cameron Tringale,80,13.46,44,327
87,88,88,Brendon de Jonge,110,13.42,60,447
88,89,89,Tim Clark,64,13.41,33,246
89,90,90,Peter Hanson,45,13.37,23,172
90,91,91,Jerry Kelly,75,13.36,41,307
91,92,92,David Toms,49,13.33,24,180
92,93,93,James Hahn,78,13.29,40,301
93,94,94,Aaron Baddeley,68,13.28,36,271
94,95,95,D.H. Lee,65,13.26,35,264
95,96,96,Jordan Spieth,82,13.21,44,333
96,97,97,Colt Knost,69,13.16,35,266
97,T98,T98,Cameron Percy,68,13.11,35,267
98,T98,T98,"Ted Potter, Jr.",65,13.11,32,244
99,T98,T98,Kevin Streelman,86,13.11,46,351
100,101,101,Brandt Jobe,62,12.93,30,232
101,102,102,David Lingmerth,68,12.9,36,279
102,103,103,Brendan Steele,86,12.87,43,334
103,104,104,Charlie Beljan,62,12.85,32,249
104,105,105,Graham DeLaet,94,12.83,49,382
105,106,106,Brian Gay,79,12.81,41,320
106,107,107,Tommy Gainey,84,12.76,43,337
107,108,108,Jin Park,52,12.75,26,204
108,109,109,Robert Streb,75,12.71,37,291
109,110,110,Adam Scott,61,12.7,31,244
110,111,111,Lee Williams,62,12.65,31,245
111,T112,T112,Kevin Chappell,80,12.62,41,325
112,T112,T112,Jason Day,86,12.62,41,325
113,114,114,Luke Guthrie,82,12.61,42,333
114,115,115,J.J. Henry,83,12.58,41,326
115,T116,T116,Charles Howell III,87,12.57,43,342
116,T116,T116,Chris Stroud,88,12.57,45,358
117,118,118,Patrick Reed,83,12.5,42,336
118,119,119,Ian Poulter,59,12.44,26,209
119,T120,T120,Shawn Stefani,63,12.36,32,259
120,T120,T120,Aaron Watkins,46,12.36,22,178
121,122,122,Scott Stallings,79,12.3,39,317
122,123,123,David Lynn,70,12.27,34,277
123,T124,T124,Greg Owen,73,12.11,35,289
124,T124,T124,Henrik Stenson,65,12.11,31,256
125,T126,T126,Ernie Els,63,12.1,30,248
126,T126,T126,Trevor Immelman,73,12.1,34,281
127,T128,T128,Scott Gardiner,61,12.08,29,240
128,T128,T128,John Rollins,77,12.08,36,298
129,T128,T128,Johnson Wagner,64,12.08,29,240
130,131,131,Chad Campbell,78,12.05,37,307
131,132,132,Tag Ridings,69,11.99,32,267
132,133,133,Josh Teater,86,11.98,40,334
133,134,134,Rickie Fowler,75,11.95,35,293
134,135,135,Roberto Castro,97,11.9,47,395
135,136,136,Vaughn Taylor,50,11.89,22,185
136,137,137,Nick Watney,88,11.85,41,346
137,138,138,Brad Fritsch,81,11.82,37,313
138,139,139,Will Claxton,67,11.76,30,255
139,T140,T140,Tom Gillis,69,11.7,31,265
140,T140,T140,Eric Meierdierks,48,11.7,22,188
141,T140,T140,Kyle Stanley,71,11.7,33,282
142,143,143,Matt Kuchar,93,11.68,41,351
143,144,144,Matt Every,89,11.67,42,360
144,145,145,Freddie Jacobson,63,11.62,28,241
145,146,146,Martin Laird,68,11.51,32,278
146,147,147,Bud Cauley,67,11.37,29,255
147,148,148,Lee Westwood,70,11.19,31,277
