,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Jordan Spieth,82,19.96,178,892
1,2,2,Morgan Hoffmann,64,19.69,139,706
2,3,3,Chris Kirk,89,19.61,189,964
3,4,4,Matt Every,89,19.48,186,955
4,5,5,Steve Stricker,51,19.34,100,517
5,6,6,Rory McIlroy,56,19.32,114,590
6,7,7,Jason Dufner,78,19.15,163,851
7,8,8,David Hearn,88,18.76,178,949
8,9,9,Tiger Woods,61,18.75,123,656
9,10,10,Jimmy Walker,84,18.54,165,890
10,11,11,Charlie Wi,75,18.37,140,762
11,12,12,Charl Schwartzel,69,18.32,137,748
12,13,13,David Toms,49,18.3,86,470
13,14,14,Justin Rose,62,18.28,121,662
14,15,15,David Lingmerth,68,18.21,132,725
15,16,16,Rory Sabbatini,86,18.12,162,894
16,17,17,Billy Horschel,96,18.05,187,1036
17,18,18,Brandt Snedeker,79,18.01,154,855
18,19,19,Brian Davis,91,18.0,176,978
19,20,20,Harris English,95,17.96,185,1030
20,21,21,Dustin Johnson,71,17.95,138,769
21,T22,T22,Sangmoon Bae,83,17.67,159,900
22,T22,T22,Charley Hoffman,84,17.67,159,900
23,24,24,Phil Mickelson,78,17.65,149,844
24,25,25,Russell Henley,80,17.61,150,852
25,26,26,Henrik Stenson,65,17.57,123,700
26,27,27,Vaughn Taylor,50,17.56,88,501
27,28,28,Bubba Watson,76,17.45,138,791
28,29,29,Jason Bohn,70,17.42,131,752
29,30,30,Webb Simpson,92,17.41,168,965
30,T31,T31,Bryce Molder,82,17.4,150,862
31,T31,T31,Ryan Palmer,79,17.4,150,862
32,T33,T33,James Driscoll,76,17.35,132,761
33,T33,T33,Sergio Garcia,65,17.35,119,686
34,35,35,Graham DeLaet,94,17.32,176,1016
35,36,36,Patrick Reed,83,17.28,156,903
36,37,37,Kevin Stadler,83,17.25,147,852
37,38,38,Nicholas Thompson,99,17.23,184,1068
38,39,39,Keegan Bradley,88,17.17,165,961
39,40,40,"Ted Potter, Jr.",65,17.14,115,671
40,T41,T41,Brian Gay,79,17.13,148,864
41,T41,T41,Gary Woodland,94,17.13,167,975
42,43,43,George McNeill,68,17.12,127,742
43,44,44,Robert Garrigus,69,17.06,117,686
44,T45,T45,Chris Stroud,88,17.04,160,939
45,T45,T45,Camilo Villegas,79,17.04,138,810
46,47,47,Chez Reavie,72,17.01,133,782
47,48,48,Brad Fritsch,81,16.95,140,826
48,49,49,Zach Johnson,84,16.91,153,905
49,50,50,Dicky Pride,71,16.8,122,726
50,51,51,Ryan Moore,72,16.77,130,775
51,52,52,Boo Weekley,100,16.76,183,1092
52,53,53,Nick Watney,88,16.72,154,921
53,54,54,Jim Furyk,80,16.71,140,838
54,55,55,Rickie Fowler,75,16.69,135,809
55,T56,T56,Ken Duke,87,16.67,158,948
56,T56,T56,Justin Leonard,86,16.67,154,924
57,58,58,Bo Van Pelt,72,16.64,125,751
58,T59,T59,Kevin Chappell,80,16.63,142,854
59,T59,T59,Charles Howell III,87,16.63,152,914
60,61,61,Josh Teater,86,16.57,145,875
61,T62,T62,Bill Haas,85,16.54,151,913
62,T62,T62,Justin Hicks,79,16.54,133,804
63,T64,T64,Roberto Castro,97,16.51,172,1042
64,T64,T64,Matt Kuchar,93,16.51,156,945
65,66,66,John Rollins,77,16.45,129,784
66,T67,T67,Scott Piercy,78,16.44,135,821
67,T67,T67,Daniel Summerhays,83,16.44,145,882
68,69,69,Adam Scott,61,16.41,107,652
69,70,70,Erik Compton,74,16.38,131,800
70,71,71,K.J. Choi,85,16.37,149,910
71,72,72,Jeff Maggert,63,16.35,112,685
72,73,73,Jerry Kelly,75,16.34,132,808
73,T74,T74,Brendon de Jonge,110,16.28,194,1192
74,T74,T74,Pat Perez,69,16.28,119,731
75,76,76,Lee Westwood,70,16.27,122,750
76,77,77,Matt Jones,83,16.22,145,894
77,78,78,D.A. Points,87,16.2,152,938
78,T79,T79,Luke Donald,60,16.13,101,626
79,T79,T79,Jeff Overton,78,16.13,135,837
80,T81,T81,Tommy Gainey,84,16.09,148,920
81,T81,T81,Tag Ridings,69,16.09,112,696
82,83,83,Jason Kokrak,78,15.99,134,838
83,84,84,Mike Weir,60,15.97,99,620
84,T85,T85,Jason Day,86,15.86,137,864
85,T85,T85,Freddie Jacobson,63,15.86,105,662
86,87,87,Ian Poulter,59,15.84,93,587
87,88,88,Scott Stallings,79,15.83,136,859
88,89,89,Brian Harman,89,15.75,143,908
89,90,90,Martin Flores,83,15.7,141,898
90,91,91,James Hahn,78,15.69,123,784
91,92,92,Marc Leishman,77,15.58,132,847
92,T93,T93,Greg Chalmers,77,15.57,121,777
93,T93,T93,John Merrick,79,15.57,133,854
94,95,95,Carl Pettersson,82,15.52,135,870
95,96,96,Hunter Mahan,91,15.51,143,922
96,97,97,Jim Herman,59,15.5,93,600
97,T98,T98,Steven Bowditch,67,15.43,108,700
98,T98,T98,Ryo Ishikawa,72,15.43,116,752
99,T100,T100,Stuart Appleby,88,15.41,139,902
100,T100,T100,D.H. Lee,65,15.41,108,701
101,102,102,Greg Owen,73,15.4,118,766
102,103,103,D.J. Trahan,48,15.38,76,494
103,104,104,Brendan Steele,86,15.34,135,880
104,T105,T105,Charlie Beljan,62,15.32,102,666
105,T105,T105,Ángel Cabrera,73,15.32,121,790
106,107,107,Robert Streb,75,15.23,117,768
107,T108,T108,Stewart Cink,71,15.22,116,762
108,T108,T108,Troy Matteson,68,15.22,107,703
109,110,110,Luke List,65,15.19,98,645
110,111,111,Rod Pampling,46,15.18,68,448
111,112,112,William McGirt,75,15.16,122,805
112,113,113,Luke Guthrie,82,15.15,133,878
113,114,114,Steve LeBrun,66,15.11,100,662
114,115,115,Darron Stiles,51,15.09,80,530
115,116,116,Scott Gardiner,61,15.08,95,630
116,117,117,Doug LaBelle II,72,15.06,114,757
117,118,118,Tim Herron,45,15.02,73,486
118,119,119,Kevin Streelman,86,14.88,139,934
119,120,120,Jonas Blixt,76,14.87,124,834
120,121,121,Ben Curtis,59,14.86,92,619
121,122,122,Stephen Ames,49,14.85,79,532
122,T123,T123,Aaron Baddeley,68,14.84,103,694
123,T123,T123,Tim Clark,64,14.84,100,674
124,125,125,Martin Laird,68,14.82,107,722
125,T126,T126,Bud Cauley,67,14.81,100,675
126,T126,T126,Derek Ernst,58,14.81,93,628
127,T126,T126,John Huh,88,14.81,142,959
128,T126,T126,David Lynn,70,14.81,109,736
129,130,130,Bob Estes,66,14.79,105,710
130,131,131,Aaron Watkins,46,14.77,70,474
131,132,132,Seung-Yul Noh,71,14.66,105,716
132,133,133,Peter Hanson,45,14.58,70,480
133,134,134,Andres Romero,63,14.56,92,632
134,135,135,Cameron Percy,68,14.55,104,715
135,136,136,Graeme McDowell,53,14.5,78,538
136,137,137,Cameron Tringale,80,14.44,123,852
137,138,138,Ben Kohles,75,14.38,109,758
138,139,139,J.J. Henry,83,14.37,126,877
139,T140,T140,Ben Crane,62,14.33,91,635
140,T140,T140,Shawn Stefani,63,14.33,98,684
141,142,142,Geoff Ogilvy,57,14.29,86,602
142,143,143,Brandt Jobe,62,14.24,90,632
143,144,144,Alistair Presnell,59,14.22,87,612
144,145,145,Martin Kaymer,61,14.13,91,644
145,146,146,Mark Wilson,56,14.11,80,567
146,147,147,Ernie Els,63,14.05,95,676
147,148,148,Fabián Gómez,65,14.0,97,693
148,149,149,Robert Karlsson,56,13.88,78,562
149,150,150,Justin Bolli,59,13.82,81,586
150,T151,T151,Lucas Glover,65,13.79,95,689
151,T151,T151,David Mathis,71,13.79,100,725
152,153,153,Ricky Barnes,74,13.77,104,755
153,154,154,Robert Allenby,58,13.76,82,596
154,155,155,Brian Stuard,78,13.73,109,794
155,156,156,Tom Gillis,69,13.66,97,710
156,157,157,John Senden,79,13.64,114,836
157,158,158,Chad Campbell,78,13.63,112,822
158,159,159,Michael Thompson,66,13.61,98,720
159,160,160,Y.E. Yang,56,13.59,84,618
160,161,161,Vijay Singh,61,13.48,89,660
161,162,162,Scott Brown,65,13.41,92,686
162,163,163,Nicolas Colsaerts,50,13.4,69,515
163,164,164,Richard Lee,81,13.27,108,814
164,165,165,Lee Williams,62,13.26,85,641
165,166,166,Padraig Harrington,52,13.15,71,540
166,167,167,Henrik Norlander,70,13.13,96,731
167,168,168,Scott Langley,79,13.03,105,806
168,169,169,Johnson Wagner,64,13.02,84,645
169,170,170,Eric Meierdierks,48,12.96,63,486
170,171,171,Casey Wittenberg,72,12.63,95,752
171,172,172,Will Claxton,67,12.61,85,674
172,173,173,Jin Park,52,12.55,67,534
173,174,174,Kyle Stanley,71,12.52,96,767
174,175,175,Colt Knost,69,12.1,84,694
175,176,176,Michael Bradley,56,12.09,67,554
176,177,177,Bobby Gates,49,11.59,56,483
177,178,178,Trevor Immelman,73,11.17,82,734
178,179,179,Andrew Svoboda,46,11.09,53,478
179,180,180,Sean O'Hair,56,10.55,63,597
