,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
88,89,89,David Hearn,70.94,1135,16
89,T90,T90,Jonas Blixt,71.0,994,14
90,T90,T90,Jason Bohn,71.0,852,12
91,T90,T90,Tom Gillis,71.0,710,10
92,T90,T90,J.J. Henry,71.0,923,13
93,T90,T90,Tim Herron,71.0,568,8
94,T90,T90,Seung-Yul Noh,71.0,923,13
95,T90,T90,Ian Poulter,71.0,568,8
96,T90,T90,Andres Romero,71.0,568,8
97,T90,T90,Adam Scott,71.0,355,5
98,99,99,John Huh,71.06,1208,17
99,100,100,Kyle Stanley,71.08,853,12
100,T101,T101,Brandt Jobe,71.09,782,11
101,T101,T101,Scott Langley,71.09,782,11
102,T103,T103,Robert Karlsson,71.13,569,8
103,T103,T103,Graeme McDowell,71.13,569,8
104,T103,T103,John Merrick,71.13,569,8
105,106,106,K.J. Choi,71.14,996,14
106,107,107,Scott Brown,71.18,783,11
107,108,108,Patrick Reed,71.21,997,14
108,T109,T109,Ricky Barnes,71.23,926,13
109,T109,T109,Stewart Cink,71.23,926,13
110,T109,T109,John Senden,71.23,926,13
111,112,112,Troy Matteson,71.27,784,11
112,113,113,Shawn Stefani,71.3,713,10
113,114,114,Stuart Appleby,71.31,927,13
114,T115,T115,Steve LeBrun,71.33,642,9
115,T115,T115,David Lynn,71.33,642,9
116,117,117,Michael Thompson,71.36,785,11
117,118,118,Martin Flores,71.38,928,13
118,119,119,Martin Kaymer,71.4,357,5
119,120,120,Chad Campbell,71.42,857,12
120,T121,T121,Will Claxton,71.46,929,13
121,T121,T121,Mike Weir,71.46,929,13
122,T123,T123,Brian Davis,71.5,858,12
123,T123,T123,Colt Knost,71.5,858,12
124,T123,T123,Ryan Moore,71.5,858,12
125,T123,T123,D.A. Points,71.5,858,12
126,127,127,Cameron Tringale,71.56,644,9
127,128,128,Kevin Streelman,71.57,1002,14
128,T129,T129,Charlie Beljan,71.6,716,10
129,T129,T129,Cameron Percy,71.6,716,10
130,T129,T129,Bubba Watson,71.6,716,10
131,132,132,Rod Pampling,71.63,573,8
132,T133,T133,Tim Clark,71.64,788,11
133,T133,T133,Nicolas Colsaerts,71.64,788,11
134,T133,T133,Henrik Norlander,71.64,788,11
135,136,136,George McNeill,71.67,860,12
136,137,137,Robert Streb,71.69,932,13
137,T138,T138,Ben Curtis,71.7,717,10
138,T138,T138,Charlie Wi,71.7,717,10
139,140,140,Trevor Immelman,71.8,718,10
140,141,141,Robert Garrigus,71.85,934,13
141,T142,T142,Padraig Harrington,71.9,719,10
142,T142,T142,Martin Laird,71.9,719,10
143,144,144,Justin Hicks,71.93,1007,14
144,T145,T145,James Hahn,72.0,864,12
145,T145,T145,Alistair Presnell,72.0,576,8
146,147,147,Brian Harman,72.07,1081,15
147,T148,T148,Derek Ernst,72.08,865,12
148,T148,T148,Fabián Gómez,72.08,865,12
149,150,150,Richard Lee,72.1,721,10
150,T151,T151,Scott Gardiner,72.17,866,12
151,T151,T151,David Toms,72.17,433,6
152,153,153,Stephen Ames,72.18,794,11
153,154,154,Luke List,72.23,939,13
154,155,155,Aaron Baddeley,72.25,867,12
155,156,156,Johnson Wagner,72.27,795,11
156,157,157,Bobby Gates,72.3,723,10
157,158,158,Greg Chalmers,72.31,940,13
158,T159,T159,Bud Cauley,72.33,868,12
159,T159,T159,David Lingmerth,72.33,1085,15
160,161,161,David Mathis,72.42,869,12
161,162,162,John Rollins,72.45,797,11
162,163,163,Sean O'Hair,72.55,798,11
163,164,164,Lucas Glover,72.58,871,12
164,165,165,Geoff Ogilvy,72.63,581,8
165,166,166,Scott Stallings,72.69,1163,16
166,167,167,Greg Owen,72.73,800,11
167,168,168,Justin Bolli,72.89,656,9
168,169,169,Erik Compton,72.91,802,11
169,170,170,Luke Guthrie,72.92,875,12
170,T171,T171,Eric Meierdierks,73.0,511,7
171,T171,T171,Mark Wilson,73.0,730,10
172,173,173,Rory McIlroy,73.17,439,6
173,174,174,Darron Stiles,73.22,659,9
174,175,175,Ernie Els,73.25,586,8
175,176,176,Doug LaBelle II,73.3,733,10
176,177,177,Steven Bowditch,73.31,953,13
177,178,178,Aaron Watkins,73.43,514,7
178,179,179,Michael Bradley,73.5,882,12
179,180,180,Robert Allenby,73.62,957,13
