,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
0,1,1,Dustin Johnson,71,27.91
1,2,2,Vaughn Taylor,50,26.71
2,3,3,Chris Kirk,89,26.67
3,4,4,Sergio Garcia,65,26.38
4,5,5,Pat Perez,69,25.81
5,6,6,Daniel Summerhays,83,25.22
6,7,7,Robert Garrigus,69,24.88
7,8,8,Andres Romero,63,24.73
8,9,9,Bubba Watson,76,24.4
9,10,10,D.A. Points,87,24.26
10,11,11,Charley Hoffman,84,24.25
11,12,12,Jason Kokrak,78,24.24
12,13,13,Webb Simpson,92,24.17
13,14,14,Graham DeLaet,94,23.85
14,15,15,Bud Cauley,67,23.81
15,16,16,Stephen Ames,49,23.65
16,17,17,Seung-Yul Noh,71,23.47
17,18,18,Brian Davis,91,23.44
18,19,19,Zach Johnson,84,23.22
19,20,20,Justin Leonard,86,23.14
20,21,21,Chris Stroud,88,23.08
21,22,22,Ryan Palmer,79,23.04
22,23,23,Charl Schwartzel,69,22.92
23,24,24,Luke Guthrie,82,22.87
24,25,25,Justin Rose,62,22.82
25,26,26,Rory Sabbatini,86,22.78
26,27,27,Greg Chalmers,77,22.69
27,28,28,Luke Donald,60,22.58
28,29,29,James Driscoll,76,22.55
29,30,30,Ernie Els,63,22.4
30,T31,T31,Harris English,95,22.34
31,T31,T31,Phil Mickelson,78,22.34
32,33,33,Jim Herman,59,22.29
33,T34,T34,Keegan Bradley,88,22.27
34,T34,T34,Brandt Snedeker,79,22.27
35,36,36,Billy Horschel,96,22.26
36,37,37,Steve Stricker,51,22.22
37,38,38,John Rollins,77,22.17
38,39,39,Henrik Stenson,65,22.08
39,40,40,Greg Owen,73,22.03
40,41,41,Peter Hanson,45,21.97
41,42,42,Matt Every,89,21.8
42,43,43,Carl Pettersson,82,21.79
43,44,44,Scott Piercy,78,21.65
44,45,45,David Hearn,88,21.63
45,T46,T46,Stewart Cink,71,21.56
46,T46,T46,Ryan Moore,72,21.56
47,T48,T48,Aaron Baddeley,68,21.52
48,T48,T48,Hunter Mahan,91,21.52
49,50,50,D.H. Lee,65,21.51
50,51,51,Charlie Wi,75,21.5
51,52,52,Brendon de Jonge,110,21.32
52,T53,T53,Brad Fritsch,81,21.28
53,T53,T53,Richard Lee,81,21.28
54,55,55,Russell Henley,80,21.21
55,56,56,Kyle Stanley,71,21.19
56,57,57,John Senden,79,21.1
57,58,58,Justin Hicks,79,21.01
58,T59,T59,Martin Flores,83,21.0
59,T59,T59,Bill Haas,85,21.0
60,61,61,Jason Dufner,78,20.93
61,T62,T62,Freddie Jacobson,63,20.9
62,T62,T62,Robert Streb,75,20.9
63,T64,T64,Steven Bowditch,67,20.86
64,T64,T64,Morgan Hoffmann,64,20.86
65,66,66,James Hahn,78,20.83
66,67,67,D.J. Trahan,48,20.61
67,68,68,William McGirt,75,20.6
68,T69,T69,Jonas Blixt,76,20.47
69,T69,T69,Tommy Gainey,84,20.47
70,71,71,Shawn Stefani,63,20.43
71,72,72,Scott Brown,65,20.4
72,73,73,Roberto Castro,97,20.24
73,74,74,Ian Poulter,59,20.14
74,T75,T75,Doug LaBelle II,72,20.09
75,T75,T75,Jordan Spieth,82,20.09
76,T75,T75,Kevin Stadler,83,20.09
77,T78,T78,Fabián Gómez,65,20.0
78,T78,T78,Brian Harman,89,20.0
79,80,80,Alistair Presnell,59,19.89
80,81,81,Nicholas Thompson,99,19.86
81,82,82,David Toms,49,19.85
82,83,83,Cameron Tringale,80,19.72
83,84,84,Andrew Svoboda,46,19.7
84,85,85,Scott Gardiner,61,19.6
85,T86,T86,Martin Kaymer,61,19.59
86,T86,T86,Sean O'Hair,56,19.59
87,88,88,Gary Woodland,94,19.55
88,89,89,Sangmoon Bae,83,19.51
89,90,90,Tiger Woods,61,19.46
90,91,91,Ken Duke,87,19.4
91,92,92,Aaron Watkins,46,19.26
92,93,93,Henrik Norlander,70,19.19
93,94,94,Ryo Ishikawa,72,19.09
94,95,95,Chez Reavie,72,19.05
95,96,96,Scott Stallings,79,19.03
96,97,97,Ricky Barnes,74,19.0
97,98,98,Lucas Glover,65,18.92
98,99,99,Jerry Kelly,75,18.85
99,100,100,Rory McIlroy,56,18.82
100,T101,T101,Erik Compton,74,18.81
101,T101,T101,Rickie Fowler,75,18.81
102,103,103,Troy Matteson,68,18.72
103,104,104,David Lynn,70,18.69
104,105,105,Jason Bohn,70,18.57
105,106,106,Tag Ridings,69,18.54
106,107,107,Jim Furyk,80,18.32
107,108,108,Steve LeBrun,66,18.28
108,109,109,Jimmy Walker,84,18.26
109,110,110,Rod Pampling,46,18.25
110,111,111,Mike Weir,60,18.23
111,112,112,Ben Kohles,75,18.22
112,113,113,George McNeill,68,18.18
113,114,114,Patrick Reed,83,18.11
114,115,115,Boo Weekley,100,18.09
115,116,116,"Ted Potter, Jr.",65,18.08
116,T117,T117,David Lingmerth,68,18.06
117,T117,T117,Bo Van Pelt,72,18.06
118,119,119,Kevin Streelman,86,18.03
119,T120,T120,Charlie Beljan,62,18.0
120,T120,T120,Jin Park,52,18.0
121,T120,T120,Nick Watney,88,18.0
122,123,123,K.J. Choi,85,17.89
123,124,124,Robert Allenby,58,17.86
124,125,125,Chad Campbell,78,17.79
125,126,126,Charles Howell III,87,17.77
126,127,127,Brian Gay,79,17.75
127,128,128,Vijay Singh,61,17.74
128,129,129,Bob Estes,66,17.57
129,130,130,Martin Laird,68,17.49
130,131,131,Brendan Steele,86,17.43
131,132,132,John Huh,88,17.39
132,133,133,Josh Teater,86,17.27
133,134,134,Nicolas Colsaerts,50,17.18
134,135,135,David Mathis,71,17.11
135,136,136,Matt Kuchar,93,17.09
136,137,137,Y.E. Yang,56,17.05
137,138,138,Mark Wilson,56,17.04
138,139,139,Stuart Appleby,88,16.91
139,140,140,Tim Clark,64,16.76
140,T141,T141,Bryce Molder,82,16.67
141,T141,T141,Jeff Overton,78,16.67
142,143,143,Matt Jones,83,16.59
143,T144,T144,Michael Bradley,56,16.57
144,T144,T144,Brandt Jobe,62,16.57
145,146,146,Dicky Pride,71,16.33
146,147,147,Cameron Percy,68,16.2
147,148,148,Trevor Immelman,73,16.16
148,149,149,Padraig Harrington,52,16.13
149,150,150,Camilo Villegas,79,16.06
150,151,151,Lee Westwood,70,15.96
151,152,152,Ángel Cabrera,73,15.95
152,153,153,Geoff Ogilvy,57,15.92
153,154,154,Jeff Maggert,63,15.88
154,155,155,Ben Curtis,59,15.79
155,156,156,John Merrick,79,15.74
156,T157,T157,Derek Ernst,58,15.64
157,T157,T157,Colt Knost,69,15.64
158,159,159,J.J. Henry,83,15.6
159,160,160,Robert Karlsson,56,15.48
160,161,161,Graeme McDowell,53,15.44
161,T162,T162,Kevin Chappell,80,15.22
162,T162,T162,Marc Leishman,77,15.22
163,164,164,Jason Day,86,15.12
164,165,165,Casey Wittenberg,72,15.08
165,T166,T166,Adam Scott,61,15.0
166,T166,T166,Michael Thompson,66,15.0
167,168,168,Eric Meierdierks,48,14.81
168,169,169,Brian Stuard,78,14.72
169,170,170,Bobby Gates,49,14.69
170,171,171,Scott Langley,79,14.08
171,172,172,Luke List,65,14.02
172,173,173,Justin Bolli,59,13.97
173,174,174,Ben Crane,62,13.92
174,175,175,Will Claxton,67,13.59
175,176,176,Tim Herron,45,13.16
176,177,177,Lee Williams,62,12.73
177,178,178,Johnson Wagner,64,12.24
178,179,179,Darron Stiles,51,12.08
179,180,180,Tom Gillis,69,12.06
