,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Steve Stricker,51,4.3,301,70
1,T2,T2,Matt Kuchar,93,4.52,597,132
2,T2,T2,Vaughn Taylor,50,4.52,339,75
3,T4,T4,Brendon de Jonge,110,4.56,803,176
4,T4,T4,Dustin Johnson,71,4.56,479,105
5,T4,T4,Adam Scott,61,4.56,383,84
6,T7,T7,Keegan Bradley,88,4.57,594,130
7,T7,T7,Graham DeLaet,94,4.57,686,150
8,T7,T7,Billy Horschel,96,4.57,695,152
9,T7,T7,Kyle Stanley,71,4.57,526,115
10,T11,T11,Steven Bowditch,67,4.58,495,108
11,T11,T11,Rory Sabbatini,86,4.58,600,131
12,T11,T11,Gary Woodland,94,4.58,682,149
13,T14,T14,Henrik Norlander,70,4.59,510,111
14,T14,T14,Patrick Reed,83,4.59,611,133
15,T14,T14,Jordan Spieth,82,4.59,560,122
16,T17,T17,Aaron Baddeley,68,4.6,534,116
17,T17,T17,Roberto Castro,97,4.6,745,162
18,T17,T17,Jason Day,86,4.6,534,116
19,T17,T17,Peter Hanson,45,4.6,290,63
20,T17,T17,Cameron Tringale,80,4.6,635,138
21,T22,T22,Harris English,95,4.61,683,148
22,T22,T22,Sergio Garcia,65,4.61,415,90
23,T22,T22,Lucas Glover,65,4.61,503,109
24,T22,T22,William McGirt,75,4.61,595,129
25,T22,T22,Phil Mickelson,78,4.61,562,122
26,T22,T22,Henrik Stenson,65,4.61,415,90
27,T22,T22,Camilo Villegas,79,4.61,535,116
28,T29,T29,Ernie Els,63,4.62,434,94
29,T29,T29,Matt Jones,83,4.62,619,134
30,T29,T29,Jason Kokrak,78,4.62,605,131
31,T29,T29,Sean O'Hair,56,4.62,430,93
32,T29,T29,Boo Weekley,100,4.62,693,150
33,T34,T34,James Hahn,78,4.63,620,134
34,T34,T34,Luke List,65,4.63,518,112
35,T34,T34,Scott Piercy,78,4.63,556,120
36,T34,T34,John Rollins,77,4.63,551,119
37,T34,T34,Brendan Steele,86,4.63,648,140
38,T34,T34,Jimmy Walker,84,4.63,676,146
39,T40,T40,Will Claxton,67,4.64,506,109
40,T40,T40,Charley Hoffman,84,4.64,622,134
41,T40,T40,Scott Langley,79,4.64,552,119
42,T40,T40,D.A. Points,87,4.64,659,142
43,T40,T40,Charl Schwartzel,69,4.64,464,100
44,T40,T40,Mark Wilson,56,4.64,394,85
45,T46,T46,Bud Cauley,67,4.65,493,106
46,T46,T46,Luke Guthrie,82,4.65,623,134
47,T46,T46,Justin Leonard,86,4.65,661,142
48,T46,T46,Hunter Mahan,91,4.65,609,131
49,T46,T46,Ryan Palmer,79,4.65,567,122
50,T46,T46,Webb Simpson,92,4.65,600,129
51,T46,T46,Brandt Snedeker,79,4.65,567,122
52,T46,T46,Scott Stallings,79,4.65,576,124
53,T46,T46,Josh Teater,86,4.65,595,128
54,T55,T55,Kevin Chappell,80,4.66,624,134
55,T55,T55,K.J. Choi,85,4.66,596,128
56,T55,T55,Luke Donald,60,4.66,401,86
57,T55,T55,Martin Flores,83,4.66,639,137
58,T55,T55,Jim Herman,59,4.66,410,88
59,T55,T55,Kevin Stadler,83,4.66,606,130
60,T55,T55,Darron Stiles,51,4.66,382,82
61,T55,T55,Kevin Streelman,86,4.66,606,130
62,T63,T63,Jason Bohn,70,4.67,551,118
63,T63,T63,Brian Davis,91,4.67,700,150
64,T63,T63,Charles Howell III,87,4.67,659,141
65,T63,T63,Robert Karlsson,56,4.67,388,83
66,T63,T63,Justin Rose,62,4.67,383,82
67,T63,T63,Shawn Stefani,63,4.67,448,96
68,T63,T63,Daniel Summerhays,83,4.67,672,144
69,T70,T70,Chad Campbell,78,4.68,609,130
70,T70,T70,Stewart Cink,71,4.68,491,105
71,T70,T70,Bob Estes,66,4.68,496,106
72,T70,T70,Fabián Gómez,65,4.68,529,113
73,T70,T70,Russell Henley,80,4.68,552,118
74,T70,T70,Martin Kaymer,61,4.68,337,72
75,T70,T70,David Lingmerth,68,4.68,519,111
76,T70,T70,John Senden,79,4.68,590,126
77,T70,T70,Andrew Svoboda,46,4.68,351,75
78,T70,T70,Tiger Woods,61,4.68,393,84
79,T80,T80,Jonas Blixt,76,4.69,539,115
80,T80,T80,Scott Brown,65,4.69,525,112
81,T80,T80,Matt Every,89,4.69,713,152
82,T80,T80,Rickie Fowler,75,4.69,506,108
83,T80,T80,John Huh,88,4.69,624,133
84,T80,T80,D.H. Lee,65,4.69,497,106
85,T80,T80,Rory McIlroy,56,4.69,389,83
86,T80,T80,John Merrick,79,4.69,615,131
87,T80,T80,Pat Perez,69,4.69,553,118
88,T80,T80,Brian Stuard,78,4.69,554,118
89,T80,T80,Aaron Watkins,46,4.69,352,75
90,T91,T91,Greg Chalmers,77,4.7,597,127
91,T91,T91,Doug LaBelle II,72,4.7,526,112
92,T91,T91,Steve LeBrun,66,4.7,512,109
93,T91,T91,George McNeill,68,4.7,517,110
94,T91,T91,Nicholas Thompson,99,4.7,733,156
95,T91,T91,Michael Thompson,66,4.7,461,98
96,T97,T97,Morgan Hoffmann,64,4.71,466,99
97,T97,T97,Jerry Kelly,75,4.71,537,114
98,T97,T97,Ben Kohles,75,4.71,556,118
99,T97,T97,Alistair Presnell,59,4.71,452,96
100,T97,T97,D.J. Trahan,48,4.71,377,80
101,T97,T97,Bo Van Pelt,72,4.71,499,106
102,T97,T97,Nick Watney,88,4.71,669,142
103,T97,T97,Bubba Watson,76,4.71,565,120
104,T105,T105,J.J. Henry,83,4.72,652,138
105,T105,T105,Jeff Maggert,63,4.72,491,104
106,T105,T105,David Mathis,71,4.72,538,114
107,T105,T105,Ryan Moore,72,4.72,519,110
108,T105,T105,Greg Owen,73,4.72,581,123
109,T105,T105,Cameron Percy,68,4.72,524,111
110,T105,T105,Dicky Pride,71,4.72,515,109
111,T112,T112,David Hearn,88,4.73,671,142
112,T112,T112,Bryce Molder,82,4.73,624,132
113,T112,T112,Jeff Overton,78,4.73,625,132
114,T112,T112,Andres Romero,63,4.73,501,106
115,T112,T112,Chris Stroud,88,4.73,676,143
116,T117,T117,Ben Crane,62,4.74,431,91
117,T117,T117,Brad Fritsch,81,4.74,612,129
118,T117,T117,Robert Garrigus,69,4.74,502,106
119,T117,T117,Bill Haas,85,4.74,631,133
120,T117,T117,Brian Harman,89,4.74,687,145
121,T117,T117,Brandt Jobe,62,4.74,417,88
122,T117,T117,Colt Knost,69,4.74,531,112
123,T117,T117,Richard Lee,81,4.74,630,133
124,T117,T117,Troy Matteson,68,4.74,550,116
125,T117,T117,"Ted Potter, Jr.",65,4.74,446,94
126,T117,T117,Mike Weir,60,4.74,479,101
127,T117,T117,Charlie Wi,75,4.74,574,121
128,T129,T129,Sangmoon Bae,83,4.75,627,132
129,T129,T129,Charlie Beljan,62,4.75,503,106
130,T129,T129,Tim Clark,64,4.75,404,85
131,T129,T129,Jim Furyk,80,4.75,580,122
132,T129,T129,Chez Reavie,72,4.75,551,116
133,T129,T129,Vijay Singh,61,4.75,470,99
134,T135,T135,Stuart Appleby,88,4.76,657,138
135,T135,T135,Erik Compton,74,4.76,557,117
136,T135,T135,Ken Duke,87,4.76,643,135
137,T135,T135,Marc Leishman,77,4.76,524,110
138,T135,T135,Eric Meierdierks,48,4.76,395,83
139,T135,T135,Tag Ridings,69,4.76,524,110
140,T135,T135,Lee Williams,62,4.76,490,103
141,T135,T135,Y.E. Yang,56,4.76,409,86
142,T143,T143,Ángel Cabrera,73,4.77,530,111
143,T143,T143,Freddie Jacobson,63,4.77,401,84
144,T143,T143,Zach Johnson,84,4.77,601,126
145,T143,T143,Martin Laird,68,4.77,496,104
146,T147,T147,Jason Dufner,78,4.78,497,104
147,T147,T147,Derek Ernst,58,4.78,435,91
148,T147,T147,Ryo Ishikawa,72,4.78,574,120
149,T147,T147,Seung-Yul Noh,71,4.78,555,116
150,T147,T147,Ian Poulter,59,4.78,344,72
151,T152,T152,David Lynn,70,4.79,551,115
152,T152,T152,Jin Park,52,4.79,417,87
153,T152,T152,Carl Pettersson,82,4.79,594,124
154,T155,T155,Stephen Ames,49,4.8,379,79
