,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,1,1,Chris Kirk,89,15.0
1,T2,T2,Jason Kokrak,78,13.0
2,T2,T2,Jordan Spieth,82,13.0
3,4,4,Dustin Johnson,71,12.0
4,T5,T5,Keegan Bradley,88,11.0
5,T5,T5,Charley Hoffman,84,11.0
6,T5,T5,Patrick Reed,83,11.0
7,T5,T5,Kevin Stadler,83,11.0
8,T5,T5,Boo Weekley,100,11.0
9,T5,T5,Gary Woodland,94,11.0
10,T11,T11,Matt Every,89,10.0
11,T11,T11,James Hahn,78,10.0
12,T11,T11,George McNeill,68,10.0
13,T11,T11,John Merrick,79,10.0
14,T11,T11,Kyle Stanley,71,10.0
15,T16,T16,Aaron Baddeley,68,9.0
16,T16,T16,Chad Campbell,78,9.0
17,T16,T16,Brendon de Jonge,110,9.0
18,T16,T16,Martin Flores,83,9.0
19,T16,T16,Rickie Fowler,75,9.0
20,T16,T16,Brad Fritsch,81,9.0
21,T16,T16,Sergio Garcia,65,9.0
22,T16,T16,Robert Garrigus,69,9.0
23,T16,T16,Charles Howell III,87,9.0
24,T16,T16,Doug LaBelle II,72,9.0
25,T16,T16,Henrik Stenson,65,9.0
26,T16,T16,Daniel Summerhays,83,9.0
27,T16,T16,Camilo Villegas,79,9.0
28,T16,T16,Nick Watney,88,9.0
29,T30,T30,Greg Chalmers,77,8.0
30,T30,T30,Kevin Chappell,80,8.0
31,T30,T30,Jason Day,86,8.0
32,T30,T30,Ernie Els,63,8.0
33,T30,T30,John Huh,88,8.0
34,T30,T30,Ben Kohles,75,8.0
35,T30,T30,Matt Kuchar,93,8.0
36,T30,T30,Luke List,65,8.0
37,T30,T30,Scott Piercy,78,8.0
38,T30,T30,Rory Sabbatini,86,8.0
39,T30,T30,Nicholas Thompson,99,8.0
40,T30,T30,Michael Thompson,66,8.0
41,T30,T30,Jimmy Walker,84,8.0
42,T30,T30,Tiger Woods,61,8.0
43,T44,T44,Scott Brown,65,7.0
44,T44,T44,Roberto Castro,97,7.0
45,T44,T44,Nicolas Colsaerts,50,7.0
46,T44,T44,Harris English,95,7.0
47,T44,T44,Scott Gardiner,61,7.0
48,T44,T44,Bill Haas,85,7.0
49,T44,T44,Brian Harman,89,7.0
50,T44,T44,Russell Henley,80,7.0
51,T44,T44,Zach Johnson,84,7.0
52,T44,T44,Matt Jones,83,7.0
53,T44,T44,Martin Laird,68,7.0
54,T44,T44,D.H. Lee,65,7.0
55,T44,T44,Troy Matteson,68,7.0
56,T44,T44,Rory McIlroy,56,7.0
57,T44,T44,Greg Owen,73,7.0
58,T44,T44,Brandt Snedeker,79,7.0
59,T44,T44,Scott Stallings,79,7.0
60,T44,T44,Kevin Streelman,86,7.0
61,T44,T44,Steve Stricker,51,7.0
62,T44,T44,Cameron Tringale,80,7.0
63,T44,T44,Bubba Watson,76,7.0
64,T65,T65,Bud Cauley,67,6.0
65,T65,T65,Tim Clark,64,6.0
66,T65,T65,Erik Compton,74,6.0
67,T65,T65,Ken Duke,87,6.0
68,T65,T65,Jim Herman,59,6.0
69,T65,T65,Morgan Hoffmann,64,6.0
70,T65,T65,Ryo Ishikawa,72,6.0
71,T65,T65,Brandt Jobe,62,6.0
72,T65,T65,Martin Kaymer,61,6.0
73,T65,T65,Jerry Kelly,75,6.0
74,T65,T65,Colt Knost,69,6.0
75,T65,T65,Phil Mickelson,78,6.0
76,T65,T65,Ryan Moore,72,6.0
77,T65,T65,Sean O'Hair,56,6.0
78,T65,T65,Carl Pettersson,82,6.0
79,T65,T65,"Ted Potter, Jr.",65,6.0
80,T65,T65,Tag Ridings,69,6.0
81,T65,T65,Webb Simpson,92,6.0
82,T65,T65,Brian Stuard,78,6.0
