,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,D.H. Lee,67.0,268,4
1,2,2,Bubba Watson,68.25,273,4
2,T3,T3,Keegan Bradley,68.5,411,6
3,T3,T3,Matt Jones,68.5,411,6
4,5,5,Bryce Molder,68.63,549,8
5,T6,T6,Andres Romero,68.67,206,3
6,T6,T6,Jimmy Walker,68.67,412,6
7,8,8,Jordan Spieth,68.8,344,5
8,T9,T9,Rickie Fowler,69.0,207,3
9,T9,T9,Rory McIlroy,69.0,207,3
10,T9,T9,Justin Rose,69.0,69,1
11,T9,T9,Brian Stuard,69.0,69,1
12,T9,T9,Daniel Summerhays,69.0,207,3
13,T9,T9,Aaron Watkins,69.0,138,2
14,15,15,Jason Day,69.13,553,8
15,T16,T16,Aaron Baddeley,69.2,346,5
16,T16,T16,Robert Streb,69.2,346,5
17,18,18,Stephen Ames,69.25,277,4
18,19,19,Ángel Cabrera,69.29,485,7
19,20,20,Brendon de Jonge,69.38,902,13
20,T21,T21,Charl Schwartzel,69.5,278,4
21,T21,T21,Johnson Wagner,69.5,139,2
22,23,23,Fabián Gómez,69.67,209,3
23,24,24,Hunter Mahan,69.75,279,4
24,25,25,Henrik Stenson,69.8,349,5
25,T26,T26,Ricky Barnes,70.0,420,6
26,T26,T26,Erik Compton,70.0,420,6
27,T26,T26,Derek Ernst,70.0,140,2
28,T26,T26,Bill Haas,70.0,140,2
29,T26,T26,Peter Hanson,70.0,140,2
30,T26,T26,Ryo Ishikawa,70.0,350,5
31,T26,T26,Luke List,70.0,210,3
32,T26,T26,Ian Poulter,70.0,70,1
33,T26,T26,Brandt Snedeker,70.0,350,5
34,T26,T26,Darron Stiles,70.0,140,2
35,36,36,Jason Dufner,70.13,561,8
36,T37,T37,Webb Simpson,70.17,421,6
37,T37,T37,Michael Thompson,70.17,421,6
38,T39,T39,Will Claxton,70.2,351,5
39,T39,T39,Luke Donald,70.2,351,5
40,T39,T39,Camilo Villegas,70.2,351,5
41,42,42,Matt Kuchar,70.25,562,8
42,T43,T43,Roberto Castro,70.29,492,7
43,T43,T43,Billy Horschel,70.29,492,7
44,T45,T45,Doug LaBelle II,70.33,422,6
45,T45,T45,Tiger Woods,70.33,211,3
46,T47,T47,J.J. Henry,70.4,352,5
47,T47,T47,Brandt Jobe,70.4,352,5
48,T47,T47,Phil Mickelson,70.4,352,5
49,T50,T50,Russell Henley,70.5,423,6
50,T50,T50,Steve LeBrun,70.5,282,4
51,T50,T50,Graeme McDowell,70.5,141,2
52,T50,T50,D.J. Trahan,70.5,141,2
53,T50,T50,Nick Watney,70.5,423,6
54,T50,T50,Mark Wilson,70.5,141,2
55,T56,T56,Stuart Appleby,70.57,494,7
56,T56,T56,Martin Flores,70.57,494,7
57,T58,T58,Rory Sabbatini,70.6,353,5
58,T58,T58,Lee Williams,70.6,353,5
59,T60,T60,Jonas Blixt,70.67,424,6
60,T60,T60,Jerry Kelly,70.67,424,6
61,T60,T60,Dicky Pride,70.67,212,3
62,T60,T60,Gary Woodland,70.67,636,9
63,64,64,Cameron Tringale,70.7,707,10
64,T65,T65,Tom Gillis,70.75,283,4
65,T65,T65,Justin Hicks,70.75,566,8
66,T65,T65,Kevin Streelman,70.75,283,4
67,T68,T68,Greg Owen,70.8,354,5
68,T68,T68,Patrick Reed,70.8,354,5
69,T68,T68,Mike Weir,70.8,354,5
70,71,71,Henrik Norlander,70.83,425,6
71,T72,T72,Harris English,70.86,496,7
72,T72,T72,Brian Harman,70.86,496,7
73,T72,T72,Shawn Stefani,70.86,496,7
74,75,75,Ernie Els,70.88,567,8
75,T76,T76,Jim Furyk,71.0,213,3
76,T76,T76,Freddie Jacobson,71.0,426,6
77,T76,T76,William McGirt,71.0,497,7
78,T76,T76,"Ted Potter, Jr.",71.0,142,2
