,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Keegan Bradley,88,4.51,1173,260
1,2,2,Steve Stricker,51,4.52,651,144
2,3,3,Matt Kuchar,93,4.54,1227,270
3,T4,T4,Sergio Garcia,65,4.57,878,192
4,T4,T4,Rory Sabbatini,86,4.57,1134,248
5,T4,T4,Henrik Stenson,65,4.57,895,196
6,T4,T4,Tiger Woods,61,4.57,840,184
7,T8,T8,Roberto Castro,97,4.58,1416,309
8,T8,T8,Peter Hanson,45,4.58,559,122
9,T8,T8,Charl Schwartzel,69,4.58,935,204
10,T8,T8,Adam Scott,61,4.58,843,184
11,T12,T12,Brendon de Jonge,110,4.59,1566,341
12,T12,T12,Graham DeLaet,94,4.59,1349,294
13,T12,T12,Kevin Stadler,83,4.59,1144,249
14,T15,T15,Steven Bowditch,67,4.6,942,205
15,T15,T15,Jason Day,86,4.6,1154,251
16,T15,T15,Jason Kokrak,78,4.6,1145,249
17,T15,T15,Phil Mickelson,78,4.6,1128,245
18,T15,T15,Ryan Palmer,79,4.6,1090,237
19,T15,T15,Justin Rose,62,4.6,818,178
20,T15,T15,Vaughn Taylor,50,4.6,653,142
21,T15,T15,Boo Weekley,100,4.6,1390,302
22,T23,T23,Aaron Baddeley,68,4.61,1029,223
23,T23,T23,Chad Campbell,78,4.61,1101,239
24,T23,T23,James Hahn,78,4.61,1138,247
25,T23,T23,Charley Hoffman,84,4.61,1244,270
26,T23,T23,Dustin Johnson,71,4.61,981,213
27,T23,T23,Brandt Snedeker,79,4.61,1157,251
28,T23,T23,Daniel Summerhays,83,4.61,1259,273
29,T23,T23,Andrew Svoboda,46,4.61,627,136
30,T23,T23,Bubba Watson,76,4.61,1078,234
31,T32,T32,Ernie Els,63,4.62,887,192
32,T32,T32,Rickie Fowler,75,4.62,1062,230
33,T32,T32,Billy Horschel,96,4.62,1392,301
34,T32,T32,Henrik Norlander,70,4.62,1003,217
35,T32,T32,Patrick Reed,83,4.62,1178,255
36,T32,T32,Webb Simpson,92,4.62,1220,264
37,T32,T32,Jordan Spieth,82,4.62,1159,251
38,T32,T32,Cameron Tringale,80,4.62,1206,261
39,T40,T40,Harris English,95,4.63,1358,293
40,T40,T40,Matt Jones,83,4.63,1217,263
41,T40,T40,Hunter Mahan,91,4.63,1250,270
42,T40,T40,Jimmy Walker,84,4.63,1293,279
43,T44,T44,Bud Cauley,67,4.64,947,204
44,T44,T44,Luke Guthrie,82,4.64,1230,265
45,T44,T44,D.H. Lee,65,4.64,952,205
46,T44,T44,Luke List,65,4.64,946,204
47,T44,T44,Bryce Molder,82,4.64,1164,251
48,T44,T44,Kevin Streelman,86,4.64,1220,263
49,T50,T50,Stewart Cink,71,4.65,1050,226
50,T50,T50,Martin Flores,83,4.65,1205,259
51,T50,T50,Jim Herman,59,4.65,776,167
52,T50,T50,John Senden,79,4.65,1171,252
53,T50,T50,Camilo Villegas,79,4.65,1092,235
54,T50,T50,Nick Watney,88,4.65,1307,281
55,T56,T56,Greg Chalmers,77,4.66,1113,239
56,T56,T56,Nicolas Colsaerts,50,4.66,667,143
57,T56,T56,Charles Howell III,87,4.66,1276,274
58,T56,T56,Martin Kaymer,61,4.66,774,166
59,T56,T56,Ryan Moore,72,4.66,1026,220
60,T56,T56,Sean O'Hair,56,4.66,843,181
61,T56,T56,John Rollins,77,4.66,1082,232
62,T56,T56,Kyle Stanley,71,4.66,1066,229
63,T56,T56,Mark Wilson,56,4.66,750,161
64,T65,T65,Ben Crane,62,4.67,812,174
65,T65,T65,Brad Fritsch,81,4.67,1153,247
66,T65,T65,Fabián Gómez,65,4.67,991,212
67,T65,T65,Scott Langley,79,4.67,1111,238
68,T65,T65,Justin Leonard,86,4.67,1280,274
69,T65,T65,William McGirt,75,4.67,1120,240
70,T65,T65,John Merrick,79,4.67,1167,250
71,T65,T65,Cameron Percy,68,4.67,963,206
72,T65,T65,Scott Piercy,78,4.67,1074,230
73,T65,T65,Scott Stallings,79,4.67,1150,246
74,T65,T65,Brendan Steele,86,4.67,1223,262
75,T65,T65,D.J. Trahan,48,4.67,677,145
76,T65,T65,Gary Woodland,94,4.67,1318,282
77,T78,T78,Kevin Chappell,80,4.68,1222,261
78,T78,T78,K.J. Choi,85,4.68,1227,262
79,T78,T78,Luke Donald,60,4.68,852,182
80,T78,T78,Freddie Jacobson,63,4.68,828,177
81,T78,T78,Zach Johnson,84,4.68,1198,256
82,T78,T78,Doug LaBelle II,72,4.68,1026,219
83,T78,T78,Jin Park,52,4.68,758,162
84,T78,T78,D.A. Points,87,4.68,1288,275
85,T78,T78,Alistair Presnell,59,4.68,847,181
86,T78,T78,Shawn Stefani,63,4.68,894,191
87,T78,T78,Robert Streb,75,4.68,1025,219
88,T78,T78,Chris Stroud,88,4.68,1343,287
89,T78,T78,Aaron Watkins,46,4.68,655,140
90,T91,T91,Scott Brown,65,4.69,1027,219
91,T91,T91,Tim Clark,64,4.69,834,178
92,T91,T91,Will Claxton,67,4.69,961,205
93,T91,T91,Jerry Kelly,75,4.69,1101,235
94,T91,T91,Chris Kirk,89,4.69,1314,280
95,T91,T91,Colt Knost,69,4.69,984,210
96,T91,T91,Steve LeBrun,66,4.69,956,204
97,T91,T91,Rory McIlroy,56,4.69,844,180
98,T91,T91,George McNeill,68,4.69,980,209
99,T91,T91,Eric Meierdierks,48,4.69,723,154
100,T91,T91,Andres Romero,63,4.69,895,191
101,T102,T102,Stephen Ames,49,4.7,696,148
102,T102,T102,Jason Bohn,70,4.7,1048,223
103,T102,T102,Bob Estes,66,4.7,982,209
104,T102,T102,Jim Furyk,80,4.7,1170,249
105,T102,T102,Russell Henley,80,4.7,1119,238
106,T102,T102,Morgan Hoffmann,64,4.7,883,188
107,T102,T102,Brandt Jobe,62,4.7,846,180
108,T102,T102,Robert Karlsson,56,4.7,771,164
109,T102,T102,Pat Perez,69,4.7,1076,229
110,T102,T102,Brian Stuard,78,4.7,1105,235
111,T102,T102,Josh Teater,86,4.7,1255,267
112,T102,T102,Mike Weir,60,4.7,884,188
113,T114,T114,Jonas Blixt,76,4.71,1079,229
114,T114,T114,Matt Every,89,4.71,1352,287
115,T114,T114,Lucas Glover,65,4.71,1012,215
116,T114,T114,Bill Haas,85,4.71,1247,265
117,T114,T114,Richard Lee,81,4.71,1210,257
118,T114,T114,Jeff Overton,78,4.71,1174,249
119,T114,T114,Greg Owen,73,4.71,1050,223
120,T114,T114,Rod Pampling,46,4.71,655,139
121,T114,T114,Michael Thompson,66,4.71,952,202
122,T114,T114,Lee Williams,62,4.71,913,194
123,T114,T114,Y.E. Yang,56,4.71,773,164
124,T125,T125,Brian Davis,91,4.72,1369,290
125,T125,T125,Ben Kohles,75,4.72,1081,229
126,T125,T125,Marc Leishman,77,4.72,1086,230
127,T125,T125,David Lingmerth,68,4.72,1039,220
128,T125,T125,Tag Ridings,69,4.72,978,207
129,T125,T125,Bo Van Pelt,72,4.72,1072,227
130,T131,T131,Charlie Beljan,62,4.73,950,201
131,T131,T131,Jason Dufner,78,4.73,1069,226
132,T131,T131,Robert Garrigus,69,4.73,1027,217
133,T131,T131,David Hearn,88,4.73,1325,280
134,T131,T131,J.J. Henry,83,4.73,1205,255
135,T131,T131,John Huh,88,4.73,1295,274
136,T131,T131,Jeff Maggert,63,4.73,917,194
137,T131,T131,Ian Poulter,59,4.73,748,158
138,T131,T131,Dicky Pride,71,4.73,975,206
139,T131,T131,Nicholas Thompson,99,4.73,1481,313
140,T131,T131,Lee Westwood,70,4.73,1018,215
141,T142,T142,Ricky Barnes,74,4.74,1043,220
142,T142,T142,Tom Gillis,69,4.74,925,195
143,T142,T142,Brian Harman,89,4.74,1309,276
144,T142,T142,Padraig Harrington,52,4.74,687,145
145,T142,T142,Tim Herron,45,4.74,664,140
146,T142,T142,Martin Laird,68,4.74,1061,224
147,T142,T142,David Lynn,70,4.74,1085,229
148,T142,T142,David Mathis,71,4.74,991,209
149,T142,T142,Troy Matteson,68,4.74,1023,216
150,T142,T142,Chez Reavie,72,4.74,1048,221
151,T142,T142,Darron Stiles,51,4.74,725,153
152,T153,T153,Stuart Appleby,88,4.75,1267,267
153,T153,T153,Sangmoon Bae,83,4.75,1215,256
154,T153,T153,Michael Bradley,56,4.75,803,169
155,T153,T153,Ángel Cabrera,73,4.75,1083,228
156,T153,T153,Trevor Immelman,73,4.75,1079,227
157,T153,T153,Graeme McDowell,53,4.75,703,148
158,T153,T153,Carl Pettersson,82,4.75,1182,249
159,T153,T153,"Ted Potter, Jr.",65,4.75,869,183
160,T153,T153,Vijay Singh,61,4.75,897,189
161,T153,T153,Charlie Wi,75,4.75,1069,225
162,T163,T163,Erik Compton,74,4.76,1095,230
163,T163,T163,Ken Duke,87,4.76,1266,266
164,T163,T163,Derek Ernst,58,4.76,867,182
165,T163,T163,Justin Hicks,79,4.76,1138,239
166,167,167,Casey Wittenberg,72,4.77,1069,224
167,T168,T168,Tommy Gainey,84,4.78,1220,255
168,T168,T168,Scott Gardiner,61,4.78,917,192
169,T168,T168,Ryo Ishikawa,72,4.78,1076,225
170,T168,T168,Seung-Yul Noh,71,4.78,1042,218
171,T168,T168,David Toms,49,4.78,679,142
172,173,173,James Driscoll,76,4.79,1155,241
173,174,174,Brian Gay,79,4.8,1143,238
174,175,175,Johnson Wagner,64,4.83,942,195
175,T176,T176,Robert Allenby,58,4.84,896,185
176,T176,T176,Justin Bolli,59,4.84,871,180
177,T176,T176,Ben Curtis,59,4.84,881,182
178,179,179,Bobby Gates,49,4.86,704,145
179,180,180,Geoff Ogilvy,57,4.89,925,189
