,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Adam Scott,34.0,510,15
1,2,2,Steve Stricker,34.25,411,12
2,3,3,Charlie Wi,34.41,757,22
3,4,4,Martin Kaymer,34.56,553,16
4,5,5,David Toms,34.57,484,14
5,6,6,Henrik Stenson,34.71,590,17
6,7,7,Bill Haas,34.75,834,24
7,8,8,Brendon de Jonge,34.77,1043,30
8,9,9,Jordan Spieth,34.83,801,23
9,10,10,Rory Sabbatini,34.84,871,25
10,T11,T11,Matt Kuchar,34.86,767,22
11,T11,T11,Rory McIlroy,34.86,488,14
12,13,13,Martin Flores,34.88,872,25
13,14,14,Steven Bowditch,34.9,733,21
14,15,15,Gary Woodland,34.92,838,24
15,16,16,Lee Westwood,34.94,594,17
16,T17,T17,D.H. Lee,34.95,699,20
17,T17,T17,Darron Stiles,34.95,664,19
18,T19,T19,Jason Bohn,34.96,804,23
19,T19,T19,John Merrick,34.96,804,23
20,T21,T21,Greg Chalmers,35.0,805,23
21,T21,T21,David Lingmerth,35.0,770,22
22,T21,T21,Phil Mickelson,35.0,735,21
23,T21,T21,Vaughn Taylor,35.0,490,14
24,25,25,John Huh,35.04,981,28
25,T26,T26,Sangmoon Bae,35.08,877,25
26,T26,T26,Harris English,35.08,912,26
27,T26,T26,Charles Howell III,35.08,842,24
28,29,29,Bubba Watson,35.1,702,20
29,T30,T30,Chad Campbell,35.13,843,24
30,T30,T30,K.J. Choi,35.13,808,23
31,T30,T30,Justin Rose,35.13,562,16
32,T33,T33,Henrik Norlander,35.14,738,21
33,T33,T33,Chez Reavie,35.14,773,22
34,35,35,Cameron Percy,35.16,668,19
35,36,36,Ernie Els,35.17,633,18
36,37,37,Ángel Cabrera,35.2,704,20
37,38,38,Webb Simpson,35.21,845,24
38,39,39,Bob Estes,35.22,634,18
39,40,40,James Driscoll,35.23,775,22
40,41,41,Keegan Bradley,35.25,846,24
41,T42,T42,Erik Compton,35.26,811,23
42,T42,T42,George McNeill,35.26,670,19
43,T44,T44,Bud Cauley,35.27,776,22
44,T44,T44,Fabián Gómez,35.27,776,22
45,46,46,Chris Stroud,35.28,882,25
46,T47,T47,Steve LeBrun,35.3,706,20
47,T47,T47,Troy Matteson,35.3,812,23
48,T47,T47,John Rollins,35.3,812,23
49,T47,T47,Andres Romero,35.3,706,20
50,T51,T51,Stewart Cink,35.32,777,22
51,T51,T51,Justin Hicks,35.32,777,22
52,T53,T53,Kevin Chappell,35.33,848,24
53,T53,T53,Luke Guthrie,35.33,954,27
54,T53,T53,Martin Laird,35.33,742,21
55,T53,T53,Charl Schwartzel,35.33,636,18
56,T53,T53,Tiger Woods,35.33,530,15
57,58,58,Kevin Streelman,35.36,884,25
58,T59,T59,Stuart Appleby,35.38,849,24
59,T59,T59,Hunter Mahan,35.38,849,24
60,61,61,Charley Hoffman,35.39,814,23
61,T62,T62,Jason Day,35.4,708,20
62,T62,T62,Ian Poulter,35.4,531,15
63,64,64,Robert Allenby,35.41,779,22
64,65,65,Peter Hanson,35.42,425,12
65,66,66,Ryan Moore,35.43,744,21
66,67,67,Mark Wilson,35.44,638,18
67,68,68,Ryan Palmer,35.45,780,22
68,69,69,Justin Leonard,35.46,851,24
69,T70,T70,Jim Furyk,35.48,745,21
70,T70,T70,Marc Leishman,35.48,816,23
71,T72,T72,Chris Kirk,35.5,852,24
72,T72,T72,Pat Perez,35.5,710,20
73,T72,T72,Shawn Stefani,35.5,710,20
74,T75,T75,Roberto Castro,35.52,1030,29
75,T75,T75,Rickie Fowler,35.52,746,21
76,77,77,Richard Lee,35.55,782,22
77,T78,T78,Luke Donald,35.56,569,16
78,T78,T78,Freddie Jacobson,35.56,640,18
79,T78,T78,Aaron Watkins,35.56,640,18
80,T81,T81,Brian Harman,35.57,996,28
81,T81,T81,Colt Knost,35.57,818,23
82,T83,T83,Graham DeLaet,35.58,925,26
83,T83,T83,Dustin Johnson,35.58,676,19
84,T83,T83,Ben Kohles,35.58,854,24
85,T83,T83,Brian Stuard,35.58,854,24
86,T87,T87,Morgan Hoffmann,35.6,712,20
87,T87,T87,Jeff Maggert,35.6,712,20
88,T87,T87,Graeme McDowell,35.6,534,15
89,90,90,Scott Langley,35.62,926,26
90,T91,T91,John Senden,35.63,855,24
91,T91,T91,Kevin Stadler,35.63,855,24
92,T91,T91,Cameron Tringale,35.63,855,24
93,T91,T91,Jimmy Walker,35.63,855,24
94,T91,T91,Boo Weekley,35.63,962,27
95,96,96,Camilo Villegas,35.64,784,22
96,T97,T97,Billy Horschel,35.65,927,26
97,T97,T97,Tag Ridings,35.65,820,23
98,T99,T99,Jim Herman,35.67,642,18
99,T99,T99,Jason Kokrak,35.67,856,24
100,T101,T101,Patrick Reed,35.69,928,26
101,T101,T101,Nicholas Thompson,35.69,1035,29
102,103,103,Josh Teater,35.7,821,23
103,T104,T104,Matt Every,35.71,1000,28
104,T104,T104,Matt Jones,35.71,857,24
105,T104,T104,"Ted Potter, Jr.",35.71,750,21
106,107,107,J.J. Henry,35.72,893,25
107,108,108,David Hearn,35.73,929,26
108,T109,T109,Brian Davis,35.74,965,27
109,T109,T109,Bryce Molder,35.74,822,23
110,111,111,Sergio Garcia,35.75,572,16
111,T112,T112,Rod Pampling,35.8,537,15
112,T112,T112,Nick Watney,35.8,895,25
113,T114,T114,Jason Dufner,35.81,752,21
114,T114,T114,Scott Stallings,35.81,967,27
115,T114,T114,Lee Williams,35.81,752,21
116,117,117,Carl Pettersson,35.82,788,22
117,T118,T118,Brad Fritsch,35.83,824,23
118,T118,T118,Zach Johnson,35.83,824,23
119,T118,T118,David Mathis,35.83,824,23
120,121,121,Jerry Kelly,35.86,789,22
121,122,122,Brian Gay,35.87,825,23
122,123,123,Brendan Steele,35.88,897,25
123,124,124,Andrew Svoboda,35.94,575,16
124,T125,T125,Doug LaBelle II,35.95,755,21
125,T125,T125,Sean O'Hair,35.95,683,19
126,T127,T127,Russell Henley,35.96,827,23
127,T127,T127,Greg Owen,35.96,827,23
128,T129,T129,Scott Brown,36.0,756,21
129,T129,T129,Ken Duke,36.0,1008,28
130,T129,T129,Tim Herron,36.0,540,15
131,T129,T129,David Lynn,36.0,756,21
132,T129,T129,Vijay Singh,36.0,684,19
133,134,134,Seung-Yul Noh,36.04,829,23
134,T135,T135,Jeff Overton,36.05,793,22
135,T135,T135,Bo Van Pelt,36.05,721,20
136,137,137,Stephen Ames,36.06,649,18
137,138,138,Brandt Snedeker,36.09,830,23
138,139,139,Eric Meierdierks,36.11,650,18
139,T140,T140,Alistair Presnell,36.14,759,21
140,T140,T140,Michael Thompson,36.14,795,22
141,142,142,Casey Wittenberg,36.15,940,26
142,143,143,Ben Crane,36.16,687,19
143,T144,T144,William McGirt,36.17,868,24
144,T144,T144,Scott Piercy,36.17,832,23
145,146,146,Jin Park,36.21,688,19
146,147,147,Will Claxton,36.22,833,23
147,148,148,Justin Bolli,36.23,797,22
148,T149,T149,D.A. Points,36.25,1015,28
149,T149,T149,Robert Streb,36.25,870,24
150,T151,T151,Charlie Beljan,36.26,834,23
151,T151,T151,Tim Clark,36.26,689,19
152,153,153,D.J. Trahan,36.27,544,15
153,T154,T154,Tommy Gainey,36.29,1016,28
154,T154,T154,Robert Karlsson,36.29,617,17
155,T154,T154,Kyle Stanley,36.29,871,24
156,157,157,Robert Garrigus,36.3,726,20
157,158,158,Daniel Summerhays,36.31,944,26
158,159,159,Dicky Pride,36.32,799,22
159,T160,T160,Jonas Blixt,36.33,872,24
160,T160,T160,Padraig Harrington,36.33,545,15
161,T162,T162,Aaron Baddeley,36.35,836,23
162,T162,T162,Trevor Immelman,36.35,836,23
163,T164,T164,Ricky Barnes,36.36,909,25
164,T164,T164,James Hahn,36.36,909,25
165,166,166,Y.E. Yang,36.37,691,19
166,T167,T167,Derek Ernst,36.38,764,21
167,T167,T167,Tom Gillis,36.38,764,21
168,T167,T167,Luke List,36.38,764,21
169,170,170,Johnson Wagner,36.41,801,22
170,171,171,Nicolas Colsaerts,36.44,583,16
171,T172,T172,Michael Bradley,36.45,729,20
172,T172,T172,Ryo Ishikawa,36.45,802,22
173,174,174,Brandt Jobe,36.5,657,18
174,175,175,Geoff Ogilvy,36.53,694,19
175,176,176,Mike Weir,36.62,769,21
176,T177,T177,Scott Gardiner,36.64,806,22
177,T177,T177,Lucas Glover,36.64,806,22
178,179,179,Bobby Gates,36.72,661,18
179,180,180,Ben Curtis,37.21,707,19
