,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Mark Wilson,68.67,618,9
1,2,2,Brandt Snedeker,68.71,1168,17
2,3,3,Steve Stricker,68.83,826,12
3,4,4,Nicholas Thompson,69.43,1458,21
4,5,5,Morgan Hoffmann,69.46,903,13
5,6,6,Tim Clark,69.5,834,12
6,7,7,Kevin Stadler,69.63,1114,16
7,8,8,Rory Sabbatini,69.65,1184,17
8,9,9,Jeff Maggert,69.75,837,12
9,10,10,Jim Furyk,69.78,1256,18
10,11,11,Richard Lee,69.88,1118,16
11,12,12,Vaughn Taylor,69.89,629,9
12,13,13,Tag Ridings,69.9,699,10
13,14,14,Greg Chalmers,69.92,909,13
14,15,15,Matt Jones,69.94,1259,18
15,T16,T16,Luke Donald,70.0,910,13
16,T16,T16,Chez Reavie,70.0,980,14
17,18,18,Graham DeLaet,70.05,1471,21
18,19,19,John Merrick,70.12,1192,17
19,20,20,Alistair Presnell,70.13,561,8
20,21,21,Brian Stuard,70.14,982,14
21,22,22,Justin Leonard,70.16,1333,19
22,T23,T23,Ben Crane,70.18,772,11
23,T23,T23,Matt Kuchar,70.18,1544,22
24,25,25,Aaron Watkins,70.2,351,5
25,T26,T26,Jason Bohn,70.25,843,12
26,T26,T26,Brendan Steele,70.25,1124,16
27,T26,T26,Daniel Summerhays,70.25,1124,16
28,T29,T29,Luke Guthrie,70.29,984,14
29,T29,T29,Chris Kirk,70.29,1476,21
30,31,31,Aaron Baddeley,70.3,703,10
31,T32,T32,James Hahn,70.33,844,12
32,T32,T32,Brian Harman,70.33,1055,15
33,T32,T32,Eric Meierdierks,70.33,422,6
34,T32,T32,Ryan Palmer,70.33,1266,18
35,T32,T32,Rod Pampling,70.33,422,6
36,37,37,Rickie Fowler,70.35,1196,17
37,38,38,Ricky Barnes,70.36,774,11
38,39,39,Webb Simpson,70.38,1478,21
39,T40,T40,Matt Every,70.39,1267,18
40,T40,T40,Charles Howell III,70.39,1267,18
41,T40,T40,Phil Mickelson,70.39,1267,18
42,T43,T43,Stephen Ames,70.43,493,7
43,T43,T43,Andrew Svoboda,70.43,493,7
44,T45,T45,Cameron Tringale,70.44,1127,16
45,T45,T45,Y.E. Yang,70.44,634,9
46,47,47,Roberto Castro,70.45,1409,20
47,T48,T48,Charley Hoffman,70.47,1339,19
48,T48,T48,Tiger Woods,70.47,1057,15
49,T50,T50,Lucas Glover,70.5,705,10
50,T50,T50,David Lingmerth,70.5,846,12
51,T50,T50,Darron Stiles,70.5,423,6
52,53,53,Ryan Moore,70.53,1058,15
53,54,54,Jerry Kelly,70.56,1129,16
54,55,55,Chris Stroud,70.6,1412,20
55,T56,T56,Sergio Garcia,70.63,1130,16
56,T56,T56,Bill Haas,70.63,1342,19
57,T58,T58,Brendon de Jonge,70.64,1766,25
58,T58,T58,Fabián Gómez,70.64,777,11
59,60,60,Keegan Bradley,70.65,1413,20
60,61,61,Robert Streb,70.67,848,12
61,62,62,Greg Owen,70.69,919,13
62,T63,T63,Kevin Chappell,70.71,1202,17
63,T63,T63,Jin Park,70.71,495,7
64,T63,T63,Lee Westwood,70.71,1202,17
65,T66,T66,Chad Campbell,70.73,1061,15
66,T66,T66,Billy Horschel,70.73,1556,22
67,T66,T66,Henrik Stenson,70.73,1061,15
68,69,69,Brian Davis,70.74,1344,19
69,T70,T70,Scott Langley,70.75,849,12
70,T70,T70,Ian Poulter,70.75,849,12
71,T70,T70,David Toms,70.75,566,8
72,T70,T70,Camilo Villegas,70.75,1132,16
73,74,74,Martin Flores,70.76,1203,17
74,T75,T75,Charlie Beljan,70.78,637,9
75,T75,T75,Kevin Streelman,70.78,1274,18
76,T75,T75,Jimmy Walker,70.78,1274,18
77,78,78,Nick Watney,70.79,1345,19
78,T79,T79,Jason Day,70.8,1416,20
79,T79,T79,Padraig Harrington,70.8,708,10
