,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Brown,66.5,133,2
1,2,2,Henrik Stenson,67.67,406,6
2,T3,T3,Chris Kirk,68.0,136,2
3,T3,T3,Jordan Spieth,68.0,544,8
4,5,5,Richard Lee,68.25,273,4
5,6,6,Martin Flores,68.33,205,3
6,7,7,Hunter Mahan,68.5,411,6
7,8,8,Tiger Woods,68.56,617,9
8,9,9,Andres Romero,68.57,480,7
9,10,10,Matt Kuchar,68.67,618,9
10,11,11,Brendon de Jonge,68.71,481,7
11,12,12,Charley Hoffman,68.8,344,5
12,13,13,Bill Haas,68.83,413,6
13,14,14,K.J. Choi,68.89,620,9
14,T15,T15,Colt Knost,69.0,276,4
15,T15,T15,William McGirt,69.0,138,2
16,T15,T15,Adam Scott,69.0,414,6
17,T15,T15,Shawn Stefani,69.0,414,6
18,T15,T15,D.J. Trahan,69.0,345,5
19,20,20,Steve Stricker,69.17,415,6
20,T21,T21,David Hearn,69.33,416,6
21,T21,T21,Darron Stiles,69.33,208,3
22,T23,T23,Sergio Garcia,69.4,347,5
23,T23,T23,Jeff Maggert,69.4,347,5
24,25,25,Phil Mickelson,69.44,625,9
25,T26,T26,Rory McIlroy,69.5,417,6
26,T26,T26,John Rollins,69.5,417,6
27,T26,T26,Chris Stroud,69.5,417,6
28,T29,T29,Bud Cauley,69.6,348,5
29,T29,T29,Rory Sabbatini,69.6,348,5
30,31,31,Martin Laird,69.67,209,3
31,32,32,Charles Howell III,69.71,488,7
32,T33,T33,Stuart Appleby,69.75,558,8
33,T33,T33,Kevin Stadler,69.75,279,4
34,35,35,Bob Estes,69.8,349,5
35,36,36,Fabián Gómez,69.83,419,6
36,T37,T37,Sangmoon Bae,70.0,350,5
37,T37,T37,Michael Bradley,70.0,70,1
38,T37,T37,Brian Davis,70.0,490,7
39,T37,T37,Zach Johnson,70.0,350,5
40,T37,T37,Doug LaBelle II,70.0,350,5
41,T37,T37,Justin Rose,70.0,630,9
42,T37,T37,Andrew Svoboda,70.0,280,4
43,T37,T37,Bubba Watson,70.0,700,10
44,T45,T45,Greg Chalmers,70.13,561,8
45,T45,T45,Jeff Overton,70.13,561,8
46,T47,T47,Jason Dufner,70.2,702,10
47,T47,T47,Brad Fritsch,70.2,351,5
48,49,49,Dustin Johnson,70.33,633,9
49,50,50,Harris English,70.36,774,11
50,T51,T51,Brian Gay,70.43,493,7
51,T51,T51,David Mathis,70.43,493,7
52,T53,T53,Morgan Hoffmann,70.5,141,2
53,T53,T53,Ben Kohles,70.5,282,4
54,T53,T53,Steve LeBrun,70.5,282,4
55,T53,T53,Ryan Moore,70.5,282,4
56,T53,T53,David Toms,70.5,282,4
57,T58,T58,Ben Crane,70.6,353,5
58,T58,T58,James Driscoll,70.6,353,5
59,T58,T58,J.J. Henry,70.6,353,5
60,T58,T58,Daniel Summerhays,70.6,353,5
61,T62,T62,Steven Bowditch,70.67,424,6
62,T62,T62,Freddie Jacobson,70.67,212,3
63,T62,T62,Ian Poulter,70.67,424,6
64,T62,T62,Vaughn Taylor,70.67,212,3
65,66,66,Jim Furyk,70.71,495,7
66,T67,T67,Martin Kaymer,70.75,283,4
67,T67,T67,D.H. Lee,70.75,283,4
68,T67,T67,Marc Leishman,70.75,283,4
69,T67,T67,Chez Reavie,70.75,283,4
70,T67,T67,Aaron Watkins,70.75,283,4
71,T67,T67,Gary Woodland,70.75,283,4
72,T73,T73,Chad Campbell,70.83,425,6
73,T73,T73,Lee Westwood,70.83,425,6
74,T75,T75,Roberto Castro,70.86,496,7
75,T75,T75,James Hahn,70.86,496,7
76,77,77,Charl Schwartzel,70.89,638,9
77,T78,T78,Stephen Ames,71.0,284,4
78,T78,T78,Ángel Cabrera,71.0,355,5
79,T78,T78,Graham DeLaet,71.0,426,6
80,T78,T78,Derek Ernst,71.0,426,6
81,T78,T78,Bryce Molder,71.0,355,5
82,T78,T78,Cameron Percy,71.0,213,3
83,T78,T78,Kyle Stanley,71.0,355,5
84,T78,T78,Cameron Tringale,71.0,355,5
85,86,86,Justin Hicks,71.11,640,9
86,T87,T87,Camilo Villegas,71.14,498,7
87,T87,T87,Nick Watney,71.14,498,7
88,T87,T87,Charlie Wi,71.14,498,7
89,T90,T90,Matt Jones,71.17,427,6
90,T90,T90,Justin Leonard,71.17,427,6
91,T90,T90,Boo Weekley,71.17,427,6
92,T90,T90,Mark Wilson,71.17,427,6
93,T94,T94,Pat Perez,71.2,356,5
94,T94,T94,Bo Van Pelt,71.2,356,5
95,T96,T96,Ryan Palmer,71.25,570,8
96,T96,T96,Nicholas Thompson,71.25,570,8
97,T98,T98,Jason Kokrak,71.33,428,6
98,T98,T98,"Ted Potter, Jr.",71.33,214,3
99,100,100,Kevin Streelman,71.38,571,8
100,101,101,Trevor Immelman,71.4,357,5
101,102,102,Josh Teater,71.43,500,7
102,T103,T103,Rickie Fowler,71.44,643,9
103,T103,T103,Brandt Snedeker,71.44,643,9
104,T105,T105,Luke Guthrie,71.5,572,8
105,T105,T105,Henrik Norlander,71.5,429,6
106,107,107,Matt Every,71.55,787,11
107,T108,T108,Jason Bohn,71.57,501,7
108,T108,T108,Erik Compton,71.57,501,7
109,T108,T108,Ernie Els,71.57,501,7
110,111,111,David Lynn,71.6,358,5
111,T112,T112,Troy Matteson,71.67,215,3
112,T112,T112,Greg Owen,71.67,215,3
113,T112,T112,Brendan Steele,71.67,430,6
114,115,115,Keegan Bradley,71.73,789,11
115,T116,T116,Billy Horschel,71.75,861,12
116,T116,T116,Jerry Kelly,71.75,287,4
117,T118,T118,Justin Bolli,71.8,359,5
118,T118,T118,Lucas Glover,71.8,359,5
119,T118,T118,George McNeill,71.8,359,5
120,T118,T118,Scott Stallings,71.8,359,5
121,122,122,Padraig Harrington,71.83,431,6
122,123,123,Jason Day,71.86,503,7
123,T124,T124,Will Claxton,71.89,647,9
124,T124,T124,Brian Harman,71.89,647,9
125,T126,T126,Stewart Cink,72.0,504,7
126,T126,T126,Ben Curtis,72.0,432,6
127,T126,T126,David Lingmerth,72.0,288,4
128,T126,T126,John Merrick,72.0,72,1
129,T126,T126,Sean O'Hair,72.0,360,5
130,T126,T126,Johnson Wagner,72.0,360,5
131,T126,T126,Lee Williams,72.0,432,6
132,T126,T126,Y.E. Yang,72.0,360,5
133,134,134,John Senden,72.17,433,6
134,135,135,Jin Park,72.2,361,5
135,T136,T136,Aaron Baddeley,72.25,289,4
136,T136,T136,Robert Garrigus,72.25,578,8
137,T136,T136,Peter Hanson,72.25,289,4
138,T136,T136,Dicky Pride,72.25,289,4
139,T136,T136,Webb Simpson,72.25,578,8
140,T141,T141,Tim Herron,72.33,217,3
141,T141,T141,Seung-Yul Noh,72.33,651,9
142,143,143,Jim Herman,72.4,362,5
143,T144,T144,Kevin Chappell,72.5,145,2
144,T144,T144,Rod Pampling,72.5,290,4
145,T144,T144,Brian Stuard,72.5,435,6
146,147,147,Robert Allenby,72.67,436,6
147,148,148,John Huh,72.71,509,7
148,T149,T149,Ricky Barnes,72.75,291,4
149,T149,T149,Russell Henley,72.75,291,4
150,151,151,Tommy Gainey,72.78,655,9
151,152,152,D.A. Points,72.83,437,6
152,T153,T153,Scott Langley,73.0,438,6
153,T153,T153,Eric Meierdierks,73.0,365,5
154,T153,T153,Carl Pettersson,73.0,365,5
155,T153,T153,Tag Ridings,73.0,365,5
156,T153,T153,Vijay Singh,73.0,292,4
157,T158,T158,Tim Clark,73.17,439,6
158,T158,T158,Robert Karlsson,73.17,439,6
159,T158,T158,Graeme McDowell,73.17,439,6
160,161,161,Brandt Jobe,73.29,513,7
161,162,162,Luke Donald,73.33,220,3
162,163,163,Nicolas Colsaerts,73.38,587,8
163,T164,T164,Alistair Presnell,73.5,294,4
164,T164,T164,Jimmy Walker,73.5,294,4
165,166,166,Luke List,73.56,662,9
166,167,167,Tom Gillis,73.67,442,6
167,T168,T168,Scott Piercy,73.71,516,7
168,T168,T168,Mike Weir,73.71,516,7
169,170,170,Bobby Gates,73.75,295,4
170,171,171,Patrick Reed,73.83,443,6
171,T172,T172,Charlie Beljan,74.0,148,2
172,T172,T172,Casey Wittenberg,74.0,296,4
173,174,174,Scott Gardiner,74.17,445,6
174,175,175,Ken Duke,74.2,371,5
175,176,176,Robert Streb,74.25,297,4
176,177,177,Michael Thompson,74.4,372,5
177,178,178,Jonas Blixt,74.43,521,7
178,179,179,Ryo Ishikawa,74.67,448,6
179,180,180,Geoff Ogilvy,76.0,304,4
