,First_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_4_Scoring_Average_ROUNDS,First_Tee_Late_Par_4_Scoring_Average_AVG,First_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Steve Stricker,51,3.96,1490,376
1,T2,T2,Brian Gay,79,3.97,592,149
2,T2,T2,Jordan Spieth,82,3.97,1714,432
3,T4,T4,Bill Haas,85,3.98,1819,457
4,T4,T4,David Hearn,88,3.98,963,242
5,T4,T4,Tim Herron,45,3.98,505,127
6,T4,T4,Richard Lee,81,3.98,785,197
7,T4,T4,Jeff Maggert,63,3.98,644,162
8,T4,T4,Rory Sabbatini,86,3.98,1174,295
9,T4,T4,Shawn Stefani,63,3.98,636,160
10,T11,T11,Michael Bradley,56,3.99,347,87
11,T11,T11,Graham DeLaet,94,3.99,1635,410
12,T11,T11,Jason Dufner,78,3.99,1260,316
13,T11,T11,William McGirt,75,3.99,551,138
14,T11,T11,John Rollins,77,3.99,1256,315
15,T11,T11,Henrik Stenson,65,3.99,1367,343
16,T17,T17,Zach Johnson,84,4.0,1644,411
17,T17,T17,Chris Kirk,89,4.0,997,249
18,T17,T17,Brandt Snedeker,79,4.0,1728,432
19,T20,T20,Martin Flores,83,4.01,902,225
20,T20,T20,Russell Henley,80,4.01,879,219
21,T20,T20,Matt Kuchar,93,4.01,1954,487
22,T20,T20,Jeff Overton,78,4.01,999,249
23,T20,T20,Kevin Streelman,86,4.01,1284,320
24,T20,T20,Nicholas Thompson,99,4.01,1192,297
25,T26,T26,Charlie Beljan,62,4.02,534,133
26,T26,T26,Sergio Garcia,65,4.02,1503,374
27,T26,T26,Phil Mickelson,78,4.02,1755,437
28,T26,T26,Ryan Moore,72,4.02,1018,253
29,T26,T26,Patrick Reed,83,4.02,1150,286
30,T26,T26,Kevin Stadler,83,4.02,783,195
31,T26,T26,Vaughn Taylor,50,4.02,591,147
32,T26,T26,Tiger Woods,61,4.02,1518,378
33,T34,T34,Stuart Appleby,88,4.03,1129,280
34,T34,T34,Brad Fritsch,81,4.03,854,212
35,T34,T34,Fabián Gómez,65,4.03,903,224
36,T34,T34,Justin Hicks,79,4.03,1120,278
37,T34,T34,Charles Howell III,87,4.03,1401,348
38,T34,T34,Matt Jones,83,4.03,1036,257
39,T34,T34,Marc Leishman,77,4.03,1298,322
40,T34,T34,Hunter Mahan,91,4.03,1615,401
41,T34,T34,Justin Rose,62,4.03,1913,475
42,T34,T34,Adam Scott,61,4.03,1524,378
43,T34,T34,D.J. Trahan,48,4.03,722,179
44,T45,T45,Greg Chalmers,77,4.04,836,207
45,T45,T45,K.J. Choi,85,4.04,885,219
46,T45,T45,Harris English,95,4.04,1612,399
47,T45,T45,James Hahn,78,4.04,787,195
48,T45,T45,Charley Hoffman,84,4.04,1479,366
49,T45,T45,Billy Horschel,96,4.04,1778,440
50,T45,T45,David Lynn,70,4.04,991,245
51,T45,T45,Bryce Molder,82,4.04,752,186
52,T45,T45,Chez Reavie,72,4.04,900,223
53,T45,T45,Brian Stuard,78,4.04,1033,256
54,T45,T45,Aaron Watkins,46,4.04,517,128
55,T45,T45,Boo Weekley,100,4.04,1318,326
56,T57,T57,Sangmoon Bae,83,4.05,947,234
57,T57,T57,Jason Bohn,70,4.05,704,174
58,T57,T57,Kevin Chappell,80,4.05,725,179
59,T57,T57,Matt Every,89,4.05,1376,340
60,T57,T57,Morgan Hoffmann,64,4.05,839,207
61,T57,T57,Martin Laird,68,4.05,547,135
62,T57,T57,Webb Simpson,92,4.05,1904,470
63,T57,T57,Chris Stroud,88,4.05,1041,257
64,T57,T57,Jimmy Walker,84,4.05,875,216
65,T57,T57,Lee Westwood,70,4.05,1280,316
66,T67,T67,Jonas Blixt,76,4.06,963,237
67,T67,T67,Justin Bolli,59,4.06,650,160
68,T67,T67,Keegan Bradley,88,4.06,2105,519
69,T67,T67,Roberto Castro,97,4.06,1477,364
70,T67,T67,Ken Duke,87,4.06,836,206
71,T67,T67,Ernie Els,63,4.06,1059,261
72,T67,T67,Bob Estes,66,4.06,864,213
73,T67,T67,Robert Garrigus,69,4.06,868,214
74,T67,T67,Lucas Glover,65,4.06,910,224
75,T67,T67,Brian Harman,89,4.06,1129,278
76,T67,T67,J.J. Henry,83,4.06,868,214
77,T67,T67,Trevor Immelman,73,4.06,645,159
78,T67,T67,Dustin Johnson,71,4.06,1424,351
79,T67,T67,Jason Kokrak,78,4.06,1215,299
80,T67,T67,Doug LaBelle II,72,4.06,661,163
81,T67,T67,David Lingmerth,68,4.06,849,209
82,T67,T67,Rory McIlroy,56,4.06,1227,302
83,T67,T67,John Merrick,79,4.06,780,192
84,T67,T67,"Ted Potter, Jr.",65,4.06,929,229
85,T67,T67,Daniel Summerhays,83,4.06,1276,314
86,T67,T67,Cameron Tringale,80,4.06,775,191
87,T67,T67,Nick Watney,88,4.06,1389,342
88,T67,T67,Mark Wilson,56,4.06,739,182
89,T90,T90,Ricky Barnes,74,4.07,700,172
90,T90,T90,Chad Campbell,78,4.07,818,201
91,T90,T90,Brendon de Jonge,110,4.07,1586,390
92,T90,T90,Bobby Gates,49,4.07,643,158
93,T90,T90,Colt Knost,69,4.07,436,107
94,T90,T90,Steve LeBrun,66,4.07,598,147
95,T90,T90,Greg Owen,73,4.07,651,160
96,T90,T90,Pat Perez,69,4.07,904,222
97,T90,T90,D.A. Points,87,4.07,1094,269
98,T90,T90,Dicky Pride,71,4.07,627,154
99,T90,T90,Josh Teater,86,4.07,931,229
100,T90,T90,Bubba Watson,76,4.07,1632,401
101,T90,T90,Lee Williams,62,4.07,603,148
102,T103,T103,Scott Brown,65,4.08,542,133
103,T103,T103,Erik Compton,74,4.08,1236,303
104,T103,T103,Brian Davis,91,4.08,1327,325
105,T103,T103,Luke Donald,60,4.08,1158,284
106,T103,T103,James Driscoll,76,4.08,1052,258
107,T103,T103,Jim Furyk,80,4.08,1534,376
108,T103,T103,Scott Gardiner,61,4.08,535,131
109,T103,T103,Robert Karlsson,56,4.08,563,138
110,T103,T103,Jerry Kelly,75,4.08,874,214
111,T103,T103,Scott Langley,79,4.08,812,199
112,T103,T103,D.H. Lee,65,4.08,808,198
113,T103,T103,Charl Schwartzel,69,4.08,1485,364
114,T115,T115,Stewart Cink,71,4.09,956,234
115,T115,T115,Jason Day,86,4.09,1389,340
116,T115,T115,John Huh,88,4.09,1227,300
117,T115,T115,Graeme McDowell,53,4.09,1036,253
118,T115,T115,Andres Romero,63,4.09,854,209
119,T115,T115,Scott Stallings,79,4.09,769,188
120,T115,T115,Brendan Steele,86,4.09,790,193
121,T115,T115,David Toms,49,4.09,589,144
122,T115,T115,Bo Van Pelt,72,4.09,789,193
123,T124,T124,Will Claxton,67,4.1,743,181
124,T124,T124,Ben Crane,62,4.1,845,206
125,T124,T124,Tommy Gainey,84,4.1,1005,245
126,T124,T124,Freddie Jacobson,63,4.1,758,185
127,T124,T124,Troy Matteson,68,4.1,845,206
128,T124,T124,Ryan Palmer,79,4.1,1087,265
129,T124,T124,Cameron Percy,68,4.1,484,118
130,T124,T124,Ian Poulter,59,4.1,1173,286
131,T124,T124,Tag Ridings,69,4.1,889,217
132,T124,T124,Vijay Singh,61,4.1,722,176
133,T124,T124,Casey Wittenberg,72,4.1,869,212
134,T135,T135,Robert Allenby,58,4.11,448,109
135,T135,T135,Stephen Ames,49,4.11,621,151
136,T135,T135,Steven Bowditch,67,4.11,723,176
137,T135,T135,Ángel Cabrera,73,4.11,1289,314
138,T135,T135,Derek Ernst,58,4.11,505,123
139,T135,T135,Rickie Fowler,75,4.11,1491,363
140,T135,T135,Justin Leonard,86,4.11,900,219
141,T135,T135,Seung-Yul Noh,71,4.11,649,158
142,T135,T135,Scott Piercy,78,4.11,941,229
143,T135,T135,Darron Stiles,51,4.11,407,99
144,T135,T135,Camilo Villegas,79,4.11,1146,279
145,T146,T146,Luke Guthrie,82,4.12,1373,333
146,T146,T146,Geoff Ogilvy,57,4.12,478,116
147,T146,T146,Rod Pampling,46,4.12,441,107
148,T146,T146,Jin Park,52,4.12,482,117
149,T146,T146,John Senden,79,4.12,898,218
150,T146,T146,Robert Streb,75,4.12,778,189
151,T146,T146,Charlie Wi,75,4.12,980,238
152,T153,T153,Ben Curtis,59,4.13,673,163
153,T153,T153,Jim Herman,59,4.13,950,230
154,T153,T153,Ben Kohles,75,4.13,826,200
155,T153,T153,David Mathis,71,4.13,780,189
156,T153,T153,Kyle Stanley,71,4.13,950,230
157,T153,T153,Andrew Svoboda,46,4.13,491,119
158,T159,T159,Nicolas Colsaerts,50,4.14,824,199
159,T159,T159,Ryo Ishikawa,72,4.14,807,195
160,T159,T159,Martin Kaymer,61,4.14,890,215
161,T159,T159,Alistair Presnell,59,4.14,795,192
162,T163,T163,Aaron Baddeley,68,4.15,560,135
163,T163,T163,Bud Cauley,67,4.15,713,172
164,T163,T163,Tom Gillis,69,4.15,884,213
165,T163,T163,George McNeill,68,4.15,752,181
166,T163,T163,Eric Meierdierks,48,4.15,585,141
167,T163,T163,Sean O'Hair,56,4.15,738,178
168,T163,T163,Johnson Wagner,64,4.15,735,177
169,T170,T170,Tim Clark,64,4.16,845,203
170,T170,T170,Henrik Norlander,70,4.16,586,141
171,T170,T170,Gary Woodland,94,4.16,1284,309
172,173,173,Y.E. Yang,56,4.17,584,140
173,T174,T174,Peter Hanson,45,4.18,635,152
174,T174,T174,Padraig Harrington,52,4.18,803,192
175,T174,T174,Brandt Jobe,62,4.18,610,146
176,T174,T174,Carl Pettersson,82,4.18,355,85
177,T174,T174,Mike Weir,60,4.18,694,166
178,179,179,Michael Thompson,66,4.2,676,161
179,180,180,Luke List,65,4.21,627,149
