,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Charl Schwartzel,69,3.87,344,89
1,2,2,Freddie Jacobson,63,3.88,163,42
2,T3,T3,Keegan Bradley,88,3.89,1019,262
3,T3,T3,Justin Rose,62,3.89,509,131
4,T5,T5,Jason Dufner,78,3.9,526,135
5,T5,T5,Hunter Mahan,91,3.9,585,150
6,T5,T5,Geoff Ogilvy,57,3.9,390,100
7,T8,T8,Charles Howell III,87,3.91,598,153
8,T8,T8,Steve Stricker,51,3.91,297,76
9,10,10,Chris Kirk,89,3.92,419,107
10,T11,T11,Brian Gay,79,3.93,597,152
11,T11,T11,Chez Reavie,72,3.93,605,154
12,T11,T11,Chris Stroud,88,3.93,785,200
13,T14,T14,Jim Furyk,80,3.94,618,157
14,T14,T14,Bill Haas,85,3.94,559,142
15,T14,T14,Matt Jones,83,3.94,669,170
16,T14,T14,William McGirt,75,3.94,449,114
17,T14,T14,Ian Poulter,59,3.94,382,97
18,T19,T19,Roberto Castro,97,3.95,537,136
19,T19,T19,Pat Perez,69,3.95,581,147
20,T19,T19,Webb Simpson,92,3.95,782,198
21,22,22,George McNeill,68,3.96,753,190
22,T23,T23,Martin Kaymer,61,3.97,449,113
23,T23,T23,Justin Leonard,86,3.97,882,222
24,T23,T23,Ryan Palmer,79,3.97,643,162
25,T23,T23,Carl Pettersson,82,3.97,349,88
26,T27,T27,Brendon de Jonge,110,3.98,927,233
27,T27,T27,Luke Donald,60,3.98,510,128
28,T27,T27,Russell Henley,80,3.98,509,128
29,T27,T27,Charley Hoffman,84,3.98,733,184
30,T27,T27,Zach Johnson,84,3.98,486,122
31,T27,T27,Jerry Kelly,75,3.98,498,125
32,T27,T27,Matt Kuchar,93,3.98,912,229
33,T27,T27,John Merrick,79,3.98,338,85
34,T27,T27,Rod Pampling,46,3.98,426,107
35,T27,T27,Kevin Stadler,83,3.98,477,120
36,T27,T27,Brendan Steele,86,3.98,661,166
37,T27,T27,Nicholas Thompson,99,3.98,812,204
38,T27,T27,Tiger Woods,61,3.98,557,140
39,T40,T40,Erik Compton,74,3.99,755,189
40,T40,T40,Jason Day,86,3.99,650,163
41,T40,T40,Luke Guthrie,82,3.99,771,193
42,T40,T40,Jim Herman,59,3.99,375,94
43,T40,T40,David Lingmerth,68,3.99,587,147
44,T40,T40,Tag Ridings,69,3.99,571,143
45,T40,T40,Bo Van Pelt,72,3.99,650,163
46,T40,T40,Camilo Villegas,79,3.99,841,211
47,T40,T40,Nick Watney,88,3.99,651,163
48,T40,T40,Lee Westwood,70,3.99,534,134
49,T50,T50,Ben Curtis,59,4.0,436,109
50,T50,T50,Bob Estes,66,4.0,684,171
51,T50,T50,Matt Every,89,4.0,1033,258
52,T50,T50,Rickie Fowler,75,4.0,865,216
53,T50,T50,Brian Harman,89,4.0,852,213
54,T50,T50,Morgan Hoffmann,64,4.0,412,103
55,T50,T50,Billy Horschel,96,4.0,1007,252
56,T50,T50,Martin Laird,68,4.0,404,101
57,T50,T50,Richard Lee,81,4.0,644,161
58,T50,T50,Graeme McDowell,53,4.0,476,119
59,T50,T50,Phil Mickelson,78,4.0,896,224
60,T61,T61,K.J. Choi,85,4.01,653,163
61,T61,T61,Graham DeLaet,94,4.01,690,172
62,T61,T61,Derek Ernst,58,4.01,542,135
63,T61,T61,John Huh,88,4.01,609,152
64,T61,T61,Steve LeBrun,66,4.01,553,138
65,T61,T61,Jeff Maggert,63,4.01,650,162
66,T61,T61,Eric Meierdierks,48,4.01,429,107
67,T61,T61,Dicky Pride,71,4.01,613,153
68,T61,T61,Brandt Snedeker,79,4.01,658,164
69,T61,T61,Jordan Spieth,82,4.01,609,152
70,T61,T61,Henrik Stenson,65,4.01,349,87
