,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Justin Bolli,34.0,136,4
1,T1,T1,Scott Stallings,34.0,408,12
2,T1,T1,Aaron Watkins,34.0,102,3
3,T4,T4,Jason Bohn,34.25,411,12
4,T4,T4,David Toms,34.25,274,8
5,6,6,Jordan Spieth,34.28,617,18
6,7,7,Robert Streb,34.36,378,11
7,8,8,Bryce Molder,34.41,585,17
8,9,9,Brian Stuard,34.42,413,12
9,T10,T10,Stephen Ames,34.5,207,6
10,T10,T10,Jimmy Walker,34.5,621,18
11,12,12,Mike Weir,34.57,242,7
12,13,13,Keegan Bradley,34.58,657,19
13,14,14,William McGirt,34.62,450,13
14,15,15,D.H. Lee,34.64,381,11
15,T16,T16,Justin Rose,34.71,486,14
16,T16,T16,D.J. Trahan,34.71,243,7
17,T18,T18,Matt Jones,34.76,591,17
18,T18,T18,Nick Watney,34.76,591,17
19,T20,T20,Ricky Barnes,34.78,313,9
20,T20,T20,Jim Herman,34.78,313,9
21,22,22,Brendon de Jonge,34.8,870,25
22,23,23,Cameron Tringale,34.81,557,16
23,T24,T24,Jason Day,34.85,697,20
24,T24,T24,Doug LaBelle II,34.85,453,13
25,T24,T24,Rory McIlroy,34.85,453,13
26,27,27,Rory Sabbatini,34.87,523,15
27,28,28,Brandt Snedeker,34.88,558,16
28,29,29,Seung-Yul Noh,34.89,314,9
29,T30,T30,Morgan Hoffmann,34.91,384,11
30,T30,T30,Jeff Maggert,34.91,384,11
31,T30,T30,Michael Thompson,34.91,384,11
32,33,33,Jason Kokrak,34.92,454,13
33,34,34,Henrik Stenson,34.93,524,15
34,T35,T35,Derek Ernst,35.0,245,7
35,T35,T35,Tim Herron,35.0,245,7
36,T35,T35,Zach Johnson,35.0,630,18
37,T35,T35,Luke List,35.0,280,8
38,T35,T35,Jin Park,35.0,175,5
39,T35,T35,Patrick Reed,35.0,490,14
40,T35,T35,John Rollins,35.0,455,13
41,T35,T35,Boo Weekley,35.0,805,23
42,T43,T43,Martin Flores,35.06,561,16
43,T43,T43,Charles Howell III,35.06,631,18
44,T43,T43,Phil Mickelson,35.06,631,18
45,46,46,Stewart Cink,35.08,456,13
46,47,47,Dicky Pride,35.1,351,10
47,48,48,Bud Cauley,35.11,316,9
48,T49,T49,Matt Every,35.13,527,15
49,T49,T49,Jeff Overton,35.13,562,16
50,51,51,Matt Kuchar,35.14,738,21
51,T52,T52,Chris Kirk,35.15,703,20
52,T52,T52,George McNeill,35.15,457,13
53,T54,T54,Roberto Castro,35.16,668,19
54,T54,T54,Webb Simpson,35.16,668,19
55,T56,T56,Charlie Beljan,35.17,211,6
56,T56,T56,Freddie Jacobson,35.17,422,12
57,T58,T58,Steven Bowditch,35.18,387,11
58,T58,T58,David Lingmerth,35.18,387,11
59,T58,T58,Shawn Stefani,35.18,387,11
60,T61,T61,Robert Allenby,35.2,176,5
61,T61,T61,Kevin Stadler,35.2,528,15
62,T63,T63,"Ted Potter, Jr.",35.22,317,9
63,T63,T63,Kevin Streelman,35.22,634,18
64,T65,T65,Billy Horschel,35.23,775,22
65,T65,T65,Martin Laird,35.23,458,13
66,67,67,Hunter Mahan,35.24,599,17
67,T68,T68,Russell Henley,35.25,564,16
68,T68,T68,Greg Owen,35.25,423,12
69,T70,T70,Jerry Kelly,35.27,529,15
70,T70,T70,Adam Scott,35.27,529,15
71,T70,T70,Steve Stricker,35.27,388,11
72,T70,T70,Camilo Villegas,35.27,529,15
73,74,74,Scott Gardiner,35.29,247,7
74,75,75,Aaron Baddeley,35.3,353,10
75,76,76,Bubba Watson,35.31,565,16
76,T77,T77,Marc Leishman,35.33,530,15
77,T77,T77,Tag Ridings,35.33,318,9
78,79,79,Brian Davis,35.35,601,17
79,80,80,Bo Van Pelt,35.36,495,14
80,T81,T81,Ben Crane,35.38,283,8
81,T81,T81,Graham DeLaet,35.38,743,21
82,T81,T81,Luke Donald,35.38,460,13
83,T81,T81,Ernie Els,35.38,460,13
84,T81,T81,Robert Karlsson,35.38,283,8
85,T81,T81,Brendan Steele,35.38,566,16
86,87,87,Tiger Woods,35.4,531,15
87,88,88,David Hearn,35.41,602,17
88,89,89,Justin Leonard,35.42,673,19
89,T90,T90,Brian Harman,35.43,496,14
90,T90,T90,Scott Piercy,35.43,496,14
91,92,92,Andres Romero,35.44,319,9
92,T93,T93,Tim Clark,35.45,390,11
93,T93,T93,Tom Gillis,35.45,390,11
94,95,95,Jonas Blixt,35.46,461,13
95,T96,T96,K.J. Choi,35.47,674,19
96,T96,T96,Chris Stroud,35.47,603,17
97,98,98,Harris English,35.48,745,21
98,T99,T99,Erik Compton,35.5,426,12
99,T99,T99,Ryan Moore,35.5,497,14
100,T99,T99,Rod Pampling,35.5,213,6
101,T99,T99,Chez Reavie,35.5,497,14
102,T99,T99,Lee Williams,35.5,284,8
103,104,104,Kevin Chappell,35.53,533,15
104,105,105,James Driscoll,35.54,462,13
105,106,106,Ian Poulter,35.55,391,11
106,T107,T107,Stuart Appleby,35.56,640,18
107,T107,T107,Sangmoon Bae,35.56,569,16
108,T107,T107,Fabián Gómez,35.56,320,9
109,T107,T107,Graeme McDowell,35.56,320,9
110,T107,T107,Y.E. Yang,35.56,320,9
111,112,112,Dustin Johnson,35.57,498,14
112,113,113,Jason Dufner,35.59,605,17
113,T114,T114,Steve LeBrun,35.6,356,10
114,T114,T114,Darron Stiles,35.6,178,5
115,116,116,Chad Campbell,35.62,463,13
116,117,117,Scott Brown,35.64,392,11
117,118,118,Bill Haas,35.65,606,17
118,T119,T119,Rickie Fowler,35.67,535,15
119,T119,T119,Robert Garrigus,35.67,428,12
120,T119,T119,Bobby Gates,35.67,107,3
121,T119,T119,J.J. Henry,35.67,535,15
122,T119,T119,Ryo Ishikawa,35.67,428,12
123,T119,T119,Johnson Wagner,35.67,214,6
124,T125,T125,John Merrick,35.69,571,16
125,T125,T125,Charl Schwartzel,35.69,571,16
126,127,127,David Mathis,35.7,357,10
127,128,128,Mark Wilson,35.71,250,7
128,129,129,John Huh,35.73,536,15
129,130,130,Ángel Cabrera,35.75,572,16
130,131,131,Ryan Palmer,35.76,608,17
131,132,132,Charlie Wi,35.77,465,13
132,T133,T133,D.A. Points,35.8,537,15
133,T133,T133,Kyle Stanley,35.8,358,10
134,135,135,Brian Gay,35.81,573,16
135,136,136,Brandt Jobe,35.82,394,11
136,137,137,Jim Furyk,35.83,645,18
137,T138,T138,Martin Kaymer,35.85,466,13
138,T138,T138,Pat Perez,35.85,466,13
139,140,140,Peter Hanson,35.88,287,8
140,141,141,Troy Matteson,35.89,323,9
141,T142,T142,Greg Chalmers,35.92,467,13
142,T142,T142,James Hahn,35.92,431,12
143,144,144,Ken Duke,35.93,539,15
144,T145,T145,Michael Bradley,36.0,180,5
145,T145,T145,Tommy Gainey,36.0,432,12
146,T145,T145,Luke Guthrie,36.0,504,14
147,T145,T145,Padraig Harrington,36.0,324,9
148,T145,T145,Justin Hicks,36.0,504,14
149,T145,T145,Scott Langley,36.0,396,11
150,T145,T145,Daniel Summerhays,36.0,540,15
151,T145,T145,Vaughn Taylor,36.0,288,8
152,T145,T145,Lee Westwood,36.0,612,17
153,154,154,Bob Estes,36.07,541,15
154,T155,T155,Ben Curtis,36.11,325,9
155,T155,T155,Geoff Ogilvy,36.11,325,9
156,157,157,Carl Pettersson,36.12,614,17
157,158,158,Alistair Presnell,36.14,253,7
158,T159,T159,Trevor Immelman,36.18,398,11
159,T159,T159,Henrik Norlander,36.18,398,11
160,T161,T161,Brad Fritsch,36.2,543,15
161,T161,T161,Sergio Garcia,36.2,543,15
162,163,163,Charley Hoffman,36.21,688,19
163,164,164,Colt Knost,36.22,326,9
164,165,165,Josh Teater,36.24,616,17
165,166,166,Ben Kohles,36.27,399,11
166,167,167,Gary Woodland,36.37,691,19
167,T168,T168,Will Claxton,36.38,291,8
168,T168,T168,Richard Lee,36.38,582,16
169,T170,T170,Lucas Glover,36.4,364,10
170,T170,T170,Andrew Svoboda,36.4,182,5
171,172,172,Nicholas Thompson,36.45,729,20
172,173,173,Eric Meierdierks,36.5,146,4
173,174,174,Vijay Singh,36.55,402,11
174,175,175,Nicolas Colsaerts,36.57,256,7
175,176,176,John Senden,36.73,551,15
176,177,177,Casey Wittenberg,36.75,294,8
177,178,178,David Lynn,36.85,479,13
178,179,179,Cameron Percy,36.92,480,13
179,180,180,Sean O'Hair,37.29,261,7
