,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,68.5,822,12
1,2,2,Tiger Woods,69.0,1035,15
2,3,3,Cameron Percy,69.11,1313,19
3,4,4,Jordan Spieth,69.3,1594,23
4,5,5,Adam Scott,69.4,1041,15
5,6,6,Bill Haas,69.46,1667,24
6,7,7,Henrik Stenson,69.47,1181,17
7,T8,T8,Charles Howell III,69.5,1668,24
8,T8,T8,Chris Kirk,69.5,1668,24
9,T10,T10,Brendon de Jonge,69.63,2089,30
10,T10,T10,Justin Rose,69.63,1114,16
11,12,12,Erik Compton,69.7,1603,23
12,13,13,Keegan Bradley,69.71,1673,24
13,14,14,Matt Kuchar,69.77,1535,22
14,15,15,Steven Bowditch,69.81,1466,21
15,16,16,Charlie Wi,69.86,1537,22
16,17,17,Jim Furyk,69.9,1468,21
17,T18,T18,Bob Estes,69.94,1259,18
18,T18,T18,Sergio Garcia,69.94,1119,16
19,20,20,George McNeill,69.95,1329,19
20,T21,T21,Martin Flores,69.96,1749,25
21,T21,T21,Gary Woodland,69.96,1679,24
22,23,23,Fabián Gómez,70.0,1540,22
23,24,24,Stuart Appleby,70.04,1681,24
24,25,25,Justin Hicks,70.09,1542,22
25,26,26,D.H. Lee,70.1,1402,20
26,27,27,K.J. Choi,70.13,1613,23
27,28,28,Bubba Watson,70.15,1403,20
28,T29,T29,Jason Dufner,70.24,1475,21
29,T29,T29,Chris Stroud,70.24,1756,25
30,31,31,Pat Perez,70.3,1406,20
31,32,32,Harris English,70.31,1828,26
32,T33,T33,Henrik Norlander,70.33,1477,21
33,T33,T33,Charl Schwartzel,70.33,1266,18
34,35,35,Phil Mickelson,70.38,1478,21
35,36,36,Richard Lee,70.41,1549,22
36,T37,T37,John Huh,70.43,1972,28
37,T37,T37,John Merrick,70.43,1620,23
38,T39,T39,Sangmoon Bae,70.44,1761,25
39,T39,T39,Martin Kaymer,70.44,1127,16
40,41,41,Boo Weekley,70.48,1903,27
41,T42,T42,Andres Romero,70.5,1410,20
42,T42,T42,Webb Simpson,70.5,1692,24
43,T44,T44,Doug LaBelle II,70.52,1481,21
44,T44,T44,Bryce Molder,70.52,1622,23
45,T46,T46,Chad Campbell,70.54,1693,24
46,T46,T46,David Hearn,70.54,1834,26
47,T46,T46,Kevin Stadler,70.54,1693,24
48,49,49,Roberto Castro,70.55,2046,29
49,T50,T50,Charley Hoffman,70.57,1623,23
50,T50,T50,Rory McIlroy,70.57,988,14
51,T50,T50,Josh Teater,70.57,1623,23
52,53,53,Cameron Tringale,70.58,1694,24
