,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
0,1,1,Steve Stricker,51,52.78,76,144
1,2,2,Keegan Bradley,88,51.92,135,260
2,3,3,Rory Sabbatini,86,51.61,128,248
3,4,4,Charl Schwartzel,69,51.47,105,204
4,5,5,Adam Scott,61,49.46,91,184
5,T6,T6,Phil Mickelson,78,48.98,120,245
6,T6,T6,Henrik Stenson,65,48.98,96,196
7,8,8,Tiger Woods,61,48.91,90,184
8,9,9,Charley Hoffman,84,48.89,132,270
9,10,10,Brandt Snedeker,79,48.61,122,251
10,11,11,Justin Rose,62,48.31,86,178
11,12,12,Graham DeLaet,94,48.3,142,294
12,13,13,Henrik Norlander,70,47.93,104,217
13,14,14,Billy Horschel,96,47.84,144,301
14,15,15,Steven Bowditch,67,47.8,98,205
15,16,16,Kevin Stadler,83,47.79,119,249
16,17,17,Matt Kuchar,93,47.78,129,270
17,18,18,James Hahn,78,47.77,118,247
18,19,19,Ryan Palmer,79,47.68,113,237
19,20,20,Hunter Mahan,91,47.41,128,270
20,21,21,Kyle Stanley,71,47.16,108,229
21,22,22,Jason Kokrak,78,46.99,117,249
22,23,23,Sergio Garcia,65,46.88,90,192
23,24,24,Jason Day,86,46.61,117,251
24,25,25,Andres Romero,63,46.6,89,191
25,26,26,Charles Howell III,87,45.99,126,274
26,27,27,Vaughn Taylor,50,45.77,65,142
27,28,28,Harris English,95,45.73,134,293
28,29,29,Boo Weekley,100,45.7,138,302
29,30,30,Gary Woodland,94,45.39,128,282
30,31,31,Brad Fritsch,81,45.34,112,247
31,32,32,Aaron Baddeley,68,45.29,101,223
32,33,33,Luke Guthrie,82,45.28,120,265
33,T34,T34,Rickie Fowler,75,45.22,104,230
34,T34,T34,Scott Piercy,78,45.22,104,230
35,36,36,Brendon de Jonge,110,45.16,154,341
36,T37,T37,Bud Cauley,67,45.1,92,204
37,T37,T37,Luke List,65,45.1,92,204
38,39,39,John Senden,79,44.84,113,252
39,40,40,Patrick Reed,83,44.71,114,255
40,41,41,Daniel Summerhays,83,44.69,122,273
41,42,42,Dustin Johnson,71,44.6,95,213
42,T43,T43,Matt Jones,83,44.49,117,263
43,T43,T43,Kevin Streelman,86,44.49,117,263
44,45,45,Bubba Watson,76,44.44,104,234
45,46,46,John Rollins,77,44.4,103,232
46,47,47,Roberto Castro,97,44.34,137,309
47,48,48,Ernie Els,63,44.27,85,192
48,49,49,Peter Hanson,45,44.26,54,122
49,50,50,Webb Simpson,92,43.94,116,264
50,51,51,Chad Campbell,78,43.93,105,239
51,52,52,Jordan Spieth,82,43.82,110,251
52,53,53,Jimmy Walker,84,43.73,122,279
53,54,54,Jim Herman,59,43.71,73,167
54,55,55,Cameron Tringale,80,43.68,114,261
55,56,56,Aaron Watkins,46,43.57,61,140
56,57,57,Scott Stallings,79,43.5,107,246
57,58,58,Shawn Stefani,63,43.46,83,191
58,59,59,Lucas Glover,65,43.26,93,215
59,60,60,Sean O'Hair,56,43.09,78,181
60,61,61,D.H. Lee,65,42.93,88,205
61,62,62,Fabián Gómez,65,42.92,91,212
62,T63,T63,Martin Flores,83,42.86,111,259
63,T63,T63,Robert Garrigus,69,42.86,93,217
64,T63,T63,Russell Henley,80,42.86,102,238
