,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Rod Pampling,34.17,205,6
1,2,2,Steve Stricker,34.33,412,12
2,3,3,Brandt Snedeker,34.41,585,17
3,4,4,Jeff Maggert,34.5,414,12
4,5,5,Graham DeLaet,34.57,726,21
5,6,6,Luke Donald,34.62,450,13
6,7,7,Alistair Presnell,34.63,277,8
7,T8,T8,Vaughn Taylor,34.67,312,9
8,T8,T8,Nicholas Thompson,34.67,728,21
9,10,10,Billy Horschel,34.68,763,22
10,11,11,Jimmy Walker,34.72,625,18
11,12,12,Aaron Baddeley,34.8,348,10
12,T13,T13,Matt Jones,34.83,627,18
13,T13,T13,David Lingmerth,34.83,418,12
14,T15,T15,Stephen Ames,34.86,244,7
15,T15,T15,Jin Park,34.86,244,7
16,T15,T15,Brian Stuard,34.86,488,14
17,18,18,Lee Westwood,34.88,593,17
18,T19,T19,Dustin Johnson,34.94,559,16
19,T19,T19,Rory Sabbatini,34.94,594,17
20,T21,T21,Justin Bolli,35.0,245,7
21,T21,T21,Rickie Fowler,35.0,595,17
22,T21,T21,Jim Furyk,35.0,630,18
23,T21,T21,Richard Lee,35.0,560,16
24,T21,T21,Tag Ridings,35.0,350,10
25,T21,T21,Jordan Spieth,35.0,630,18
26,T21,T21,Shawn Stefani,35.0,420,12
27,T21,T21,David Toms,35.0,280,8
28,T29,T29,David Hearn,35.05,666,19
29,T29,T29,Matt Kuchar,35.05,771,22
30,31,31,Morgan Hoffmann,35.08,456,13
31,32,32,Roberto Castro,35.1,702,20
32,T33,T33,Stuart Appleby,35.11,632,18
33,T33,T33,Charles Howell III,35.11,632,18
34,T33,T33,D.J. Trahan,35.11,316,9
35,36,36,John Merrick,35.12,597,17
36,T37,T37,Ryan Moore,35.13,527,15
37,T37,T37,Sean O'Hair,35.13,281,8
38,T39,T39,Justin Rose,35.14,492,14
39,T39,T39,Andrew Svoboda,35.14,246,7
40,41,41,Matt Every,35.17,633,18
41,T42,T42,Ben Crane,35.18,387,11
42,T42,T42,Brandt Jobe,35.18,387,11
43,44,44,Brendan Steele,35.19,563,16
44,T45,T45,Chez Reavie,35.21,493,14
45,T45,T45,Nick Watney,35.21,669,19
46,47,47,Phil Mickelson,35.22,634,18
47,48,48,Scott Langley,35.25,423,12
48,T49,T49,Bob Estes,35.27,529,15
49,T49,T49,Adam Scott,35.27,529,15
50,T51,T51,Luke Guthrie,35.29,494,14
51,T51,T51,Chris Kirk,35.29,741,21
52,T51,T51,William McGirt,35.29,494,14
53,54,54,"Ted Potter, Jr.",35.3,353,10
54,55,55,Cameron Tringale,35.31,565,16
55,T56,T56,Brendon de Jonge,35.32,883,25
56,T56,T56,Justin Leonard,35.32,671,19
57,T58,T58,Brian Harman,35.33,530,15
58,T58,T58,Ryan Palmer,35.33,636,18
59,T58,T58,Webb Simpson,35.33,742,21
60,T58,T58,Mark Wilson,35.33,318,9
61,62,62,Gary Woodland,35.36,778,22
62,T63,T63,Sergio Garcia,35.38,566,16
63,T63,T63,Daniel Summerhays,35.38,566,16
64,T63,T63,Camilo Villegas,35.38,566,16
65,T66,T66,Bobby Gates,35.4,177,5
66,T66,T66,Hunter Mahan,35.4,708,20
67,T66,T66,Tiger Woods,35.4,531,15
68,69,69,Martin Flores,35.41,602,17
69,70,70,Jason Bohn,35.42,425,12
70,71,71,Michael Thompson,35.45,390,11
71,72,72,Dicky Pride,35.46,461,13
72,T73,T73,Brian Davis,35.47,674,19
73,T73,T73,Henrik Norlander,35.47,532,15
74,T75,T75,Jason Day,35.5,710,20
75,T75,T75,Tommy Gainey,35.5,568,16
76,T75,T75,Jim Herman,35.5,355,10
77,T75,T75,Eric Meierdierks,35.5,213,6
78,T75,T75,Carl Pettersson,35.5,639,18
79,T75,T75,Ian Poulter,35.5,426,12
80,T75,T75,Chris Stroud,35.5,710,20
81,T82,T82,James Driscoll,35.53,533,15
82,T82,T82,Patrick Reed,35.53,604,17
83,T82,T82,Bubba Watson,35.53,604,17
84,T85,T85,Ángel Cabrera,35.56,569,16
85,T85,T85,J.J. Henry,35.56,569,16
86,T85,T85,Kevin Stadler,35.56,569,16
87,T85,T85,Kevin Streelman,35.56,640,18
88,89,89,Tim Clark,35.58,427,12
89,90,90,Harris English,35.59,783,22
90,91,91,Lucas Glover,35.6,356,10
91,T92,T92,Greg Chalmers,35.62,463,13
92,T92,T92,Martin Laird,35.62,463,13
93,T94,T94,K.J. Choi,35.63,677,19
94,T94,T94,D.A. Points,35.63,570,16
95,96,96,Boo Weekley,35.65,820,23
96,T97,T97,Charlie Beljan,35.67,321,9
97,T97,T97,Chad Campbell,35.67,535,15
98,T97,T97,Erik Compton,35.67,535,15
99,T97,T97,James Hahn,35.67,428,12
100,T97,T97,Trevor Immelman,35.67,428,12
101,102,102,Josh Teater,35.68,678,19
102,T103,T103,Ken Duke,35.69,571,16
103,T103,T103,Jerry Kelly,35.69,571,16
104,T103,T103,Jeff Overton,35.69,571,16
105,T106,T106,John Huh,35.71,607,17
106,T106,T106,John Rollins,35.71,500,14
107,T108,T108,Ricky Barnes,35.73,393,11
108,T108,T108,Justin Hicks,35.73,536,15
109,T108,T108,Henrik Stenson,35.73,536,15
110,T111,T111,Keegan Bradley,35.75,715,20
111,T111,T111,Scott Brown,35.75,429,12
112,T111,T111,Steve LeBrun,35.75,429,12
113,T111,T111,Robert Streb,35.75,429,12
114,115,115,Rory McIlroy,35.77,465,13
115,T116,T116,Jason Dufner,35.78,644,18
116,T116,T116,Derek Ernst,35.78,322,9
117,T116,T116,Colt Knost,35.78,322,9
118,T119,T119,Bill Haas,35.79,680,19
119,T119,T119,Charley Hoffman,35.79,680,19
120,T121,T121,Aaron Watkins,35.8,179,5
121,T121,T121,Casey Wittenberg,35.8,358,10
122,123,123,Sangmoon Bae,35.81,573,16
123,124,124,Troy Matteson,35.82,394,11
124,125,125,Scott Stallings,35.85,466,13
125,126,126,Scott Piercy,35.87,538,15
126,T127,T127,Zach Johnson,35.89,682,19
127,T127,T127,Mike Weir,35.89,323,9
128,T127,T127,Y.E. Yang,35.89,323,9
129,130,130,Lee Williams,35.9,359,10
130,131,131,Vijay Singh,35.92,431,12
