,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,T1,T1,Jim Furyk,80,28
1,T1,T1,Charley Hoffman,84,28
2,T1,T1,Phil Mickelson,78,28
3,T4,T4,Steven Bowditch,67,29
4,T4,T4,Russell Henley,80,29
5,T4,T4,Matt Jones,83,29
6,T4,T4,Marc Leishman,77,29
7,T4,T4,Patrick Reed,83,29
8,T4,T4,Adam Scott,61,29
9,T10,T10,Aaron Baddeley,68,30
10,T10,T10,Sangmoon Bae,83,30
11,T10,T10,Ricky Barnes,74,30
12,T10,T10,Ángel Cabrera,73,30
13,T10,T10,Kevin Chappell,80,30
14,T10,T10,Tim Clark,64,30
15,T10,T10,Erik Compton,74,30
16,T10,T10,Graham DeLaet,94,30
17,T10,T10,Harris English,95,30
18,T10,T10,Bob Estes,66,30
19,T10,T10,Rickie Fowler,75,30
20,T10,T10,Scott Gardiner,61,30
21,T10,T10,Robert Garrigus,69,30
22,T10,T10,Tom Gillis,69,30
23,T10,T10,Bill Haas,85,30
24,T10,T10,Peter Hanson,45,30
25,T10,T10,Tim Herron,45,30
26,T10,T10,Billy Horschel,96,30
27,T10,T10,John Huh,88,30
28,T10,T10,Martin Kaymer,61,30
29,T10,T10,Ben Kohles,75,30
30,T10,T10,Jason Kokrak,78,30
31,T10,T10,Matt Kuchar,93,30
32,T10,T10,Hunter Mahan,91,30
33,T10,T10,David Mathis,71,30
34,T10,T10,Troy Matteson,68,30
35,T10,T10,George McNeill,68,30
36,T10,T10,Jin Park,52,30
37,T10,T10,Scott Piercy,78,30
38,T10,T10,D.A. Points,87,30
39,T10,T10,John Rollins,77,30
40,T10,T10,Andres Romero,63,30
41,T10,T10,John Senden,79,30
42,T10,T10,Brandt Snedeker,79,30
43,T10,T10,Jordan Spieth,82,30
44,T10,T10,Kevin Streelman,86,30
45,T10,T10,Josh Teater,86,30
46,T10,T10,Camilo Villegas,79,30
47,T10,T10,Nick Watney,88,30
48,T10,T10,Bubba Watson,76,30
49,T10,T10,Boo Weekley,100,30
50,T10,T10,Mike Weir,60,30
51,T10,T10,Y.E. Yang,56,30
52,T53,T53,Stephen Ames,49,31
53,T53,T53,Jonas Blixt,76,31
54,T53,T53,Justin Bolli,59,31
55,T53,T53,Michael Bradley,56,31
56,T53,T53,Keegan Bradley,88,31
57,T53,T53,Scott Brown,65,31
58,T53,T53,Roberto Castro,97,31
59,T53,T53,Greg Chalmers,77,31
60,T53,T53,Stewart Cink,71,31
61,T53,T53,Will Claxton,67,31
62,T53,T53,Brian Davis,91,31
63,T53,T53,Jason Day,86,31
64,T53,T53,Brendon de Jonge,110,31
65,T53,T53,Luke Donald,60,31
66,T53,T53,Jason Dufner,78,31
67,T53,T53,Martin Flores,83,31
68,T53,T53,Tommy Gainey,84,31
69,T53,T53,Sergio Garcia,65,31
70,T53,T53,Brian Gay,79,31
71,T53,T53,Fabián Gómez,65,31
72,T53,T53,James Hahn,78,31
73,T53,T53,David Hearn,88,31
74,T53,T53,Justin Hicks,79,31
75,T53,T53,Morgan Hoffmann,64,31
76,T53,T53,Ryo Ishikawa,72,31
77,T53,T53,Freddie Jacobson,63,31
78,T53,T53,Dustin Johnson,71,31
79,T53,T53,Robert Karlsson,56,31
80,T53,T53,Chris Kirk,89,31
81,T53,T53,Colt Knost,69,31
82,T53,T53,Doug LaBelle II,72,31
83,T53,T53,Martin Laird,68,31
84,T53,T53,Richard Lee,81,31
85,T53,T53,Justin Leonard,86,31
86,T53,T53,David Lingmerth,68,31
87,T53,T53,David Lynn,70,31
