,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,78,4.22,329,78
1,2,2,Steve Stricker,51,4.13,194,47
2,T3,T3,Rory Sabbatini,86,4.07,334,82
3,T3,T3,Tiger Woods,61,4.07,244,60
4,5,5,Charl Schwartzel,69,4.06,276,68
5,T6,T6,Ryan Palmer,79,3.97,314,79
6,T6,T6,Brandt Snedeker,79,3.97,314,79
7,8,8,Billy Horschel,96,3.96,380,96
8,9,9,Justin Rose,62,3.95,237,60
9,10,10,Rory McIlroy,56,3.93,216,55
10,T11,T11,Sangmoon Bae,83,3.92,325,83
11,T11,T11,Charley Hoffman,84,3.92,329,84
12,13,13,Morgan Hoffmann,64,3.91,250,64
13,14,14,Jordan Spieth,82,3.89,319,82
14,15,15,Harris English,95,3.87,368,95
15,T16,T16,Graham DeLaet,94,3.85,362,94
16,T16,T16,Chris Kirk,89,3.85,343,89
17,T16,T16,Kevin Stadler,83,3.85,304,79
18,19,19,Webb Simpson,92,3.82,336,88
19,20,20,David Hearn,88,3.8,334,88
20,T21,T21,Jason Bohn,70,3.79,265,70
21,T21,T21,Matt Every,89,3.79,337,89
22,T23,T23,Vaughn Taylor,50,3.78,174,46
23,T23,T23,Bubba Watson,76,3.78,276,73
24,T25,T25,Dustin Johnson,71,3.77,264,70
25,T25,T25,Henrik Stenson,65,3.77,241,64
26,T27,T27,Keegan Bradley,88,3.76,327,87
27,T27,T27,Jimmy Walker,84,3.76,316,84
28,T29,T29,Robert Garrigus,69,3.75,244,65
29,T29,T29,Adam Scott,61,3.75,225,60
30,31,31,Brian Davis,91,3.73,339,91
31,32,32,Luke Donald,60,3.72,216,58
32,T33,T33,Steven Bowditch,67,3.71,241,65
33,T33,T33,Russell Henley,80,3.71,289,78
34,T33,T33,Bryce Molder,82,3.71,297,80
35,T33,T33,Andres Romero,63,3.71,219,59
36,T33,T33,Gary Woodland,94,3.71,334,90
37,T38,T38,Daniel Summerhays,83,3.7,307,83
38,T38,T38,Charlie Wi,75,3.7,263,71
39,40,40,James Driscoll,76,3.69,266,72
40,41,41,Pat Perez,69,3.68,254,69
41,T42,T42,Charles Howell III,87,3.67,312,85
42,T42,T42,Hunter Mahan,91,3.67,312,85
43,T44,T44,James Hahn,78,3.66,271,74
44,T44,T44,Matt Kuchar,93,3.66,318,87
45,T44,T44,David Lingmerth,68,3.66,249,68
46,T47,T47,Brad Fritsch,81,3.64,280,77
47,T47,T47,Matt Jones,83,3.64,302,83
48,T47,T47,Camilo Villegas,79,3.64,273,75
49,T50,T50,Brendon de Jonge,110,3.63,399,110
50,T50,T50,Scott Piercy,78,3.63,272,75
51,T50,T50,Patrick Reed,83,3.63,301,83
52,53,53,Jeff Overton,78,3.62,282,78
53,T54,T54,Roberto Castro,97,3.6,349,97
54,T54,T54,Sergio Garcia,65,3.6,227,63
55,T54,T54,Jason Kokrak,78,3.6,281,78
56,T54,T54,John Rollins,77,3.6,263,73
57,58,58,Jason Day,86,3.59,287,80
58,T59,T59,Jason Dufner,78,3.58,276,77
59,T59,T59,Rickie Fowler,75,3.58,265,74
60,T59,T59,Chris Stroud,88,3.58,315,88
61,T59,T59,Nicholas Thompson,99,3.58,354,99
62,T63,T63,Zach Johnson,84,3.57,296,83
63,T63,T63,Josh Teater,86,3.57,293,82
64,T65,T65,Luke Guthrie,82,3.56,292,82
65,T65,T65,Justin Leonard,86,3.56,306,86
66,T65,T65,D.A. Points,87,3.56,310,87
67,T65,T65,Nick Watney,88,3.56,306,86
68,69,69,Greg Chalmers,77,3.55,259,73
69,70,70,Fabián Gómez,65,3.54,230,65
70,T71,T71,Stewart Cink,71,3.51,249,71
71,T71,T71,Martin Flores,83,3.51,291,83
72,T71,T71,Jim Furyk,80,3.51,274,78
73,T74,T74,Aaron Baddeley,68,3.5,231,66
74,T74,T74,Kevin Chappell,80,3.5,280,80
75,T74,T74,Boo Weekley,100,3.5,350,100
76,T77,T77,Ángel Cabrera,73,3.48,254,73
77,T77,T77,Scott Stallings,79,3.48,275,79
78,T77,T77,D.J. Trahan,48,3.48,160,46
79,T80,T80,Jim Herman,59,3.47,191,55
80,T80,T80,Justin Hicks,79,3.47,260,75
81,T80,T80,Henrik Norlander,70,3.47,236,68
82,T83,T83,D.H. Lee,65,3.45,224,65
83,T83,T83,Ryan Moore,72,3.45,245,71
84,T83,T83,Aaron Watkins,46,3.45,152,44
85,86,86,William McGirt,75,3.44,258,75
86,T87,T87,Brendan Steele,86,3.43,281,82
87,T87,T87,Kevin Streelman,86,3.43,295,86
88,T87,T87,Cameron Tringale,80,3.43,274,80
89,T87,T87,Lee Westwood,70,3.43,237,69
90,T91,T91,Bill Haas,85,3.42,287,84
91,T91,T91,Seung-Yul Noh,71,3.42,229,67
92,93,93,Bud Cauley,67,3.41,215,63
93,94,94,Doug LaBelle II,72,3.4,238,70
94,T95,T95,Steve LeBrun,66,3.39,210,62
95,T95,T95,"Ted Potter, Jr.",65,3.39,207,61
96,T95,T95,Chez Reavie,72,3.39,244,72
97,T95,T95,David Toms,49,3.39,149,44
98,T95,T95,Bo Van Pelt,72,3.39,237,70
99,T100,T100,Lucas Glover,65,3.38,220,65
100,T100,T100,John Merrick,79,3.38,267,79
101,102,102,Tommy Gainey,84,3.37,283,84
102,T103,T103,Erik Compton,74,3.36,249,74
103,T103,T103,Luke List,65,3.36,205,61
104,T103,T103,Rod Pampling,46,3.36,141,42
105,T106,T106,Bob Estes,66,3.35,221,66
106,T106,T106,Peter Hanson,45,3.35,144,43
107,T106,T106,Brian Harman,89,3.35,285,85
108,T106,T106,Jeff Maggert,63,3.35,211,63
109,T106,T106,Greg Owen,73,3.35,238,71
110,T106,T106,Carl Pettersson,82,3.35,268,80
111,T112,T112,Charlie Beljan,62,3.34,207,62
112,T112,T112,Robert Streb,75,3.34,237,71
113,T114,T114,Stuart Appleby,88,3.33,280,84
114,T114,T114,K.J. Choi,85,3.33,280,84
115,T114,T114,John Huh,88,3.33,293,88
116,T114,T114,Freddie Jacobson,63,3.33,200,60
117,T114,T114,Jerry Kelly,75,3.33,250,75
118,T114,T114,Mike Weir,60,3.33,193,58
119,T120,T120,Richard Lee,81,3.32,256,77
120,T120,T120,Cameron Percy,68,3.32,219,66
121,T120,T120,Tag Ridings,69,3.32,216,65
122,T120,T120,Shawn Stefani,63,3.32,209,63
123,T124,T124,George McNeill,68,3.31,225,68
124,T124,T124,John Senden,79,3.31,258,78
125,126,126,Brian Gay,79,3.3,261,79
126,127,127,Ken Duke,87,3.29,286,87
127,128,128,Dicky Pride,71,3.28,220,67
128,T129,T129,Stephen Ames,49,3.27,160,49
129,T129,T129,Marc Leishman,77,3.27,252,77
130,131,131,Ernie Els,63,3.26,202,62
131,T132,T132,Justin Bolli,59,3.25,179,55
132,T132,T132,Scott Brown,65,3.25,211,65
133,T134,T134,Scott Gardiner,61,3.24,191,59
134,T134,T134,David Mathis,71,3.24,217,67
135,T136,T136,David Lynn,70,3.23,223,69
136,T136,T136,Ian Poulter,59,3.23,171,53
137,T138,T138,Chad Campbell,78,3.22,245,76
138,T138,T138,Martin Kaymer,61,3.22,187,58
139,T138,T138,Brian Stuard,78,3.22,238,74
140,141,141,Brandt Jobe,62,3.21,186,58
141,T142,T142,Ryo Ishikawa,72,3.2,224,70
142,T142,T142,Kyle Stanley,71,3.2,227,71
143,T142,T142,Y.E. Yang,56,3.2,179,56
144,T145,T145,Ricky Barnes,74,3.19,223,70
145,T145,T145,Martin Laird,68,3.19,217,68
146,147,147,Ben Kohles,75,3.17,225,71
147,T148,T148,Jonas Blixt,76,3.16,240,76
148,T148,T148,Tim Clark,64,3.16,193,61
149,T148,T148,Ben Crane,62,3.16,183,58
150,T151,T151,Alistair Presnell,59,3.14,179,57
151,T151,T151,Andrew Svoboda,46,3.14,138,44
152,153,153,Eric Meierdierks,48,3.13,144,46
153,T154,T154,Robert Karlsson,56,3.12,162,52
154,T154,T154,Geoff Ogilvy,57,3.12,178,57
155,T154,T154,Jin Park,52,3.12,156,50
156,157,157,Will Claxton,67,3.1,195,63
157,T158,T158,Derek Ernst,58,3.09,179,58
158,T158,T158,Tim Herron,45,3.09,139,45
159,T158,T158,Scott Langley,79,3.09,232,75
160,161,161,Graeme McDowell,53,3.06,150,49
161,162,162,Troy Matteson,68,3.05,201,66
162,163,163,Michael Bradley,56,3.04,158,52
163,T164,T164,J.J. Henry,83,3.02,245,81
164,T164,T164,Colt Knost,69,3.02,196,65
165,T164,T164,Darron Stiles,51,3.02,148,49
166,T167,T167,Robert Allenby,58,3.0,168,56
167,T167,T167,Ben Curtis,59,3.0,171,57
168,T169,T169,Sean O'Hair,56,2.98,167,56
169,T169,T169,Lee Williams,62,2.98,179,60
170,T169,T169,Mark Wilson,56,2.98,155,52
171,T172,T172,Tom Gillis,69,2.97,193,65
172,T172,T172,Vijay Singh,61,2.97,181,61
173,174,174,Padraig Harrington,52,2.96,145,49
174,T175,T175,Nicolas Colsaerts,50,2.89,136,47
175,T175,T175,Michael Thompson,66,2.89,191,66
176,177,177,Casey Wittenberg,72,2.84,199,70
177,178,178,Johnson Wagner,64,2.83,170,60
178,179,179,Trevor Immelman,73,2.81,194,69
179,180,180,Bobby Gates,49,2.8,126,45
