,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,68.83,826,12
1,2,2,Tiger Woods,68.93,1034,15
2,3,3,Sergio Garcia,69.13,1106,16
3,4,4,Justin Rose,69.25,1108,16
4,5,5,Zach Johnson,69.3,1594,23
5,T6,T6,Matt Kuchar,69.59,1531,22
6,T6,T6,Ryan Palmer,69.59,1531,22
7,T8,T8,Charley Hoffman,69.65,1602,23
8,T8,T8,Brandt Snedeker,69.65,1602,23
9,T8,T8,Henrik Stenson,69.65,1184,17
10,11,11,Hunter Mahan,69.67,1672,24
11,12,12,Charl Schwartzel,69.72,1255,18
12,T13,T13,Graham DeLaet,69.73,1813,26
13,T13,T13,Camilo Villegas,69.73,1534,22
14,15,15,Chris Kirk,69.75,1674,24
15,16,16,Brad Fritsch,69.78,1605,23
16,17,17,Roberto Castro,69.79,2024,29
17,T18,T18,Billy Horschel,69.81,1815,26
18,T18,T18,Phil Mickelson,69.81,1466,21
19,20,20,Matt Jones,69.83,1676,24
20,21,21,Jerry Kelly,69.91,1538,22
21,22,22,Daniel Summerhays,69.92,1818,26
22,T23,T23,Harris English,69.96,1819,26
23,T23,T23,Jeff Overton,69.96,1679,24
24,T23,T23,Jimmy Walker,69.96,1679,24
25,T26,T26,Bob Estes,70.0,1260,18
26,T26,T26,Peter Hanson,70.0,910,13
27,T26,T26,Freddie Jacobson,70.0,1260,18
28,T26,T26,Gary Woodland,70.0,1750,25
29,T30,T30,Keegan Bradley,70.08,1682,24
30,T30,T30,Charles Howell III,70.08,1752,25
31,T32,T32,Jason Day,70.1,1402,20
32,T32,T32,Morgan Hoffmann,70.1,1402,20
33,T34,T34,Brendon de Jonge,70.13,2104,30
34,T34,T34,Adam Scott,70.13,1052,15
35,36,36,Jordan Spieth,70.17,1614,23
36,37,37,Lee Westwood,70.22,1264,18
37,38,38,Bubba Watson,70.25,1405,20
38,39,39,Jason Dufner,70.29,1476,21
39,40,40,Bryce Molder,70.3,1617,23
40,41,41,Chez Reavie,70.36,1548,22
41,42,42,D.J. Trahan,70.4,1056,15
42,43,43,Boo Weekley,70.41,1901,27
43,T44,T44,Brian Gay,70.42,1690,24
44,T44,T44,Webb Simpson,70.42,1690,24
45,46,46,Kevin Streelman,70.44,1761,25
46,47,47,Ben Crane,70.45,1409,20
47,48,48,Rory Sabbatini,70.48,1762,25
48,T49,T49,Dustin Johnson,70.52,1481,21
49,T49,T49,Jason Kokrak,70.52,1763,25
50,51,51,Matt Every,70.64,1978,28
51,52,52,Kevin Stadler,70.67,1696,24
52,T53,T53,Luke Donald,70.69,1131,16
53,T53,T53,Chris Stroud,70.69,1838,26
54,55,55,Bill Haas,70.71,1697,24
55,T56,T56,John Rollins,70.74,1627,23
