,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
153,T153,T153,Johnson Wagner,64,35.78,2147,60
154,155,155,Ángel Cabrera,73,35.79,2613,73
155,T156,T156,Will Claxton,67,35.81,2256,63
156,T156,T156,Rod Pampling,46,35.81,1504,42
157,T156,T156,Bo Van Pelt,72,35.81,2507,70
158,T159,T159,John Huh,88,35.82,3152,88
159,T159,T159,Troy Matteson,68,35.82,2364,66
160,T159,T159,David Toms,49,35.82,1576,44
161,162,162,Kyle Stanley,71,35.83,2544,71
162,T163,T163,Lucas Glover,65,35.86,2331,65
163,T163,T163,Ben Kohles,75,35.86,2546,71
164,T165,T165,Justin Bolli,59,35.87,1973,55
165,T165,T165,Luke List,65,35.87,2188,61
166,167,167,Nicolas Colsaerts,50,35.91,1688,47
167,168,168,Eric Meierdierks,48,35.93,1653,46
168,T169,T169,Martin Kaymer,61,35.95,2085,58
169,T169,T169,Alistair Presnell,59,35.95,2049,57
170,171,171,Darron Stiles,51,35.96,1762,49
171,T172,T172,Bobby Gates,49,35.98,1619,45
172,T172,T172,Colt Knost,69,35.98,2339,65
173,174,174,Martin Laird,68,35.99,2447,68
174,175,175,Robert Allenby,58,36.07,2020,56
175,176,176,Tommy Gainey,84,36.08,3031,84
176,177,177,Sean O'Hair,56,36.11,2022,56
177,178,178,Michael Thompson,66,36.12,2384,66
178,179,179,Geoff Ogilvy,57,36.21,2064,57
179,180,180,Derek Ernst,58,36.29,2105,58
