,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Chris Kirk,89,34.51,3071,89
1,2,2,Tiger Woods,61,34.63,2078,60
2,3,3,Keegan Bradley,88,34.66,3015,87
3,T4,T4,Bryce Molder,82,34.8,2784,80
4,T4,T4,Kevin Stadler,83,34.8,2749,79
5,T6,T6,Justin Rose,62,34.83,2090,60
6,T6,T6,Henrik Stenson,65,34.83,2229,64
7,8,8,Steve Stricker,51,34.85,1638,47
8,9,9,Sergio Garcia,65,34.89,2198,63
9,10,10,Jordan Spieth,82,34.9,2862,82
10,T11,T11,Charles Howell III,87,34.92,2968,85
11,T11,T11,Brandt Snedeker,79,34.92,2759,79
12,13,13,Matt Jones,83,34.93,2899,83
13,14,14,Zach Johnson,84,34.98,2903,83
14,15,15,James Hahn,78,34.99,2589,74
15,16,16,Matt Kuchar,93,35.01,3046,87
16,17,17,Jim Furyk,80,35.04,2733,78
17,T18,T18,Roberto Castro,97,35.05,3400,97
18,T18,T18,Jason Dufner,78,35.05,2699,77
19,T20,T20,Brendon de Jonge,110,35.06,3857,110
20,T20,T20,Jimmy Walker,84,35.06,2945,84
21,22,22,Rory Sabbatini,86,35.07,2876,82
22,23,23,Jerry Kelly,75,35.08,2631,75
23,24,24,Bill Haas,85,35.11,2949,84
24,T25,T25,Ben Crane,62,35.12,2037,58
25,T25,T25,Jeff Overton,78,35.12,2739,78
26,T27,T27,Morgan Hoffmann,64,35.13,2248,64
27,T27,T27,Charl Schwartzel,69,35.13,2389,68
28,T27,T27,Robert Streb,75,35.13,2494,71
29,T30,T30,Brad Fritsch,81,35.14,2706,77
30,T30,T30,Justin Leonard,86,35.14,3022,86
31,T32,T32,Brian Davis,91,35.15,3199,91
32,T32,T32,Graham DeLaet,94,35.15,3304,94
33,T32,T32,Chris Stroud,88,35.15,3093,88
34,T35,T35,Phil Mickelson,78,35.17,2743,78
35,T35,T35,Daniel Summerhays,83,35.17,2919,83
36,T37,T37,Jason Day,86,35.18,2814,80
37,T37,T37,Charley Hoffman,84,35.18,2955,84
38,T37,T37,Webb Simpson,92,35.18,3096,88
39,40,40,George McNeill,68,35.19,2393,68
40,41,41,Ricky Barnes,74,35.2,2464,70
41,T42,T42,William McGirt,75,35.21,2641,75
42,T42,T42,Dicky Pride,71,35.21,2359,67
43,T44,T44,Jason Bohn,70,35.23,2466,70
44,T44,T44,Tim Clark,64,35.23,2149,61
45,46,46,Martin Flores,83,35.24,2925,83
46,T47,T47,Freddie Jacobson,63,35.25,2115,60
47,T47,T47,Chez Reavie,72,35.25,2538,72
48,T47,T47,Cameron Tringale,80,35.25,2820,80
49,T50,T50,Bob Estes,66,35.26,2327,66
50,T50,T50,David Hearn,88,35.26,3103,88
51,52,52,Erik Compton,74,35.27,2610,74
52,T53,T53,Harris English,95,35.28,3352,95
53,T53,T53,D.J. Trahan,48,35.28,1623,46
54,T53,T53,Boo Weekley,100,35.28,3528,100
55,T56,T56,Stephen Ames,49,35.29,1729,49
56,T56,T56,Steven Bowditch,67,35.29,2294,65
57,T56,T56,Russell Henley,80,35.29,2753,78
58,T56,T56,Jason Kokrak,78,35.29,2753,78
59,T56,T56,Jeff Maggert,63,35.29,2223,63
60,T56,T56,Scott Stallings,79,35.29,2788,79
61,T56,T56,Bubba Watson,76,35.29,2576,73
62,T56,T56,Mark Wilson,56,35.29,1835,52
63,T64,T64,John Merrick,79,35.3,2789,79
64,T64,T64,Pat Perez,69,35.3,2436,69
65,T66,T66,Luke Donald,60,35.31,2048,58
66,T66,T66,Brian Stuard,78,35.31,2613,74
67,68,68,Tom Gillis,69,35.32,2296,65
68,T69,T69,Matt Every,89,35.33,3144,89
69,T69,T69,Doug LaBelle II,72,35.33,2473,70
70,T69,T69,Hunter Mahan,91,35.33,3003,85
71,T69,T69,Ryan Palmer,79,35.33,2791,79
72,T69,T69,Camilo Villegas,79,35.33,2650,75
73,T69,T69,Nick Watney,88,35.33,3038,86
74,T75,T75,Chad Campbell,78,35.34,2686,76
75,T75,T75,Scott Gardiner,61,35.34,2085,59
76,T75,T75,Fabián Gómez,65,35.34,2297,65
77,T75,T75,Richard Lee,81,35.34,2721,77
78,T75,T75,Nicholas Thompson,99,35.34,3499,99
79,T80,T80,Brian Gay,79,35.35,2793,79
80,T80,T80,Jim Herman,59,35.35,1944,55
81,T82,T82,Cameron Percy,68,35.36,2334,66
82,T82,T82,Patrick Reed,83,35.36,2935,83
83,T82,T82,Kevin Streelman,86,35.36,3041,86
84,85,85,Steve LeBrun,66,35.37,2193,62
85,T86,T86,Jonas Blixt,76,35.38,2689,76
86,T86,T86,Adam Scott,61,35.38,2123,60
87,T88,T88,K.J. Choi,85,35.39,2973,84
88,T88,T88,James Driscoll,76,35.39,2548,72
89,T88,T88,Rickie Fowler,75,35.39,2619,74
90,T91,T91,Stuart Appleby,88,35.4,2974,84
91,T91,T91,Billy Horschel,96,35.4,3398,96
92,T91,T91,Ian Poulter,59,35.4,1876,53
93,T91,T91,Brendan Steele,86,35.4,2903,82
94,95,95,"Ted Potter, Jr.",65,35.41,2160,61
95,T96,T96,D.H. Lee,65,35.42,2302,65
96,T96,T96,Tag Ridings,69,35.42,2302,65
97,T98,T98,Stewart Cink,71,35.45,2517,71
98,T98,T98,John Rollins,77,35.45,2588,73
99,T98,T98,Aaron Watkins,46,35.45,1560,44
100,T101,T101,Rory McIlroy,56,35.47,1951,55
101,T101,T101,Andres Romero,63,35.47,2093,59
102,T103,T103,J.J. Henry,83,35.48,2874,81
103,T103,T103,Seung-Yul Noh,71,35.48,2377,67
104,T105,T105,Greg Chalmers,77,35.49,2591,73
105,T105,T105,Ryo Ishikawa,72,35.49,2484,70
106,T105,T105,Greg Owen,73,35.49,2520,71
107,T105,T105,Charlie Wi,75,35.49,2520,71
108,109,109,Tim Herron,45,35.51,1598,45
109,T110,T110,Marc Leishman,77,35.52,2735,77
110,T110,T110,Andrew Svoboda,46,35.52,1563,44
111,T112,T112,Ben Curtis,59,35.53,2025,57
112,T112,T112,Lee Williams,62,35.53,2132,60
113,T112,T112,Gary Woodland,94,35.53,3198,90
114,T115,T115,Kevin Chappell,80,35.54,2843,80
115,T115,T115,Y.E. Yang,56,35.54,1990,56
116,T117,T117,Robert Garrigus,69,35.55,2311,65
117,T117,T117,Justin Hicks,79,35.55,2666,75
118,T119,T119,Ken Duke,87,35.57,3095,87
119,T119,T119,Brandt Jobe,62,35.57,2063,58
120,T119,T119,Dustin Johnson,71,35.57,2490,70
121,T119,T119,Graeme McDowell,53,35.57,1743,49
122,T123,T123,Michael Bradley,56,35.58,1850,52
123,T123,T123,Ernie Els,63,35.58,2206,62
124,T123,T123,Brian Harman,89,35.58,3024,85
125,T126,T126,Padraig Harrington,52,35.59,1744,49
126,T126,T126,D.A. Points,87,35.59,3096,87
127,T128,T128,Aaron Baddeley,68,35.61,2350,66
128,T128,T128,Sangmoon Bae,83,35.61,2956,83
129,130,130,Shawn Stefani,63,35.62,2244,63
130,T131,T131,David Mathis,71,35.64,2388,67
131,T131,T131,Jin Park,52,35.64,1782,50
132,T131,T131,Vijay Singh,61,35.64,2174,61
133,T134,T134,Bud Cauley,67,35.65,2246,63
134,T134,T134,Robert Karlsson,56,35.65,1854,52
135,136,136,Carl Pettersson,82,35.66,2853,80
136,T137,T137,Trevor Immelman,73,35.67,2461,69
137,T137,T137,John Senden,79,35.67,2782,78
138,139,139,Scott Brown,65,35.68,2319,65
139,T140,T140,David Lingmerth,68,35.69,2427,68
140,T140,T140,Henrik Norlander,70,35.69,2427,68
141,T140,T140,Mike Weir,60,35.69,2070,58
142,T140,T140,Casey Wittenberg,72,35.69,2498,70
143,144,144,Peter Hanson,45,35.7,1535,43
144,145,145,Josh Teater,86,35.72,2929,82
145,146,146,Scott Piercy,78,35.73,2680,75
146,T147,T147,Scott Langley,79,35.75,2681,75
147,T147,T147,Ryan Moore,72,35.75,2538,71
148,T147,T147,Lee Westwood,70,35.75,2467,69
149,T150,T150,Luke Guthrie,82,35.76,2932,82
150,T150,T150,Vaughn Taylor,50,35.76,1645,46
151,152,152,Charlie Beljan,62,35.77,2218,62
152,T153,T153,David Lynn,70,35.78,2469,69
