,Late_Par_3_Scoring_Average_RANK THIS WEEK,Late_Par_3_Scoring_Average_RANK LAST WEEK,Late_Par_3_Scoring_Average_PLAYER NAME,Late_Par_3_Scoring_Average_ROUNDS,Late_Par_3_Scoring_Average_AVG,Late_Par_3_Scoring_Average_TOTAL STROKES,Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Justin Bolli,59,2.88,320,111
1,2,2,Richard Lee,81,2.9,418,144
2,3,3,Jeff Overton,78,2.92,438,150
3,T4,T4,Greg Chalmers,77,2.94,412,140
4,T4,T4,Doug LaBelle II,72,2.94,356,121
5,6,6,Carl Pettersson,82,2.96,338,114
6,T7,T7,Stephen Ames,49,2.97,303,102
7,T7,T7,Jason Bohn,70,2.97,401,135
8,T7,T7,Tim Clark,64,2.97,371,125
9,T10,T10,Zach Johnson,84,2.98,623,209
10,T10,T10,John Rollins,77,2.98,498,167
11,T12,T12,Brian Davis,91,2.99,521,174
12,T12,T12,Peter Hanson,45,2.99,263,88
13,T12,T12,Chris Kirk,89,2.99,541,181
14,T12,T12,Tiger Woods,61,2.99,431,144
15,T16,T16,Brendon de Jonge,110,3.0,616,205
16,T16,T16,James Driscoll,76,3.0,465,155
17,T16,T16,Brad Fritsch,81,3.0,426,142
18,T16,T16,Charles Howell III,87,3.0,555,185
19,T16,T16,Ryan Palmer,79,3.0,471,157
20,T16,T16,Henrik Stenson,65,3.0,468,156
21,T16,T16,Chris Stroud,88,3.0,486,162
22,T16,T16,Cameron Tringale,80,3.0,420,140
23,T24,T24,John Merrick,79,3.01,473,157
24,T24,T24,Phil Mickelson,78,3.01,512,170
25,T24,T24,Casey Wittenberg,72,3.01,463,154
26,T24,T24,Gary Woodland,94,3.01,496,165
27,T28,T28,Ben Crane,62,3.02,393,130
28,T28,T28,Martin Flores,83,3.02,462,153
29,T28,T28,William McGirt,75,3.02,378,125
30,T28,T28,Pat Perez,69,3.02,447,148
31,T32,T32,Steven Bowditch,67,3.03,358,118
32,T32,T32,Robert Garrigus,69,3.03,357,118
33,T32,T32,Bobby Gates,49,3.03,297,98
34,T32,T32,Padraig Harrington,52,3.03,270,89
35,T32,T32,John Huh,88,3.03,525,173
36,T32,T32,Seung-Yul Noh,71,3.03,382,126
37,T32,T32,Andres Romero,63,3.03,355,117
38,T32,T32,Jordan Spieth,82,3.03,618,204
39,T32,T32,Josh Teater,86,3.03,454,150
40,T41,T41,Bob Estes,66,3.04,347,114
41,T41,T41,Jim Furyk,80,3.04,548,180
42,T41,T41,Jason Kokrak,78,3.04,566,186
43,T41,T41,Scott Langley,79,3.04,453,149
44,T41,T41,Jeff Maggert,63,3.04,353,116
45,T41,T41,Greg Owen,73,3.04,408,134
46,T41,T41,Ian Poulter,59,3.04,377,124
47,T41,T41,Chez Reavie,72,3.04,392,129
48,T49,T49,Stuart Appleby,88,3.05,467,153
