,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Jason Bohn,23,100.0,1.0
1,T1,T1,Justin Bolli,23,100.0,1.0
2,T1,T1,Steven Bowditch,22,100.0,1.0
3,T1,T1,Scott Brown,21,100.0,1.0
4,T1,T1,K.J. Choi,24,100.0,2.0
5,T1,T1,Ben Crane,21,100.0,1.0
6,T1,T1,Brian Davis,28,100.0,1.0
7,T1,T1,Derek Ernst,21,100.0,1.0
8,T1,T1,Matt Every,28,100.0,2.0
9,T1,T1,Brian Gay,24,100.0,1.0
10,T1,T1,Lucas Glover,23,100.0,1.0
11,T1,T1,Fabián Gómez,23,100.0,1.0
12,T1,T1,David Hearn,26,100.0,1.0
13,T1,T1,Russell Henley,24,100.0,1.0
14,T1,T1,Dustin Johnson,22,100.0,4.0
15,T1,T1,Robert Karlsson,18,100.0,1.0
16,T1,T1,Martin Kaymer,17,100.0,1.0
17,T1,T1,Jerry Kelly,22,100.0,2.0
18,T1,T1,Martin Laird,21,100.0,1.0
19,T1,T1,Scott Langley,27,100.0,1.0
20,T1,T1,Justin Leonard,24,100.0,1.0
21,T1,T1,Jeff Maggert,21,100.0,1.0
22,T1,T1,David Mathis,24,100.0,1.0
23,T1,T1,Graeme McDowell,16,100.0,2.0
24,T1,T1,Geoff Ogilvy,19,100.0,1.0
25,T1,T1,Jeff Overton,24,100.0,1.0
26,T1,T1,Dicky Pride,23,100.0,2.0
27,T1,T1,Scott Stallings,27,100.0,2.0
28,T1,T1,Henrik Stenson,18,100.0,7.0
29,T1,T1,Daniel Summerhays,26,100.0,3.0
30,T1,T1,Josh Teater,24,100.0,2.0
31,T1,T1,Boo Weekley,27,100.0,3.0
32,T1,T1,Mark Wilson,19,100.0,2.0
33,34,34,Phil Mickelson,21,85.7,6.0
34,35,35,Patrick Reed,26,80.0,4.0
35,36,36,Tiger Woods,16,77.8,7.0
36,T37,T37,Jason Day,21,75.0,3.0
37,T37,T37,Charles Howell III,26,75.0,3.0
38,T37,T37,Marc Leishman,23,75.0,3.0
39,T37,T37,Ryan Palmer,22,75.0,3.0
