,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Chris Stroud,66.8,334,5
1,2,2,Steve Stricker,67.0,268,4
2,3,3,Brendon de Jonge,67.29,471,7
3,T4,T4,Chris Kirk,67.67,203,3
4,T4,T4,Charl Schwartzel,67.67,406,6
5,T6,T6,Hunter Mahan,67.83,407,6
6,T6,T6,Brandt Snedeker,67.83,407,6
7,8,8,Tiger Woods,67.88,543,8
8,T9,T9,Ángel Cabrera,68.0,272,4
9,T9,T9,Zach Johnson,68.0,204,3
10,T9,T9,John Merrick,68.0,68,1
11,T9,T9,Webb Simpson,68.0,476,7
12,13,13,Phil Mickelson,68.14,477,7
13,14,14,Kevin Stadler,68.25,273,4
14,T15,T15,Brian Gay,68.4,342,5
15,T15,T15,Justin Rose,68.4,342,5
16,T17,T17,Freddie Jacobson,68.5,137,2
17,T17,T17,William McGirt,68.5,137,2
18,T17,T17,"Ted Potter, Jr.",68.5,137,2
19,T20,T20,Jason Day,68.67,206,3
20,T20,T20,Marc Leishman,68.67,206,3
21,T22,T22,Jason Dufner,68.75,550,8
22,T22,T22,Ryan Palmer,68.75,550,8
23,T24,T24,Keegan Bradley,68.78,619,9
24,T24,T24,Matt Kuchar,68.78,619,9
25,26,26,Charley Hoffman,68.8,344,5
26,27,27,Roberto Castro,68.86,482,7
27,T28,T28,Rory Sabbatini,69.0,345,5
28,T28,T28,Henrik Stenson,69.0,345,5
29,30,30,Harris English,69.18,761,11
30,31,31,John Huh,69.2,346,5
31,32,32,Lee Williams,69.25,554,8
32,T33,T33,Peter Hanson,69.33,208,3
33,T33,T33,Carl Pettersson,69.33,208,3
34,T33,T33,Vaughn Taylor,69.33,208,3
35,36,36,Nicolas Colsaerts,69.4,347,5
36,T37,T37,Graham DeLaet,69.5,278,4
37,T37,T37,Morgan Hoffmann,69.5,139,2
38,T37,T37,Steve LeBrun,69.5,278,4
39,T37,T37,Rod Pampling,69.5,278,4
40,41,41,Billy Horschel,69.56,626,9
41,T42,T42,David Hearn,69.6,348,5
42,T42,T42,D.J. Trahan,69.6,348,5
43,44,44,Matt Jones,69.71,488,7
44,T45,T45,Matt Every,69.75,837,12
45,T45,T45,Jimmy Walker,69.75,279,4
46,47,47,Boo Weekley,69.8,349,5
47,48,48,Nick Watney,69.83,419,6
48,49,49,Jason Kokrak,69.86,489,7
49,T50,T50,Scott Brown,70.0,210,3
50,T50,T50,Stewart Cink,70.0,350,5
51,T50,T50,Luke Donald,70.0,140,2
52,T50,T50,Russell Henley,70.0,210,3
53,T50,T50,Jim Herman,70.0,350,5
54,T50,T50,Charles Howell III,70.0,560,8
55,T50,T50,Ryo Ishikawa,70.0,350,5
56,T50,T50,Justin Leonard,70.0,420,6
57,T50,T50,David Lynn,70.0,210,3
58,T50,T50,Pat Perez,70.0,350,5
59,T50,T50,Ian Poulter,70.0,280,4
60,T50,T50,Chez Reavie,70.0,280,4
61,T50,T50,John Senden,70.0,350,5
62,T50,T50,Jordan Spieth,70.0,490,7
63,T50,T50,Brian Stuard,70.0,350,5
64,T50,T50,Daniel Summerhays,70.0,350,5
65,T50,T50,Josh Teater,70.0,280,4
66,T50,T50,Nicholas Thompson,70.0,630,9
67,T50,T50,David Toms,70.0,210,3
68,69,69,Brendan Steele,70.14,491,7
69,T70,T70,Chad Campbell,70.17,421,6
70,T70,T70,Bob Estes,70.17,421,6
71,T70,T70,Bryce Molder,70.17,421,6
72,T70,T70,Shawn Stefani,70.17,421,6
73,T70,T70,Kevin Streelman,70.17,421,6
74,T75,T75,Ben Crane,70.2,351,5
75,T75,T75,J.J. Henry,70.2,351,5
76,T75,T75,D.H. Lee,70.2,351,5
77,T75,T75,Tag Ridings,70.2,351,5
78,T75,T75,Gary Woodland,70.2,351,5
79,80,80,Casey Wittenberg,70.25,281,4
80,T81,T81,Robert Garrigus,70.33,422,6
81,T81,T81,George McNeill,70.33,422,6
82,T81,T81,Camilo Villegas,70.33,422,6
83,T84,T84,Sangmoon Bae,70.4,352,5
84,T84,T84,Ken Duke,70.4,352,5
85,86,86,Jim Furyk,70.43,493,7
86,87,87,Jeff Overton,70.44,634,9
87,T88,T88,Jerry Kelly,70.5,282,4
88,T88,T88,Vijay Singh,70.5,282,4
89,T88,T88,Bo Van Pelt,70.5,282,4
90,T88,T88,Y.E. Yang,70.5,282,4
91,T92,T92,Brad Fritsch,70.6,353,5
92,T92,T92,Graeme McDowell,70.6,353,5
93,T94,T94,Will Claxton,70.67,636,9
94,T94,T94,Tommy Gainey,70.67,636,9
95,T94,T94,Sergio Garcia,70.67,212,3
96,T94,T94,Andrew Svoboda,70.67,212,3
97,98,98,Rickie Fowler,70.71,495,7
98,99,99,Padraig Harrington,70.8,354,5
99,T100,T100,Michael Bradley,71.0,142,2
100,T100,T100,Tim Clark,71.0,213,3
101,T100,T100,James Driscoll,71.0,497,7
102,T100,T100,Bill Haas,71.0,426,6
103,T100,T100,Martin Kaymer,71.0,213,3
104,T100,T100,Troy Matteson,71.0,213,3
105,T100,T100,Geoff Ogilvy,71.0,284,4
106,T100,T100,Dicky Pride,71.0,355,5
107,T100,T100,Andres Romero,71.0,497,7
108,T100,T100,Adam Scott,71.0,355,5
109,T100,T100,Mike Weir,71.0,355,5
110,T111,T111,Jason Bohn,71.14,498,7
111,T111,T111,Dustin Johnson,71.14,498,7
112,113,113,Sean O'Hair,71.17,427,6
113,114,114,Seung-Yul Noh,71.22,641,9
114,115,115,Brandt Jobe,71.29,499,7
115,116,116,Tom Gillis,71.33,428,6
116,117,117,Lucas Glover,71.4,357,5
117,T118,T118,K.J. Choi,71.43,500,7
118,T118,T118,Derek Ernst,71.43,500,7
119,T118,T118,Henrik Norlander,71.43,500,7
120,T118,T118,Kyle Stanley,71.43,500,7
121,122,122,Stuart Appleby,71.44,643,9
122,T123,T123,James Hahn,71.5,429,6
123,T123,T123,Brian Harman,71.5,572,8
124,T123,T123,Robert Karlsson,71.5,286,4
125,T123,T123,Scott Langley,71.5,429,6
126,T123,T123,Richard Lee,71.5,286,4
127,T123,T123,Eric Meierdierks,71.5,286,4
128,T123,T123,Patrick Reed,71.5,429,6
129,T123,T123,Bubba Watson,71.5,429,6
130,T131,T131,Ricky Barnes,71.6,358,5
131,T131,T131,David Lingmerth,71.6,358,5
132,T131,T131,Jeff Maggert,71.6,358,5
133,134,134,Scott Stallings,71.67,215,3
134,T135,T135,Bud Cauley,71.75,287,4
135,T135,T135,Jin Park,71.75,287,4
136,T137,T137,Luke List,71.8,718,10
137,T137,T137,Lee Westwood,71.8,359,5
138,139,139,D.A. Points,71.83,431,6
139,140,140,Erik Compton,71.86,503,7
140,141,141,Justin Hicks,71.9,719,10
141,T142,T142,Ben Curtis,72.0,432,6
142,T142,T142,Tim Herron,72.0,216,3
143,T142,T142,Trevor Immelman,72.0,288,4
144,T142,T142,Rory McIlroy,72.0,360,5
145,T142,T142,Cameron Percy,72.0,288,4
146,T142,T142,Scott Piercy,72.0,288,4
147,T142,T142,Mark Wilson,72.0,504,7
148,149,149,Fabián Gómez,72.14,505,7
149,T150,T150,Brian Davis,72.17,433,6
150,T150,T150,Scott Gardiner,72.17,433,6
151,T152,T152,Bobby Gates,72.2,361,5
152,T152,T152,Ben Kohles,72.2,361,5
153,154,154,Colt Knost,72.25,289,4
154,155,155,Charlie Wi,72.29,506,7
155,156,156,Greg Chalmers,72.56,653,9
156,T157,T157,Jonas Blixt,72.57,508,7
157,T157,T157,Steven Bowditch,72.57,508,7
158,T157,T157,David Mathis,72.57,508,7
159,160,160,John Rollins,72.6,363,5
160,T161,T161,Luke Guthrie,72.67,436,6
161,T161,T161,Martin Laird,72.67,218,3
162,163,163,Michael Thompson,72.75,291,4
163,164,164,Cameron Tringale,72.8,364,5
164,T165,T165,Martin Flores,73.0,219,3
165,T165,T165,Johnson Wagner,73.0,438,6
166,167,167,Ernie Els,73.14,512,7
167,168,168,Stephen Ames,73.25,293,4
168,169,169,Darron Stiles,73.33,220,3
169,T170,T170,Greg Owen,73.5,294,4
170,T170,T170,Aaron Watkins,73.5,294,4
171,172,172,Doug LaBelle II,74.0,444,6
172,173,173,Robert Streb,74.25,297,4
173,174,174,Ryan Moore,74.33,223,3
174,175,175,Robert Allenby,74.57,522,7
175,176,176,Justin Bolli,74.6,373,5
176,177,177,Alistair Presnell,75.25,301,4
177,178,178,Aaron Baddeley,75.33,226,3
178,179,179,Kevin Chappell,76.0,152,2
